"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DIST_RATIO_1"|"DIST_RATIO_2"|"DIST_RATIO_3"|"DIST_RATIO_4"|"DIST_RATIO_5"|"AVG_DIST_RATIO"|"VALUE_NONCHAR_ASSETS"|"ONE_PCT_INV_INC"|"RATIO_PLUS_INV_INC"|"QUAL_DIST_V"|"DIST_RATIO_NONCHAR_ASSETS"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|"1708290"|"0.0514730000"|"0.0493730000"|"0.0492320000"|"0.0507940000"|"0.0513600000"|"0.050446"|"1323149.0000"|"432.0000"|"67180.0000"|"67180.0000"|"66748.0000"
"03-0461030"|"HARRINGTON FAMILY FOUNDATION"|"1708292"|"0.0610200000"|"0.0382300000"|"0.0544900000"|"0.0329500000"|"0.0868300000"|"0.0547"|"1394415.0000"|"606.0000"|"76886.0000"|"80456.0000"|"76280.0000"
"03-0577385"|"THE MCMASTER FAMILY FOUNDATION INC"|"1708293"|"0.0514160000"|"0.0521660000"|"0.0513390000"|"0.0491440000"|"0.0527720000"|"0.051367"|"974397.0000"|"147.0000"|"50199.0000"|"50050.0000"|"50052.0000"
"04-2720087"|"GEORGE C WADLEIGH FOUNDATION INC"|"1708298"|"0.0469680000"|"0.0465240000"|"0.0450160000"|"0.0562740000"|"0.0558750000"|"0.050131"|"13785019.0000"|"8251.0000"|"699308.0000"|"610025.0000"|"691057.0000"
"04-3119780"|"BYRON ROBINSON EDUCATIONAL FOUNDATION INC"|"1708300"|"0.0177290000"|"0.0924930000"|"0.0821550000"|"0.0253560000"|"0.0245870000"|"0.048464"|"2381409.0000"|"80.0000"|"115493.0000"|"125175.0000"|"115413.0000"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|"1708303"|"0.0506890000"|"0.0458780000"|"0.0500040000"|"0.0603100000"|"0.0621600000"|"0.053808"|"1721346.0000"|""|"92622.0000"|"73522.0000"|"92622.0000"
"04-3528932"|"THE LUCILLE FOUNDATION"|"1708310"|"0.0629170000"|"0.0634590000"|"0.0628920000"|"0.0629810000"|"0.0527760000"|"0.061005"|"2353027.0000"|"507.0000"|"144053.0000"|"150000.0000"|"143546.0000"
"04-3541231"|"ROBERT W MURRAY CHARITABLE FOUNDATION"|"1708313"|"0.0833700000"|"0.0712200000"|"0.0693900000"|"0.1179600000"|"0.0874000000"|"0.08587"|""|"1723.0000"|"1723.0000"|"106550.0000"|""
"04-6044429"|"CHARLES ROBERT GENS FOUNDATION"|"1708319"|"0.0501880000"|"0.0501040000"|"0.0488820000"|"0.0542650000"|"0.0512150000"|"0.050931"|"296796.0000"|"60.0000"|"15176.0000"|"14000.0000"|"15116.0000"
"04-6112131"|"THE BRAITMAYER FOUNDATION"|"1708320"|"0.0524100000"|"0.0455900000"|"0.0498200000"|"0.0477100000"|"0.0478800000"|"0.04868"|"4093979.0000"|"2970.0000"|"202281.0000"|"201290.0000"|"199311.0000"
"04-6112483"|"THE BARUCH FUND"|"1708321"|"0.1572740000"|"0.1238090000"|"0.1094320000"|"0.1237980000"|"0.0765100000"|"0.118165"|"5465226.0000"|"3403.0000"|"649201.0000"|"889069.0000"|"645798.0000"
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1708322"|"0.1135650000"|"0.1183630000"|"0.0697560000"|"0.0424810000"|"0.0426370000"|"0.07736"|"251125.0000"|"27.0000"|"19454.0000"|"33200.0000"|"19427.0000"
"04-6663582"|"THE LUDCKE FOUNDATION"|"1708325"|"0.0458690000"|"0.0527080000"|"0.0528000000"|"0.0669680000"|"0.0510280000"|"0.053875"|"39606133.0000"|"21233.0000"|"2155013.0000"|"1790735.0000"|"2133780.0000"
"04-6668886"|"METANOIA FUND 90151348"|"1708326"|"1.0754930000"|"1.2431220000"|"0.9475980000"|"2.2755980000"|"3.3337380000"|"1.77511"|"52720.0000"|"84.0000"|"93668.0000"|"41260.0000"|"93584.0000"
"04-6774586"|"THE PAUL C RICHARDS AND GLADYS W RICHARDS CHARITABLE FOUNDATION"|"1708328"|"0.0592050000"|"0.0578870000"|"0.0552000000"|"0.0507300000"|"0.0815430000"|"0.060931"|"1630314.0000"|"1060.0000"|"100367.0000"|"97643.0000"|"99307.0000"
"04-6933631"|"THE SUZANNE A AND ANDREW S OFFIT CHARITABLE TRUST"|"1708332"|"0.0972380000"|"0.0519780000"|"0.0578960000"|"0.0826550000"|"1.0269270000"|"0.263339"|"3569027.0000"|"4233.0000"|"944097.0000"|"867910.0000"|"939864.0000"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"1710824"|"0.0923580000"|"0.1038330000"|"0.1186970000"|"0.0348180000"|"0.0953100000"|"0.089003"|"7774605.0000"|"9033.0000"|"700996.0000"|"467815.0000"|"691963.0000"
"01-0636574"|"GEORGEJACK & JOAN SHUSTER FOUNDATION"|"1711416"|"0.0796820000"|"0.0660770000"|"0.0610260000"|"0.0639740000"|"0.0466510000"|"0.063482"|"2855330.0000"|"920.0000"|"182182.0000"|"252655.0000"|"181262.0000"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"1711423"|"0.0613350000"|"0.0080660000"|"0.0496380000"|"0.0393160000"|"0.0492290000"|"0.041517"|"39490084.0000"|"44438.0000"|"1683948.0000"|"2082899.0000"|"1639510.0000"
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC"|"1711431"|"0.0556400000"|"0.0566860000"|"0.0636820000"|"0.0593770000"|"0.0599900000"|"0.059075"|"492901.0000"|"225.0000"|"29343.0000"|"27549.0000"|"29118.0000"
"04-3416880"|"THE COSETTE CHARITABLE FUND"|"1711433"|"0.0500930000"|"0.1310810000"|"0.1387080000"|"0.1347590000"|"0.0628260000"|"0.103493"|"14372545.0000"|"17342.0000"|"1504800.0000"|"6054304.0000"|"1487458.0000"
"04-3425079"|"HOWELL FAMILY CHARITABLE FOUNDATION"|"1711434"|"0.0535280000"|"0.0539140000"|"0.0684120000"|"0.0617720000"|"0.0562340000"|"0.058772"|"1404466.0000"|"535.0000"|"83078.0000"|"76750.0000"|"82543.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"1711435"|"0.0498440000"|"0.1696190000"|"0.0461160000"|"0.1446780000"|"0.1074370000"|"0.103539"|"141789561.0000"|"26300.0000"|"14707049.0000"|"4969136.0000"|"14680749.0000"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|"1711438"|"0.1412080000"|"0.1310910000"|"0.1684840000"|"0.0717100000"|"1.6890680000"|"0.440312"|"19939855.0000"|"45369.0000"|"8825126.0000"|"3899093.0000"|"8779757.0000"
"04-6485766"|"ONE WORLD FUND"|"1711440"|"0.0632730000"|"0.0580940000"|"0.0586460000"|"0.0659970000"|"0.0643330000"|"0.062069"|"9031269.0000"|"4910.0000"|"565472.0000"|"460000.0000"|"560562.0000"
"04-6752868"|"THE ARGOSY FOUNDATION"|"1711441"|"0.3079000000"|"0.1896300000"|"0.1236300000"|"0.0429300000"|"0.2243800000"|"0.17769"|"14419914.0000"|"8038.0000"|"2570370.0000"|"5372357.0000"|"2562332.0000"
"04-2944189"|"MCLANEHARPER CHARITABLE FOUNDATION"|"1713255"|""|""|""|""|"0.0000000000"|""|""|""|""|""|""
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"1713321"|"0.0584870000"|"0.2366300000"|"0.0532710000"|"0.0501640000"|"0.0611180000"|"0.091934"|"10326049.0000"|"11647.0000"|"960962.0000"|"539554.0000"|"949315.0000"
"01-6085692"|"ROSE M CLARK TRUST"|"1713328"|"0.0663810000"|"0.0304840000"|"0.0345180000"|"0.0291820000"|"0.0433590000"|"0.040785"|"2480518.0000"|"712.0000"|"101880.0000"|"124200.0000"|"101168.0000"
"04-2104688"|"MANAGERS OF BOSTON PORT AND SEAMEN'S AID SOCIETY"|"1713348"|"0.0819160000"|"0.0890350000"|"0.0759830000"|"0.0771210000"|"0.0705880000"|"0.078929"|"12737141.0000"|"12107.0000"|"1017437.0000"|"965455.0000"|"1005330.0000"
"04-2368188"|"THE GEORGE S BISSELL CHARITABLE FOUNDATION"|"1713351"|"0.0520670000"|"0.0456160000"|"0.0491280000"|"0.0647860000"|"0.0586750000"|"0.054054"|"1328023.0000"|"1336.0000"|"73121.0000"|"61635.0000"|"71785.0000"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1713356"|"0.0542090000"|"0.0470080000"|"0.0375650000"|"0.0476710000"|"0.0586120000"|"0.049013"|"3990646.0000"|"2627.0000"|"198221.0000"|"214580.0000"|"195594.0000"
"04-3179137"|"DENNIS AND MARION MAVROGENIS TRUST FUND"|"1713361"|"0.0677890000"|"0.0241590000"|"0.0482280000"|"0.0409150000"|"0.0382160000"|"0.043861"|"2296018.0000"|"1192.0000"|"101898.0000"|"175485.0000"|"100706.0000"
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|"1713363"|"0.0507050000"|"0.1245900000"|"0.0770760000"|"0.0822930000"|"0.0290700000"|"0.072747"|"2876530.0000"|"4.0000"|"209263.0000"|"251693.0000"|"209259.0000"
"04-3369589"|"HARVEY D & CHRISTINA R HILL CHARITABLE TRUST"|"1713368"|"0.0484630000"|"0.0445640000"|"0.0462850000"|"0.0635090000"|"0.0568340000"|"0.051931"|"638429.0000"|"258.0000"|"33412.0000"|"29255.0000"|"33154.0000"
"04-3409789"|"INAVALE FOUNDATION INC"|"1713369"|"0.0553890000"|"0.0644230000"|"0.0144070000"|"0.0162380000"|"0.0636820000"|"0.042828"|"16989394.0000"|"4990.0000"|"732612.0000"|"715922.0000"|"727622.0000"
"04-3511089"|"THE SHILLMAN FOUNDATION"|"1713371"|"0.2351420000"|"0.1484820000"|"0.1938040000"|"0.2084830000"|"0.2047580000"|"0.198134"|"19110425.0000"|"3726.0000"|"3790151.0000"|"550131.0000"|"3786425.0000"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"1713372"|"0.0515460000"|"0.0390550000"|"0.0442610000"|"0.0587130000"|"0.0619010000"|"0.051095"|"3488996.0000"|"1224.0000"|"179494.0000"|"185517.0000"|"178270.0000"
"04-3593793"|"THE BORDUI FOUNDATION"|"1713376"|"0.0611030000"|"0.0601070000"|"0.0678090000"|"0.0715330000"|"0.0652660000"|"0.065164"|"435292.0000"|"109.0000"|"28474.0000"|"18500.0000"|"28365.0000"
"04-3747289"|"EQT FOUNDATION INC"|"1713382"|"0.1162260000"|"0.1501690000"|"0.1175000000"|"0.0889050000"|"0.0844520000"|"0.11145"|"23826845.0000"|"15809.0000"|"2671311.0000"|"4181219.0000"|"2655502.0000"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"1713384"|"0.0461450000"|"0.0527740000"|"0.0537860000"|"0.0409880000"|"0.0493550000"|"0.04861"|"24402682.0000"|"8558.0000"|"1194772.0000"|"1163384.0000"|"1186214.0000"
"04-6038185"|"MASSACHUSETTS LUBRARY AID ASSOCIATION"|"1713385"|"0.0398840000"|"0.0403770000"|"0.0327450000"|"0.0511090000"|"0.1129800000"|"0.055419"|"303913.0000"|"74.0000"|"16917.0000"|"13861.0000"|"16843.0000"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"1713388"|"0.0481680000"|"0.0523510000"|"0.0510840000"|"0.0472450000"|"0.0570680000"|"0.051183"|"3976154.0000"|"2673.0000"|"206184.0000"|"177300.0000"|"203511.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXILIARY BOARD"|"1713390"|""|""|""|""|""|""|""|""|""|""|""
"04-6054689"|"BRITISH SOCIETY INC"|"1713391"|"0.0780150000"|"0.0738960000"|"0.0741860000"|"0.1147400000"|"0.0648870000"|"0.081145"|"896342.0000"|"209.0000"|"72943.0000"|"77104.0000"|"72734.0000"
"04-6057388"|"THE CRANE & CO FUND"|"1713392"|"0.0000000000"|"0.0000000000"|"0.0000000000"|"0.0000000000"|"0.0000000000"|"0"|"0.0000"|"0.0000"|"0.0000"|"350450.0000"|"0.0000"
"05-0475089"|"MURRAY FAMILY FOUNDATION IMA"|"1713402"|"0.0463140000"|"0.0485040000"|"0.0502190000"|"0.0498270000"|"0.0378310000"|"0.046539"|"22658588.0000"|"16235.0000"|"1070743.0000"|"996615.0000"|"1054508.0000"
"01-0570536"|"THE FRY FOUNDATION"|"1724404"|"0.0535340000"|"0.0549300000"|"0.0545820000"|"0.0481090000"|""|"0.042231"|"3250500.0000"|"2412.0000"|"139684.0000"|"150000.0000"|"137272.0000"
"01-0647596"|"THE POMEROY FAMILY FOUNDATION"|"1724405"|"0.0510650000"|"0.0469460000"|"0.0407770000"|"0.0497770000"|"0.0550800000"|"0.048729"|"1942466.0000"|"1156.0000"|"95810.0000"|"96480.0000"|"94654.0000"
"01-6019033"|"MAX KAGAN FAMILY FOUNDATION"|"1724407"|"0.0473540000"|"0.0547400000"|"0.0530250000"|"0.0335430000"|"0.0504370000"|"0.04782"|"3513546.0000"|"2977.0000"|"170995.0000"|"191385.0000"|"168018.0000"
"02-0774236"|"THE NORMAN A SCHOELL CHARITABLE FOUNDATION INC"|"1724408"|"0.0552990000"|"0.0534300000"|"0.0534060000"|"0.0569790000"|"0.0474000000"|"0.053303"|"959395.0000"|"320.0000"|"51459.0000"|"52547.0000"|"51139.0000"
"03-6070736"|"P MOYNEHAN MEM FD CHARITABLE TR 403051014"|"1724411"|""|""|""|""|""|""|""|""|""|""|""
"04-3036596"|"THE GOLDBERG FOUNDATION"|"1724414"|"1.3515230000"|"1.0279190000"|"0.9765480000"|"0.6030860000"|"1.2638090000"|"1.044577"|"10264.0000"|"0.0000"|"10722.0000"|"15744.0000"|"10722.0000"
"04-3177633"|"THE FASSINO FOUNDATION INC"|"1724416"|"0.0882470000"|"0.0678060000"|"0.0673350000"|"0.0835240000"|"0.1166720000"|"0.084717"|"2833922.0000"|"3361.0000"|"243442.0000"|"217343.0000"|"240081.0000"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|"1724418"|"0.1120350000"|"0.1098480000"|"0.5145410000"|"0.3723530000"|"0.2456770000"|"0.270891"|"1375173.0000"|"608.0000"|"373130.0000"|"113550.0000"|"372522.0000"
"04-6043096"|"MACPHERSON FUND INC"|"1724421"|"0.0520980000"|"0.0455890000"|"0.0206830000"|"0.0284010000"|"0.0462600000"|"0.038606"|"1397240.0000"|"0.0000"|"53942.0000"|"30500.0000"|"53942.0000"
"04-3404168"|"CHRISTOPHER R.YENS CHARITABLE FOUNDATION"|"1726210"|""|""|""|""|""|""|""|""|""|""|""
"04-3522036"|"FROG POND FOUNDATION, INC."|"1726981"|"1.9049770000"|"2.9413250000"|"1.7175610000"|"1.6018550000"|"1.5052900000"|"1.934202"|"123260.0000"|"1.0000"|"238411.0000"|"149309.0000"|"238410.0000"
"01-0441043"|"COURT FOUNDATION INC"|"1728139"|"0.1194930000"|"0.2168100000"|"0.2482400000"|"0.3001510000"|"0.3236620000"|"0.241671"|"987074.0000"|"188.0000"|"238735.0000"|"808709.0000"|"238547.0000"
"02-0235690"|"COGSWELL BENEVOLENT TRUST"|"1728143"|"0.0451240000"|"0.0453220000"|"0.0451610000"|"0.0603030000"|"0.0520960000"|"0.049601"|"34494824.0000"|"46528.0000"|"1757506.0000"|""|"1710978.0000"
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|"1728146"|"0.0485800000"|"0.0497310000"|"0.0490210000"|"0.0494360000"|"0.0497420000"|"0.049302"|"7248152.0000"|"14553.0000"|"371901.0000"|"351706.0000"|"357348.0000"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"1728147"|"0.0452800000"|"0.0452450000"|"0.0328180000"|"0.0491480000"|"0.0109670000"|"0.036692"|"511941.0000"|"171.0000"|"18955.0000"|"40500.0000"|"18784.0000"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1728149"|"0.0794080000"|"0.1014790000"|"0.0798930000"|"0.0497680000"|"0.0508110000"|"0.072272"|"2480923.0000"|"223.0000"|"179524.0000"|"218438.0000"|"179301.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"1728152"|"0.0522020000"|"0.0669130000"|"0.0599360000"|"0.0808240000"|"0.0752590000"|"0.067027"|"107797896.0000"|"90591.0000"|"7315961.0000"|"6433662.0000"|"7225370.0000"
"04-6529891"|"MAKEPEACE ISAB CHARITABLE TRUST 422129015"|"1728154"|"0.0498460000"|"0.0520530000"|"0.0513170000"|"0.0509170000"|"0.0586330000"|"0.052553"|"7927425.0000"|"1154.0000"|"417764.0000"|"375987.0000"|"416610.0000"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1732724"|"0.1014790000"|"0.0798930000"|"0.0497680000"|"0.0508110000"|"0.0373660000"|"0.063863"|"2162966.0000"|"2700.0000"|"140833.0000"|"174457.0000"|"138133.0000"
"02-0605596"|"EBAY FOUNDATION"|"1732742"|"0.0729120000"|"0.0858860000"|"0.1063070000"|"0.0787860000"|"0.0000000000"|"0.068778"|"29365925.0000"|"20191.0000"|"2039921.0000"|"4242878.0000"|"2019730.0000"
"02-0762991"|"JAMES I PERKINS FAMILY FOUNDATION"|"1732743"|"0.0952300000"|"0.0553400000"|"0.0700500000"|"0.2225600000"|"0.1241700000"|"0.11347"|"5406580.0000"|"188.0000"|"613683.0000"|"402190.0000"|"613495.0000"
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|"1732745"|"0.0574500000"|"0.0582290000"|"0.0660240000"|"0.0403420000"|"0.0537040000"|"0.05515"|"20183812.0000"|"48896.0000"|"1162033.0000"|"1262939.0000"|"1113137.0000"
"04-2104243"|"FULLER TRUST INC"|"1732748"|""|""|""|""|""|""|""|""|""|""|""
"04-2192696"|"NEW ENGLAND GRENFELL ASSOC 7522-07561003760"|"1732749"|""|""|""|""|""|""|""|""|""|""|""
"04-3189191"|"BOVERI-TRACKMAN FAMILY FOUNDATION INC"|"1732751"|"0.0738200000"|"0.0474760000"|"0.0438950000"|"0.0266220000"|"0.0538700000"|"0.049137"|"1779791.0000"|"2582.0000"|"90036.0000"|"107202.0000"|"87454.0000"
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"1732752"|"0.2122000000"|"0.1875800000"|"0.2556920000"|"0.1435520000"|"0.1201750000"|"0.18384"|"1155598.0000"|"1061.0000"|"213506.0000"|"39300.0000"|"212445.0000"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1732754"|""|""|""|""|""|""|""|""|""|""|""
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1732755"|"0.0527840000"|"0.0560680000"|"0.0575770000"|"0.0535910000"|"0.0978070000"|"0.063565"|"5926775.0000"|"5713.0000"|"382448.0000"|"315025.0000"|"376735.0000"
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION"|"1732757"|"0.0543600000"|"0.0473410000"|"0.0439390000"|"0.0533720000"|"0.0501440000"|"0.049831"|"11991968.0000"|"9994.0000"|"607566.0000"|"590760.0000"|"597572.0000"
"01-0620097"|"THE WARNER FOUNDATION"|"1735535"|"0.1223840000"|"0.0151880000"|"0.0271890000"|"0.0685460000"|"0.0537030000"|"0.057402"|"5147166.0000"|"12945.0000"|"308403.0000"|"6971125.0000"|"295458.0000"
"02-0522534"|"ELIZABETH THAYER & E GEOFFREY VERNEY FOUNDATION"|"1735537"|"0.3318920000"|"0.3034270000"|"0.2954330000"|"0.3918780000"|"0.1376860000"|"0.292063"|"19983.0000"|"0.0000"|"5836.0000"|"13300.0000"|"5836.0000"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|"1735538"|"0.0547780000"|"0.0831860000"|"0.0258380000"|"0.0733900000"|"0.0539680000"|"0.058232"|"7372656.0000"|"1297.0000"|"430622.0000"|"389500.0000"|"429325.0000"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|"1735542"|"0.0595450000"|"0.0599170000"|"0.0634850000"|"0.0380320000"|"0.0236680000"|"0.048929"|"1813805.0000"|"231.0000"|"88979.0000"|"169288.0000"|"88748.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"1735543"|"0.3173380000"|"1.1746050000"|"4.1604980000"|"2.3424700000"|"1.6337530000"|"1.925733"|"4315657.0000"|"74.0000"|"8310877.0000"|"1786450.0000"|"8310803.0000"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"1735546"|"0.0503890000"|"0.0505480000"|"0.0586600000"|"0.0576230000"|"0.0553910000"|"0.054522"|"27814003.0000"|"24412.0000"|"1540887.0000"|"1214718.0000"|"1516475.0000"
"04-6746134"|"THE LIVING WATERS TRUST"|"1735549"|"0.3641140000"|"0.3000240000"|"0.3443600000"|"0.3902200000"|"0.2094790000"|"0.321639"|"1072885.0000"|"11267.0000"|"356349.0000"|"761299.0000"|"345082.0000"
"01-0131950"|"PLANT MEMORIAL HOME"|"1741843"|""|""|""|""|""|""|""|""|""|""|""
"02-6005559"|"COIT HOUSE"|"1741847"|"0.0498640000"|"0.0510070000"|"0.0491470000"|"0.0540200000"|"0.0562420000"|"0.052056"|"1210060.0000"|"2092.0000"|"65083.0000"|"1341439.0000"|"62991.0000"
"02-6091650"|"ROBIN COLSON MEMORIAL FOUNDATION TR 404620015"|"1741848"|"0.0487990000"|"0.0477450000"|"0.0505440000"|"0.0455430000"|"0.0525970000"|"0.049046"|"678480.0000"|"536.0000"|"33813.0000"|"34000.0000"|"33277.0000"
"02-6101659"|"CAROLINE C. LEVINE CHARITABLE TRUST"|"1741849"|"0.0458490000"|"0.0541670000"|"0.0886000000"|"0.0940170000"|"0.0907800000"|"0.074683"|"5907606.0000"|"1873.0000"|"443071.0000"|"380705.0000"|"441198.0000"
"04-3542759"|"THE DOWNEY FAMILY CHARITABLE FOUNDATION"|"1741852"|"0.0433760000"|"0.0401840000"|"0.0481870000"|"0.0761810000"|"0.0440210000"|"0.05039"|"2884548.0000"|"4030.0000"|"149382.0000"|"118620.0000"|"145352.0000"
"04-6013050"|"STEPHEN D AND SUSAN W PAINE FOUNDATION"|"1741853"|"0.2194930000"|"0.2466200000"|"0.1150470000"|"0.0737350000"|"0.0956970000"|"0.150118"|"854111.0000"|"152.0000"|"128369.0000"|"106110.0000"|"128217.0000"
"01-0437556"|"LUNDER FOUNDATION"|"1747415"|"0.1049540000"|"0.0970590000"|"0.0799680000"|"0.0338350000"|"0.0487180000"|"0.072907"|"20566012.0000"|"552.0000"|"1499958.0000"|"1851020.0000"|"1499406.0000"
"02-0502244"|"LAVOIE FOUNDATION"|"1747422"|"0.0432630000"|"0.0457880000"|"0.0424170000"|"0.0547010000"|"0.0607730000"|"0.049388"|"2117933.0000"|"903.0000"|"105503.0000"|"92150.0000"|"104600.0000"
"02-0524940"|"SKRUNGLOO FARM, INC."|"1747423"|"0.0594330000"|"0.0714700000"|"0.0648210000"|"0.0340690000"|"0.0267720000"|"0.051313"|"2288587.0000"|"1121.0000"|"118555.0000"|"146557.0000"|"117434.0000"
"03-0184240"|"OM FISHER HOME INC"|"1747427"|""|""|""|""|""|""|""|""|""|""|""
"03-0355842"|"ANTONIO B AND RITA M PORNERLEAU FOUNDATION INC"|"1747429"|"0.3191100000"|"0.1557400000"|"0.0955800000"|"0.0601200000"|"0.0644900000"|"0.13901"|"4258775.0000"|"2751.0000"|"594755.0000"|"928418.0000"|"592004.0000"
"03-0466957"|"BRINDLE FOUNDATION"|"1747430"|"0.0443680000"|"0.0334890000"|"0.0513000000"|"0.0672910000"|"0.0526800000"|"0.049826"|"17648097.0000"|"61196.0000"|"940530.0000"|"941530.0000"|"879334.0000"
"03-0569199"|"NABORS CHARITABLE FOUNDATION"|"1747432"|""|""|""|""|""|""|""|""|""|"329463.0000"|""
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|"1747435"|"0.0412560000"|"0.0549680000"|"0.0506300000"|"0.0529810000"|"0.0667520000"|"0.053317"|"78911904.0000"|"56703.0000"|"4264049.0000"|"4367443.0000"|"4207346.0000"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|"1747440"|"0.0536960000"|"0.0450240000"|"0.0562860000"|"0.0570410000"|"0.0488960000"|"0.052189"|"3944436.0000"|"1149.0000"|"207005.0000"|"206000.0000"|"205856.0000"
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|"1747447"|"0.0621540000"|"0.0706900000"|"0.1195150000"|"0.0068300000"|"0.4797350000"|"0.147785"|"5640908.0000"|"1770.0000"|"835412.0000"|"524180.0000"|"833642.0000"
"04-3494542"|"THE BATY FAMILY FOUNDATION TRUST"|"1747449"|"0.0931840000"|"0.1611310000"|"0.0596390000"|"0.0514870000"|"0.0498040000"|"0.083049"|"439033.0000"|"116.0000"|"36577.0000"|"41014.0000"|"36461.0000"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"1747454"|"0.0458880000"|"0.0316990000"|"0.0337430000"|"0.0373740000"|"0.0502980000"|"0.0398"|"5979269.0000"|"2386.0000"|"240361.0000"|"262580.0000"|"237975.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1747457"|"0.1681020000"|"0.1092040000"|"0.0882780000"|"0.1036700000"|"0.0606110000"|"0.105853"|"272376574.0000"|"752366.0000"|"29584243.0000"|"83910534.0000"|"28831877.0000"
"04-6155699"|"MIDDLECOTT FOUNDATION"|"1747459"|"0.5797400000"|"0.7783370000"|"0.7362110000"|"0.4723350000"|"0.5479510000"|"0.622915"|"2498038.0000"|"9185.0000"|"1565250.0000"|"913243.0000"|"1556065.0000"
"04-6229044"|"OLIVER S & JENNIE R DONALDSON CHARIT"|"1747461"|"0.0465400000"|"0.0467110000"|"0.0462130000"|"0.0578600000"|"0.0540220000"|"0.050269"|"32806012.0000"|"27363.0000"|"1676488.0000"|"1572523.0000"|"1649125.0000"
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|"1747463"|"0.0802030000"|"0.0505510000"|"0.0367420000"|"0.0300650000"|"0.0327980000"|"0.046072"|"3321832.0000"|"2252.0000"|"155295.0000"|"259903.0000"|"153043.0000"
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|"1747464"|"0.1571530000"|"0.0866070000"|"0.0819870000"|"0.0664120000"|"0.0150290000"|"0.081438"|"5139067.0000"|"3233.0000"|"421748.0000"|"611500.0000"|"418515.0000"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"1747465"|"0.0551430000"|"0.0427530000"|"0.0423240000"|"0.0389690000"|"0.0303910000"|"0.041916"|"357721106.0000"|"7181.0000"|"15001419.0000"|"19032205.0000"|"14994238.0000"
"04-6875099"|"THE ROBERT AND MICHELLE COOKE ATCHINSON FOUNDATION"|"1747466"|"0.0117770000"|"0.0001460000"|"0.0273380000"|"0.0552680000"|"0.1054510000"|"0.039996"|"25745515.0000"|"8019.0000"|"1037737.0000"|"648169.0000"|"1029718.0000"
"04-6917944"|"BERTOLON FAMILY FOUNDATION"|"1747467"|"4.1955600000"|"3.1712120000"|"9.1583280000"|"10.1708840000"|"7.3313220000"|"6.805461"|"27153.0000"|"0.0000"|"184789.0000"|"380215.0000"|"184789.0000"
"01-0702653"|"DAMICO FAMILY FOUNDATION"|"1753869"|"0.0524410000"|"0.0479370000"|"0.0567530000"|"0.0550190000"|"0.0504570000"|"0.052521"|"4392794.0000"|"2327.0000"|"233041.0000"|"227100.0000"|"230714.0000"
