"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"COMPENSATION"|"OTHER_SALARIES"|"PENSION_PLANS"|"LEGAL_FEES"|"ACCOUNTING_FEES"|"PROFESSIONAL_FEES"|"INTEREST"|"TAXES"|"DEPRECIATION"|"OCCUPANCY"|"CONFERENCES"|"PRINTING"|"OTHER_EXPENSES"|"TOTAL_OPERATING_EXPENSES"|"CONTRIBUTIONS"|"TOTAL_EXPENSES"|"NET_INVESTMENT_INCOME"|"ADJUSTED_NET_INCOME"|"INTEREST_SAVINGS"|"DIVIDENDS_SECURITIES"|"GROSS_RENTS"|"SALE_ASSETS"|"PROFIT_SALES"|"OTHER_INC"|"TOTAL_INC"|"REV_INVEST_INC"|"COMPENSATION_INV"|"COMPENSATION_DIS"|"OTHER_SALARIES_INV"|"OTHER_SALARIES_DIS"|"PENSION_PLANS_INV"|"PENSION_PLANS_DIS"|"LEGAL_FEES_INV"|"LEGAL_FEES_DIS"|"ACCOUNTING_FEES_INV"|"ACCOUNTING_FEES_DIS"|"PROFESSIONAL_FEES_CBX"|"PROFESSIONAL_FEES_INV"|"PROFESSIONAL_FEES_DIS"|"INTEREST_DIS"|"TAXES_DIS"|"OCCUPANCY_DIS"|"CONFERENCES_DIS"|"PRINTING_DIS"|"OTHER_EXPENSES_CBX"|"OTHER_EXPENSES_DIS"|"TOTAL_OA_EXPENSES_INV"|"TOTAL_OA_EXPENSES_DIS"|"CONTRIBUTIONS_DIS"|"TOTAL_EXPENSES_INV"|"TOTAL_EXPENSES_DIS"|"CONTRIBUTIONS_RCVD"
"04-6011913"|"E.P. CHARLTON CHARITY TRUST NO 4"|"1482228"|"21324.0000"|""|""|""|"845.0000"|""|""|"1246.0000"|""|""|""|""|"785.0000"|"24200.0000"|"109504.0000"|"133704.0000"|"87912.0000"|""|""|"44601.0000"|""|"57101.0000"|""|""|"101702.0000"|"101702.0000"|"12794.0000"|"8530.0000"|""|""|""|""|""|""|""|"845.0000"|"N"|""|""|""|""|""|""|""|"Y"|"785.0000"|"13790.0000"|"10160.0000"|"109504.0000"|"13790.0000"|"119664.0000"|""
"01-0504173"|"MARGARET & DONALD MATHESON SCHOL"|"1482242"|"6609.0000"|""|""|""|"1250.0000"|"4319.0000"|""|"812.0000"|""|""|""|""|"850.0000"|"13840.0000"|"18500.0000"|"32340.0000"|"50150.0000"|""|""|"13590.0000"|""|"41100.0000"|""|"-116.0000"|"54574.0000"|"54459.0000"|"3966.0000"|"2644.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"4319.0000"|""|""|""|""|""|"Y"|"850.0000"|"4309.0000"|"9063.0000"|"18500.0000"|"4309.0000"|"27563.0000"|""
"01-0758677"|"THE WILLIAM AND KARIN BANKS FOUNDATION, INC"|"1482243"|"0.0000"|""|""|""|""|"283.0000"|""|"3336.0000"|""|""|""|""|"17738.0000"|"21357.0000"|"290199.0000"|"311556.0000"|"385432.0000"|"0.0000"|"2.0000"|"325432.0000"|""|"69008.0000"|""|""|"394467.0000"|"394442.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"Y"|"141.0000"|"142.0000"|""|"0.0000"|""|""|""|"Y"|"8869.0000"|"9010.0000"|"9011.0000"|"290199.0000"|"9010.0000"|"299210.0000"|"25.0000"
"01-6010120"|"JAMES A TAYLOR OSTEOPATHIC HOSP"|"1482244"|"28913.0000"|""|""|""|"1250.0000"|"500.0000"|""|"7150.0000"|""|""|""|""|"668.0000"|"38481.0000"|"79707.0000"|"118188.0000"|"84370.0000"|""|""|"51736.0000"|""|"55542.0000"|""|"-371.0000"|"106907.0000"|"105540.0000"|"17348.0000"|"11565.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|"500.0000"|""|""|""|""|""|""|"Y"|""|"21170.0000"|"12815.0000"|"79707.0000"|"21170.0000"|"92522.0000"|""
"01-6019476"|"ROSAMOND THAXTER FOUNDATION"|"1482245"|"19225.0000"|""|""|""|"700.0000"|""|""|"2520.0000"|""|""|""|""|""|"22445.0000"|"45244.0000"|"67689.0000"|"86884.0000"|""|""|"29203.0000"|""|"67960.0000"|""|""|"97163.0000"|"97319.0000"|"9613.0000"|"9613.0000"|""|""|""|""|""|""|"350.0000"|"350.0000"|"Y"|""|""|""|""|""|""|""|"Y"|""|"10435.0000"|"9963.0000"|"45244.0000"|"10435.0000"|"55207.0000"|""
"01-6048187"|"F ROGER MILLER TRUST"|"1482246"|"9118.0000"|""|""|""|"1250.0000"|"1951.0000"|""|"1627.0000"|""|""|""|""|""|"13946.0000"|"33000.0000"|"46946.0000"|"34314.0000"|""|""|"17867.0000"|""|"23394.0000"|""|"-125.0000"|"41136.0000"|"40681.0000"|"5471.0000"|"3647.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"1951.0000"|""|""|""|""|""|"Y"|""|"6367.0000"|"6848.0000"|"33000.0000"|"6367.0000"|"39848.0000"|""
"01-6070773"|"MUHS FLORENCE H IRREV TR"|"1482248"|"16281.0000"|""|""|""|"890.0000"|""|""|"5104.0000"|""|""|""|""|""|"22275.0000"|"74588.0000"|"96863.0000"|"263897.0000"|""|""|"41758.0000"|""|"234996.0000"|""|"-607.0000"|"276147.0000"|"275657.0000"|"9769.0000"|"6513.0000"|""|""|""|""|""|""|""|"890.0000"|"N"|""|""|""|""|""|""|""|"Y"|""|"11760.0000"|"7403.0000"|"74588.0000"|"11760.0000"|"81991.0000"|""
"02-6065480"|"KEITH HENNEY TRUST"|"1482249"|"7452.0000"|""|""|""|"1250.0000"|""|""|"692.0000"|""|""|""|""|"75.0000"|"9469.0000"|"18800.0000"|"28269.0000"|"88982.0000"|""|""|"11376.0000"|""|"82828.0000"|""|"-74.0000"|"94130.0000"|"93788.0000"|"4471.0000"|"2981.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"75.0000"|"4806.0000"|"4306.0000"|"18800.0000"|"4806.0000"|"23106.0000"|""
"04-3042476"|"RALPH & HELEN KELLEY FDN"|"1482253"|"152378.0000"|""|""|""|"1250.0000"|"17742.0000"|""|"33995.0000"|""|""|""|""|"1969.0000"|"207334.0000"|"350500.0000"|"557834.0000"|"2343722.0000"|""|""|"290485.0000"|""|"2224572.0000"|""|"3673.0000"|"2518730.0000"|"2437677.0000"|"91427.0000"|"60951.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"17742.0000"|""|""|""|""|""|"Y"|"1969.0000"|"93955.0000"|"81912.0000"|"350500.0000"|"93955.0000"|"432412.0000"|""
"04-3130418"|"NORTON PUBLIC LIBRARY"|"1482254"|"3310.0000"|""|""|""|"1250.0000"|""|""|"264.0000"|""|""|""|""|"35.0000"|"4859.0000"|"56686.0000"|"61545.0000"|"163161.0000"|""|""|"28076.0000"|""|"137546.0000"|""|""|"165622.0000"|"165411.0000"|"1986.0000"|"1324.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"2250.0000"|"2609.0000"|"56686.0000"|"2250.0000"|"59295.0000"|""
"04-3293081"|"GERALD R JORDAN FOUNDATION"|"1482255"|"0.0000"|""|""|""|""|""|""|"70.0000"|""|""|""|""|"435575.0000"|"435645.0000"|"5139845.0000"|"5575490.0000"|"10444577.0000"|"0.0000"|"600.0000"|"153354.0000"|""|"10600268.0000"|""|""|"10754222.0000"|"10754222.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|"0.0000"|""|""|""|"Y"|"0.0000"|"309645.0000"|"0.0000"|"5139845.0000"|"309645.0000"|"5139845.0000"|""
"04-3388013"|"JORDAN TORCH FOUNDATION - TR"|"1482257"|"10798.0000"|""|""|""|""|""|""|"1283.0000"|""|""|""|""|"70.0000"|"12151.0000"|"764000.0000"|"776151.0000"|"45131.0000"|"0.0000"|""|"17879.0000"|""|"33731.0000"|""|""|"51610.0000"|"51610.0000"|"6479.0000"|"4319.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|"70.0000"|"6479.0000"|"4389.0000"|"764000.0000"|"6479.0000"|"768389.0000"|""
"04-6018619"|"ALBERT E HALE TUW-E THOMAS ET AL"|"1482259"|"18629.0000"|""|""|""|"1250.0000"|""|""|"3301.0000"|""|""|""|""|"435.0000"|"23615.0000"|"98521.0000"|"122136.0000"|"52557.0000"|""|""|"29544.0000"|""|"36590.0000"|""|"-206.0000"|"65928.0000"|"65213.0000"|"11178.0000"|"7452.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"435.0000"|"12656.0000"|"9137.0000"|"98521.0000"|"12656.0000"|"107658.0000"|""
"04-6019020"|"T WALTER CARMAN TUW-SHRINERS"|"1482260"|"52761.0000"|""|""|"1334.0000"|"1250.0000"|""|""|"9597.0000"|""|""|""|""|"820.0000"|"65762.0000"|"235837.0000"|"301599.0000"|"426461.0000"|""|""|"114868.0000"|""|"352068.0000"|""|"-1421.0000"|"465515.0000"|"463637.0000"|"31656.0000"|"21104.0000"|""|""|""|""|""|"1334.0000"|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"820.0000"|"37176.0000"|"24508.0000"|"235837.0000"|"37176.0000"|"260345.0000"|""
"04-6019078"|"BELLE T SMITH TUW"|"1482261"|"15718.0000"|""|""|"2008.0000"|"935.0000"|""|""|"6106.0000"|""|""|""|""|"788.0000"|"25555.0000"|"140219.0000"|"165774.0000"|"106137.0000"|""|""|"58140.0000"|""|"62878.0000"|""|"-512.0000"|"120506.0000"|"119089.0000"|"9431.0000"|"6287.0000"|""|""|""|""|""|"2008.0000"|""|"935.0000"|"N"|""|""|""|""|""|""|""|"Y"|"788.0000"|"12952.0000"|"10018.0000"|"140219.0000"|"12952.0000"|"150237.0000"|""
"04-6019079"|"GEORGE WALTER VINCENT SMITH TUW"|"1482262"|"8395.0000"|""|""|""|"800.0000"|""|""|"3165.0000"|""|""|""|""|"438.0000"|"12798.0000"|"70243.0000"|"83041.0000"|"53051.0000"|""|""|"29128.0000"|""|"31690.0000"|""|"-256.0000"|"60562.0000"|"59851.0000"|"5037.0000"|"3358.0000"|""|""|""|""|""|""|""|"800.0000"|"N"|""|""|""|""|""|""|""|"Y"|"438.0000"|"6800.0000"|"4596.0000"|"70243.0000"|"6800.0000"|"74839.0000"|""
"04-6019085"|"ETHAN TAYLOR TUW-BENEVOLENT"|"1482263"|"2018.0000"|""|""|""|""|""|""|"479.0000"|""|""|""|""|"185.0000"|"2682.0000"|"11000.0000"|"13682.0000"|"13247.0000"|""|""|"4452.0000"|""|"10330.0000"|""|"-51.0000"|"14731.0000"|"14661.0000"|"1211.0000"|"807.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"185.0000"|"1414.0000"|"992.0000"|"11000.0000"|"1414.0000"|"11992.0000"|""
"04-6019088"|"WILLIAM B WALKER TUW"|"1482264"|"43660.0000"|""|""|""|"1250.0000"|""|""|"10247.0000"|""|""|""|""|"7117.0000"|"62274.0000"|"149898.0000"|"212172.0000"|"370891.0000"|""|""|"132461.0000"|""|"276534.0000"|""|"813.0000"|"409808.0000"|"405816.0000"|"26196.0000"|"17464.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"785.0000"|"34925.0000"|"19499.0000"|"149898.0000"|"34925.0000"|"169397.0000"|""
"04-6019113"|"LOUISE G PEASE B/O BAYSTATE MED"|"1482265"|"29627.0000"|""|""|""|""|""|""|"7140.0000"|""|""|""|""|"435.0000"|"37202.0000"|"171968.0000"|"209170.0000"|"167086.0000"|""|""|"57193.0000"|""|"131914.0000"|""|"-849.0000"|"188258.0000"|"187613.0000"|"17776.0000"|"11851.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"435.0000"|"20527.0000"|"12286.0000"|"171968.0000"|"20527.0000"|"184254.0000"|""
"04-6019184"|"GRACE H NOYES"|"1482266"|"26542.0000"|""|""|"969.0000"|"1250.0000"|""|""|"1956.0000"|""|""|""|""|"2935.0000"|"33652.0000"|"218263.0000"|"251915.0000"|"118895.0000"|""|""|"44643.0000"|""|"93331.0000"|""|"-138.0000"|"137836.0000"|"136805.0000"|"15925.0000"|"10617.0000"|""|""|""|""|""|"969.0000"|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"2935.0000"|"17910.0000"|"15771.0000"|"218263.0000"|"17910.0000"|"234034.0000"|""
"04-6025374"|"LOUISE B PHILLIPS T/U/I"|"1482268"|"59574.0000"|""|""|""|"1250.0000"|""|""|"8638.0000"|""|""|""|""|"70.0000"|"69532.0000"|"190425.0000"|"259957.0000"|"1023430.0000"|""|""|"110591.0000"|""|"952129.0000"|""|"-42.0000"|"1062678.0000"|"1060824.0000"|"35744.0000"|"23829.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"70.0000"|"37394.0000"|"25149.0000"|"190425.0000"|"37394.0000"|"215574.0000"|""
"04-6028076"|"CO-TR U/A HEALD FOUNDATION"|"1482269"|"808.0000"|""|""|""|"1250.0000"|""|""|"246.0000"|""|""|""|""|"35.0000"|"2339.0000"|"16800.0000"|"19139.0000"|"4687.0000"|""|""|"4040.0000"|""|"1132.0000"|""|""|"5172.0000"|"5172.0000"|"485.0000"|"323.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"485.0000"|"1608.0000"|"16800.0000"|"485.0000"|"18408.0000"|""
"04-6028085"|"TR U/A ALBERT W RICE CHAR"|"1482270"|"74703.0000"|""|""|""|"1250.0000"|"17266.0000"|""|"21408.0000"|""|""|""|""|"70.0000"|"114697.0000"|"300000.0000"|"414697.0000"|"619173.0000"|""|""|"156371.0000"|""|"516302.0000"|""|"-1890.0000"|"670783.0000"|"669288.0000"|"44822.0000"|"29881.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"17266.0000"|""|""|""|""|""|"N"|"70.0000"|"50115.0000"|"48467.0000"|"300000.0000"|"50115.0000"|"348467.0000"|""
"04-6028223"|"JOHN H SANDERSON TUW"|"1482271"|"45658.0000"|""|""|""|"1250.0000"|""|""|"7543.0000"|""|""|""|""|"785.0000"|"55236.0000"|"176003.0000"|"231239.0000"|"138922.0000"|""|""|"86723.0000"|""|"87707.0000"|""|"-754.0000"|"173676.0000"|"171519.0000"|"27395.0000"|"18263.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"785.0000"|"32597.0000"|"20298.0000"|"176003.0000"|"32597.0000"|"196301.0000"|""
"04-6033808"|"HERVEY L SMITH TUA"|"1482272"|"57557.0000"|""|""|""|"1250.0000"|""|""|"13169.0000"|""|""|""|""|"70.0000"|"72046.0000"|"205287.0000"|"277333.0000"|"195080.0000"|""|""|"110334.0000"|""|"129864.0000"|""|"-1003.0000"|"239195.0000"|"236459.0000"|"34534.0000"|"23023.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"70.0000"|"41379.0000"|"24343.0000"|"205287.0000"|"41379.0000"|"229630.0000"|""
"04-6046282"|"LEWIS & FRANCIS TIFFT TUA-BAY"|"1482273"|"32399.0000"|""|""|""|"1250.0000"|""|""|"6315.0000"|""|""|""|""|"35.0000"|"39999.0000"|"176879.0000"|"216878.0000"|"90683.0000"|""|""|"50677.0000"|""|"64372.0000"|""|"-476.0000"|"114573.0000"|"113319.0000"|"19440.0000"|"12960.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"22636.0000"|"14245.0000"|"176879.0000"|"22636.0000"|"191124.0000"|""
"04-6050818"|"EDNA TALBOT FOR NEW ENGLAND HOME"|"1482274"|"76192.0000"|""|""|""|"1250.0000"|""|""|"26953.0000"|""|""|""|""|"70.0000"|"104465.0000"|"327747.0000"|"432212.0000"|"286118.0000"|""|""|"165497.0000"|""|"181993.0000"|""|"-1488.0000"|"346002.0000"|"341955.0000"|"45715.0000"|"30477.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"70.0000"|"55837.0000"|"31797.0000"|"327747.0000"|"55837.0000"|"359544.0000"|""
"04-6092821"|"CROPPER WILLIAM H TR U/WILL"|"1482275"|"19367.0000"|""|""|""|""|""|""|"1813.0000"|""|""|""|""|"35.0000"|"21215.0000"|"108000.0000"|"129215.0000"|"305066.0000"|"0.0000"|""|"72171.0000"|""|"245612.0000"|""|""|"317783.0000"|"317783.0000"|"11620.0000"|"7747.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|"35.0000"|"12717.0000"|"7782.0000"|"108000.0000"|"12717.0000"|"115782.0000"|""
"04-6115712"|"MARY E & LUCY S BELL T/U/I"|"1482277"|"27045.0000"|""|""|""|"1250.0000"|""|""|"638.0000"|""|""|""|""|"35.0000"|"28968.0000"|"89568.0000"|"118536.0000"|"41407.0000"|""|""|"43926.0000"|""|"14531.0000"|""|"5465.0000"|"63922.0000"|"58272.0000"|"16227.0000"|"10818.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"16865.0000"|"12103.0000"|"89568.0000"|"16865.0000"|"101671.0000"|""
"04-6118587"|"CHARLES B & LOUIS R PERINI FAMILY"|"1482278"|"12231.0000"|""|""|""|"1250.0000"|""|""|"2739.0000"|""|""|""|""|"35.0000"|"16255.0000"|"50000.0000"|"66255.0000"|"79645.0000"|""|""|"26717.0000"|""|"60810.0000"|""|""|"87527.0000"|"87527.0000"|"7339.0000"|"4893.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"7882.0000"|"6178.0000"|"50000.0000"|"7882.0000"|"56178.0000"|""
"04-6136011"|"JAMES B CORCORAN TUW"|"1482279"|"24754.0000"|""|""|"2325.0000"|"1250.0000"|""|""|"3954.0000"|""|""|""|""|"435.0000"|"32718.0000"|"98520.0000"|"131238.0000"|"109728.0000"|""|""|"44807.0000"|""|"83223.0000"|""|"-560.0000"|"127470.0000"|"126753.0000"|"14853.0000"|"9902.0000"|""|""|""|""|""|"2325.0000"|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"435.0000"|"17025.0000"|"13912.0000"|"98520.0000"|"17025.0000"|"112432.0000"|""
"04-6136421"|"MATILDA L HEYDT TUW"|"1482280"|"70677.0000"|""|""|""|"1250.0000"|""|""|"16240.0000"|""|""|""|""|"1570.0000"|"89737.0000"|"157990.0000"|"247727.0000"|"272502.0000"|""|""|"146844.0000"|""|"180035.0000"|""|"-1016.0000"|"325863.0000"|"322170.0000"|"42406.0000"|"28271.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"1570.0000"|"49668.0000"|"31091.0000"|"157990.0000"|"49668.0000"|"189081.0000"|""
"04-6176476"|"CHISHOLM FBO CHRIST CHURCH ETAL-TR"|"1482281"|"15369.0000"|""|""|""|""|""|""|"1203.0000"|""|""|""|""|"435.0000"|"17007.0000"|"60000.0000"|"77007.0000"|"122237.0000"|"0.0000"|""|"30837.0000"|""|"101757.0000"|""|""|"132594.0000"|"132056.0000"|"9221.0000"|"6148.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"N"|"435.0000"|"9819.0000"|"6583.0000"|"60000.0000"|"9819.0000"|"66583.0000"|""
"04-6232521"|"GRACE C JORDAN TUA"|"1482282"|"40681.0000"|""|""|""|"1250.0000"|""|""|"8198.0000"|""|""|""|""|"35.0000"|"50164.0000"|"121746.0000"|"171910.0000"|"236049.0000"|""|""|"75125.0000"|""|"190653.0000"|""|"-845.0000"|"264933.0000"|"263766.0000"|"24408.0000"|"16272.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"27717.0000"|"17557.0000"|"121746.0000"|"27717.0000"|"139303.0000"|""
"04-6266114"|"WILLIAM HOSIER T/U/W"|"1482283"|"5071.0000"|""|""|""|"1250.0000"|""|""|"596.0000"|""|""|""|""|"185.0000"|"7102.0000"|"12045.0000"|"19147.0000"|"11877.0000"|""|""|"7213.0000"|""|"8287.0000"|""|"-81.0000"|"15419.0000"|"15273.0000"|"3042.0000"|"2028.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"185.0000"|"3396.0000"|"3463.0000"|"12045.0000"|"3396.0000"|"15508.0000"|""
"04-6315174"|"JULIAN DE CORDOVA U/W-EQUITY"|"1482284"|"50693.0000"|""|""|""|"1250.0000"|""|""|"2730.0000"|""|""|""|""|"1570.0000"|"56243.0000"|"337815.0000"|"394058.0000"|"355387.0000"|""|""|"164628.0000"|""|"226297.0000"|""|""|"390925.0000"|"387933.0000"|"30416.0000"|"20277.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"1570.0000"|"32546.0000"|"23097.0000"|"337815.0000"|"32546.0000"|"360912.0000"|""
"04-6334411"|"EARLE P CHARLTON JR-CHARLTON MEM"|"1482285"|"108264.0000"|""|""|""|"1250.0000"|""|""|"17084.0000"|""|""|""|""|"70.0000"|"126668.0000"|"419730.0000"|"546398.0000"|"571958.0000"|""|""|"230279.0000"|""|"411496.0000"|""|"196.0000"|"641971.0000"|"640760.0000"|"64959.0000"|"43306.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"70.0000"|"68802.0000"|"44626.0000"|"419730.0000"|"68802.0000"|"464356.0000"|""
"04-6334412"|"EARLE P CHARLTON JR CHARITY FUND"|"1482286"|"100675.0000"|""|""|""|"1250.0000"|"18288.0000"|""|"22716.0000"|""|""|""|""|"3253.0000"|"146182.0000"|"280000.0000"|"426182.0000"|"430012.0000"|""|""|"167977.0000"|""|"326366.0000"|""|"139.0000"|"494482.0000"|"493605.0000"|"60405.0000"|"40270.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"18288.0000"|""|""|""|""|""|"Y"|"3253.0000"|"63593.0000"|"63061.0000"|"280000.0000"|"63593.0000"|"343061.0000"|""
"04-6341523"|"CORNELIUS A WOOD 1969 CHAR TR"|"1482287"|"6912.0000"|""|""|""|"1250.0000"|""|""|"2842.0000"|""|""|""|""|"35.0000"|"11039.0000"|"62000.0000"|"73039.0000"|"56172.0000"|""|""|"32268.0000"|""|"28332.0000"|""|""|"60600.0000"|"60600.0000"|"4147.0000"|"2765.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"4428.0000"|"4050.0000"|"62000.0000"|"4428.0000"|"66050.0000"|""
"04-6387282"|"TR U/A C R HASTINGS F/B SPFL"|"1482288"|"1853.0000"|""|""|""|""|""|""|"1366.0000"|""|""|""|""|"35.0000"|"3254.0000"|"55965.0000"|"59219.0000"|"55734.0000"|""|""|"25898.0000"|""|"33406.0000"|""|"-235.0000"|"59069.0000"|"58432.0000"|"1112.0000"|"741.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"35.0000"|"2698.0000"|"776.0000"|"55965.0000"|"2698.0000"|"56741.0000"|""
"04-6397711"|"MAHONEY FOR ST PATRICK'S MANOR"|"1482289"|"24758.0000"|""|""|""|""|""|""|"6781.0000"|""|""|""|""|"435.0000"|"31974.0000"|"76832.0000"|"108806.0000"|"161378.0000"|""|""|"43192.0000"|""|"135629.0000"|""|"-431.0000"|"178390.0000"|"177867.0000"|"14855.0000"|"9903.0000"|""|""|""|""|""|""|""|""|"N"|""|""|""|""|""|""|""|"Y"|"435.0000"|"16489.0000"|"10338.0000"|"76832.0000"|"16489.0000"|"87170.0000"|""
"04-6427501"|"CHRISTINE L BECK T/U/A"|"1482290"|"29144.0000"|""|""|""|"1250.0000"|""|""|"4315.0000"|""|""|""|""|"1471.0000"|"36180.0000"|"137668.0000"|"173848.0000"|"217842.0000"|""|""|"77997.0000"|""|"164591.0000"|""|"-697.0000"|"241891.0000"|"241010.0000"|"17487.0000"|"11658.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|""|""|""|""|""|""|"Y"|"35.0000"|"23168.0000"|"12943.0000"|"137668.0000"|"23168.0000"|"150611.0000"|""
"04-6446179"|"BROOKS GRACE E TRUST"|"1482291"|"20573.0000"|""|""|""|"1250.0000"|"5418.0000"|""|"2371.0000"|""|""|""|""|"35.0000"|"29647.0000"|"95000.0000"|"124647.0000"|"143201.0000"|""|""|"47116.0000"|""|"109161.0000"|""|""|"156277.0000"|"155982.0000"|"12344.0000"|"8229.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"5418.0000"|""|""|""|""|""|"Y"|"35.0000"|"12781.0000"|"14932.0000"|"95000.0000"|"12781.0000"|"109932.0000"|""
"04-6455276"|"SANDLER H FBO VARIOUS CHARITIES"|"1482292"|"15107.0000"|""|""|""|""|""|""|"2114.0000"|""|""|""|""|"35.0000"|"17256.0000"|"67800.0000"|"85056.0000"|"175377.0000"|"0.0000"|""|"42490.0000"|""|"142592.0000"|""|""|"185082.0000"|"185082.0000"|"9064.0000"|"6043.0000"|""|""|""|""|""|""|""|""|"Y"|""|""|""|""|""|""|""|"Y"|"35.0000"|"9705.0000"|"6078.0000"|"67800.0000"|"9705.0000"|"73878.0000"|""
"04-6496117"|"JOSEPH B HALBERT T/U/A"|"1482293"|"5635.0000"|""|""|"7982.0000"|""|"3379.0000"|""|"1910.0000"|""|""|""|""|"885.0000"|"19791.0000"|"10000.0000"|"29791.0000"|"20229.0000"|""|""|"11903.0000"|""|"12590.0000"|""|"515.0000"|"25008.0000"|"24178.0000"|"3381.0000"|"2254.0000"|""|""|""|""|""|"7982.0000"|""|""|"Y"|""|"3379.0000"|""|""|""|""|""|"Y"|"885.0000"|"3949.0000"|"14500.0000"|"10000.0000"|"3949.0000"|"24500.0000"|""
"04-6643614"|"MILDRED E GATES T/U/W"|"1482294"|"11387.0000"|""|""|""|"1250.0000"|"2093.0000"|""|"1756.0000"|""|""|""|""|"235.0000"|"16721.0000"|"32000.0000"|"48721.0000"|"51284.0000"|""|""|"18657.0000"|""|"40786.0000"|""|"-336.0000"|"59107.0000"|"58938.0000"|"6832.0000"|"4555.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"2093.0000"|""|""|""|""|""|"Y"|"235.0000"|"7654.0000"|"8133.0000"|"32000.0000"|"7654.0000"|"40133.0000"|""
"04-6692518"|"ROBERT S PAPE CHARITABLE FND"|"1482295"|"6771.0000"|""|""|""|"1250.0000"|"545.0000"|""|"968.0000"|""|""|""|""|"35.0000"|"9569.0000"|"17000.0000"|"26569.0000"|"32343.0000"|""|""|"10469.0000"|""|"26751.0000"|""|"-91.0000"|"37129.0000"|"36889.0000"|"4063.0000"|"2708.0000"|""|""|""|""|""|""|""|"1250.0000"|"Y"|""|"545.0000"|""|""|""|""|""|"Y"|"35.0000"|"4546.0000"|"4538.0000"|"17000.0000"|"4546.0000"|"21538.0000"|""
"04-6779682"|"RUTH C M MASSON FD FOR CHARLTON"|"1482296"|"131623.0000"|""|""|""|"1250.0000"|""|""|"22738.0000"|""|""|""|""|"125.0000"|"155736.0000"|"596035.0000"|"751771.0000"|"825803.0000"|""|""|"311677.0000"|""|"599895.0000"|""|"270.0000"|"911842.0000"|"910234.0000"|"78974.0000"|"52649.0000"|""|""|""|""|""|""|""|"1250.0000"|"N"|""|""|""|""|""|""|""|"Y"|"125.0000"|"84431.0000"|"54024.0000"|"596035.0000"|"84431.0000"|"650059.0000"|""
