"C_EIN"|"C_Org_Name"|"activity_id"|"XML_DOCUMENT_ID"|"ACTIVITY"|"EXPENSES"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"84921"|"1641916"|"EDUCATION/SCHOOL PROJECTS (THE FOUNDATION WORKED TO INCREASETHE EDUCATION OPPORTUNITIES AVAILABLE TO THE CHILDREN OF THETOWNSHIP)"|"186018.0000"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"84922"|"1641916"|"COMMUNITY BETTERMENT PROJECTSLIBRARY PARK DEVELOP AND ASSISTANCE TO DEVELOP FACILITYFOR TOWNSHIP"|"24635.0000"
"02-0511758"|"MASIPHUMELELE CORPORATION"|"84923"|"1641916"|"ENTERPRENEUR'S PROGRAM PROJECTSSMALL BUSINESS DEVELOPMENT"|"1397.0000"
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|"84928"|"1641953"|"THE MEIER FAMILY FOUNDATION, LTD, A TAX EXEMPT ORGANIZATION, WAS ORGANIZED AND OPERATES TO SUPPORT THE SERVICE OF OTHER CHARITABLE ORGANIZATIONS IN EXCESS OF 85 CHARITABLE ORGANIZATIONS RECEIVED DONATIONS TO ENHANCE THEIR CHARITABLE OBJECTIVES"|""
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|"84929"|"1641955"|"DIRECTOR FINANCIAL ASSISTANCE TO INDIVIDUAL RESIDENTS OF ARLINGTON, MA FOR MEDICAL SUPPLIES, PRESCRIPTION DRUGS, HOSPICE CARE, MEDICAL TREATMENTS, HEALTH INSURANCE AND RELATED ADMINISTRATION"|"64474.0000"
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|"84932"|"1641965"|"SEE PART XV"|"0.0000"
"04-6133161"|"BEARD FAMILY CHARITABLE TRUST JOHN E BEARD TRUSTEE"|"85358"|"1657574"|"THE BEARD FAMILY CHARITABLE TRUST RECEIVES INVESTMENT INCOME WHICH IT DISTRIBUTES TO PRESELECTED CHARITABLE ORGANIZATIONS QUALIFYING UNDER IRC 501 (C)(3)"|"0.0000"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|"85471"|"1659211"|"ASPERGER ASSOCIATES OF NEW ENGLAND"|"5000.0000"
"04-6027900"|"TRUST UIND 3152 EMMA R TRAVELLI"|"85472"|"1659216"|"ALL INCOME PAID TO CHARLES IRWIN TRAVELLI FUND #04-2260155"|"684162.0000"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"85700"|"1662530"|"DONATIONS TO EDUCAITONAL ORGANIZATIONS AND OTHER QUALIFIED CHARITIES"|"0.0000"
"04-6155696"|"THE ART COMPLEX INC"|"85767"|"1662949"|"OPERATION OF MUSEUM"|"725165.0000"
"04-6035506"|"J HENRY KENDALL TRUST"|"86008"|"1664219"|"CITY OF LEOMINSTER - FINANCIAL SUPPORT OF LEOMINSTER HIGH"|"68333.0000"
"04-6035506"|"J HENRY KENDALL TRUST"|"86009"|"1664219"|"FIRST CHURCH UNITARIAN UNIVERSALIST - FINANCIAL SUPPORT FOR RELIGIOUS ACTIVITIES"|"34167.0000"
"04-6035506"|"J HENRY KENDALL TRUST"|"86010"|"1664219"|"LAUREN SOUCY - FINANCIAL AID AND SUPPORT OF INDIGENT UNMARRIED ELDERLY WOMEN"|"4300.0000"
"04-6035506"|"J HENRY KENDALL TRUST"|"86011"|"1664219"|"SHEILA BISHOP - FINANCIAL AID AND SUPPORT OF INDIGENT UNMARRIED ELDERLY WOMEN"|"3400.0000"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"86667"|"1669570"|"THE FOUNDATION FULFILLED ITS GRANT FOR THE YEAR TO THE PUBLIC CHARITY - AID TO THE COURAGE INTERNATIONAL, INC"|"0.0000"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"86668"|"1669570"|"THE FOUNDATION FULFILLED ITS GRANT FOR THE YEAR TO THE PUBLIC CHARITY -AID TO MONTFORT ACADEMY"|""
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"86669"|"1669570"|"THE DOUNDATION FULFILLED ITS GRANT FOR THE YEAR TO THE PUBLIC CHARITY - AID TO SACRED HEART PROVINCE OF THE ASSISI"|""
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"86670"|"1669570"|"THE FOUNDATION FULFILLED ITS GRANT FOR THE YEAR TO THE PUBLIC CHARITY -AID TO HEALTH RESPECT"|""
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"86673"|"1669575"|"DIRECT CONTRIBUTIONS TO NONPROFIT ORGANIZATIONS WHO PROMOTE THE TRADES OR TRAIN TRADESMAN, INCLUDING THOSE WITH PHYSICAL AND DEVELOPMENTAL DISABILITIES FOR EMPLOYMENT"|"107616.0000"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"86674"|"1669575"|"RELIEF DISTRIBUTIONS"|"3000.0000"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"86675"|"1669578"|"OPERATE A HOME FOR THE ELDERLY"|"1214076.0000"
"04-2148009"|"GRIFFIN WHITE FOUNDATION INC"|"86676"|"1669579"|"TO FUND SUPPORTIVE SERVICES FOR ELDERS AND NON-PROFIT ORGANIZATIONS THAT SERVE ELDERS IN HAVERHILL MASSACHUSETTS"|"0.0000"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|"86677"|"1669581"|"Scholarships awarded"|"10000.0000"
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"86679"|"1669602"|"DEVELOPMENT OF WORLD CLASS STAMP COLLECTION INCLUDING THE PRESERVATION OF A VERY RARE COLLECTION"|"0.0000"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"87037"|"1672626"|"PLEASE NOTE, THE FOUNDATION IS NOT INVOLVED IN ANY DIRECT CHARITABLE ACTIVITIES. ITS PRIMARY PURPOSE IS TO SUPPORT, BY CONTRIBUTIONS, OTHER CHARITABLE ORGANIZATIONS EXEMPT UNDER INTERNAL REVENUE CODE SECTION 501(C)(3)."|""
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|"87139"|"1674764"|"MEDICAL(NEURODEGENERATIVE)RESEARCH PERFORMED ON CONTRACT BASIS ON BEHALF AND AT DIRECTION OF FNDN,PLUS WORKSHOPS,CONFERENCES,ADVICE,& DISSEMINATION OF DATA&INFO TO RESEARCH COMMUNITY. DOES NOT INCLUDE ""PROGRAMATIC PMTS"" IN SECTION VIII ABOVE."|"9656513.0000"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"87146"|"1674833"|"EducationScholarshipOther"|"16030.0000"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"87147"|"1674833"|"Shelter for PoorHomeless"|"2100.0000"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"87148"|"1674833"|"World HungerFeed Poor"|"8000.0000"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"87149"|"1674833"|"Mission"|"1000.0000"
"04-2104384"|"LEND A HAND SOCIETY"|"87150"|"1674834"|"OFINANCIAL ASSISTANCE INCLUDING APPEALS FOR FOOD, RENT, CLOTHING, MEDICINE, UTILITIES, ETC FROM THE PUBLIC AND SOCIAL WORKERS (SEE ATTACHED)"|"0.0000"
"04-3578370"|"NICHOLS VILLAGE INC"|"87227"|"1675302"|"Nichols Village provided services for the elderly, includinghousing, meais and activities"|"3696681.0000"
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|"87228"|"1675305"|"OPERATES A SCHOOL IN EPIROS, GREECE PROVIDE GRANTS AND SCHOLARSHIPS"|""
"05-0260671"|"BALLOU HOME FOR THE AGEO"|"87229"|"1675310"|"THE HOME OPERATES A 43 BED NURSING FACILITY IN 2013,THE HOME PROVIDED 76% OF ITS BEDS TO MEDICAID AND MEDICARE PATIENTS"|"3800540.0000"
"04-2658294"|"THE COLLINGS FOUNDATION"|"87363"|"1675852"|"THE FOUNDATION PROVIDED FUNDING FOR THE TOURS OF MULTIPLE ANTIQUE U.S. MILITARY AIRCRAFT TO VARIOUS AIRSHOWS THROUGHOUT THE COUNTRY. APOROXIMATELY 110 STOPS WERE MADE. MANY THOUSANDS VISITED THESE PLANES. SEE ATTACHED SCHEDULE OF TOUR STOPS"|"0.0000"
"04-2658294"|"THE COLLINGS FOUNDATION"|"87364"|"1675852"|"THE FOUNDATION HOSTED MULTIPLE EVENTS IN STOW, MA WHERE PEOPLE CAN ENJOY THE FOUNDATION'S COLLECTION OF ANTIQUE AUTOMIBILES, MILITARY VEHICLES AND VINTAGE CLOTHING. SEE ATTACHED SCHEDULE OF THESE EVENTS"|"0.0000"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"87471"|"1678465"|"GRANT FOR PROGRAM SPONSORSHIP OF PROGRAMS AT KRYZYOWA KREISAU INITIATIVE IN SUPPORT OF INTERNATIONAL COOPERATION FOR EUROPEAN NATIONS"|"8000.0000"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"87472"|"1678465"|"GRANT FOR FREYA VON MOLTKE STIFTUNG PROGRAM IN SUPPORT OF INTERNATIONAL COOPERATION FOR EUROPEAN NATIONS"|"0.0000"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|"87476"|"1678506"|"CONTRIBUTIONS TO SUPPORT THE ON-GOING OPERATIONS OF THE 105 AGENCIES/ORGANIZATIONS SERVED"|"0.0000"
"04-2269072"|"TURST UW EMMA R TRAVELLI"|"87915"|"1684669"|"ALL INCOME PAID TO CHARLES IRWIN TRAVELLI FUND #04-2 260155"|"443450.0000"
"04-3255974"|"SWARTZ FOUNDATION"|"87917"|"1684675"|"THE SWARTZ FOUNDATION IS A PRIVATE FOUNDATION WHICH RECEIVES INVESTMENT INCOME AND DISTRIBUTES THAT INCOME TO THE VARIOUS CHARITIES SELECTED BY THE FOUNDATION'S DIRECTORS. EXPENSES ALLOCATED TO DIRECT CHARITABLE ACTIVITIES"|"116773.0000"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"87919"|"1684680"|"TO ASSIST WORTHY INDIVIDUALS AND CHARITABLE ORGANIZATIONS TO PURSUE EDUCATIONAL OPPORTUNITIES IN ALL SECTORS OF THE ECONOMY"|"123573.0000"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"87921"|"1684688"|"SCHOLARSHIPS FOR STUDENTS OF BOURNE, MA AND SANDWICH, MA"|"24000.0000"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"87922"|"1684688"|"LIST OF BENEFICIARIES AND AMOUNTS LISTED IN PT XV"|"500.0000"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"88124"|"1686262"|"MUSEUM STORE"|"61002.0000"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"88125"|"1686262"|"SPIRITUAL LIFE"|"10012.0000"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"88126"|"1686262"|"MAINTENANCE OF HISTORIC SITE"|"770026.0000"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"88127"|"1686267"|"DISTRIBUTION OF CONTRIBUTIONS TO DESERVING CHARITABLE ORGANIZATIONS"|"193906.0000"
"02-0779716"|"WTC FOUNDATION"|"88295"|"1687621"|"THE FOUNDATION'S CHARITABLE PURPOSE - TO PROVIDE FINANCIAL SUPPORT TO OTHER CHARITABLE ORGANIZATIONS - WAS MET IN 2013 THROUGH THE DONATIONS LISTED IN PART XV AND THROUGH SUPPORT OF THE ANNUAL AMERICAN HEART ASSOCIATION GOLF TOURNAMENT."|"38243.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"88296"|"1687624"|"Provide housing and administrative support for the ""CLICK' A Photographer's View of Vermont"" Winter Exhibition covering 8 weeks of exhibition time from 02/06/13-03/31/13,""Mark Tougias"" featuring the works of this landscape artist covering 17 weeks of exhibition time from 05/03/13-09/02/13, ""Living Color - the watercolorist"" 8 weeks of exhibition time from 09/06/13-11/03/13 and ""Hidden Treasures Annual Members' Theme"" covering 7 weeks of exhibition time from 11/08/13-12/29/13"|"76211.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"88297"|"1687624"|"Provide housing and administrative support featuring the works of Alden Bryan ""Travels With Alden"" 17 weeks of exhibition time 05/03/13-09/02/13 and the ""Shades of Fall - The Small Picture Exhibition"" 7 weeks from 11/08/13 - 12/29/13 We are open to the community, free of charge, during all exhibitions 7 days per week"|"78217.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"88298"|"1687624"|"Provide housing and administrative support for ""The Legacy Collection"" Exhibition This exhibition covered 33 weeks of exhibition time We are open to the community, free of charge, during all exhibitions 7 days per week"|"46127.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"88299"|"1687624"|"Provide space for artist receptions, art classes, artist's roundtable discussion groups, artist's workshops. student group tours from area schools, our annual awards' for Outstanding Community Service and volunterism,a ""Festival of the Arts"" community event, various meetions for community non-profit organizations, as well as events for our volunteer staff"|""
"01-6059906"|"THE ALDERMERE FOUNDATION"|"88636"|"1691506"|"MAINE COAST HERITAGE TRUST CONSERVES AND STEWARDS MAINE'S COASTAL LANDS AND ISLANDS FOR THEIR RENOWNED SCIENIC BEAUTY, OUTDOOR RECREATIONAL OPPORTUNITIES, ECOLOGICAL DIVERSITY AND WORKING LANDSCAPES MCHT PROMOTES THE CONSERVATION OF NATURAL PLACES STATEWIDE BY WORKING WITH LAND TRUSTS, COMMUNITIES AND OTHER PARTNERS CONTRIBUTIONS TO THIS ORGANIZATION SUPPORT THE GENERAL MISSION"|"192719.0000"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"88637"|"1691506"|"COASTAL MOUNTAINS LAND TRUST PERMANENTLY CONSERVES LAND TO BENEFIT THE NATURAL AND HUMAN COMMUNITIES OF WESTERN PENOBSCOT BAY, BY WORKING PROACTIVELY AND COOPERATIVELY WITH LAND OWNERS TO ESTABLISH A SYSTEM OF CONSERVATION LANDS THAT FEATURE HABITAT SUPPORTING BIOLOGICAL DIVERSITY, WATER RESOURCES, INCLUDING RIVERS, LAKES, WETLANDS, AQUIFERS, AND THE BAY, FARMS AND FORESTS MANAGED FOR SUSTAINED PRODUCTIVITY"|"15000.0000"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"88638"|"1691506"|"NATURAL RESOURCES COUNCIL OF MAINE A NONPROFIT MEMBERSHIP ORGANIZATION PROTECTING, RESTORING, AND CONSERVING MAINE'S ENVIRONMENT, NOW AND FOR FUTURE GENERAIONS, WORKING TO IMPROVE THE QUALITY OF MAINE'S RIVERS, TO DECREASE AIR AND GLOBAL WARMING POLLUTION, AND TO CONSERVE MAINE LANDS CONTRIBUTIONS TO THIS ORGANIZATION SUPPORT GENERAL MISSION"|"14000.0000"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"88639"|"1691506"|"UNITED MID-COAST CHARITIES, INC DEDICATED TO THE SUPPORT OF CHARITIES WHICH PROVIDE SOCIAL SERVICES AND CARE TO THE MOST DESERVING, INCLUING MEDICAL, PHYSICAL, SOCIAL, PSYCHIATRIC OR COMMUNITY EDUCATIONAL SERVICES UMCC STRIVES TO LOCATE CHARITIES THAT OFFER THE MOST POSSIBLE BENEFIT TO RESIDENTS IN AND AROUND MID-COAST MAINE CONTRIBUTIONS TO THIS ORGANIZATION HELP SUPPORT ITS GENERAL MISSION"|"12000.0000"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"88640"|"1691508"|"SEE ATTACHED SCHEDULE OF DISTRIBUTIONS"|"29712.0000"
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|"88641"|"1691511"|"CHARITABLE ACTIVITY CONSISTS OF DONATIONS TO VARIOUS PRESELECTED LOCAL CHARITIES DONATIONS $89,800"|"0.0000"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"88712"|"1692097"|"GIFT MADE TO CITY OF NEWBURYPORT FOR PARKS BEAUTIFICATION"|"84500.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"88713"|"1692099"|"NEW HORIZONS AT CHOATE"|"3504075.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"88714"|"1692099"|"NEW HORIZONS AT MARLBOROUGH"|"7773538.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"88715"|"1692099"|"CUMMINGS SCHOOL OF VETERINARY MEDICINE"|"59158226.0000"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"88716"|"1692099"|"INSTITUTE FOR WORLD JUSTICE, LLC"|""
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"88717"|"1692101"|"DIRECT SUPPORT FOR CHARITABLE ACTIVITIES"|"48050.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"88726"|"1692121"|"EASEMENT MONITORING DESIGNED TO PROTECT SIGNIFICANT RESOURCES IN PERPETUITY FROM UNSYMPATHETIC OR INAPPROPRIATE EXTERIOR OR INTERIOR ALTERATIONS, NEGLECT, OR DEMOLITION BY MEANS OF PRESERVATION RESTRICTION AGREEMENTS"|"32339.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"88727"|"1692121"|"STEEPLES PROJECT INTRODUCED IN 1993 TO STRENGTHEN URBAN NEIGHBORHOODS BY PRESERVING HISTORIC HOUSES OF WORSHOP THROUGH FINANCIAL AND TECHNICAL ASSISTANCE"|"828286.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"88728"|"1692121"|"HISTORIC PRESERVATION REVOLVING FUND THE CORE INVESTMENT VEHICLE HBI USES TO INVEST IN, LEND TO AND/OR DEVELOP AT-RISK HISTORIC PROPERTIES"|"436188.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"88729"|"1692121"|"NEIGHBORHOOD FIELD SERVICES-THIS PROGRAM PROMOTES ECONOMIC REVITALIZATION IN BOSTON'S COMMERCIAL DISTRICTS USING TOOLS OF HISTORIC PRESERVATION AND REAL ESTATE DEVELOPMEN, MUNICIPAL AND SOCIAL SERVICE, THE ARTS, NON-PROFIT ORGANIZATIONS, AND HOUSING"|"18479.0000"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"89220"|"1698148"|"PLEASE NOTE, THE OFUNDATION IS NPT INVOLVED IN ANY DIRECT CHARITABLE ACTIVITIES. ITS PRIMARY PURPOSE IS TO SUPPORT, BY CONTRIBUTIONS OTHER ORGANIZATIONS EXEMPT UNDER INTERNAL REVENUE CODE SECTION 501(C)(3)."|"0.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"89463"|"1702564"|"GRANT MAKING ORGANIZATION"|"0.0000"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"89559"|"1703480"|"TO MAINTAIN A REFUGE OF PHYSICAL AND SPIRITUAL BEAUTY WHERE PEOPLE MAY ENJOY GARDENS, TRAILS, MUSIC, EDUCATIONAL, SPORTING, AND CULTURAL ACTIVITIES AND RETAIN WILDLIFE HABITAT"|"0.0000"
"04-2607227"|"MARY A CRABTREE FUND"|"89561"|"1703483"|"SEE ATTACHED DISTRIBUTIONS"|"25086.0000"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"89562"|"1703494"|"PLEASE NOTE, THE FOUNDATION IS NOT INVOLVED IN ANY DIRECT CHARITABLE ACTIVITIES. ITS PRIMARY PURPOSE IS TO SUPPORT,BY CONTRIBUTIONS, OTHER CHARITABLE ORGANIZATIONS EXEMPT"|""
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"89563"|"1703494"|"UNDER INTERNAL REVENUE CODE SECTION 501 (C)(3)."|""
"04-3424620"|"THE BLAIS FOUNDATION"|"89564"|"1703495"|"GRANTS TO EDUCATIONAL INSTITUTIONS FOR SCHOLARSHIPS"|"19200.0000"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"90207"|"1708287"|"Educational scholarships, benefiting 5 individuals."|"0.0000"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"90208"|"1708287"|"Community support, benefiting 7 organizations."|"0.0000"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|"90209"|"1708290"|"PROVDING FUNDING TO THE WARNER HOME FOR LITTLE WANDERERS, INC A 501(C)(3) ORGANIZATION WHOSE OBJECTIVE IS TO HELP DESTITUTE CHILDREN"|"67180.0000"
"04-6112483"|"THE BARUCH FUND"|"90214"|"1708321"|"THE FOUNDATION'S ONLY CHARITABLE ACTIVITY IS FOR GRANTS OF MONEY TO PUBLIC ORGANIZATIONS. IN THIS REGARD, GRANTS WERE MADE TO 174 ORGANIZATIONS."|"889069.0000"
"04-6663582"|"THE LUDCKE FOUNDATION"|"90215"|"1708325"|"THIS TRUST MAKES GRANTS FOR RELIGIOUS, CHARITABLE, SCIENTIFIC, LITERARY AND EDUCATIONAL PURPOSES AND FOR THE PREVENTION OF CRUELTY TO CHILDREN AND ANIMALS"|"1708320.0000"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"90580"|"1710824"|"SUPPORT OF ORTHOPAEDIC BIOMECHANICS AND BIOMATERIALS RESEARCH AT THE MASS. GENERAL HOSPITAL, PARTICIPATION IN NATIONAL SEMINARS AND CONFERENCES,PUBLICATION OF RESEARCH PAPERS"|"0.0000"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"90581"|"1710824"|"AND SUPPORT OF HIGHER EDUCATION, CONSERVATION AND ENVIRONMENTAL ORGANIZATIONS."|"0.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"90668"|"1711435"|"INTEGRATION CONVENING-CO-CONVENED MEETING IN CHICAGO WITH CDC AND NACCHO TO DISCUSS BENEFITSOF AND STRATEGIES FOR, INTEGRATING PUBLIC HEALTH AND PRIMARY CARE"|"25000.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"90669"|"1711435"|"INFORMATICS CONVENING-CONVENED PUBLIC HEALTH INFORMATICS LEADERS FROM ACROSS THE COUNTRY TO DISCUSS THE IMPACT OF THE AFFORDABLE CARE ACT ON ELECTRONIC HEALTH RECORDS AND PUBLIC HEALTH IN GENERAL"|"22460.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"90670"|"1711435"|"MID-CAREER DEVELOPMENT OPPORTUNITIES TO MID-CAREER PUBLIC HEALTH WORKERS"|"3400.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"90671"|"1711435"|"BIG CITIES HEALTH COALITION-MEETING OF THE BIG CITIES HEALTH COALITION TO DISCUSS UPCOMING NEEDS ASSESSMENT PROJECT"|"1658.0000"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|"90672"|"1711438"|"CHARITABLE COMMUNITY ORGANIZATIN PART XV LINE 3A"|"3540607.0000"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|"90673"|"1711438"|"SOUL CHANTS MUSIC - HAS PARTNERED WITH ORGANIZATINS IN THE FIELDS OF COMMUNITY BUILDING, ARTS AND SPIRITUALITY - USING THE TRANSFORMATIVE POWER OF MUSIC TO EMPOWER THEMSELVES AND OTHERS AS WELL AS HELP SUSTAIN UNDERPRIVILEGED MUSICIANS"|"378163.0000"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"90933"|"1713321"|"Margaret Chase Smith Library - The Library opened in 1982 and encompasses the archival and library collections, memorabilia and residence of Senator Margaret Chase Smith The Library has a three fold mission of serving as an archive, as a museum and as an educational and public policy center It is recognized as one of the premier Congressional libraries in the United States Since the founding of the Library, the Margaret Chase Smith Foundation has provided financial support of the Library"|"446346.0000"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"90943"|"1713356"|"CONTRIBUTIONS, GIFTS, GRANTS - SEE STATEMENT 8"|"209500.0000"
"04-3593793"|"THE BORDUI FOUNDATION"|"90947"|"1713376"|"SCHOLARSHIP PROVIDED SCHOLARSHIPS TO SEVENWORTHY STUDENTS"|"26398.0000"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"90948"|"1713384"|"VARIOUS CHARITABLE GRANTS MADE TO 36 DIFFERENT ORGANIZATIONS"|"958449.0000"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"90949"|"1713388"|"CONTRIBUTIONS TO VARIOUS CHARITABLE, EDUCATIONAL, MEDICAL AND RELIGIOUS ORGANIZATIONS (SEE PART XV)"|"177300.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXILIARY BOARD"|"90950"|"1713390"|"SCHOLARSHIPS AWAREDE DIRECTLY TO 8 QUALIFYING STUDENTS"|"12000.0000"
"03-6070736"|"P MOYNEHAN MEM FD CHARITABLE TR 403051014"|"91623"|"1724411"|"SCHOALRSHIPS TO GRADUATES OF ST MARYS ACADEMY IN GLENS FALLS, NY"|"19947.0000"
"04-3177633"|"THE FASSINO FOUNDATION INC"|"91624"|"1724416"|"THIRTEEN GRADUATING SENIORS FROM NORTH QUINCY HIGH, EAST BOSTON HIGH AND NATICK HIGH WERE SELECTED TO RECEIVE FUNDS TO PAY FOR THEIR FIRST YEAR OF UNDERGRADUATE STUDIES THE RECIPIENTS MUST FILL OUT AN APPLICATION AND SUBMIT AN ESSAY DISPLAYING THEIR QUALIFICATIONS FOR THE AWARD THE QUALIFICATIONA INCLUDE A FINANCIAL NEED AND HIGH GRADE POINT AVERGE"|"61000.0000"
