"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"PERIOD_BEGIN"|"PERIOD_END"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PHONE"|"TYPE"|"FAIR_MARKET_VALUE"|"last_modified"|"TERMINATED_CBX"|"FINAL_RETURN_CBX"|"INIT_RET_CBX"|"INITIAL_RETURN_FORMER_PC"|"CHANGE_ADDRESS_CBX"|"CHANGE_NAME_CBX"
"04-6050419"|"Albert H & Reuben S Stone Fund"|"1487133"|"N"|"Albert H & Reuben S Stone Fund"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O Box 1008"|""|"Gardner"|"MA"|"USA"|"01440"|"978-630-2800"|"F"|"3250264.0000"|"11/13/2014 11:03:36 AM"|""|""|""|""|""|""
"04-6056133"|"FUSARO CHARITABLE FOUNDATION, INC."|"1487134"|"N"|"FUSARO CHARITABLE FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"71 ELM STREET"|""|"WORCESTER"|"MA"|"USA"|"01609"|"508-798-3771"|"F"|"961984.0000"|"11/13/2014 11:03:39 AM"|""|""|""|""|""|""
"04-6056824"|"NORMAN KNIGHT CHARITABLE FOUNDATION"|"1487135"|"N"|"NORMAN KNIGHT CHARITABLE FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"63 BAY STATE ROAD"|""|"BOSTON"|"MA"|"USA"|"02215"|"617-262-1950"|"F"|"6965929.0000"|"11/13/2014 11:03:42 AM"|""|""|""|""|""|""
"04-6070226"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"1487136"|"N"|"GRIMES - KING FOUNDATION FOR THE ELDERLY"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"FIDUCIARY TRUST CO."|"P.O. BOX 55806"|""|"BOSTON"|"MA"|"USA"|"02205-5806"|"617-482-5270"|"F"|"2653761.0000"|"11/13/2014 11:03:44 AM"|""|""|""|""|""|""
"04-6079522"|"R ELAINE CROSTON T/U/W"|"1487137"|"N"|"R ELAINE CROSTON T/U/W"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"528275.0000"|"11/13/2014 11:03:47 AM"|""|""|""|""|""|""
"04-6109594"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"1487138"|"N"|"THE ROBERTSON TRUST PHILIP S. ROBERTSON ET AL TRUSTEES"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"36 RANDOLPH AVE."|""|"MILTON"|"MA"|"USA"|"02186-3405"|"617-698-1230"|"F"|"1154152.0000"|"11/13/2014 11:03:50 AM"|""|""|""|""|""|""
"04-6125734"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|"1487139"|"N"|"THE CARRICK FOUNDATION MICHAEL BROCKELMAN ET. AL. TRUSTEES 21045000073"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"BOWDITCH & DEWEY, LLP"|"311 MAIN STREET"|""|"WORCESTER"|"MA"|"USA"|"01615-0156"|"508-791-3511"|"F"|"396819.0000"|"11/13/2014 11:03:52 AM"|""|""|""|""|""|""
"04-6141425"|"EVELYN H BLACK A3B T/U/W"|"1487140"|"N"|"EVELYN H BLACK A3B T/U/W"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-327"|"F"|"1311531.0000"|"11/13/2014 11:03:55 AM"|""|""|""|""|""|""
"04-6145922"|"DAVID GREENEWALT CHARITABLE TRUST WINIFRED I. LI, TRUSTEE"|"1487141"|"N"|"DAVID GREENEWALT CHARITABLE TRUST WINIFRED I. LI, TRUSTEE"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"ROPES & GRAY LLP"|"800 BOYLSTON ST-36"|""|"BOSTON"|"MA"|"USA"|"02199-3600"|"617-951-7000"|"F"|"2120114.0000"|"11/13/2014 11:03:58 AM"|""|""|""|""|""|""
"04-6193022"|"TR U/W MARTIN W. DUGAN EASTERN BANK, CO-TRUSTEE"|"1487142"|"N"|"TR U/W MARTIN W. DUGAN EASTERN BANK, CO-TRUSTEE"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"605 BROADWAY LF 41"|""|"SAUGUS"|"MA"|"USA"|"01906"|"781-581-4240"|"F"|"578745.0000"|"11/13/2014 11:04:00 AM"|""|""|""|""|""|""
"04-6607624"|"LOU H WILLEKE TUW"|"1487143"|"N"|"LOU H WILLEKE TUW"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"2823750.0000"|"11/13/2014 11:04:03 AM"|""|""|""|""|""|""
"04-6771029"|"BELL FAMILY FOUNDATION"|"1487144"|"N"|"BELL FAMILY FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"611 WASHINGTON STREET"|"2502"|"SAN FRANCISCO"|"CA"|"USA"|"94111"|"978-296-3318"|"F"|"7004751.0000"|"11/13/2014 11:04:06 AM"|""|""|""|""|""|""
"04-6834127"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"1487145"|"N"|"MORIARTY FAMILY CHARITABLE FOUNDATION TR ROWLAND T. & JANE F. MORIARTY, TRUSTEES"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"19 DARTMOUTH STREET"|""|"WEST NEWTON"|"MA"|"USA"|"02465"|"617-425-3550"|"F"|"3482010.0000"|"11/13/2014 11:04:09 AM"|""|""|""|""|""|""
"04-6861522"|"WILSON CARUSO CHARITABLE FOUNDATION"|"1487146"|"N"|"WILSON CARUSO CHARITABLE FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"315 CLAPBOARDTREE STREET"|""|"WESTWOOD"|"MA"|"USA"|"02090"|"617-942-4259"|"F"|"1900389.0000"|"11/13/2014 11:04:11 AM"|""|""|""|""|""|""
"01-0772925"|"ASHNER FAMILY EVERGREEN FOUDNATION"|"1489139"|"N"|"ASHNER FAMILY EVERGREEN FOUDNATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"2 JERICHO PLAZA WING A"|""|"JERICHO"|"NY"|"USA"|"11753"|"516-822-0022"|"F"|"3410044.0000"|"11/14/2014 10:16:12 AM"|""|""|""|""|""|""
"02-0534833"|"BINZER ISADORE FUND T/A 102-0409642"|"1489140"|"N"|"BINZER ISADORE FUND T/A 102-0409642"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"10 WEST SECOND ST., 26TH FL"|""|"DAYTON"|"OH"|"USA"|"45402"|""|"F"|"8628914.0000"|"11/14/2014 10:17:00 AM"|""|""|""|""|""|""
"03-0326934"|"Carris Corporate Foundation"|"1489141"|"N"|"Carris Corporate Foundation"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"49 Main Street"|""|"Proctor"|"VT"|"USA"|"05765"|"802-773-9111"|"F"|"83533.0000"|"11/14/2014 10:17:06 AM"|""|""|""|""|""|""
"04-6017426"|"A.C. Ratshesky Foundation"|"1489148"|"N"|"A.C. Ratshesky Foundation"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"Grants Management Associates"|"77 Summer Street, 8th Fl"|""|"Boston"|"MA"|"USA"|"02110-1006"|"617-391-3091"|"F"|"7412195.0000"|"11/14/2014 10:18:08 AM"|""|""|""|""|""|""
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"1489149"|"N"|"CHARLES J DRAPER FOR CHARITY"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"1676731.0000"|"11/14/2014 10:19:00 AM"|""|""|""|""|""|""
"04-6020729"|"SARAH G MCCARTHY MEMORIAL FDN"|"1489150"|"N"|"SARAH G MCCARTHY MEMORIAL FDN"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1076354.0000"|"11/14/2014 10:19:18 AM"|""|""|""|""|""|""
"04-6023194"|"NELSON M BAKER T/U/W"|"1489151"|"N"|"NELSON M BAKER T/U/W"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"1119065.0000"|"11/14/2014 10:20:09 AM"|""|""|""|""|""|""
"04-6023228"|"MARY M COES CHARITABLE T/U/W"|"1489152"|"N"|"MARY M COES CHARITABLE T/U/W"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"4518021.0000"|"11/14/2014 10:21:00 AM"|""|""|""|""|""|""
"04-6026094"|"GEORGINA B WEST U/W"|"1489154"|"N"|"GEORGINA B WEST U/W"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"7230586.0000"|"11/14/2014 10:22:21 AM"|""|""|""|""|""|""
"04-6035327"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"1489155"|"N"|"FLORENCE EVANS BUSHEE FOUNDATION, INC #95-828090"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"HEMENWAY & BARNES LLP PO BOX 961209"|""|"BOSTON"|"MA"|"USA"|"02196-1209"|"617-227-7940"|"F"|"5345130.0000"|"11/14/2014 10:23:11 AM"|""|""|""|""|""|""
"04-6064025"|"THE ROSS WEBB FUND"|"1489157"|"N"|"THE ROSS WEBB FUND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"AMSUTTA LANE, PO BOX P-35"|""|"SOUTH DARTMOUTH"|"MA"|"USA"|"02748"|"508-994-7986"|"O"|"1736263.0000"|"11/14/2014 10:24:55 AM"|""|""|""|""|""|""
"04-6095991"|"TRUST U/WILL FRED L. ROBBINS"|"1489158"|"N"|"TRUST U/WILL FRED L. ROBBINS"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"438419.0000"|"11/14/2014 10:25:43 AM"|""|""|""|""|""|""
"04-6224489"|"TTEE U/A OF ELLICE M ENDICOTT"|"1489159"|"N"|"TTEE U/A OF ELLICE M ENDICOTT"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"3272967.0000"|"11/14/2014 10:26:36 AM"|""|""|""|""|""|""
"04-6232529"|"MAY B SADOWSKI TUI"|"1489160"|"N"|"MAY B SADOWSKI TUI"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"2705963.0000"|"11/14/2014 10:27:24 AM"|""|""|""|""|""|""
"04-6249689"|"FREDERICK LOBL FOR CHARITIES"|"1489161"|"N"|"FREDERICK LOBL FOR CHARITIES"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"863564.0000"|"11/14/2014 10:27:48 AM"|""|""|""|""|""|""
"04-6293128"|"OBRIEN OLDHAM FAMILY TRUST"|"1489162"|"N"|"OBRIEN OLDHAM FAMILY TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"1445375.0000"|"11/14/2014 10:28:17 AM"|""|""|""|""|""|""
"04-6555493"|"ANGELO H VERGOBBI T/U/I"|"1489164"|"N"|"ANGELO H VERGOBBI T/U/I"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"361433.0000"|"11/14/2014 10:29:30 AM"|""|""|""|""|""|""
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|"1489165"|"N"|"HAROLD B WALKER CHARITABLE TR"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"538993.0000"|"11/14/2014 10:30:21 AM"|""|""|""|""|""|""
"04-6678724"|"ANDREWS TR FUND-CHARITABLE SHS"|"1489166"|"N"|"ANDREWS TR FUND-CHARITABLE SHS"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1987064.0000"|"11/14/2014 10:31:14 AM"|""|""|""|""|""|""
"04-6907024"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"1489167"|"N"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"PO BOX 2779"|""|"DUXBURY"|"MA"|"USA"|"02331"|"781-934-5521"|"F"|"1160644.0000"|"11/14/2014 10:32:03 AM"|""|""|""|""|""|""
"01-0442078"|"MORTON-KELLY CHARITABLE TRUST"|"1491447"|"N"|"MORTON-KELLY CHARITABLE TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"PO BOX 4510"|""|"PORTLAND"|"ME"|"USA"|"04112"|"207-775-7271"|"F"|"16994699.0000"|"11/17/2014 10:43:22 AM"|""|""|""|""|""|""
"01-0496879"|"MARGARET E BURNHAM CHARITABLE TRUST"|"1491448"|"N"|"MARGARET E BURNHAM CHARITABLE TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"PO BOX 31"|""|"PORTLAND"|"ME"|"USA"|"04112-0031"|"207-772-3761"|"F"|"8171199.0000"|"11/17/2014 10:44:12 AM"|""|""|""|""|""|""
"01-0643285"|"MWH CARING FOUNDATION, INC."|"1491452"|"N"|"MWH CARING FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"380 INTERLOCKEN CRESCENT"|"200"|"BROOMFIELD"|"CO"|"USA"|"80021"|"303-533-1900"|"F"|"97728.0000"|"11/17/2014 10:45:32 AM"|""|""|""|""|""|""
"01-0810723"|"HARRY M MIRIAM C WILL C HORTON F"|"1491454"|"N"|"HARRY M MIRIAM C WILL C HORTON F"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"7240383.0000"|"11/17/2014 10:46:56 AM"|""|""|""|""|""|""
"02-0497577"|"HNH FOUNDATION, INC."|"1491456"|"N"|"HNH FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"49 SOUTH MAIN STREET"|"204"|"CONCORD"|"NH"|"USA"|"03301"|"603-229-3260"|"F"|"23517579.0000"|"11/17/2014 10:48:39 AM"|""|""|""|""|""|""
"02-6005885"|"THE BARKER FOUNDATION INC."|"1491458"|"N"|"THE BARKER FOUNDATION INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P.O. BOX 328"|""|"NASHUA"|"NH"|"USA"|"03061"|"603-889-1763"|"F"|"6485668.0000"|"11/17/2014 10:49:30 AM"|""|""|""|""|""|""
"02-6090073"|"ANNE SLADE FREY CHARITABLE TRUST"|"1491459"|"N"|"ANNE SLADE FREY CHARITABLE TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"BERNIE LAMBEK"|"140 MAIN STREET"|""|"MONTPELIER"|"VT"|"USA"|"05602"|"802-223-1472"|"F"|"105994.0000"|"11/17/2014 10:50:20 AM"|""|""|""|""|""|""
"02-6125090"|"JOHN & MARGARET BRENNAN TRUST 3030007141"|"1491460"|"N"|"JOHN & MARGARET BRENNAN TRUST 3030007141"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"10 TRIPPS LANE"|""|"RIVERSIDE"|"RI"|"USA"|"02915-7995"|"603-634-7772"|"F"|"1530381.0000"|"11/17/2014 10:51:09 AM"|""|""|""|""|""|""
"03-0536676"|"THE V & L MARX FOUNDATION"|"1491463"|"N"|"THE V & L MARX FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"14 BROOKLINE ROAD"|""|"SCARSDALE"|"NY"|"USA"|"10583"|"201-767-6270"|"F"|"99064172.0000"|"11/17/2014 10:51:59 AM"|""|""|""|""|""|""
"04-1841679"|"GILLESPIE FAMILY FDN I/AG 20-1132700"|"1491465"|"N"|"GILLESPIE FAMILY FDN I/AG 20-1132700"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"KEYBANK"|"4900 TIEDEMAN RD. OH-01-49-0150"|""|"BROOKLYN"|"OH"|"USA"|"44144-2302"|"216-689-5775"|"F"|"1031412.0000"|"11/17/2014 10:52:49 AM"|""|""|""|""|""|""
"04-2946393"|"Sprague Foundation Inc."|"1491467"|"N"|"Sprague Foundation Inc."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"55 Bacon Street"|""|"Natick"|"MA"|"USA"|"01760-2901"|"508-653-7833"|"F"|"3203135.0000"|"11/17/2014 10:53:38 AM"|""|""|""|""|""|""
"04-3359381"|"Courtney and Victoria Buffum Family Foundation"|"1491470"|"N"|"Courtney and Victoria Buffum Family Foundation"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P.O. Box 638 40 George Street"|""|"Burlington"|"VT"|"USA"|"05402"|"802-863-3494"|"F"|"1042068.0000"|"11/17/2014 10:54:27 AM"|""|""|""|""|""|""
"04-3484588"|"FLORENCE SAVINGS/EASTHAMPTON BRANCH CHARITABLE FOUNDATION, INC."|"1491473"|"N"|"FLORENCE SAVINGS/EASTHAMPTON BRANCH CHARITABLE FOUNDATION, INC."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"85 MAIN STREET"|""|"FLORENCE"|"MA"|"USA"|"01062"|"413-587-1761"|"F"|"703039.0000"|"11/17/2014 10:56:10 AM"|""|""|""|""|""|""
"04-3557888"|"FELICIA M . DELORENZO SCHOLARSHIP FOUNDATION, INC. #0741869"|"1491474"|"N"|"FELICIA M . DELORENZO SCHOLARSHIP FOUNDATION, INC. #0741869"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"NUTTER MCCLENNEN & FISH LLP, PO BOX 5140"|""|"BOSTON"|"MA"|"USA"|"02205"|"617-439-3276"|"F"|"8047814.0000"|"11/17/2014 10:56:58 AM"|""|""|""|""|""|""
"04-6014290"|"RALPH BRADLEY PRIZES"|"1491477"|"N"|"RALPH BRADLEY PRIZES"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"ELEANOR GOUD"|"31 BRIGHAM WOODS"|""|"CONCORD"|"MA"|"USA"|"01742"|"978-369-7287"|"F"|"408055.0000"|"11/17/2014 10:58:35 AM"|""|""|""|""|""|""
"04-6018676"|"EDWARD WALKER TUW"|"1491478"|"N"|"EDWARD WALKER TUW"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"10275978.0000"|"11/17/2014 10:58:57 AM"|""|""|""|""|""|""
"04-6036788"|"CHARLES H. HOOD FUND"|"1491480"|"N"|"CHARLES H. HOOD FUND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"SIX KIMBALL LANE"|""|"LYNNFIELD"|"MA"|"USA"|"01940"|"617-887-8475"|"F"|"1866840.0000"|"11/17/2014 11:00:24 AM"|""|""|""|""|""|""
"04-6039593"|"THE AARON FOUNDATION"|"1491481"|"N"|"THE AARON FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"10 POSSUM ROAD"|""|"WESTON"|"MA"|"USA"|"02193"|"781-899-4445"|"F"|"218364.0000"|"11/17/2014 11:00:59 AM"|""|""|""|""|""|""
"04-6044077"|"Shelburne Falls Community House, Inc."|"1491482"|"N"|"Shelburne Falls Community House, Inc."|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P.O. Box 232"|""|"Shelburne Falls"|"MA"|"USA"|"01370"|"413-625-2080"|"F"|"993265.0000"|"11/17/2014 11:01:45 AM"|""|""|""|""|""|""
"04-6307934"|"GLADYS REYNOLDS SA VOIE TR U/I"|"1491483"|"N"|"GLADYS REYNOLDS SA VOIE TR U/I"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1467167.0000"|"11/17/2014 11:02:17 AM"|""|""|""|""|""|""
"04-6348990"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"1491484"|"N"|"TRUST UNDER THE WILL OF LUKE A. WOOD"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"TYLER & REYNOLDS"|"77 SUMMER ST."|"6TH FL"|"BOSTON"|"MA"|"USA"|"02110"|"617-695-9799"|"F"|"695349.0000"|"11/17/2014 11:03:07 AM"|""|""|""|""|""|""
"04-6617090"|"LUCIA P. FULTON FOUNDATION"|"1491485"|"N"|"LUCIA P. FULTON FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"ACADIA MANAGEMENT"|"111 DEVONSHIRE STREET"|"620"|"BOSTON"|"MA"|"USA"|"02109"|"617-426-5755"|"F"|"3515563.0000"|"11/17/2014 11:03:57 AM"|""|""|""|""|""|""
"04-6737675"|"THE MARNEEGIL CHARITABLE FDN"|"1491486"|"N"|"THE MARNEEGIL CHARITABLE FDN"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P.O. BOX 55806"|""|"BOSTON"|"MA"|"USA"|"02205-5806"|"617-482-5270"|"F"|"1332709.0000"|"11/17/2014 11:04:46 AM"|""|""|""|""|""|""
"03-0410199"|"Praise Him Ministries, Inc."|"1498697"|"N"|"Praise Him Ministries, Inc."|"7/1/2012 12:00:00 AM"|"6/30/2013 12:00:00 AM"|""|"120 Redcliff Drive"|""|"Ridgway"|"CO"|"USA"|"81432"|"970-626-5243"|"F"|"2447122.0000"|"11/19/2014 10:07:31 AM"|""|""|""|""|""|""
"04-3447397"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|"1498698"|"N"|"CECILE HIGGINSON MURPHY CHARITABLE FOUNDATION"|"7/1/2012 12:00:00 AM"|"6/30/2013 12:00:00 AM"|""|"CHOATE LLP PO BOX 961019"|""|"BOSTON"|"MA"|"USA"|"02196"|"617-248-4760"|"F"|"5329142.0000"|"11/19/2014 10:08:20 AM"|""|""|""|""|""|""
"04-6008332"|"ANDREW W PRESTON CHARITY FD TR"|"1498699"|"N"|"ANDREW W PRESTON CHARITY FD TR"|"10/1/2012 12:00:00 AM"|"9/30/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"T"|"754572.0000"|"11/19/2014 10:08:45 AM"|""|""|""|""|""|""
"01-0557030"|"LINDSAY FAMILY FOUNDATION 58034730"|"1498735"|"N"|"LINDSAY FAMILY FOUNDATION 58034730"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 64713; TRUST TAX SERVICES"|""|"ST. PAUL"|"MN"|"USA"|"55164-0713"|"402-963-2154"|"F"|"533069.0000"|"11/19/2014 11:01:36 AM"|""|""|""|""|""|""
"01-0617231"|"FORDNEY FOUNDATION"|"1498737"|"N"|"FORDNEY FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"5743 FAIRVIEW PLACE"|""|"AGOURA HILLS"|"CA"|"USA"|"91301-2229"|"818-532-7341"|"F"|"1219324.0000"|"11/19/2014 11:02:35 AM"|""|""|""|""|""|""
"01-0635531"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|"1498738"|"N"|"THE NATALIE BAILEY & HERBERT J KIRSHNER FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"G LIEBNER"|"60 CROSSWAYS PARK DR WES"|"301"|"WOODBURY"|"NY"|"USA"|"11797"|"516-488-1200"|"F"|"2662581.0000"|"11/19/2014 11:03:23 AM"|""|""|""|""|""|""
"01-0676696"|"BANK OF AMERICA NA"|"1498739"|"Y"|"BANK OF AMERICA NA"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"568958.0000"|"11/19/2014 11:04:11 AM"|""|""|""|""|""|""
"01-0936787"|"NARROW GATE FOUNDATION"|"1498740"|"N"|"NARROW GATE FOUNDATION"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"98 NUTTAL ROAD"|""|"RIVERSIDE"|"IL"|"USA"|"60546"|"630-546-4463"|"F"|"284824.0000"|"11/19/2014 11:04:58 AM"|""|""|""|""|""|""
"01-6010195"|"JOSEPH HOW CHARITABLE TRUST"|"1498741"|"N"|"JOSEPH HOW CHARITABLE TRUST"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P O BOX 1802"|""|"PROVIDENCE"|"RI"|"USA"|"02901-1802"|"888-866-3275"|"F"|"1479534.0000"|"11/19/2014 11:05:46 AM"|""|""|""|""|""|""
"01-6027530"|"ABNER F. MORISON TRUST FUND"|"1498742"|"N"|"ABNER F. MORISON TRUST FUND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"135 HIGH STREET, P.O. BOX 1100"|""|"ELLSWORTH"|"ME"|"USA"|"04605-1100"|"207-667-3883"|"F"|"2143804.0000"|"11/19/2014 11:06:13 AM"|""|""|""|""|""|""
"01-6028898"|"SUMNER O. HANCOCK SCHOLARSHIP FUND"|"1498743"|"N"|"SUMNER O. HANCOCK SCHOLARSHIP FUND"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|"P.O. BOX 295"|""|"CASCO"|"ME"|"USA"|"04015"|"207-627-7676"|"O"|"118670.0000"|"11/19/2014 11:07:01 AM"|""|""|""|""|""|""
