"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVESTMENTS_GOV_FAIR_MARKET"|"INVESTMENTS_STOCKS_FAIR_MARKET"|"INVESTMENTS_BONDS_FAIR_MARKET"|"INVESTMENTS_DEPRECIATION_FAIR_MARKET"|"INVESTMENTS_LOANS_FAIR_MARKET"|"INVESTMENTS_OTHER_FAIR_MARKET"|"LAND_DEPRECIATION_FAIR_MARKET"|"OTHER_ASSETS_FAIR_MARKET"|"TOTAL_ASSETS_BOOK"|"TOTAL_ASSETS_FAIR_MARKET"|"TOTAL_LIABILITIES"|"CASH_NONINT"|"SAV_TEMPCASH"
"04-6749251"|"FIELDS/HANNAGAN/WALTERS FNDN"|"1407033"|""|"255739.0000"|""|""|""|""|""|""|"223339.0000"|"266990.0000"|""|""|"11251.0000"
"04-6840915"|"THE PLOURDE FAMILY CHARITABLE TRUST"|"1407034"|""|""|""|""|""|"896178.0000"|""|""|"898887.0000"|"898887.0000"|"0.0000"|""|"2709.0000"
"01-0546160"|"Redco Foundation, Inc."|"1409383"|""|"2939579.0000"|"774778.0000"|""|""|"11269.0000"|""|""|"3100248.0000"|"3856145.0000"|"0.0000"|""|"130519.0000"
"01-6042302"|"JOHN B CROCKETT TRUST"|"1409384"|"109532.0000"|"1150172.0000"|""|""|""|""|""|""|"1211027.0000"|"1337850.0000"|""|""|"78146.0000"
"02-0511160"|"HELEN & WILLIAM MAZER FOUNDATION"|"1409385"|""|"14364311.0000"|""|""|""|"384734.0000"|""|""|"10215240.0000"|"15839567.0000"|"0.0000"|"1090522.0000"|""
"03-0323120"|"THE MORRIS & BESSIE ALTMAN FOUNDATION"|"1409386"|""|"2298826.0000"|"240559.0000"|""|""|"1620813.0000"|"916.0000"|""|"3517990.0000"|"4237051.0000"|"0.0000"|""|"75937.0000"
"03-0569654"|"THE HIGGINS FAMILY CHARITABLE FOUNDATION"|"1409387"|""|"10607925.0000"|""|""|""|"51222.0000"|""|""|"10379186.0000"|"11381036.0000"|""|""|"721889.0000"
"03-6016628"|"MERCHANTS BANK FOUNDATION, INC."|"1409388"|""|""|""|""|""|"1394916.0000"|""|""|"1308254.0000"|"1437041.0000"|"0.0000"|""|"42125.0000"
"04-2747025"|"HARRY L. BRADLEY JR CHARITABLE FUND"|"1409389"|"9210599.0000"|"118420559.0000"|"807810.0000"|""|""|"24486510.0000"|""|""|"107870079.0000"|"159063775.0000"|""|""|"6138297.0000"
"04-3492753"|"MORTON AND LILLIAN WALDFOGEL CHARITABLE FOUNDATION"|"1409390"|""|"1191703.0000"|"16112.0000"|""|""|""|""|""|"2123543.0000"|"2266009.0000"|"0.0000"|""|"1058194.0000"
"04-3528495"|"JAMES W. O'BRIEN FOUNDATION, INC."|"1409391"|""|"13746801.0000"|"2899743.0000"|""|""|"-13992.0000"|""|"21838.0000"|"18176045.0000"|"18176045.0000"|"435404.0000"|"1254.0000"|"1517401.0000"
"04-6008252"|"CHARLES W. HOLTZER FUND NO. 3"|"1409393"|"27186.0000"|"3666108.0000"|"247639.0000"|""|""|""|""|""|"3280600.0000"|"3981169.0000"|""|"-30280.0000"|"70516.0000"
"04-6009247"|"JENNIE SEARS MCSHANE TRUST"|"1409394"|""|"1633498.0000"|""|""|""|"149640.0000"|""|""|"1648327.0000"|"1782644.0000"|""|"-494.0000"|""
"04-6009254"|"IDA S. BARTER TRUST"|"1409395"|""|"1513773.0000"|""|""|""|"45183.0000"|""|"70915.0000"|"1524158.0000"|"1689318.0000"|""|""|"59447.0000"
"04-6096075"|"FARNSWORTH CHARLES H CHARITABLE TRUST"|"1409397"|"1422367.0000"|"23000272.0000"|"1853191.0000"|""|""|"149813.0000"|""|""|"21398128.0000"|"26940381.0000"|""|""|"514738.0000"
"04-6096914"|"RUSSELL W S UW BEN G A RUSSELL"|"1409398"|""|"1252662.0000"|""|""|""|"91706.0000"|""|""|"1280063.0000"|"1386415.0000"|""|""|"42047.0000"
"04-6096926"|"COX CHARLES M U IND DTD 12 31 34"|"1409399"|""|"367005.0000"|""|""|""|"24781.0000"|""|""|"395204.0000"|"421875.0000"|""|""|"30089.0000"
"04-6110988"|"THE COLONIAL SOCIETY OF MASSACHUSETTS THOMAS R APPLETON, TREASURER"|"1409401"|""|"6993153.0000"|""|"106353.0000"|""|"349903.0000"|""|""|"7633943.0000"|"7633943.0000"|"29722.0000"|""|"179534.0000"
"04-6448653"|"FLORA T LITTLE"|"1409403"|""|"1183453.0000"|""|"540000.0000"|""|""|""|""|"985737.0000"|"1740392.0000"|""|""|"16939.0000"
"04-6746970"|"DUNIRY FOUNDATION"|"1409404"|""|"7491975.0000"|"96326.0000"|""|""|"2290900.0000"|""|""|"8244767.0000"|"10127331.0000"|"0.0000"|""|"248130.0000"
"04-6768027"|"THE JOSEPH NOVAKOFF CHARITABLE FOUNDATION"|"1409405"|""|"369682.0000"|""|""|""|""|""|""|"291824.0000"|"394694.0000"|"0.0000"|"25012.0000"|""
"04-6869254"|"ESTHER B. KAHN CHARITABLE FOUNDATION"|"1409406"|""|"3995263.0000"|"354498.0000"|""|""|""|""|""|"3672030.0000"|"4499403.0000"|"0.0000"|""|"149642.0000"
"04-6935987"|"EDITH CROCKER CHARITABLE TRUST JM FORBES & CO. LLP"|"1409409"|"76387.0000"|"391618.0000"|"125601.0000"|""|""|"18048.0000"|""|""|"511843.0000"|"611654.0000"|"0.0000"|""|""
"02-0622126"|"RESMED FOUNDATION"|"1410298"|""|"5785696.0000"|""|""|""|""|""|""|"6120523.0000"|"6120523.0000"|"2564412.0000"|""|"312327.0000"
"04-3391926"|"GRAVESTAR FOUNDATION"|"1410303"|""|""|""|""|""|"1666312.0000"|""|""|"1640796.0000"|"1730446.0000"|"0.0000"|""|"64134.0000"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|"1410304"|""|""|""|""|""|""|""|""|"656456.0000"|"0.0000"|"0.0000"|""|""
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1410306"|""|""|""|""|""|""|""|""|"291703.0000"|"291703.0000"|"0.0000"|""|""
"04-3366125"|"IKEDA CENTER FOR PEACE LEARNING AND DIALOGUE INC"|"1410643"|""|""|""|""|""|""|"3389748.0000"|""|"5334397.0000"|"5334397.0000"|"26856.0000"|"62130.0000"|"1839698.0000"
"04-6012026"|"FRANK R PETERS TRUST"|"1410646"|""|"1470528.0000"|""|""|""|"108707.0000"|""|""|"1580390.0000"|"1629583.0000"|""|""|"50348.0000"
"04-6020426"|"CHARLES G PRINGLE FOUNDATION"|"1410647"|""|"2817140.0000"|"109895.0000"|""|""|""|""|""|"2483180.0000"|"2942783.0000"|""|""|"15748.0000"
"01-6009480"|"HELEN W. MOULTON FUND"|"1410976"|"126289.0000"|"1129047.0000"|""|""|""|""|""|""|"1064220.0000"|"1288865.0000"|""|""|"33529.0000"
"03-0345055"|"GEORGE W. MERGENS FOUNDATION"|"1410977"|"64694.0000"|""|""|""|""|"9322011.0000"|"5506.0000"|""|"9317939.0000"|"9858324.0000"|"0.0000"|""|"466113.0000"
"04-3216632"|"CATHERINE & PAUL BUTTENWIESER FOUNDATION"|"1410978"|""|"366322.0000"|""|""|""|""|""|""|"448449.0000"|"448584.0000"|"0.0000"|""|"82262.0000"
"04-3400633"|"THE DURANT FAMILY FOUNDATION #0745364"|"1410979"|""|"3851641.0000"|""|""|""|""|""|""|"3281990.0000"|"3864927.0000"|"0.0000"|"264.0000"|"13022.0000"
"04-3496080"|"THE GREGORY FOUNDATION TRUST"|"1410980"|""|"1479971.0000"|"50235.0000"|""|""|""|""|""|"1318359.0000"|"1663676.0000"|"0.0000"|""|"133470.0000"
"04-6008355"|"GEORGE E. BARNARD TRUST"|"1410981"|""|"2012388.0000"|""|""|""|"187043.0000"|""|""|"2110653.0000"|"2270567.0000"|""|""|"71136.0000"
"04-6008730"|"EDWIN M. THAYER TRUST"|"1410982"|""|"2549726.0000"|""|""|""|"237353.0000"|""|""|"2650798.0000"|"2856168.0000"|""|""|"69089.0000"
"04-6011934"|"GENNIE B ROBINSON TRUST"|"1410983"|""|"1626295.0000"|""|""|""|"149305.0000"|""|""|"1668176.0000"|"1796822.0000"|""|""|"21222.0000"
"04-6046234"|"HELEN G. BUDD MEMORIAL FUND"|"1410984"|""|"7027690.0000"|""|""|""|"430103.0000"|""|""|"6906691.0000"|"7612281.0000"|""|""|"154488.0000"
"04-6060558"|"TAZEWELL FOUNDATION"|"1410985"|""|"1175450.0000"|""|""|""|""|""|""|"865838.0000"|"1203506.0000"|""|""|"28056.0000"
"04-6069834"|"The Fragment Society"|"1410986"|""|"2711918.0000"|""|""|""|""|""|""|"2412908.0000"|"2727276.0000"|"0.0000"|"8789.0000"|"5912.0000"
"04-6131903"|"WALNUT HILL FOUNDATION"|"1410987"|""|"398628.0000"|""|""|""|""|""|""|"436400.0000"|"487446.0000"|"1567.0000"|"7983.0000"|"80835.0000"
"03-0373895"|"JAMES F & MARION L MILLER FOUNDATION"|"1411164"|""|"137836983.0000"|"5628149.0000"|""|""|"1445203.0000"|"26348.0000"|"71572.0000"|"137473638.0000"|"165659087.0000"|"0.0000"|""|"20650832.0000"
"04-3179137"|"DENNIS AND MARION MAVROGENIS TRUST FUND"|"1411169"|""|"1439946.0000"|"705292.0000"|""|""|""|""|""|"2131861.0000"|"2236123.0000"|"0.0000"|""|"90885.0000"
"02-6142736"|"STERZING MEMORIAL SCHOLARSHIP FUND"|"1411539"|"135324.0000"|"635583.0000"|"98516.0000"|""|""|""|""|""|"825619.0000"|"906004.0000"|"0.0000"|"36581.0000"|""
"01-6009431"|"CARL E DANFORTH"|"1411804"|"58797.0000"|"1450220.0000"|""|""|""|""|""|""|"1374353.0000"|"1571405.0000"|""|""|"62388.0000"
"03-0184240"|"OM FISHER HOME INC"|"1411915"|"658373.0000"|"1686862.0000"|"200470.0000"|""|""|"1133000.0000"|"11000000.0000"|""|"10997886.0000"|"14886598.0000"|"7107959.0000"|"110700.0000"|""
"04-2104439"|"ENDOWMENT FOR BIBLICAL RESEARCH"|"1411916"|""|"57082.0000"|""|""|""|"107492.0000"|""|""|"214032.0000"|"214032.0000"|"0.0000"|"3276.0000"|"45467.0000"
"04-3118545"|"SWEET WATER TRUST"|"1411919"|""|""|""|""|""|"22332133.0000"|""|"300.0000"|"17346527.0000"|"22721919.0000"|"919.0000"|"389486.0000"|""
"01-0211537"|"OAK GROVE SCHOOL"|"1412304"|""|"1446445.0000"|""|""|""|""|""|"164395.0000"|"1473954.0000"|"1721308.0000"|"38800.0000"|"14130.0000"|"96338.0000"
"01-6008547"|"THE HORACE WILLIAMS MEMORIAL FUND KENNEBEC SAVINGS BANK, AGENT FOR TRUSTEE"|"1412307"|""|"194570.0000"|""|""|""|""|""|""|"231033.0000"|"263703.0000"|"0.0000"|""|"69133.0000"
"04-2133244"|"THE FREDERICK E WEBER CHARITABLE CORP"|"1412311"|""|"1216671.0000"|"1082814.0000"|""|""|"3545300.0000"|""|""|"5272518.0000"|"5936352.0000"|"3512.0000"|"10880.0000"|"77246.0000"
"04-6093047"|"WARREN FRANCES KNOWLES TR U/IND"|"1412316"|""|""|""|""|""|"1497923.0000"|""|""|"1410002.0000"|"1560464.0000"|"0.0000"|""|"62541.0000"
"04-6093840"|"SHEATH DOROTHY MELCHER TR U/IND"|"1412317"|""|""|""|""|""|"4922958.0000"|""|""|"4735846.0000"|"5181957.0000"|"0.0000"|""|"258999.0000"
"04-6423442"|"TOMPKINS EDNA H TR U/WILL"|"1412320"|""|""|""|""|""|"1445919.0000"|""|""|"1394487.0000"|"1464428.0000"|"0.0000"|""|"18509.0000"
"04-3433749"|"DESAI FAMILY FOUNDATION"|"1412919"|""|"1489447.0000"|"305049.0000"|""|""|""|""|""|"1777782.0000"|"1928365.0000"|"5000.0000"|""|"133869.0000"
"04-6093374"|"BLANCHARD ARTHUR F TR U/AGREE"|"1412970"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|"17573639.0000"|"0.0000"|"0.0000"|"17192036.0000"|"17984157.0000"|"0.0000"|""|"410518.0000"
"04-6091346"|"CHICKERING CAROLINE E TR U/WILL"|"1412972"|""|""|""|""|""|"4472995.0000"|""|""|"4100412.0000"|"4541997.0000"|"0.0000"|""|"69002.0000"
"04-6091533"|"LAWRENCE DANIEL W TR U/AGREE"|"1412973"|""|""|""|""|""|"1807832.0000"|""|""|"1672017.0000"|"1834523.0000"|"0.0000"|""|"26691.0000"
"04-6091978"|"CONVERSE M I FBO HAHNEMANN FDN-TR"|"1412974"|""|""|""|""|""|"1207509.0000"|""|""|"1009344.0000"|"1220072.0000"|"0.0000"|""|"12563.0000"
"04-6092036"|"RICHARDS HELEN R TR U/WILL"|"1412975"|""|""|""|""|""|"4602075.0000"|""|""|"4247299.0000"|"4709776.0000"|"0.0000"|""|"107701.0000"
"01-0632648"|"FEATHER FOUNDATION INC"|"1413932"|""|"1831080.0000"|""|""|""|"477009.0000"|"512.0000"|""|"1817606.0000"|"2357359.0000"|"0.0000"|""|"48758.0000"
"01-0636574"|"GEORGEJACK & JOAN SHUSTER FOUNDATION"|"1413933"|"599108.0000"|"533128.0000"|""|""|""|"1447133.0000"|""|""|"3278332.0000"|"3278332.0000"|"0.0000"|""|"698963.0000"
"01-6209149"|"KENNETH LINDSAY FOUNDATION"|"1413943"|""|"815066.0000"|"132232.0000"|""|""|"0.0000"|""|""|"839261.0000"|"951780.0000"|"0.0000"|""|"4482.0000"
"02-0798199"|"TRUBRADOR FOUNDATION"|"1413953"|""|""|""|""|""|""|""|""|"481737.0000"|"481737.0000"|"0.0000"|""|"481737.0000"
"02-6013556"|"CASEY FAMILY FOUNDATION"|"1413954"|""|"4196368.0000"|""|""|""|""|""|""|"3731982.0000"|"4370815.0000"|"0.0000"|""|"174447.0000"
"02-6170948"|"JERRY R JUNKINS FAMILY FOUNDATION"|"1413955"|""|""|""|""|""|"240005.0000"|""|""|"401109.0000"|"407341.0000"|"2879.0000"|""|"167336.0000"
"03-0577385"|"THE MCMASTER FAMILY FOUNDATION INC"|"1413963"|""|"500782.0000"|""|""|""|""|""|"30805.0000"|"955597.0000"|"989806.0000"|"0.0000"|""|"458219.0000"
"04-3133049"|"RICHARD K & NANCY L DONAHUE CHAR FDTN"|"1413980"|""|"2385948.0000"|"626173.0000"|""|""|""|""|"5628.0000"|"2190932.0000"|"3304423.0000"|"0.0000"|""|"286674.0000"
"04-3425079"|"HOWELL FAMILY CHARITABLE FOUNDATION"|"1413990"|""|"1269798.0000"|""|""|""|"0.0000"|""|""|"995580.0000"|"1309918.0000"|"0.0000"|"4470.0000"|"35650.0000"
"04-3439357"|"THE JOHN J & SUSAN DORAN FAMILY FOUNDATION"|"1413991"|""|""|""|""|""|"197547.0000"|""|""|"792717.0000"|"792717.0000"|"0.0000"|""|"557140.0000"
"04-3464855"|"THOMAS S GUNNING SCHOLARSHIP FOUNDATION INC"|"1413993"|""|""|""|""|""|""|""|""|"113752.0000"|"113752.0000"|"0.0000"|"13074.0000"|"100178.0000"
"04-3479749"|"THE MILFORD NATIONAL CHARITABLE FOUNDATION INC"|"1413994"|""|""|""|""|""|""|""|""|"-69.0000"|"-69.0000"|"0.0000"|"-69.0000"|""
"04-3495449"|"EMILIE S WELLES FOUNDATION"|"1413996"|""|""|"17843.0000"|""|""|"698.0000"|""|""|"31627.0000"|"31253.0000"|"0.0000"|"5669.0000"|"7043.0000"
"04-3526349"|"THE CROSS FOUNDATION"|"1413998"|""|"650000.0000"|""|""|""|"3085800.0000"|""|""|"5290890.0000"|"5306806.0000"|"0.0000"|""|"1571006.0000"
"04-3578370"|"NICHOLS VILLAGE INC"|"1414002"|""|""|""|""|""|""|"30127248.0000"|""|"31902786.0000"|"31902786.0000"|"25864784.0000"|"450.0000"|"1756742.0000"
"04-6037026"|"THE SUDBURY FOUNDATION"|"1414008"|""|""|"4644520.0000"|""|""|"22025498.0000"|"1147279.0000"|""|"30420278.0000"|"30420278.0000"|"274253.0000"|"19821.0000"|"2559194.0000"
"04-6051258"|"ADELAIDE BREED BAYRD FOUNDATION"|"1414010"|"48108.0000"|"2163119.0000"|"406981.0000"|""|""|"142142.0000"|"852.0000"|""|"2770507.0000"|"2770507.0000"|"12500.0000"|"9305.0000"|""
"04-6063152"|"ROGERS FAMILY FOUNDATION"|"1414012"|""|""|""|""|""|"20283547.0000"|""|""|"20481770.0000"|"20481770.0000"|"0.0000"|"198223.0000"|""
"04-6108949"|"WILLIAM H REISNER FOUNDATION"|"1414013"|""|"0.0000"|""|""|""|""|""|""|"135788.0000"|"135788.0000"|"0.0000"|""|"135788.0000"
"04-6113249"|"BENJAMIN H KATZ FAMILY FOUNDATION"|"1414014"|"15667.0000"|"178645.0000"|"82575.0000"|""|""|""|""|""|"266599.0000"|"292272.0000"|"0.0000"|"3946.0000"|"11439.0000"
"04-6875099"|"THE ROBERT AND MICHELLE COOKE ATCHINSON FOUNDATION"|"1414017"|""|"2008769.0000"|"2190065.0000"|""|""|"18606937.0000"|""|"61042.0000"|"22353546.0000"|"27520157.0000"|"171303.0000"|""|"4653344.0000"
"01-6070365"|"M. MCKENNEY & E. W. BOOKER EDUCATION TR."|"1416293"|""|"4212036.0000"|"365501.0000"|""|""|""|""|""|"3586546.0000"|"4961166.0000"|"4775.0000"|""|"383629.0000"
"02-0222149"|"TAYLOR COMMUNITY"|"1416296"|"412183.0000"|"2347451.0000"|"739700.0000"|""|""|"5603157.0000"|"39857536.0000"|"7709426.0000"|"59043426.0000"|"59043426.0000"|"49415407.0000"|"38973.0000"|"994434.0000"
"02-6046966"|"ADELE GIFFORD RESIDUARY TRUST 360888010"|"1416310"|"2967353.0000"|"8290708.0000"|"2735596.0000"|""|""|""|""|""|"13060402.0000"|"14040048.0000"|""|""|"46391.0000"
"04-1302043"|"FARNSWORTH LUCY C TR U/WILL"|"1416321"|""|""|""|""|""|"6269014.0000"|""|""|"5931067.0000"|"6385721.0000"|"0.0000"|""|"116707.0000"
"04-2105854"|"WORLD PEACE FOUNDATION"|"1416328"|""|"7882132.0000"|""|""|""|""|"94971.0000"|"10158475.0000"|"19009007.0000"|"19009007.0000"|"6992.0000"|""|"836717.0000"
"04-2133252"|"Hopedale Community House Inc"|"1416329"|""|""|""|""|""|"8791300.0000"|"160567.0000"|""|"9193935.0000"|"9193935.0000"|"36165.0000"|"301.0000"|"241767.0000"
"04-3420457"|"THE RICA CHARITABLE TRUST"|"1416359"|""|""|""|""|""|""|""|""|"2556.0000"|"2556.0000"|"0.0000"|"2556.0000"|""
"04-3464255"|"F. Felix Foundation"|"1416360"|""|"3239002.0000"|""|""|""|"117661.0000"|""|""|"4175722.0000"|"4175722.0000"|"2246.0000"|""|"819059.0000"
"04-6025957"|"FRANK M NOONAN F/B/O DEBORAH MUNROE NOONAN MEMORIAL FUND"|"1416364"|""|"9549452.0000"|""|""|""|"129702.0000"|""|""|"9843035.0000"|"9945006.0000"|""|""|"265852.0000"
"04-6039361"|"FISHER AND FUEL SOCIETY OF BEVERLY"|"1416365"|""|""|""|""|""|"1743959.0000"|""|""|"1494352.0000"|"1754059.0000"|"0.0000"|""|"10100.0000"
"04-6044784"|"ROSENFELD MAX C TR U/WILL"|"1416366"|""|""|""|""|""|"954513.0000"|""|""|"872002.0000"|"1043354.0000"|"0.0000"|""|"88841.0000"
"04-6046890"|"DEAN WELFARE TRUST-TR"|"1416368"|""|""|""|""|""|"972013.0000"|""|""|"901533.0000"|"989056.0000"|"0.0000"|""|"17043.0000"
"04-6091358"|"CONANT WILLIAM H TR U/IND"|"1416370"|""|""|""|""|""|"4771984.0000"|""|""|"4444451.0000"|"4792673.0000"|"0.0000"|""|"20689.0000"
"04-6091592"|"PERMANENT SCIENCE FUND TR U/DECL"|"1416371"|""|""|""|""|""|"2712153.0000"|""|""|"2611108.0000"|"2769280.0000"|"0.0000"|""|"57127.0000"
"04-6091666"|"SMITH TIMOTHY TR U/WILL"|"1416372"|""|""|""|""|""|"15213477.0000"|""|""|"13984172.0000"|"15324695.0000"|"0.0000"|""|"111218.0000"
"04-6092496"|"WARREN FRANCES KNOWLES TR U/IND"|"1416373"|""|""|""|""|""|"5069825.0000"|""|""|"4656538.0000"|"5255724.0000"|"0.0000"|""|"185899.0000"
"04-6092559"|"REED FANNY B TR U/WILL"|"1416374"|""|""|""|""|""|"1733207.0000"|""|""|"1610032.0000"|"1760348.0000"|"0.0000"|""|"27141.0000"
"04-6092957"|"FAUNCE EDWARD P TR U/WILL"|"1416375"|""|""|""|""|""|"2938206.0000"|""|""|"2836897.0000"|"3010784.0000"|"0.0000"|"72578.0000"|""
"04-6093280"|"PETHYBRIDGE HARRY M-TR"|"1416376"|""|""|""|""|""|"2447369.0000"|""|""|"2274633.0000"|"2460648.0000"|"0.0000"|""|"13279.0000"
"04-6093555"|"LEIGHTON EDWARD K TR U/WILL"|"1416377"|""|""|""|""|""|"3877313.0000"|""|""|"3710146.0000"|"3996892.0000"|"0.0000"|""|"119579.0000"
"04-6093897"|"CHASE ALICE P TR U/IND"|"1416378"|""|""|""|""|""|"6104426.0000"|""|""|"5728586.0000"|"6164415.0000"|"0.0000"|""|"59989.0000"
"04-6094293"|"TR U/WILL COLMAN BLANCHE E"|"1416379"|""|""|""|""|""|"497424.0000"|""|""|"472459.0000"|"502778.0000"|"0.0000"|""|"5354.0000"
"04-6237788"|"PRINCE LUCINDA WYMAN TR U/WILL"|"1416382"|""|""|""|""|""|"3261071.0000"|""|""|"3114257.0000"|"3310057.0000"|"0.0000"|"48986.0000"|""
"04-6477185"|"MEYER HAROLD TR U/AGREE"|"1416384"|""|""|""|""|""|"1987105.0000"|""|""|"1709626.0000"|"1999765.0000"|"0.0000"|""|"12660.0000"
"04-6595469"|"SHAUGHNESSY CHARITABLE TRUST"|"1416385"|""|"827978.0000"|""|""|""|""|""|""|"598872.0000"|"832143.0000"|""|""|"4165.0000"
"04-6740855"|"VERROCHI FAMILY CHARITABLE TRUST"|"1416386"|""|"61289.0000"|"1000538.0000"|""|""|""|""|""|"2386295.0000"|"2409017.0000"|"0.0000"|""|"1347190.0000"
"04-6011097"|"GEORGE W.P. MAGEE TRUST"|"1418047"|"129499.0000"|"4553622.0000"|"388843.0000"|""|""|""|""|""|"6760318.0000"|"7516854.0000"|""|""|"2444890.0000"
"04-3473585"|"BARBARA LEE FAMILY FOUNDATION INC"|"1418232"|""|""|""|""|""|""|""|""|"1178.0000"|"1178.0000"|"0.0000"|""|"1178.0000"
"04-6905753"|"THE FISH FAMILY FOUNDATION"|"1419045"|""|""|""|""|""|"4975845.0000"|"3177.0000"|""|"10122884.0000"|"10047193.0000"|"0.0000"|""|"5068171.0000"
"02-0439653"|"DODGE SCHOLARSHIP FOR GIRLS"|"1419076"|""|"273104.0000"|"105147.0000"|""|""|""|""|""|"341527.0000"|"406703.0000"|"0.0000"|"28452.0000"|""
"04-2104384"|"LEND A HAND SOCIETY"|"1419079"|""|"443786.0000"|"487882.0000"|""|""|"1058998.0000"|""|""|"1910830.0000"|"2081093.0000"|"3000.0000"|""|"89302.0000"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1419080"|""|"3612825.0000"|""|""|""|""|""|""|"3692552.0000"|"3952177.0000"|"63305.0000"|"339352.0000"|""
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"1419082"|""|"18956616.0000"|""|""|""|"3670830.0000"|""|""|"23105719.0000"|"23105719.0000"|"10000.0000"|"69900.0000"|"408373.0000"
"04-6039593"|"THE AARON FOUNDATION"|"1419083"|""|""|"418875.0000"|""|""|"6923294.0000"|""|""|"7035687.0000"|"7643675.0000"|"0.0000"|""|"301506.0000"
"04-6092890"|"WHITNEY MARY D TR U/WILL"|"1419452"|""|""|""|""|""|"843713.0000"|""|""|"784116.0000"|"857382.0000"|"0.0000"|"13669.0000"|""
"04-3236053"|"THE MORNINGSTAR FAMILY FOUNDATION"|"1420362"|""|""|""|""|""|"3514964.0000"|""|""|"3312148.0000"|"3601062.0000"|"0.0000"|""|"86098.0000"
"04-3448695"|"The Ludes Family Foundation"|"1420363"|""|"1553104.0000"|""|""|""|""|""|""|"1301112.0000"|"1737806.0000"|"0.0000"|"3856.0000"|"180846.0000"
"04-6155696"|"THE ART COMPLEX INC"|"1420366"|""|""|""|""|"24265716.0000"|"10582548.0000"|""|""|"35949643.0000"|"35949643.0000"|"3168.0000"|"171306.0000"|"930073.0000"
"02-0331198"|"RANNIE WEBSTER FOUNDATION"|"1420627"|""|"1535495.0000"|""|""|""|""|"4824988.0000"|"265830.0000"|"6478596.0000"|"8716980.0000"|"1584143.0000"|"3157.0000"|"1584761.0000"
"02-6006398"|"GEORGE A WENTWORTH 1994 TRUST 5129150"|"1420629"|"155255.0000"|"1047979.0000"|"270171.0000"|""|""|""|""|""|"1206287.0000"|"1488068.0000"|""|"21.0000"|"14702.0000"
"04-6013598"|"BUSHROD H. CAMPBELL & ADAH F. HALL CHARITY FUND"|"1420640"|"860473.0000"|"14788088.0000"|"1127600.0000"|""|""|""|""|""|"13197485.0000"|"19810533.0000"|"0.0000"|""|"3034372.0000"
"02-0519812"|"CENTENNIAL SENIOR CENTER, INC."|"1420869"|""|"2850654.0000"|"1801978.0000"|""|""|""|"557470.0000"|"541776.0000"|"5898108.0000"|"5898108.0000"|"8090.0000"|"2.0000"|"133237.0000"
"02-0759145"|"DOWNEY-SHORT FOUNDATION"|"1420870"|"811861.0000"|"1014034.0000"|"867969.0000"|""|""|"1628540.0000"|""|"32926.0000"|"4107239.0000"|"4259215.0000"|"0.0000"|"-167799.0000"|"71684.0000"
"03-0473333"|"JEROME A. YAVITZ CHARITABLE FOUNDATION, INC."|"1420871"|"1201878.0000"|"9313475.0000"|"6084345.0000"|""|""|"1319993.0000"|""|""|"16579213.0000"|"18581007.0000"|"184941.0000"|"260597.0000"|"400719.0000"
"03-6007183"|"FLECTHER FARM FOUNDATION, INC."|"1420872"|"465692.0000"|"1736558.0000"|"498425.0000"|""|""|""|"1500000.0000"|""|"3785007.0000"|"4362687.0000"|"3407.0000"|"363.0000"|"65649.0000"
"04-3397681"|"TOWARDS SUSTAINABILITY FOUNDATION"|"1420874"|"333219.0000"|"9422628.0000"|"1276380.0000"|""|""|"2187667.0000"|""|""|"11412646.0000"|"12980504.0000"|"0.0000"|"-247958.0000"|"8568.0000"
"04-6026314"|"ALFRED CHASE CHARITY FDN U/I"|"1420875"|""|"7597090.0000"|"2597.0000"|""|""|"897590.0000"|""|""|"8170920.0000"|"8785725.0000"|""|""|"288448.0000"
"04-6036788"|"CHARLES H HOOD FUND"|"1421342"|"358731.0000"|"864625.0000"|"298113.0000"|""|""|"141017.0000"|""|"5458.0000"|"1737206.0000"|"1737206.0000"|"0.0000"|"4040.0000"|"65222.0000"
"04-2111388"|"The Fitch Home, Inc."|"1421383"|""|"5614121.0000"|"1171963.0000"|"853874.0000"|""|"2.0000"|""|""|"7859160.0000"|"7859160.0000"|"3302.0000"|""|"197650.0000"
"04-6173120"|"TEKULSKY ANNA HARVEY TR U/DECL"|"1421384"|""|""|""|""|""|"507882.0000"|""|""|"420909.0000"|"526844.0000"|"0.0000"|"18962.0000"|""
"03-0496899"|"THE MOORE FAMILY FOUNDATION"|"1421408"|""|""|""|""|""|""|""|""|"759315.0000"|"759314.0000"|"1.0000"|"57327.0000"|"701987.0000"
"01-0683241"|"VOPICKA FAMILY FOUNDATION INC."|"1422297"|""|""|""|""|""|"577347.0000"|""|""|"580076.0000"|"580076.0000"|"0.0000"|""|"2729.0000"
