"C_EIN"|"C_Org_Name"|"QUAL_DIST_XIII"|"EXCESS_DIST_CORPUS_XIII"|"EXCESS_DIST_CUR_YR_XIII"|"EXCESS_DIST_NEXT_YR_XIII"|"XML_DOCUMENT_ID"
"04-6148959"|"VIPONT DE MERWIN RD TR 151872 FBO 312065014"|"0.0000"|"6431.0000"|"6431.0000"|"1383.0000"|"1632277"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"0.0000"|"947708.0000"|"947708.0000"|"218718.0000"|"1632284"
"04-6742955"|"EDWARD A BOND FOUNDATION"|"0.0000"|"26130.0000"|"26130.0000"|"19358.0000"|"1632286"
"04-6799734"|"MARY FIELD AND VINCENT DEPAUL GOUBEAU CHARITABLE TR 1996"|"0.0000"|"0.0000"|"0.0000"|"243842.0000"|"1632287"
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"229492.0000"|"1632291"
"04-6914538"|"BROWN CHARITABLE FOUDNATION"|"67211.0000"|"0.0000"|"0.0000"|"0.0000"|"1632292"
"02-0560941"|"NAUGATUCKY VALLEY MEDICAL SCHOLARSHIP FUND INC"|""|""|""|"63776.0000"|"1638982"
"04-3522054"|"ROBERTS FAMILY FOUNDATION"|"0.0000"|"68093.0000"|"68093.0000"|"2219345.0000"|"1639034"
"04-3526349"|"THE CROSS FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"505709.0000"|"1639035"
"04-6044854"|"RUTH HOLMES TURST UWILL"|"11237.0000"|"0.0000"|"0.0000"|"0.0000"|"1639045"
"04-6048643"|"SHERMAN H STARR FOUNDATION"|"0.0000"|"4201.0000"|"4201.0000"|"16831.0000"|"1639046"
"04-6108949"|"WILLIAM H REISNER FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"195517.0000"|"1639048"
"04-6113249"|"BENJAMIN H KATZ FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"67069.0000"|"1639050"
"04-6136550"|"SAQUISH FOUNDATION"|"432609.0000"|"0.0000"|"0.0000"|"0.0000"|"1639051"
"04-6387242"|"GRACE HOWE FAMILY TRUST 31A015010"|"0.0000"|"11979.0000"|"11979.0000"|"2945.0000"|"1639054"
"04-6833652"|"ROBERT L EPSTEIN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1598166.0000"|"1639058"
"04-2682392"|"THE ROBERT M. & MARJIE A. BENNETT FOUNDATION"|"79607.0000"|"0.0000"|"0.0000"|"0.0000"|"1641745"
"02-0511758"|"MASIPHUMELELE CORPORATION"|""|""|""|"767850.0000"|"1641916"
"04-3161096"|"THE MEZITT HORTICULTURAL FOUNDATION"|"16057.0000"|"0.0000"|"0.0000"|"0.0000"|"1641946"
"04-3195994"|"HILDRETH STEWART CHARITABLE FOUNDATION"|"0.0000"|"172376.0000"|"172376.0000"|"1205037.0000"|"1641947"
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|""|""|""|"95996.0000"|"1641953"
"04-3452444"|"ELIZABETH & GEORGE L SANBORN FOUNDATION FOR THE TREATMENT AND CURE OF CANCER"|"72662.0000"|"0.0000"|"0.0000"|"0.0000"|"1641955"
"04-3538497"|"THE DINTERSMITH-HAZARD FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"928158.0000"|"1641957"
"04-6010559"|"MARION G JACKSON CHAR TR"|"426256.0000"|""|""|""|"1641964"
"04-6050051"|"TRUSTEES OF THE ASHLEY SCHOOL AND CHARITABLE FUND OF WEST SPRINGFIELD"|""|""|""|""|"1641965"
"04-6067847"|"JOHN D BRYANT TRUST UW WINIFRED I LI TRUSTEE"|"0.0000"|"0.0000"|"0.0000"|"42661.0000"|"1641966"
"04-6142795"|"ALFRED L MORSE & ANNETTE S MORSE FOUNDATION"|"44416.0000"|"0.0000"|"0.0000"|"0.0000"|"1641970"
"04-6833651"|"JAMES L. RUBENSTEIN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"605607.0000"|"1641976"
"04-3406251"|"THE PETER AND DEBORAH LAMM FOUNDATION R BRADFORD MALT ET AL TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"1110531.0000"|"1644197"
"01-0737173"|"SUZANNE WESTER MATTEO MD CHARITABLE FNDN"|""|""|""|"54718.0000"|"1651137"
"02-0649872"|"LAM YAU JONG CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1135309.0000"|"1651153"
"04-3371173"|"LAURING CHARITABLE FOUNDATION"|"510380.0000"|"0.0000"|"0.0000"|"0.0000"|"1651225"
"04-6130871"|"GERONDELIS FOUNDATION INC"|""|"469046.0000"|"469046.0000"|"203300.0000"|"1651244"
"02-0229861"|"THE NARARO FOUNDATION"|"171211.0000"|"0.0000"|"0.0000"|"0.0000"|"1657566"
"02-6076262"|"THE MCININCH SCHOLARSHIP FUND 407385012"|"154.0000"|"0.0000"|"0.0000"|"0.0000"|"1657568"
"03-0374762"|"HUGIN FAMILY FOUNDATION INC"|""|""|""|"9547749.0000"|"1657569"
"04-3037802"|"THE S RICHARD AND PATRICIA R PENNI CHARITABLE FOUNDATION"|"0.0000"|"2691.0000"|"2691.0000"|"9764.0000"|"1657570"
"04-6046761"|"MASSACHUSETTS SOCIETY OF THE CINCINNATI"|"56138.0000"|"0.0000"|"0.0000"|"0.0000"|"1657572"
"04-6133161"|"BEARD FAMILY CHARITABLE TRUST JOHN E BEARD TRUSTEE"|"102197.0000"|"0.0000"|"0.0000"|"0.0000"|"1657574"
"04-6819602"|"THE WILLOWBANK FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"282935.0000"|"1657575"
"04-6896202"|"JOHN AND JUDITH NELSON FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"745152.0000"|"1657576"
"01-0852305"|"KALT FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"390046.0000"|"1659167"
"02-0588501"|"THE MADDEN FAMILY FOUNDATION INC"|"2928.0000"|""|""|""|"1659170"
"02-0659001"|"EDWARD L WILLIAMS AND MARY B WILLIAMS FOUNDATION"|"251208.0000"|""|""|""|"1659174"
"03-0373301"|"THE DALKYS FOUNDATION"|""|""|""|"335186.0000"|"1659177"
"04-2585160"|"BENJAMIN D and RUBY G SCHULMAN FOUNDATION"|""|""|""|"275893.0000"|"1659188"
"04-3014763"|"THE SHANE FOUNDATION 15009232"|"0.0000"|"0.0000"|"0.0000"|"125600.0000"|"1659200"
"04-3234201"|"SILVERMAN FAMILY FOUNDATION INC WOLF & COMPANY, PC"|"0.0000"|"0.0000"|"0.0000"|"687450.0000"|"1659206"
"04-3253603"|"JOSEPH W & FAITH K TIBERIO CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"291962.0000"|"1659207"
"04-3493460"|"ROSEN BAUM STEIN BERG FAMILY FOUNDATION"|"1920.0000"|"0.0000"|"0.0000"|"0.0000"|"1659210"
"04-3543803"|"STEVEN M AND BARBARA GARFINKLE FOUNDATION INC"|""|""|""|""|"1659211"
"04-3674101"|"THE SYDELLE AND MICHAEL J LAZAR FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"334392.0000"|"1659213"
"04-6027900"|"TRUST UIND 3152 EMMA R TRAVELLI"|"684162.0000"|"0.0000"|"0.0000"|"0.0000"|"1659216"
"04-6060903"|"RIMER TRUST"|""|""|""|"87792.0000"|"1659217"
"05-0508705"|"BRIGHTMAN HILL CHARITABLE FOUNDATION"|""|""|""|"90610.0000"|"1659221"
"04-3683205"|"THE JOHN WHITEHEAD FAMILY FOUNDATION INC"|""|""|""|"410100.0000"|"1662511"
"02-0738401"|"INTERNATIONAL OSTEOPOROSIS FOUNDATION - USA INC."|""|""|""|"290788.0000"|"1662523"
"02-6113705"|"FELLER FAMILY CHARITABLE FOUNDATION TRUST"|"0.0000"|"0.0000"|"0.0000"|"197534.0000"|"1662524"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"431.0000"|"0.0000"|"0.0000"|"285.0000"|"1662530"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"0.0000"|"0.0000"|"0.0000"|"1965976.0000"|"1662920"
"02-6013381"|"NORWIN S AND ELIZABETH N BEAN FOUNDATION"|"542696.0000"|""|""|""|"1662944"
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"0.0000"|"107910.0000"|"107910.0000"|"822008.0000"|"1662945"
"04-6155696"|"THE ART COMPLEX INC"|""|""|""|""|"1662949"
"01-0644503"|"MILL PARK FOUNDATION, INC"|"0.0000"|"1304988.0000"|"1304988.0000"|"9921315.0000"|"1663296"
"01-6177361"|"HERBERT S. AND ELEANORE L. HOWARD CHARITABLE FOUNDATION"|"132474.0000"|"0.0000"|"0.0000"|"0.0000"|"1663297"
"04-3310863"|"JOHN C. AND EUNICE B. MORRISON CHARITABLE FOUNDATION"|"84382.0000"|"0.0000"|"0.0000"|"690921.0000"|"1663300"
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|""|"506270.0000"|""|"1515027.0000"|"1663302"
"04-6269700"|"ALTA W FOSTER TRUST"|"282038.0000"|""|""|""|"1663305"
"01-6020765"|"JEWISH COMMUNITY ENDOWMENT ASSOCIATES"|"36168.0000"|"0.0000"|"0.0000"|"0.0000"|"1664200"
"03-0452265"|"THE NAOMI KAPLAN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"916977.0000"|"1664207"
"03-6069606"|"THE PANJANDRUM FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"6362901.0000"|"1664208"
"04-3527006"|"The Lost and Foundation Inc"|"0.0000"|"0.0000"|"0.0000"|"473045.0000"|"1664216"
"04-3539065"|"THE 484 PHI ALPHA FOUNDATION INC"|"147529.0000"|"0.0000"|"0.0000"|"0.0000"|"1664218"
"04-6035506"|"J HENRY KENDALL TRUST"|""|""|""|"109821.0000"|"1664219"
"04-6037206"|"THE LANCASTER FOUNDATION 7522-07561014179"|""|"8551.0000"|"8551.0000"|"13683.0000"|"1664221"
"01-0752786"|"Zcahary and Linsey Gund Foundation"|"0.0000"|"4551.0000"|"4551.0000"|"74358.0000"|"1665369"
"04-6027800"|"TAMARACK FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"362850.0000"|"1665939"
"02-0678498"|"CARLTON HILL FAMILY FOUNDATION, INC"|""|""|""|""|"1668046"
"04-6195965"|"Frank Gerrity Charitable Trust"|"182708.0000"|"0.0000"|"0.0000"|"0.0000"|"1668201"
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|""|""|""|"119650.0000"|"1669554"
"01-0757068"|"JOHN AND BEMICE PLUTA FAMILY FOUNDATION INC"|""|""|""|"33444.0000"|"1669556"
"02-0539569"|"ELIZABETH MCGEACHIN MCKEE FOUNDATION"|""|""|""|"734740.0000"|"1669565"
"02-6004808"|"TRUST UW BENJAMIN COUCH 360107015"|"0.0000"|"0.0000"|"0.0000"|"7611.0000"|"1669566"
"02-6095307"|"RENY CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"193751.0000"|"1669567"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"0.0000"|"0.0000"|"0.0000"|"166637.0000"|"1669569"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|""|""|""|""|"1669570"
"03-6072967"|"FRANCIS EARL AND EDWINA JONES CLARKE TRUST"|"0.0000"|"394.0000"|"394.0000"|"5717.0000"|"1669573"
"04-2023566"|"MASSACHUSETTS CHARITABLE MECHANIC ASSOCIATION"|"69458.0000"|""|""|""|"1669575"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|""|""|""|""|"1669578"
"04-2148009"|"GRIFFIN WHITE FOUNDATION INC"|""|""|""|""|"1669579"
"04-2309470"|"WARREN BENEVOLENT FUND INC"|""|""|""|"180825.0000"|"1669581"
"04-3033170"|"THE STOBART FOUNDATION"|""|"26557.0000"|"26557.0000"|"8774.0000"|"1669586"
"04-3178007"|"THE STABLE FOUNDATION INC"|""|""|""|"59349.0000"|"1669587"
"04-3489109"|"NOUBAR & ANNA AFEYAN FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1945875.0000"|"1669593"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"43198.0000"|"1669594"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"0.0000"|"0.0000"|"0.0000"|"160750.0000"|"1669596"
"04-3541368"|"THE DUTKOWSKY CHARITABLE FOUNDATION TRUST"|"81798.0000"|""|""|""|"1669598"
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|""|""|""|""|"1669602"
"04-6691809"|"VAN SLOUN FOUNDATION"|"8595.0000"|""|""|""|"1669611"
"01-0549309"|"THE ROBERTS FOUNDATION"|"71982.0000"|"0.0000"|"0.0000"|"218013.0000"|"1672621"
"04-3540667"|"YEARLEY FAMILY FOUNDATION"|"208351.0000"|""|""|"0.0000"|"1672626"
"04-3684566"|"THE CONDUIT FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"22151651.0000"|"1672627"
"04-6042267"|"FIORANGELO GASBARRI TRUST UW JAMES C BOWDRING TRUSTEE"|"70959.0000"|"0.0000"|"0.0000"|"0.0000"|"1672628"
"05-0376170"|"THE RUTH AND SAMUEL MARKOFF FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1199826.0000"|"1672629"
"03-6091970"|"FRANK & ZADA CHASE CHARITABLE TRUST 1576"|"141690.0000"|""|""|""|"1673209"
"04-6087371"|"LAWRENCE J AND ANNE RUBENSTEIN CHARITABLE FOUNDATION"|"864173.0000"|"0.0000"|"0.0000"|"0.0000"|"1673226"
"02-0537670"|"THE HIGH Q FOUNDATION, INC."|"0.0000"|"1545981.0000"|"1545981.0000"|"74208835.0000"|"1674764"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|""|""|""|"19420.0000"|"1674833"
"04-2104384"|"LEND A HAND SOCIETY"|"0.0000"|"0.0000"|"0.0000"|"268415.0000"|"1674834"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"0.0000"|"0.0000"|"0.0000"|"476356.0000"|"1675299"
"04-3578370"|"NICHOLS VILLAGE INC"|""|""|""|"14277005.0000"|"1675302"
"04-6012009"|"FRANK R PETERS TRUST"|"371909.0000"|""|""|""|"1675304"
"04-6012768"|"MICHAEL ANAGNOS SCHOOLS"|""|"3129.0000"|"3129.0000"|"328300.0000"|"1675305"
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"0.0000"|"0.0000"|"0.0000"|"117465.0000"|"1675309"
"05-0260671"|"BALLOU HOME FOR THE AGEO"|""|""|""|""|"1675310"
"04-2658294"|"THE COLLINGS FOUNDATION"|""|""|""|""|"1675852"
"04-2943793"|"THE MORBY FAMILY CHARITABLE FOUNDATION, INC."|"958835.0000"|""|""|"0.0000"|"1675854"
"01-0516587"|"SACO & BIDDEFORD SAVINGS CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"463297.0000"|"1675945"
"04-3441495"|"THE LEBARON FOUNDATION"|""|"61055.0000"|"61055.0000"|"0.0000"|"1675962"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"6670988.0000"|"1675965"
"01-0567810"|"PATRICIA E PHELAN AND JOSEPH W PHELAN FAMILY FOUNDATION INC"|"66149.0000"|"0.0000"|"0.0000"|"0.0000"|"1678438"
"01-0612073"|"THE KINGHEIL FAMILY FOUNDATION"|"40302.0000"|"0.0000"|"0.0000"|"63939.0000"|"1678440"
"01-3732915"|"THE JOHN AND ANNAMARIA PHILLIPS FOUNDATION INC"|"0.0000"|"29869.0000"|"29869.0000"|"105078.0000"|"1678450"
"02-0631312"|"HANLEY FOUNDATION"|""|""|""|"1159197.0000"|"1678456"
"02-6144776"|"GLADYS M THOMAS TESTAMENTARY TRUST KEAMS PETER D TRUSTEE"|"0.0000"|"0.0000"|"0.0000"|"9648.0000"|"1678460"
"02-6155676"|"VINTON FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"249676.0000"|"1678462"
"03-0335376"|"THE KRZYZOWA KREISAU FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"100246.0000"|"1678465"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"0.0000"|"202.0000"|"202.0000"|"3541.0000"|"1678472"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"4616.0000"|"0.0000"|"0.0000"|"474.0000"|"1678475"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"49603.0000"|"1678506"
"04-3533712"|"LARSON FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"5416057.0000"|"1678518"
"04-3674511"|"THE PETRA FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"523400.0000"|"1678526"
"04-3732711"|"BARRETTE FAMILY FUND"|""|""|""|"1747651.0000"|"1678529"
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|""|"2699.0000"|"2699.0000"|"17300.0000"|"1678533"
"04-6039173"|"WELD FOUNDATION 15007564"|"418375.0000"|"0.0000"|"0.0000"|"0.0000"|"1678534"
"04-6049776"|"WINNING HOME INC"|"240086.0000"|"0.0000"|"0.0000"|"0.0000"|"1678535"
"04-6113012"|"RIBLET FOUNDATION TRUST"|"0.0000"|"20098.0000"|"20098.0000"|"0.0000"|"1678539"
"04-2943910"|"Stamps Family Charitable Foundation Inc"|"0.0000"|"0.0000"|"0.0000"|"2389107.0000"|"1684621"
"03-0369213"|"S D IRELAND CANCER RESEARCH FUND INC"|""|""|""|"1933489.0000"|"1684664"
"04-2269072"|"TURST UW EMMA R TRAVELLI"|"443450.0000"|"0.0000"|"0.0000"|"0.0000"|"1684669"
"04-3255974"|"SWARTZ FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"19553955.0000"|"1684675"
"04-3524114"|"NOORIL-IMAN CHARITABLE FOUDNATION, INC."|"0.0000"|"0.0000"|"0.0000"|"8460398.0000"|"1684679"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"387697.0000"|"1684680"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"0.0000"|"429.0000"|"429.0000"|"152.0000"|"1684688"
"04-6628772"|"The Baker Family Trust"|"0.0000"|"70628.0000"|"70628.0000"|"133205.0000"|"1684692"
"04-6717573"|"BARRY M JAYE FAMILY CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"189551.0000"|"1684693"
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"135760.0000"|"0.0000"|"0.0000"|"0.0000"|"1684694"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|""|""|""|""|"1686262"
"04-3213614"|"KESSLER FAMILY FOUNDATION"|""|"1079244.0000"|"1079244.0000"|"0.0000"|"1686264"
"04-3613913"|"KITE FOUNDATION"|"139618.0000"|"0.0000"|"0.0000"|"0.0000"|"1686265"
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|"0.0000"|"1649.0000"|"1649.0000"|"21864.0000"|"1686266"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"177673.0000"|"1686267"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|""|""|""|"81413.0000"|"1687088"
"02-0779716"|"WTC FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"778694.0000"|"1687621"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|""|""|""|""|"1687624"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"0.0000"|"28319.0000"|"28319.0000"|"4470387.0000"|"1687635"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|""|""|""|"231627.0000"|"1687636"
"04-6131201"|"FIDELITY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"16867230.0000"|"1687641"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"0.0000"|""|""|"1198207.0000"|"1687644"
"04-3201916"|"ACORN FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"8522841.0000"|"1689332"
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNDATION, INC."|""|""|""|"8240650.0000"|"1689335"
"04-3464581"|"THE ACCESS STRATEGIES FUND"|"0.0000"|""|""|"818642.0000"|"1689750"
"04-3781316"|"THE KING AND I FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"437441.0000"|"1689760"
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|"168301.0000"|"0.0000"|"0.0000"|"0.0000"|"1691208"
"04-2943405"|"Landry Family Charitable Foundation"|"0.0000"|"0.0000"|"0.0000"|"2677392.0000"|"1691487"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"1193.0000"|"1691506"
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"29712.0000"|""|""|""|"1691508"
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"311742.0000"|"1691511"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"0.0000"|"0.0000"|"0.0000"|"225512.0000"|"1691513"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"392067.0000"|"1692074"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"129229.0000"|"1692075"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"6757590.0000"|"1692086"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|"0.0000"|"0.0000"|"0.0000"|"68674.0000"|"1692095"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|""|""|""|""|"1692097"
"04-3073023"|"CUMMINGS FOUNDATION INC"|""|""|""|""|"1692099"
"04-3127721"|"THE A & A FUND"|""|""|""|"113903.0000"|"1692100"
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|""|"10749.0000"|"10749.0000"|""|"1692101"
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|""|""|""|"447184.0000"|"1692104"
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|"0.0000"|"2644.0000"|"2644.0000"|"30356.0000"|"1692105"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"146530.0000"|"1692107"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"65497.0000"|"1692109"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"33058.0000"|"0.0000"|"0.0000"|"0.0000"|"1692112"
"04-3729982"|"THE PAUL D WASSEROTT FOUNDATION"|"110770.0000"|"0.0000"|"0.0000"|"0.0000"|"1692114"
"04-6012782"|"HURDLE HILL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"306606.0000"|"1692117"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"28672.0000"|"0.0000"|"0.0000"|"0.0000"|"1692118"
"04-6037423"|"ARONSON FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"80452.0000"|"1692119"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|""|""|""|""|"1692121"
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|""|""|""|"98858.0000"|"1692125"
"04-6579815"|"BARR FOUNDATION"|"32061479.0000"|"0.0000"|"0.0000"|"0.0000"|"1692127"
"04-6655524"|"OEDEL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"8830.0000"|"1692128"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"0.0000"|"0.0000"|"0.0000"|"295315.0000"|"1692129"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"362739.0000"|""|""|"2460.0000"|"1692132"
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"0.0000"|"0.0000"|"0.0000"|"172482.0000"|"1698134"
"02-0762484"|"THE ALAN K AND ISABELLE DERKAZANAN FDN"|"32727.0000"|""|""|""|"1698136"
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"347645.0000"|"1698142"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"629416.0000"|"1698143"
"04-3372484"|"ENABLE HOPE FOUNDATION"|""|""|""|"49603.0000"|"1698145"
"04-3391926"|"GRAVESTAR FOUNDATION"|"0.0000"|"42368.0000"|"42368.0000"|"14560.0000"|"1698146"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"964462.0000"|"1698148"
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"0.0000"|"0.0000"|"0.0000"|"398788.0000"|"1698149"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|""|""|""|"335157.0000"|"1698150"
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"14549.0000"|"1698152"
"04-3581722"|"THE CEDAR STREET FOUNDATION"|"116862.0000"|""|""|""|"1698153"
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"10372.0000"|"1698155"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"474490.0000"|"1698157"
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"238254.0000"|"1702553"
"02-0622126"|"RESMED FOUNDATION"|"0.0000"|"270951.0000"|"270951.0000"|"5245160.0000"|"1702554"
"02-0709426"|"THE FOSTER FAMILY PRIVATE FOUNDATION INC"|"63921.0000"|""|""|"0.0000"|"1702555"
"02-6004322"|"TRUST UW ALVIN CROSS"|""|"18776.0000"|"18776.0000"|"48030.0000"|"1702556"
"04-6037026"|"THE SUDBURY FOUNDATION"|"0.0000"|"46295.0000"|"46295.0000"|"98938.0000"|"1702563"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"0.0000"|"0.0000"|"0.0000"|"3292145.0000"|"1702564"
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|"21700.0000"|"0.0000"|"0.0000"|"0.0000"|"1702566"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"0.0000"|"0.0000"|"0.0000"|"360176.0000"|"1703414"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|""|""|""|"45488.0000"|"1703449"
"01-0482817"|"THE HUDSON FOUNDATION"|"168343.0000"|"0.0000"|"0.0000"|"0.0000"|"1703451"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"0.0000"|""|""|"184277.0000"|"1703452"
