"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FMV_NON_CHAR_TOTAL"|"NET_NON_CHAR"|"MIN_INVEST_RETURN"
"04-3747289"|"EQT FOUNDATION INC"|"1713382"|"24189690.0000"|"23826845.0000"|"1191342.0000"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"1713384"|"24774296.0000"|"24402682.0000"|"1220134.0000"
"04-6038185"|"MASSACHUSETTS LUBRARY AID ASSOCIATION"|"1713385"|"318913.0000"|"303913.0000"|"15196.0000"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"1713388"|"4036705.0000"|"3976154.0000"|"198808.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXILIARY BOARD"|"1713390"|"0.0000"|"0.0000"|"0.0000"
"04-6054689"|"BRITISH SOCIETY INC"|"1713391"|"909992.0000"|"896342.0000"|"44817.0000"
"04-6057388"|"THE CRANE & CO FUND"|"1713392"|"0.0000"|"0.0000"|"0.0000"
"05-0475089"|"MURRAY FAMILY FOUNDATION IMA"|"1713402"|"23003643.0000"|"22658588.0000"|"1132929.0000"
"01-0570536"|"THE FRY FOUNDATION"|"1724404"|"3300000.0000"|"3250500.0000"|"162525.0000"
"01-0647596"|"THE POMEROY FAMILY FOUNDATION"|"1724405"|"1972047.0000"|"1942466.0000"|"97123.0000"
"01-6019033"|"MAX KAGAN FAMILY FOUNDATION"|"1724407"|"3567052.0000"|"3513546.0000"|"175677.0000"
"02-0774236"|"THE NORMAN A SCHOELL CHARITABLE FOUNDATION INC"|"1724408"|"974005.0000"|"959395.0000"|"47970.0000"
"03-6070736"|"P MOYNEHAN MEM FD CHARITABLE TR 403051014"|"1724411"|"302193.0000"|"297660.0000"|"14883.0000"
"04-3036596"|"THE GOLDBERG FOUNDATION"|"1724414"|"10420.0000"|"10264.0000"|"513.0000"
"04-3177633"|"THE FASSINO FOUNDATION INC"|"1724416"|"2877078.0000"|"2833922.0000"|"141696.0000"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|"1724418"|"1396115.0000"|"1375173.0000"|"68759.0000"
"04-6043096"|"MACPHERSON FUND INC"|"1724421"|"1418518.0000"|"1397240.0000"|"69862.0000"
"04-3522036"|"FROG POND FOUNDATION, INC."|"1726981"|"125137.0000"|"123260.0000"|"6163.0000"
"01-0441043"|"COURT FOUNDATION INC"|"1728139"|"1002106.0000"|"987074.0000"|"49354.0000"
"02-0235690"|"COGSWELL BENEVOLENT TRUST"|"1728143"|"35020126.0000"|"34494824.0000"|"1724741.0000"
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|"1728146"|"7358530.0000"|"7248152.0000"|"362408.0000"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"1728147"|"519737.0000"|"511941.0000"|"25597.0000"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1728149"|"2518704.0000"|"2480923.0000"|"124046.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"1728152"|"109439488.0000"|"107797896.0000"|"5389895.0000"
"04-6529891"|"MAKEPEACE ISAB CHARITABLE TRUST 422129015"|"1728154"|"8048147.0000"|"7927425.0000"|"396371.0000"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1732724"|"2195905.0000"|"2162966.0000"|"108148.0000"
"02-0605596"|"EBAY FOUNDATION"|"1732742"|"29813122.0000"|"29365925.0000"|"1468296.0000"
"02-0762991"|"JAMES I PERKINS FAMILY FOUNDATION"|"1732743"|"5488914.0000"|"5406580.0000"|"270329.0000"
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|"1732745"|"20491180.0000"|"20183812.0000"|"1009191.0000"
"04-2104243"|"FULLER TRUST INC"|"1732748"|"2847437.0000"|"2804725.0000"|"140236.0000"
"04-2192696"|"NEW ENGLAND GRENFELL ASSOC 7522-07561003760"|"1732749"|"9509653.0000"|"9367008.0000"|"468350.0000"
"04-3189191"|"BOVERI-TRACKMAN FAMILY FOUNDATION INC"|"1732751"|"1806894.0000"|"1779791.0000"|"88990.0000"
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"1732752"|"1173196.0000"|"1155598.0000"|"57780.0000"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1732754"|"3684197.0000"|"3628934.0000"|"181447.0000"
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1732755"|"6017030.0000"|"5926775.0000"|"296339.0000"
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION"|"1732757"|"12174587.0000"|"11991968.0000"|"599598.0000"
"01-0620097"|"THE WARNER FOUNDATION"|"1735535"|"5225549.0000"|"5147166.0000"|"257358.0000"
"02-0522534"|"ELIZABETH THAYER & E GEOFFREY VERNEY FOUNDATION"|"1735537"|"20287.0000"|"19983.0000"|"999.0000"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|"1735538"|"7484930.0000"|"7372656.0000"|"368633.0000"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|"1735542"|"1841426.0000"|"1813805.0000"|"90690.0000"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"1735543"|"4381378.0000"|"4315657.0000"|"215783.0000"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"1735546"|"28237566.0000"|"27814003.0000"|"1390700.0000"
"04-6746134"|"THE LIVING WATERS TRUST"|"1735549"|"1089223.0000"|"1072885.0000"|"53644.0000"
"01-0131950"|"PLANT MEMORIAL HOME"|"1741843"|"2874971.0000"|"2831846.0000"|"141592.0000"
"02-6005559"|"COIT HOUSE"|"1741847"|"1228487.0000"|"1210060.0000"|"60503.0000"
"02-6091650"|"ROBIN COLSON MEMORIAL FOUNDATION TR 404620015"|"1741848"|"688812.0000"|"678480.0000"|"33924.0000"
"02-6101659"|"CAROLINE C. LEVINE CHARITABLE TRUST"|"1741849"|"5997570.0000"|"5907606.0000"|"295380.0000"
"04-3542759"|"THE DOWNEY FAMILY CHARITABLE FOUNDATION"|"1741852"|"2928475.0000"|"2884548.0000"|"144227.0000"
"04-6013050"|"STEPHEN D AND SUSAN W PAINE FOUNDATION"|"1741853"|"867118.0000"|"854111.0000"|"42706.0000"
"01-0437556"|"LUNDER FOUNDATION"|"1747415"|"20879200.0000"|"20566012.0000"|"1028301.0000"
"02-0502244"|"LAVOIE FOUNDATION"|"1747422"|"2150186.0000"|"2117933.0000"|"105897.0000"
"02-0524940"|"SKRUNGLOO FARM, INC."|"1747423"|"2323439.0000"|"2288587.0000"|"114429.0000"
"03-0184240"|"OM FISHER HOME INC"|"1747427"|"15375500.0000"|"15144867.0000"|"757243.0000"
"03-0355842"|"ANTONIO B AND RITA M PORNERLEAU FOUNDATION INC"|"1747429"|"4323629.0000"|"4258775.0000"|"212939.0000"
"03-0466957"|"BRINDLE FOUNDATION"|"1747430"|"17916850.0000"|"17648097.0000"|"882405.0000"
"03-0569199"|"NABORS CHARITABLE FOUNDATION"|"1747432"|""|""|""
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|"1747435"|"80113608.0000"|"78911904.0000"|"3945595.0000"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|"1747440"|"4004504.0000"|"3944436.0000"|"197222.0000"
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|"1747447"|"5726810.0000"|"5640908.0000"|"282045.0000"
"04-3494542"|"THE BATY FAMILY FOUNDATION TRUST"|"1747449"|"445719.0000"|"439033.0000"|"21952.0000"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"1747454"|"6070324.0000"|"5979269.0000"|"298963.0000"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1747457"|"276524441.0000"|"272376574.0000"|"13618829.0000"
"04-6155699"|"MIDDLECOTT FOUNDATION"|"1747459"|"2536079.0000"|"2498038.0000"|"124902.0000"
"04-6229044"|"OLIVER S & JENNIE R DONALDSON CHARIT"|"1747461"|"33305596.0000"|"32806012.0000"|"1640301.0000"
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|"1747463"|"3372418.0000"|"3321832.0000"|"166092.0000"
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|"1747464"|"5217327.0000"|"5139067.0000"|"256953.0000"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"1747465"|"364487481.0000"|"357721106.0000"|"17886055.0000"
"04-6875099"|"THE ROBERT AND MICHELLE COOKE ATCHINSON FOUNDATION"|"1747466"|"26137579.0000"|"25745515.0000"|"1287276.0000"
"04-6917944"|"BERTOLON FAMILY FOUNDATION"|"1747467"|"27567.0000"|"27153.0000"|"1358.0000"
"01-0702653"|"DAMICO FAMILY FOUNDATION"|"1753869"|"4459689.0000"|"4392794.0000"|"219640.0000"
"01-6182253"|"LOUIS PLANSEON FDN"|"1753871"|"7846525.0000"|"7728827.0000"|"386441.0000"
"02-0439653"|"DODGE SCHOLARSHIP FOR GIRLS"|"1753872"|"435967.0000"|"429427.0000"|"21471.0000"
"02-0590852"|"EDWARD GOREY CHARITABLE TRUST"|"1753874"|"968888.0000"|"954355.0000"|"47718.0000"
"03-0576552"|"ARORA FOUNDATION INC"|"1753877"|"2124995.0000"|"2093120.0000"|"104656.0000"
"04-3236053"|"THE MORNINGSTAR FAMILY FOUNDATION"|"1753878"|"3821421.0000"|"3764100.0000"|"188205.0000"
"04-3328552"|"THE CHESWATYR FOUNDATION INC"|"1753879"|"785000.0000"|"773225.0000"|"38661.0000"
"04-3493753"|"WEBBER FAMILY FOUNDATION INC"|"1753882"|"453790.0000"|"446983.0000"|"22349.0000"
"04-3556853"|"THE SCULLY FAMILY FOUNDATION INC"|"1753886"|"38579.0000"|"38000.0000"|"1900.0000"
"04-6063152"|"ROGERS FAMILY FOUNDATION"|"1753889"|"21536863.0000"|"21212825.0000"|"1060641.0000"
"04-6725453"|"GEORGE B FOSTER MEMORIAL TRUST"|"1753894"|"261181.0000"|"257263.0000"|"12863.0000"
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|"1753895"|"893138.0000"|"879741.0000"|"43987.0000"
"01-6209149"|"KENNETH LINDSAY FOUNDATION"|"1758555"|"942579.0000"|"928440.0000"|"46422.0000"
"02-0481954"|"BNH CHARITABLE FOUNDATION"|"1758556"|"17087.0000"|"16831.0000"|"842.0000"
"02-6124449"|"THE MAE CASALI BONVICINI CHARITABLE FOUNDATION"|"1758558"|"2549300.0000"|"2511060.0000"|"125553.0000"
"04-3133049"|"RICHARD K & NANCY L DONAHUE CHAR FDTN"|"1758561"|"3441919.0000"|"3390290.0000"|"169515.0000"
"04-3254349"|"FREELANDER FAMILY CHARITABLE TRUST"|"1758562"|"4604364.0000"|"4535299.0000"|"226765.0000"
"04-3479749"|"THE MILFORD NATIONAL CHARITABLE FOUNDATION INC"|"1758565"|"24885.0000"|"24512.0000"|"1226.0000"
"04-3493854"|"PRIVITERA FAMILY CHARITABLE FDN"|"1758567"|"269293.0000"|"265254.0000"|"13263.0000"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|"1758572"|"30500853.0000"|"30043340.0000"|"1502167.0000"
"03-0280402"|"KEAL FOUNDATION"|"1759409"|"169183.0000"|"166645.0000"|"8332.0000"
"04-3251802"|"THE ELSIE PROCTER VAN BUREN FOUNDATION"|"1759427"|"5654017.0000"|"5569207.0000"|"278460.0000"
"04-3374858"|"CAMMARATA FAMILY FOUNDATION UA 52997"|"1763161"|"12508813.0000"|"12321181.0000"|"616059.0000"
"04-3382858"|"MARGARET S LINSDSAY FDN OF 1989"|"1763162"|"4238286.0000"|"4174712.0000"|"208736.0000"
"02-0814904"|"THE KARIS FOUNDATION INC"|"1763486"|"62233.0000"|"61300.0000"|"3065.0000"
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"1763503"|"0.0000"|"0.0000"|"0.0000"
"04-3647404"|"HASCOE CHARITABLE FOUNDATION"|"1763508"|"2653156.0000"|"2613359.0000"|"130668.0000"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"1763512"|"83077799.0000"|"81282971.0000"|"4064149.0000"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"1763515"|"5983660.0000"|"5893905.0000"|"294695.0000"
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|"1763518"|"19643191.0000"|"19348543.0000"|"967427.0000"
"02-0488551"|"ROBERT S BRISTOL CHARITABLE TRUST"|"1767379"|"1727478.0000"|"1701566.0000"|"85078.0000"
"04-2729951"|"THE HOLLIS FOUNDATION"|"1767380"|"315633.0000"|"310899.0000"|"15545.0000"
"04-3370051"|"STILL POINT FUND"|"1767381"|"8057535.0000"|"7936672.0000"|"396834.0000"
"04-3483851"|"The Thibault Foundation"|"1767382"|"2566984.0000"|"2528479.0000"|"126424.0000"
"04-6137251"|"THE HANS & ELIZABETH WOLF FOUNDATION"|"1767385"|"4413760.0000"|"4347554.0000"|"217378.0000"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|"1767387"|"36798002.0000"|"36246032.0000"|"1812302.0000"
"04-6183548"|"LECLERC CHARITY FUND"|"1778555"|"11089907.0000"|"10923558.0000"|"546178.0000"
"04-6743248"|"KEANE FAMILY FOUNDATION"|"1778556"|"24179520.0000"|"23816827.0000"|"1190841.0000"
"01-0683207"|"THE DEWBERRY FOUNDATION, INC."|"1778818"|"91825.0000"|"90448.0000"|"4522.0000"
"01-0722408"|"THE WASSERMAN FOUNDATION"|"1778820"|"2930226.0000"|"2886273.0000"|"144314.0000"
"02-0533614"|"THE DABERKO CHARITABLE FOUNDATION"|"1778821"|"781283.0000"|"769564.0000"|"38478.0000"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"1778822"|"14914816.0000"|"14691094.0000"|"734555.0000"
"03-0364509"|"Richard E and Deborah L Tarrant Foundation Inc"|"1778823"|"12335900.0000"|"12150861.0000"|"607543.0000"
"03-0406308"|"KINNEY DRUGS FOUNDATION INC"|"1778824"|"3319835.0000"|"3270037.0000"|"163502.0000"
"04-2311010"|"THE FORBES KIRKSIDE FOUNDATION INC"|"1778826"|"764069.0000"|"752608.0000"|"37630.0000"
"04-2433914"|"THE CARETH FOUNDATION, INC."|"1778827"|"2321539.0000"|"2286716.0000"|"114336.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"1778829"|"153121254.0000"|"150824435.0000"|"7541222.0000"
"04-3402210"|"MASSACHUSETTS STATE AUTOMOBILE DEALERS CHARITABLE FOUNDATION"|"1778834"|"74392.0000"|"73276.0000"|"3664.0000"
"04-6635207"|"KENNETH S. DONNELL TRUST"|"1778844"|"550993.0000"|"542728.0000"|"27136.0000"
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"1785304"|"4756067.0000"|"4684726.0000"|"234236.0000"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"1785306"|"43646194.0000"|"42991501.0000"|"2149575.0000"
"01-0530498"|"THE SHERMAN FAMILY FOUNDATION"|"1789044"|"1188766.0000"|"1170935.0000"|"58547.0000"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"1789047"|"193967961.0000"|"191058442.0000"|"9552922.0000"
"04-3494798"|"THE WADE FAMILY FOUNDATION"|"1789049"|"3123114.0000"|"3076267.0000"|"153813.0000"
"04-2670567"|"ISLAND FOUNDATION INC"|"1789335"|"58192348.0000"|"57319463.0000"|"2865973.0000"
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|"1789336"|"8096150.0000"|"7974708.0000"|"398735.0000"
"04-2943405"|"LANDRY FAMILY CHARITABLE FOUNDATION"|"1789337"|"47382841.0000"|"46672098.0000"|"2333605.0000"
"04-3071725"|"LEVINE FAMILY CHARITABLE TRUST"|"1789338"|"850827.0000"|"838065.0000"|"41903.0000"
"04-3198227"|"WOODBURY FUND INC"|"1789339"|"11829941.0000"|"11652492.0000"|"582625.0000"
"04-3347626"|"The Schooner"|"1789340"|"27826837.0000"|"27409434.0000"|"1370472.0000"
"04-3496505"|"THE DOLCE FAMILY FOUNDATION TRUST"|"1789341"|"3032136.0000"|"2986654.0000"|"149333.0000"
"04-6773605"|"ROGER MAND MICHELLE S MARINO CHAR FOUN"|"1789346"|"2254633.0000"|"2220814.0000"|"111041.0000"
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"1796378"|"45510.0000"|"44827.0000"|"2241.0000"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"1796380"|"83721537.0000"|"82465714.0000"|"4123286.0000"
"04-3371812"|"THE CONWAY FAMILY FOUNDATION"|"1796381"|"26151.0000"|"25759.0000"|"1288.0000"
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL INC"|"1796384"|"4170707.0000"|"4108146.0000"|"205407.0000"
"04-6560021"|"ROSALYN AND RICHARD SLIFKA CHARITABLE TRUST"|"1796386"|"49599.0000"|"48855.0000"|"2443.0000"
"04-6856820"|"ABRAMS FOUNDATION INC"|"1796388"|"68709261.0000"|"67678622.0000"|"3383931.0000"
"01-0557719"|"THE MACNEAL FOUNDATION"|"1800740"|"2092985.0000"|"2061590.0000"|"103080.0000"
"01-0559558"|"HUMAN GROWTH FOUNDATION"|"1800741"|"196916.0000"|"193962.0000"|"9698.0000"
"01-0617948"|"S O CHARITABLE TRUST"|"1800743"|"5495507.0000"|"5413074.0000"|"270654.0000"
"01-0632648"|"FEATHER FOUNDATION, INC"|"1800744"|"2647903.0000"|"2608184.0000"|"130409.0000"
"01-0718240"|"THE FAIRHOLME FOUNDATION"|"1800745"|"174019361.0000"|"171409071.0000"|"8570454.0000"
"01-0760063"|"JANICE A LARSEN FOUNDATION"|"1800746"|"448890.0000"|"442157.0000"|"22108.0000"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"1800753"|"23579320.0000"|"23225630.0000"|"1161282.0000"
"02-6170948"|"JERRY R JUNKINS FAMILY FOUNDATION"|"1800756"|"388866.0000"|"383033.0000"|"19152.0000"
"04-2241130"|"THE FULLER FOUNDATION, INC."|"1800761"|"13832537.0000"|"13625049.0000"|"681252.0000"
"04-2294937"|"NORFOLK CHARITABLE TRUST"|"1800762"|"9981382.0000"|"9831661.0000"|"491583.0000"
"04-3370016"|"THE HAYSEED HILL FOUNDATION"|"1800767"|"2667272.0000"|"2627263.0000"|"131363.0000"
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC."|"1800769"|"26965429.0000"|"26560948.0000"|"1328047.0000"
"04-3495449"|"EMILIE S WELLES FOUNDATION"|"1800770"|"26986.0000"|"26581.0000"|"1329.0000"
"04-3496159"|"LINDA P MARSH CHARITABLE FOUNDATION 15027659"|"1800771"|"379213.0000"|"373525.0000"|"18676.0000"
"04-3512637"|"OUYANG YU FOUNDATION"|"1800772"|"1147868.0000"|"1130650.0000"|"56533.0000"
"04-3517737"|"COGHLIN SERVICES FUND"|"1800773"|"748162.0000"|"736940.0000"|"36847.0000"
"04-3584637"|"ELDERLY VI INC"|"1800775"|"28978531.0000"|"28543853.0000"|"1427193.0000"
"04-3763019"|"GEORGE T LEWIS JR 2001 FOUNDATION"|"1800780"|"36975816.0000"|"36421179.0000"|"1821059.0000"
"04-6661364"|"CAROL AND ALAN J. BERNON FAMILY CHARITABLE FOUNDATION"|"1800783"|"9909492.0000"|"9760850.0000"|"488043.0000"
"04-6772532"|"THE MCCANCE FOUNDATION"|"1800784"|"33910825.0000"|"33402163.0000"|"1670108.0000"
"04-6773335"|"THEODORE H CUTLER FAMILY TRUST"|"1800785"|"938606.0000"|"924527.0000"|"46226.0000"
"04-6855961"|"BRAD & CORIMELTZER"|"1800786"|"1046914.0000"|"1031210.0000"|"51561.0000"
"04-6864032"|"THE PERLS FOUNDATION 90150376 KATHERINE PERLS ET AL TRUSTEES"|"1800787"|"18832744.0000"|"18550253.0000"|"927513.0000"
"04-6965548"|"HOWARD & ROBIN REISMAN CHARITABLE TRUST"|"1800789"|"6605647.0000"|"6506562.0000"|"325328.0000"
"01-0718949"|"CIVITELLA RANIERI FOUNDATION, INC."|"1803655"|"26773960.0000"|"26372351.0000"|"1318618.0000"
"04-6036558"|"Amelia Peabody Foundation"|"1803660"|"168225564.0000"|"165702181.0000"|"8285109.0000"
"02-0657534"|"ANDRE & KATHENNE MERAGE FOUNDATION OF NEVADA"|"1804342"|"37420054.0000"|"36858753.0000"|"1842938.0000"
"02-0665786"|"ABRAHAM & RAIZEL EKSTEIN CHARITABLE"|"1804344"|"110445.0000"|"108788.0000"|"5439.0000"
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|"1804346"|"2539305.0000"|"2501215.0000"|"125061.0000"
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND INC"|"1804347"|"814668.0000"|"802448.0000"|"40122.0000"
"02-6013556"|"CASEY FAMILY FOUNDATION"|"1804348"|"3778959.0000"|"3722275.0000"|"186114.0000"
"03-0539996"|"CEDAR CREEK INSTITUTE"|"1804352"|"1965931.0000"|"1936442.0000"|"96822.0000"
"04-2986731"|"SCHOLARSHIP FUND OF KAPPA SIGMA FRATERNITY INC"|"1804353"|"164624.0000"|"162155.0000"|"8108.0000"
"04-3254361"|"THEODORE L CROSS FAMILY CHARITABLE FOUNDATION"|"1804354"|"18784458.0000"|"18502691.0000"|"925135.0000"
"04-3267731"|"H PATTERSON HALE CHARITABLE FOUNDAT"|"1804355"|"1829923.0000"|"1802474.0000"|"90124.0000"
"04-3340178"|"THE HARMAN CAIN FAMILY FOUNDATION"|"1804357"|"1320597.0000"|"1300788.0000"|"65039.0000"
"04-3398587"|"PETER H KAMIN FAMILY FOUNDATION"|"1804360"|"1971795.0000"|"1942218.0000"|"97111.0000"
"04-3519886"|"COGHLIN FAMILY FOUNDATION"|"1804362"|"214105.0000"|"210893.0000"|"10545.0000"
"04-3537378"|"TRESORELLE FOUNDATION"|"1804364"|"281482.0000"|"277260.0000"|"13863.0000"
"04-3683486"|"BRADLEY D AND DEBORAH R HOWARD FAMILY FOUNDATION"|"1804366"|"643356.0000"|"633706.0000"|"31685.0000"
"04-3757853"|"LINDA PACE FOUNDATION"|"1804369"|"47323027.0000"|"46613182.0000"|"2330659.0000"
"04-6042274"|"MARY A KELLY SCHOLARSHIP FUND"|"1804372"|"850605.0000"|"837846.0000"|"41892.0000"
"04-6059253"|"PECHET FOUNDATION (F/K/A MAURICE PECHET FOUNDATION)"|"1804373"|"5962847.0000"|"5873404.0000"|"293670.0000"
"04-6128361"|"THE ROUSSEVITZKY MUSIC FOUNDATION, INC"|"1804375"|"1235566.0000"|"1217033.0000"|"60852.0000"
"04-6707664"|"WINDHORSE FOUNDATION"|"1804376"|"4938430.0000"|"4864354.0000"|"243218.0000"
"01-0681963"|"DAVID AND VERA ROSENBERG FOUNDATION"|"1806601"|"99065.0000"|"97579.0000"|"4879.0000"
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|"1806602"|"3018391.0000"|"2973115.0000"|"148656.0000"
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|"1806608"|"1079918.0000"|"1063719.0000"|"53186.0000"
"04-2105896"|"STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE"|"1806609"|"3056951.0000"|"3011097.0000"|"150555.0000"
"04-3021374"|"THE SAMUEL HUNTINGTON FUND, INC."|"1806611"|"194589.0000"|"172089.0000"|"8604.0000"
"04-3254488"|"THE RIVER FOUNDATION"|"1806612"|"2512949.0000"|"2475255.0000"|"123763.0000"
"04-3339572"|"THE MORNINGSIDE FOUNDATION"|"1806613"|"49903874.0000"|"49155316.0000"|"2457766.0000"
"04-3534471"|"Irene Stiver Scholarship Fund"|"1806615"|"0.0000"|"0.0000"|"0.0000"
"04-3541874"|"THE SISTER AND JOHNNY FOUNDATION"|"1806616"|"1323795.0000"|"1303938.0000"|"65197.0000"
"04-3558072"|"MKC GORMLEY FAMILY FOUNDATION INC"|"1806617"|"605939.0000"|"596850.0000"|"29843.0000"
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|"1806624"|"10407127.0000"|"10251020.0000"|"512551.0000"
"04-6556188"|"C F ADAMS CHARITABLE TRUST"|"1806625"|"17204883.0000"|"16946810.0000"|"847341.0000"
"01-0211545"|"PORTLAND SEAMENS FRIEND SOCIETY"|"1808575"|"285412.0000"|"281131.0000"|"14057.0000"
"01-0555028"|"THE CHRIS AND MELODY MALACHOWSKY FAMILY FOUNDATION"|"1808576"|"6232627.0000"|"6139138.0000"|"306957.0000"
"01-0561381"|"THE LYNCH FAMILY CHARITABLE FOUNDATION GOVERNOR JOHN H. LYNCH"|"1808577"|"3266980.0000"|"3217975.0000"|"160899.0000"
"01-0566881"|"WENDY & DEREK PEW FOUNDATION INC"|"1808578"|"174927.0000"|"172303.0000"|"8615.0000"
"01-0760054"|"RICHARD W HOTES FOUNDATION"|"1808580"|"20462125.0000"|"20155193.0000"|"1007760.0000"
"02-0467589"|"THE MARSHALL FUND 4738517"|"1808581"|"2014695.0000"|"1984475.0000"|"99224.0000"
"02-0683054"|"THE ISLAM FAMILY FOUNDATION"|"1808582"|"2343637.0000"|"2308482.0000"|"115424.0000"
"02-0788451"|"THE MCKELVEY ENTREPRENEURIAL FOUNDATION"|"1808583"|"3304002.0000"|"3254442.0000"|"162722.0000"
"03-6073689"|"THE ENTERLINE FOUNDATION"|"1808586"|"589457.0000"|"580615.0000"|"29031.0000"
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"1808589"|"3648057.0000"|"3593336.0000"|"179667.0000"
"04-3282073"|"IRWIN CHAFETZ FAMILY CHARITABLE TRUST"|"1808590"|"55996.0000"|"55156.0000"|"2758.0000"
"04-3304952"|"Michael R Lissack Foundation"|"1808591"|"1004232.0000"|"989169.0000"|"49458.0000"
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|"1808592"|"118948085.0000"|"117163864.0000"|"5858193.0000"
"04-3366745"|"THE COMPASS FUND 4737682"|"1808593"|"1495339.0000"|"1472909.0000"|"73645.0000"
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|"1808595"|"312468.0000"|"307781.0000"|"15389.0000"
"04-3474541"|"THE JOAN & LEO MAHONEY FAMILY FOUNDATION"|"1808596"|"2123576.0000"|"1688133.0000"|"84407.0000"
"04-3571773"|"GRACE AND BILL PEABODY FOUNDATION INC"|"1808598"|"0.0000"|"0.0000"|"0.0000"
"04-3580383"|"The Linda Wisnewski and Willian Collatos Family Foundation"|"1808599"|"5964718.0000"|"5875247.0000"|"293762.0000"
"04-3732752"|"THE GILBERT FAMILY FOUNDATION"|"1808601"|"6893.0000"|"6790.0000"|"340.0000"
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|"1808602"|"3590278.0000"|"3536424.0000"|"176821.0000"
"04-6082918"|"AIMEE M. L. BECKER TRUST"|"1809602"|"5686661.0000"|"5601361.0000"|"280068.0000"
"04-2103743"|"THE JOHN BERTRAM HOUSE INC"|"1811585"|"3099578.0000"|"3053084.0000"|"152654.0000"
"04-2105743"|"TAUNTON FEMALE CHARITABLE ASSOCIATION"|"1811586"|"12092.0000"|"11911.0000"|"596.0000"
"04-2741943"|"S SYDNEY DeYOUNG FOUNDATION"|"1811587"|"1323574.0000"|"1303720.0000"|"65186.0000"
"04-3452643"|"GORONGOSA RESTORATION PROJECT INC"|"1811592"|"157416.0000"|"155055.0000"|"7753.0000"
