"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"DISTRIBUTABLE_AMOUNT"|"DIST_MIN_INVEST_RETURN"|"DIST_INVEST_INC_TAX"|"DIST_INC_TAX"|"DIST_INV_INC_TAX"|"DIST_BEFORE_ADJ"|"DIST_RECOV"|"DIST_BEFORE_ADJ_RECOV"|"DIST_DEDUCT"
"03-6066372"|"WALTER IRISH CHURCH FUND 420361016"|"1678475"|"72162.0000"|"74297.0000"|"2135.0000"|""|"2135.0000"|"72162.0000"|"0.0000"|"72162.0000"|"0.0000"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|"1678506"|"10139.0000"|"10447.0000"|"308.0000"|""|"308.0000"|"10139.0000"|"0.0000"|"10139.0000"|"0.0000"
"04-3533712"|"LARSON FAMILY FOUNDATION"|"1678518"|"344325.0000"|"352855.0000"|"8530.0000"|""|"8530.0000"|"344325.0000"|"0.0000"|"344325.0000"|"0.0000"
"04-3674511"|"THE PETRA FOUNDATION"|"1678526"|"1271.0000"|"1651.0000"|"380.0000"|""|"380.0000"|"1271.0000"|"0.0000"|"1271.0000"|"0.0000"
"04-3732711"|"BARRETTE FAMILY FUND"|"1678529"|"160569.0000"|"163334.0000"|"2765.0000"|""|"2765.0000"|"160569.0000"|""|"160569.0000"|""
"04-6026914"|"JOHN W. & CLARA C. HIGGINS FOUNDATION"|"1678533"|"95906.0000"|"84110.0000"|"1557.0000"|""|"1557.0000"|"82553.0000"|"13353.0000"|"95906.0000"|"0.0000"
"04-6039173"|"WELD FOUNDATION 15007564"|"1678534"|"509874.0000"|"520631.0000"|"10757.0000"|""|"10757.0000"|"509874.0000"|"0.0000"|"509874.0000"|"0.0000"
"04-6049776"|"WINNING HOME INC"|"1678535"|"286992.0000"|"289358.0000"|"2366.0000"|""|"2366.0000"|"286992.0000"|"0.0000"|"286992.0000"|"0.0000"
"04-6113012"|"RIBLET FOUNDATION TRUST"|"1678539"|"91598.0000"|"92712.0000"|"1114.0000"|""|"1114.0000"|"91598.0000"|"0.0000"|"91598.0000"|"0.0000"
"04-2943910"|"Stamps Family Charitable Foundation Inc"|"1684621"|"4100252.0000"|"4174614.0000"|"74362.0000"|""|"74362.0000"|"4100252.0000"|"0.0000"|"4100252.0000"|"0.0000"
"03-0369213"|"S D IRELAND CANCER RESEARCH FUND INC"|"1684664"|"10010.0000"|"10015.0000"|"5.0000"|""|"5.0000"|"10010.0000"|""|"10010.0000"|""
"04-2269072"|"TURST UW EMMA R TRAVELLI"|"1684669"|"513339.0000"|"535020.0000"|"21681.0000"|""|"21681.0000"|"513339.0000"|"0.0000"|"513339.0000"|"0.0000"
"04-3255974"|"SWARTZ FOUNDATION"|"1684675"|"9962916.0000"|"10369100.0000"|"406184.0000"|""|"406184.0000"|"9962916.0000"|"0.0000"|"9962916.0000"|"0.0000"
"04-3524114"|"NOORIL-IMAN CHARITABLE FOUDNATION, INC."|"1684679"|"176962.0000"|"194621.0000"|"17659.0000"|""|"17659.0000"|"176962.0000"|"0.0000"|"176962.0000"|"0.0000"
"04-3551974"|"JOHN JOSEPH MOAKLEY CHARITABLE FOUNDATION INC"|"1684680"|"40428.0000"|"40702.0000"|"274.0000"|""|"274.0000"|"40428.0000"|"0.0000"|"40428.0000"|"0.0000"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"1684688"|"26764.0000"|"26936.0000"|"172.0000"|""|"172.0000"|"26764.0000"|"0.0000"|"26764.0000"|"0.0000"
"04-6628772"|"The Baker Family Trust"|"1684692"|"142218.0000"|"142218.0000"|"0.0000"|""|"0.0000"|"142218.0000"|""|"142218.0000"|""
"04-6717573"|"BARRY M JAYE FAMILY CHARITABLE TRUST"|"1684693"|"46095.0000"|"46127.0000"|"32.0000"|""|"32.0000"|"46095.0000"|"0.0000"|"46095.0000"|"0.0000"
"04-6908113"|"QUIRK MARY E IRREV TRUST"|"1684694"|"186911.0000"|"188257.0000"|"1346.0000"|""|"1346.0000"|"186911.0000"|"0.0000"|"186911.0000"|"0.0000"
"04-2103815"|"MARTHA'S VINEYARD CAMP-MEETING ASSOCIATION"|"1686262"|""|""|""|""|""|""|""|""|""
"04-3213614"|"KESSLER FAMILY FOUNDATION"|"1686264"|"1938439.0000"|"1970842.0000"|"32403.0000"|""|"32403.0000"|"1938439.0000"|""|"1938439.0000"|""
"04-3613913"|"KITE FOUNDATION"|"1686265"|"293999.0000"|"297561.0000"|"3562.0000"|"0.0000"|"3562.0000"|"293999.0000"|"0.0000"|"293999.0000"|"0.0000"
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|"1686266"|"152649.0000"|"155490.0000"|"2841.0000"|""|"2841.0000"|"152649.0000"|"0.0000"|"152649.0000"|"0.0000"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"1686267"|"165957.0000"|"167093.0000"|"1136.0000"|""|"1136.0000"|"165957.0000"|"0.0000"|"165957.0000"|"0.0000"
"04-2725274"|"KERRI ANN KATTAR MEMORIAL FUND INC"|"1687088"|"0.0000"|""|"1.0000"|""|"1.0000"|""|""|""|""
"02-0779716"|"WTC FOUNDATION"|"1687621"|"1741.0000"|"1741.0000"|""|""|"0.0000"|"1741.0000"|"0.0000"|"1741.0000"|"0.0000"
"03-0287574"|"BRYAN MEMORIAL GALLERY FOUNDATION INC"|"1687624"|""|""|""|""|""|""|""|""|""
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1687635"|"478319.0000"|"492689.0000"|"14370.0000"|""|"14370.0000"|"478319.0000"|"0.0000"|"478319.0000"|"0.0000"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|"1687636"|"39334.0000"|"39483.0000"|"149.0000"|""|"149.0000"|"39334.0000"|""|"39334.0000"|""
"04-6131201"|"FIDELITY FOUNDATION"|"1687641"|"18182417.0000"|"19257165.0000"|"1075486.0000"|""|"1075486.0000"|"18181679.0000"|"738.0000"|"18182417.0000"|"0.0000"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"1687644"|"153.0000"|"153.0000"|"0.0000"|""|"0.0000"|"153.0000"|""|"153.0000"|""
"04-3201916"|"ACORN FOUNDATION"|"1689332"|"549163.0000"|"551017.0000"|"1854.0000"|""|"1854.0000"|"549163.0000"|"0.0000"|"549163.0000"|"0.0000"
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNDATION, INC."|"1689335"|"3888441.0000"|"3964613.0000"|"74235.0000"|"1937.0000"|"76172.0000"|"3888441.0000"|""|"3888441.0000"|""
"04-3464581"|"THE ACCESS STRATEGIES FUND"|"1689750"|"381996.0000"|"389866.0000"|"7870.0000"|""|"7870.0000"|"381996.0000"|""|"381996.0000"|""
"04-3781316"|"THE KING AND I FOUNDATION"|"1689760"|"61300.0000"|"61574.0000"|"274.0000"|""|"274.0000"|"61300.0000"|"0.0000"|"61300.0000"|"0.0000"
"04-3344681"|"MAZAR FAMILY CHARITABLE FOUNDATION TRUST"|"1691208"|"546691.0000"|"554458.0000"|"7767.0000"|""|"7767.0000"|"546691.0000"|"0.0000"|"546691.0000"|"0.0000"
"04-2943405"|"Landry Family Charitable Foundation"|"1691487"|""|""|""|""|""|""|""|""|""
"01-6059906"|"THE ALDERMERE FOUNDATION"|"1691506"|""|""|""|""|""|""|""|""|""
"04-2607208"|"LOTTA FUND FOR AIDING DISCHARGED CONVICTS"|"1691508"|"41046.0000"|"41472.0000"|"426.0000"|""|"426.0000"|"41046.0000"|""|"41046.0000"|""
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|"1691511"|"1736.0000"|"1736.0000"|""|""|"0.0000"|"1736.0000"|"0.0000"|"1736.0000"|"0.0000"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"1691513"|"1636946.0000"|"1681021.0000"|"44075.0000"|""|"44075.0000"|"1636946.0000"|"0.0000"|"1636946.0000"|"0.0000"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1692074"|"315991.0000"|"319957.0000"|"3966.0000"|""|"3966.0000"|"315991.0000"|"0.0000"|"315991.0000"|"0.0000"
"01-0534479"|"SUSANNAH M SWIHART CHARITABLE FOUNDATION"|"1692075"|"60019.0000"|"61477.0000"|"1458.0000"|""|"1458.0000"|"60019.0000"|"0.0000"|"60019.0000"|"0.0000"
"02-6086221"|"THE FANNIE COX FOUNDATION"|"1692086"|"238018.0000"|"255164.0000"|"17146.0000"|""|"17146.0000"|"238018.0000"|"0.0000"|"238018.0000"|"0.0000"
"04-2900424"|"EDMUND & BETSY CABOT CHARITABLE FNDN"|"1692095"|"181637.0000"|"182382.0000"|"691.0000"|"54.0000"|"745.0000"|"181637.0000"|"0.0000"|"181637.0000"|"0.0000"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1692097"|""|""|""|""|""|""|""|""|""
"04-3073023"|"CUMMINGS FOUNDATION INC"|"1692099"|""|""|""|""|""|""|""|""|""
"04-3127721"|"THE A & A FUND"|"1692100"|"394965.0000"|"406928.0000"|"11963.0000"|""|"11963.0000"|"394965.0000"|""|"394965.0000"|""
"04-3250513"|"MARK S & DONNA LEVENTHAL FAMILY FOUNDATION INC"|"1692101"|"430053.0000"|"437157.0000"|"7104.0000"|""|"7104.0000"|"430053.0000"|""|"430053.0000"|""
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"1692104"|"3920.0000"|"3922.0000"|"2.0000"|""|"2.0000"|"3920.0000"|""|"3920.0000"|""
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|"1692105"|"41208.0000"|"41584.0000"|"376.0000"|""|"376.0000"|"41208.0000"|"0.0000"|"41208.0000"|"0.0000"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"1692107"|"65701.0000"|"65969.0000"|"268.0000"|""|"268.0000"|"65701.0000"|"0.0000"|"65701.0000"|"0.0000"
"04-3504021"|"BILEZIKIAN FAMILY FOUNDATION INC"|"1692109"|"990378.0000"|"995576.0000"|"5198.0000"|""|"5198.0000"|"990378.0000"|"0.0000"|"990378.0000"|"0.0000"
"04-3690323"|"FRANK SARAH AND MYER J MONUS FOUNDATION"|"1692112"|"38374.0000"|"38857.0000"|"483.0000"|""|"483.0000"|"38374.0000"|"0.0000"|"38374.0000"|"0.0000"
"04-3729982"|"THE PAUL D WASSEROTT FOUNDATION"|"1692114"|"176160.0000"|"179250.0000"|"3090.0000"|""|"3090.0000"|"176160.0000"|"0.0000"|"176160.0000"|"0.0000"
"04-6012782"|"HURDLE HILL FOUNDATION"|"1692117"|"18232.0000"|"18970.0000"|"738.0000"|""|"738.0000"|"18232.0000"|"0.0000"|"18232.0000"|"0.0000"
"04-6032023"|"BEAMAN FOUNDATION ELLEN M HARRINGTON TRUSTEE"|"1692118"|"33448.0000"|"34110.0000"|"662.0000"|""|"662.0000"|"33448.0000"|"0.0000"|"33448.0000"|"0.0000"
"04-6037423"|"ARONSON FOUNDATION INC"|"1692119"|"39557.0000"|"40852.0000"|"1295.0000"|""|"1295.0000"|"39557.0000"|"0.0000"|"39557.0000"|"0.0000"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1692121"|""|""|""|""|""|""|""|""|""
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|"1692125"|"107034.0000"|"108903.0000"|"1869.0000"|""|"1869.0000"|"107034.0000"|""|"107034.0000"|""
"04-6579815"|"BARR FOUNDATION"|"1692127"|"66535071.0000"|"69469942.0000"|"2789774.0000"|"180597.0000"|"2970371.0000"|"66499571.0000"|"35500.0000"|"66535071.0000"|"0.0000"
"04-6655524"|"OEDEL FOUNDATION"|"1692128"|"116557.0000"|"117655.0000"|"1098.0000"|""|"1098.0000"|"116557.0000"|"0.0000"|"116557.0000"|"0.0000"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"1692129"|"5852.0000"|"6112.0000"|"260.0000"|""|"260.0000"|"5852.0000"|"0.0000"|"5852.0000"|"0.0000"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"1692132"|"467190.0000"|"472434.0000"|"5244.0000"|""|"5244.0000"|"467190.0000"|""|"467190.0000"|""
"02-0630222"|"MORTIMER H FURTSCH FOUNDATION INC"|"1698134"|"21161.0000"|"21344.0000"|"183.0000"|""|"183.0000"|"21161.0000"|"0.0000"|"21161.0000"|"0.0000"
"02-0762484"|"THE ALAN K AND ISABELLE DERKAZANAN FDN"|"1698136"|"35565.0000"|"36093.0000"|"528.0000"|""|"528.0000"|"35565.0000"|""|"35565.0000"|""
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1698142"|"2886.0000"|"2886.0000"|""|""|"0.0000"|"2886.0000"|"0.0000"|"2886.0000"|"0.0000"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"1698143"|"224.0000"|"224.0000"|""|""|"0.0000"|"224.0000"|"0.0000"|"224.0000"|"0.0000"
"04-3372484"|"ENABLE HOPE FOUNDATION"|"1698145"|"55926.0000"|"56050.0000"|"124.0000"|""|"124.0000"|"55926.0000"|""|"55926.0000"|""
"04-3391926"|"GRAVESTAR FOUNDATION"|"1698146"|"88668.0000"|"90428.0000"|"1760.0000"|""|"1760.0000"|"88668.0000"|"0.0000"|"88668.0000"|"0.0000"
"04-3408722"|"THE UPSTREAM FOUNDATION"|"1698148"|"40741.0000"|"44795.0000"|"1621.0000"|"2433.0000"|"4054.0000"|"40741.0000"|"0.0000"|"40741.0000"|"0.0000"
"04-3422324"|"RUSSO FAMILY CHARITABLE FOUNDATION TRUST"|"1698149"|"21982.0000"|"22266.0000"|"284.0000"|""|"284.0000"|"21982.0000"|"0.0000"|"21982.0000"|"0.0000"
"04-3469426"|"LARSSON DANFORTH FAMILY FOUNDATION"|"1698150"|"36905.0000"|"37529.0000"|"624.0000"|""|"624.0000"|"36905.0000"|""|"36905.0000"|""
"04-3544626"|"RUDDEN POSNER FAMILY FOUNDATION"|"1698152"|"14926.0000"|"15506.0000"|"580.0000"|""|"580.0000"|"14926.0000"|"0.0000"|"14926.0000"|"0.0000"
"04-3581722"|"THE CEDAR STREET FOUNDATION"|"1698153"|"515627.0000"|"521844.0000"|"6217.0000"|""|"6217.0000"|"515627.0000"|""|"515627.0000"|""
"04-6186980"|"GROVER CRONIN MEMORIAL FOUNDATION"|"1698155"|"32318.0000"|"32422.0000"|"104.0000"|""|"104.0000"|"32318.0000"|"0.0000"|"32318.0000"|"0.0000"
"04-6816680"|"THE JOHN J AND LILLIAN M TAYLOR FOUNDATION"|"1698157"|"28558.0000"|"64939.0000"|"36381.0000"|""|"36381.0000"|"28558.0000"|"0.0000"|"28558.0000"|"0.0000"
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|"1702553"|"68172.0000"|"68098.0000"|"676.0000"|""|"676.0000"|"67422.0000"|"750.0000"|"68172.0000"|"0.0000"
"02-0622126"|"RESMED FOUNDATION"|"1702554"|"270951.0000"|"273791.0000"|"2840.0000"|""|"2840.0000"|"270951.0000"|"0.0000"|"270951.0000"|"0.0000"
"02-0709426"|"THE FOSTER FAMILY PRIVATE FOUNDATION INC"|"1702555"|"140547.0000"|"142382.0000"|"1835.0000"|""|"1835.0000"|"140547.0000"|""|"140547.0000"|""
"02-6004322"|"TRUST UW ALVIN CROSS"|"1702556"|"80449.0000"|"82485.0000"|"2036.0000"|""|"2036.0000"|"80449.0000"|""|"80449.0000"|""
"04-6037026"|"THE SUDBURY FOUNDATION"|"1702563"|"1551934.0000"|"1582488.0000"|"30554.0000"|""|"30554.0000"|"1551934.0000"|"0.0000"|"1551934.0000"|"0.0000"
"04-6047379"|"STONEMAN FAMILY FOUNDATION"|"1702564"|"5745414.0000"|"5842736.0000"|"95491.0000"|"1831.0000"|"97322.0000"|"5745414.0000"|"0.0000"|"5745414.0000"|"0.0000"
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|"1702566"|"31438.0000"|"32241.0000"|"803.0000"|""|"803.0000"|"31438.0000"|"0.0000"|"31438.0000"|"0.0000"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"1703414"|"389137.0000"|"392734.0000"|"3597.0000"|""|"3597.0000"|"389137.0000"|"0.0000"|"389137.0000"|"0.0000"
"01-0277832"|"SIMMONS FOUNDATION - PERKINSTHOMPSON"|"1703449"|"132128.0000"|"134114.0000"|"1986.0000"|""|"1986.0000"|"132128.0000"|""|"132128.0000"|""
"01-0482817"|"THE HUDSON FOUNDATION"|"1703451"|"203744.0000"|"206221.0000"|"2477.0000"|""|"2477.0000"|"203744.0000"|"0.0000"|"203744.0000"|"0.0000"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1703452"|"114772.0000"|"116553.0000"|"1781.0000"|""|"1781.0000"|"114772.0000"|""|"114772.0000"|""
"01-0800004"|"PIERCE FAMILY FOUNDATION"|"1703454"|"24154.0000"|"24302.0000"|"148.0000"|""|"148.0000"|"24154.0000"|""|"24154.0000"|""
"01-0939828"|"AGEE FAMILY FOUNDATION"|"1703456"|"508580.0000"|"515779.0000"|"7199.0000"|""|"7199.0000"|"508580.0000"|""|"508580.0000"|""
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|"1703461"|"1077.0000"|"1077.0000"|""|""|""|"1077.0000"|""|"1077.0000"|""
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|"1703462"|"16140.0000"|"16276.0000"|"136.0000"|""|"136.0000"|"16140.0000"|"0.0000"|"16140.0000"|"0.0000"
"02-0656117"|"THE EDWARD E. & MARIE L. MATTHEWS FOUNDATION"|"1703463"|"775003.0000"|"795206.0000"|"20203.0000"|""|"20203.0000"|"775003.0000"|""|"775003.0000"|""
"02-6004820"|"BENJAMIN KIMBALL TRUST UW 360126015"|"1703466"|"303137.0000"|"328952.0000"|"25815.0000"|""|"25815.0000"|"303137.0000"|"0.0000"|"303137.0000"|"0.0000"
"02-6005330"|"THE BEAN FOUNDATION"|"1703467"|"65687.0000"|"67517.0000"|"1830.0000"|""|"1830.0000"|"65687.0000"|"0.0000"|"65687.0000"|"0.0000"
"02-6037729"|"HENRY F HURLBURT III CHARITABLE TRUST BRAD GILE TRUSTEE"|"1703470"|"42482.0000"|"42824.0000"|"342.0000"|""|"342.0000"|"42482.0000"|"0.0000"|"42482.0000"|"0.0000"
"03-0486725"|"LAWLESS FAMILY FOUNDATION"|"1703475"|"252149.0000"|"259067.0000"|"6918.0000"|""|"6918.0000"|"252149.0000"|""|"252149.0000"|""
"03-6100828"|"ILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1703478"|"194048.0000"|"194048.0000"|""|""|""|"194048.0000"|""|"194048.0000"|""
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1703480"|""|""|""|""|""|""|""|""|""
"04-2607227"|"MARY A CRABTREE FUND"|"1703483"|"31032.0000"|"31311.0000"|"279.0000"|""|"279.0000"|"31032.0000"|""|"31032.0000"|""
"04-3136120"|"THE KNEISEL FOUNDATION, INC"|"1703485"|"181417.0000"|"184705.0000"|"3288.0000"|""|"3288.0000"|"181417.0000"|""|"181417.0000"|""
"04-3257030"|"IRA C KAPLAN & ANITA M MIGOAY FOUNDATION INC"|"1703487"|"20691.0000"|"20902.0000"|"211.0000"|""|"211.0000"|"20691.0000"|"0.0000"|"20691.0000"|"0.0000"
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|"1703488"|"51223.0000"|"51640.0000"|"417.0000"|""|"417.0000"|"51223.0000"|"0.0000"|"51223.0000"|"0.0000"
"04-3357529"|"TELAKA FOUNDATION"|"1703489"|"189315.0000"|"196976.0000"|"7661.0000"|""|"7661.0000"|"189315.0000"|"0.0000"|"189315.0000"|"0.0000"
"04-3361704"|"NLT FOUNDATION INC"|"1703490"|"149540.0000"|"156267.0000"|"6727.0000"|""|"6727.0000"|"149540.0000"|"0.0000"|"149540.0000"|"0.0000"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1703494"|"226365.0000"|"228732.0000"|"2367.0000"|""|"2367.0000"|"226365.0000"|""|"226365.0000"|""
"04-3424620"|"THE BLAIS FOUNDATION"|"1703495"|"17526.0000"|"17914.0000"|"388.0000"|""|"388.0000"|"17526.0000"|"0.0000"|"17526.0000"|"0.0000"
"04-3494117"|"THRUMCAP.ORG"|"1703500"|"85899.0000"|"87037.0000"|"1138.0000"|""|"1138.0000"|"85899.0000"|""|"85899.0000"|""
"04-3528004"|"POPPLESTONE FOUNDATION"|"1703501"|"2661892.0000"|"2720811.0000"|"58919.0000"|""|"58919.0000"|"2661892.0000"|"0.0000"|"2661892.0000"|"0.0000"
"04-3540017"|"THE PARDUS FAMILY FOUNDATION"|"1703502"|"20471.0000"|"20697.0000"|"226.0000"|""|"226.0000"|"20471.0000"|"0.0000"|"20471.0000"|"0.0000"
"04-3541830"|"THE ALCHEMY FOUNDATION"|"1703503"|"163833.0000"|"166087.0000"|"1687.0000"|"567.0000"|"2254.0000"|"163833.0000"|"0.0000"|"163833.0000"|"0.0000"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1703508"|"172211.0000"|"173879.0000"|"1668.0000"|""|"1668.0000"|"172211.0000"|"0.0000"|"172211.0000"|"0.0000"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION INC"|"1703509"|"39697.0000"|"39697.0000"|""|""|"0.0000"|"39697.0000"|"0.0000"|"39697.0000"|"0.0000"
"04-6009617"|"MARTHA DANA MERCER TRUST"|"1703512"|"2952805.0000"|"3043796.0000"|"90991.0000"|""|"90991.0000"|"2952805.0000"|""|"2952805.0000"|""
"04-6032804"|"UBS FOUNDATION USA"|"1703513"|"4197.0000"|"4197.0000"|"0.0000"|"0.0000"|""|"4197.0000"|"0.0000"|"4197.0000"|"0.0000"
"04-6051127"|"FRANCES W EMERSON FOUNDATION"|"1703514"|"3024.0000"|"3212.0000"|"188.0000"|""|"188.0000"|"3024.0000"|"0.0000"|"3024.0000"|"0.0000"
"04-6094404"|"ROBERT BRIGHAM TRUST"|"1703516"|"159341.0000"|"162175.0000"|"2834.0000"|""|"2834.0000"|"159341.0000"|"0.0000"|"159341.0000"|"0.0000"
"04-6116930"|"ZARTARIAN FOUNDATION"|"1703517"|"22863.0000"|"23092.0000"|"229.0000"|""|"229.0000"|"22863.0000"|"0.0000"|"22863.0000"|"0.0000"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1703519"|"371003.0000"|"376978.0000"|"5975.0000"|""|"5975.0000"|"371003.0000"|"0.0000"|"371003.0000"|"0.0000"
"04-6742527"|"TED & RUTH JOHNSON FAMILY FOUNDATION"|"1703523"|"106396.0000"|"106684.0000"|"288.0000"|""|"288.0000"|"106396.0000"|"0.0000"|"106396.0000"|"0.0000"
"04-6818329"|"WALSKE CHARITABLE FOUNDATION STEVEN C WALSKE ET AL TRUSTEES"|"1703524"|"288013.0000"|"289597.0000"|"1584.0000"|""|"1584.0000"|"288013.0000"|"0.0000"|"288013.0000"|"0.0000"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"1703528"|"172575.0000"|"179177.0000"|"6602.0000"|""|"6602.0000"|"172575.0000"|"0.0000"|"172575.0000"|"0.0000"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"1708237"|"2063329.0000"|"2155069.0000"|"91740.0000"|""|"91740.0000"|"2063329.0000"|"0.0000"|"2063329.0000"|"0.0000"
"01-0669086"|"THE FRANK & GERTRUDE KAISER FOUNDATION"|"1708275"|"66015.0000"|"67562.0000"|"1547.0000"|""|"1547.0000"|"66015.0000"|""|"66015.0000"|""
"01-0720431"|"CHERYL & BLAIR EFFRON FAMILY FOUNDATION"|"1708276"|"305355.0000"|"327462.0000"|"22107.0000"|""|"22107.0000"|"305355.0000"|""|"305355.0000"|""
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|"1708278"|"1825.0000"|"1825.0000"|""|""|"0.0000"|"1825.0000"|"0.0000"|"1825.0000"|"0.0000"
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|"1708279"|"15995584.0000"|"16079018.0000"|"83434.0000"|""|"83434.0000"|"15995584.0000"|""|"15995584.0000"|""
"01-0807686"|"MANA MORBURY FOUNDATION"|"1708281"|"67156.0000"|"67156.0000"|""|""|""|"67156.0000"|""|"67156.0000"|""
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1708282"|"4657.0000"|"4657.0000"|""|""|"0.0000"|"4657.0000"|"0.0000"|"4657.0000"|"0.0000"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"1708287"|""|""|""|""|""|""|""|""|""
"02-6048930"|"TRUST UW OLEONDA JAMESON"|"1708288"|"248057.0000"|"251675.0000"|"3618.0000"|""|"3618.0000"|"248057.0000"|""|"248057.0000"|""
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|"1708290"|"65725.0000"|"66157.0000"|"432.0000"|""|"432.0000"|"65725.0000"|""|"65725.0000"|""
"03-0461030"|"HARRINGTON FAMILY FOUNDATION"|"1708292"|"69115.0000"|"69721.0000"|"606.0000"|""|"606.0000"|"69115.0000"|""|"69115.0000"|""
"03-0577385"|"THE MCMASTER FAMILY FOUNDATION INC"|"1708293"|"48426.0000"|"48720.0000"|"294.0000"|""|"294.0000"|"48426.0000"|""|"48426.0000"|""
"04-2720087"|"GEORGE C WADLEIGH FOUNDATION INC"|"1708298"|"672750.0000"|"689251.0000"|"16501.0000"|""|"16501.0000"|"672750.0000"|"0.0000"|"672750.0000"|"0.0000"
"04-3119780"|"BYRON ROBINSON EDUCATIONAL FOUNDATION INC"|"1708300"|"118990.0000"|"119070.0000"|"80.0000"|""|"80.0000"|"118990.0000"|"0.0000"|"118990.0000"|"0.0000"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|"1708303"|"86067.0000"|"86067.0000"|""|""|""|"86067.0000"|""|"86067.0000"|""
"04-3528932"|"THE LUCILLE FOUNDATION"|"1708310"|"117144.0000"|"117651.0000"|"507.0000"|""|"507.0000"|"117144.0000"|"0.0000"|"117144.0000"|"0.0000"
"04-3541231"|"ROBERT W MURRAY CHARITABLE FOUNDATION"|"1708313"|"0.0000"|""|"1723.0000"|""|"1723.0000"|"1723.0000"|""|"1723.0000"|""
"04-6044429"|"CHARLES ROBERT GENS FOUNDATION"|"1708319"|"14719.0000"|"14840.0000"|"121.0000"|""|"121.0000"|"14719.0000"|""|"14719.0000"|""
"04-6112131"|"THE BRAITMAYER FOUNDATION"|"1708320"|"198759.0000"|"204699.0000"|"5940.0000"|""|"5940.0000"|"198759.0000"|""|"198759.0000"|""
"04-6112483"|"THE BARUCH FUND"|"1708321"|"269858.0000"|"273261.0000"|"3403.0000"|""|"3403.0000"|"269858.0000"|""|"269858.0000"|""
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1708322"|"12529.0000"|"12556.0000"|"27.0000"|""|"27.0000"|"12529.0000"|"0.0000"|"12529.0000"|"0.0000"
"04-6663582"|"THE LUDCKE FOUNDATION"|"1708325"|"1937842.0000"|"1980307.0000"|"42465.0000"|""|"42465.0000"|"1937842.0000"|""|"1937842.0000"|""
"04-6668886"|"METANOIA FUND 90151348"|"1708326"|"2468.0000"|"2636.0000"|"168.0000"|""|"168.0000"|"2468.0000"|"0.0000"|"2468.0000"|"0.0000"
