"C_EIN"|"C_Org_Name"|"approved_grant_id"|"XML_DOCUMENT_ID"|"ORGNAME"|"CITY"|"STATE"|"COUNTRY"|"AMOUNT"
"04-3369981"|"ROCKWELL FOUNDATION"|"295726"|"1601840"|"Massachusetts Audubon Society-Worcester"|""|""|"USA"|"10000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295727"|"1601840"|"Massachusetts Audubon Society-Worcester"|""|""|"USA"|"10000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295728"|"1601840"|"Massachusetts Audubon Society-Worcester"|""|""|"USA"|"10000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295729"|"1601840"|"Seven Hills Foundation"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295730"|"1601840"|"Seven Hills Foundation"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295731"|"1601840"|"Seven Hills Foundation"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295732"|"1601840"|"Seven Hills Foundation"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295733"|"1601840"|"Worcester Art Museum"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295734"|"1601840"|"Worcester Art Museum"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295735"|"1601840"|"Worcester Art Museum"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295736"|"1601840"|"Worcester Art Museum"|""|""|"USA"|"5000.0000"
"04-3369981"|"ROCKWELL FOUNDATION"|"295737"|"1601840"|"Worcester Historical Museum"|""|""|"USA"|"5000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295738"|"1601851"|"Anna Maria College"|""|""|"USA"|"7500.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295739"|"1601851"|"Anna Maria College"|""|""|"USA"|"7500.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295740"|"1601851"|"Becker College"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295741"|"1601851"|"Becker College"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295742"|"1601851"|"Becker College"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295743"|"1601851"|"Becker College"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295744"|"1601851"|"Clark University"|""|""|"USA"|"80000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295745"|"1601851"|"Clark University"|""|""|"USA"|"80000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295746"|"1601851"|"Clark University"|""|""|"USA"|"80000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295747"|"1601851"|"EcoTarium"|""|""|"USA"|"7500.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295748"|"1601851"|"EcoTarium"|""|""|"USA"|"7500.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295749"|"1601851"|"Girls Incorporated of Worcester"|""|""|"USA"|"7500.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295750"|"1601851"|"Joy of Music Program, Inc."|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295751"|"1601851"|"Massachusetts College of Pharmacy and Health Sciences"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295752"|"1601851"|"Massachusetts College of Pharmacy and Health Sciences"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295753"|"1601851"|"Massachusetts College of Pharmacy and Health Sciences"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295754"|"1601851"|"Massachusetts College of Pharmacy and Health Sciences"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295755"|"1601851"|"Nativity School of Worcester, Inc."|""|""|"USA"|"20000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295756"|"1601851"|"Nativity School of Worcester, Inc."|""|""|"USA"|"20000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295757"|"1601851"|"NEADS"|""|""|"USA"|"7500.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295758"|"1601851"|"Seven Hills Foundation"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295759"|"1601851"|"Seven Hills Foundation"|""|""|"USA"|"25000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295760"|"1601851"|"VNA Care Network & Hospice, Inc."|""|""|"USA"|"10000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295761"|"1601851"|"VNA Care Network & Hospice, Inc."|""|""|"USA"|"10000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295762"|"1601851"|"Worcester Area Business Foundation Inc."|""|""|"USA"|"15000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295763"|"1601851"|"Worcester Polytechnic Institute"|""|""|"USA"|"60000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295764"|"1601851"|"Worcester Polytechnic Institute"|""|""|"USA"|"60000.0000"
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"295765"|"1601851"|"Worcester Polytechnic Institute"|""|""|"USA"|"60000.0000"
"04-3391489"|"H ARTHUR SMITH CHARITABLE FOUNDATION"|"296871"|"1617726"|"DARROW SCHOOL"|"NEW LEBANON"|"NY"|"USA"|"15000.0000"
"04-3536335"|"MASSIAH FOUNDATION, INC."|"297216"|"1621786"|"MIT"|"CAMBRIDGE"|"MA"|"USA"|"2918856.0000"
"04-3536335"|"MASSIAH FOUNDATION, INC."|"297217"|"1621786"|"MIT"|"CAMBRIDGE"|"MA"|"USA"|"9750012.0000"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"297300"|"1627928"|"BROCKTON VISITING NURSE ASSOCIATION"|"BROCKTON"|"MA"|"USA"|"10000.0000"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"297301"|"1627928"|"CATHOLIC CHARITIES SOUTH"|"BROCKTON"|"MA"|"USA"|"5000.0000"
"04-2852328"|"GODDARD HEALTH SERVICES INC"|"297302"|"1627928"|"BROCKTON NEIGHBORHOOD HEALTH CENTER"|"BROCKTON"|"MA"|"USA"|"200000.0000"
"04-3150178"|"JACKSON & IRENE GOLDEN 1989 CHARITABLE TRUST - A/C 75-7915-00"|"298105"|"1662920"|"NEW CENTER FOR ARTS AND CULTURE"|"NEWTON CENTER"|"MA"|"USA"|"10000.0000"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"299849"|"1674833"|"See A dditional Data Table"|""|""|"USA"|"24650.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300115"|"1675299"|"ALLISON PEART"|"BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300116"|"1675299"|"CONOR MYERS"|"BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300117"|"1675299"|"AMANDA CHUONG"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300118"|"1675299"|"LETICIA CARDOSO"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300119"|"1675299"|"CARLA FURTADO"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300120"|"1675299"|"FABIENNE HYPPOLITE"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300121"|"1675299"|"FABIOLA HYPPOLITE"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300122"|"1675299"|"JACQUELYNN MORRISSEY"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300123"|"1675299"|"LUDMILA NEVES"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300124"|"1675299"|"SARAH RAPHAELSON"|"BROCKTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300125"|"1675299"|"KASSIDY DIAS"|"EAST BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300126"|"1675299"|"MIKAYLA O'BRIEN"|"EAST BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300127"|"1675299"|"KATHERINE SCABIA"|"STOUGHTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300128"|"1675299"|"EMMA ZUK"|"STOUGHTON"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300129"|"1675299"|"MARIA ALFIERI"|"WEST BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300130"|"1675299"|"CHRISTIAN CARDINAL"|"BRIDGEWATER"|"MA"|"USA"|"1500.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300131"|"1675299"|"OLD COLONY YMCA"|"BROCKTON"|"MA"|"USA"|"1000.0000"
"04-3081668"|"GODDARD RESTORATIVE CARE UNIT INC"|"300132"|"1675299"|"BROCKTON VISITING NURSE ASSOCIATION"|"BROCKTON"|"MA"|"USA"|"1000.0000"
"04-3201916"|"ACORN FOUNDATION"|"302077"|"1689332"|"COASTAL MAINE BOTANICAL GARDENS"|"BOOTHBAY"|"ME"|"USA"|"25122.0000"
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"302743"|"1692104"|"SALVATION ARMY"|"CAMBRIDGE"|"MA"|"USA"|"30000.0000"
"02-0622126"|"RESMED FOUNDATION"|"304475"|"1702554"|"BRIGHAM AND WOMEN'S HOSPITAL"|"BALTIMORE, GERMANY 02115"|""|"GM"|"90000.0000"
"04-6037026"|"THE SUDBURY FOUNDATION"|"304476"|"1702563"|"FOUNDATION FOR METROWEST"|"NATICK"|"MA"|"USA"|"15000.0000"
"04-6037026"|"THE SUDBURY FOUNDATION"|"304477"|"1702563"|"NE GRASSROOTS ENVIRONMENT FUND"|"MONTPELIER"|"VT"|"USA"|"40000.0000"
"04-6037026"|"THE SUDBURY FOUNDATION"|"304478"|"1702563"|"PENOBSCOT EAST RESOURCE CENTER"|"STONINGTON"|"ME"|"USA"|"40000.0000"
"04-2720087"|"GEORGE C WADLEIGH FOUNDATION INC"|"306272"|"1708298"|"APPROVED FOR FUTURE PYMT"|"HAVERHILL"|"MA"|"USA"|"653174.0000"
"04-6044429"|"CHARLES ROBERT GENS FOUNDATION"|"306273"|"1708319"|"American Cancer Society"|"Atlanta"|"GA"|"USA"|"1700.0000"
"04-6044429"|"CHARLES ROBERT GENS FOUNDATION"|"306274"|"1708319"|"Spaulding Rehabilitation Hospital"|"Boston"|"MA"|"USA"|"5400.0000"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"308126"|"1711435"|"See Additional Data Table"|""|""|"USA"|"2822799.0000"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"310386"|"1713321"|"University of Maine"|"Orono"|"ME"|"USA"|"30000.0000"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"310387"|"1713321"|"US Military Academy"|"Wets Point"|"NY"|"USA"|"10000.0000"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"310388"|"1713321"|"US Naval Academy"|"Annapolis"|"MD"|"USA"|"10000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315373"|"1728152"|"All Our Kin"|"New Haven"|"CT"|"USA"|"75000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315374"|"1728152"|"Area Cooperative Educational Services"|"North Haven"|"CT"|"USA"|"1115.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315375"|"1728152"|"ASCEND MENTORING INC"|"Windsor"|"CT"|"USA"|"3492.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315376"|"1728152"|"The Bridge Family Center, Inc."|"West Hartford"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315377"|"1728152"|"Center for Assessment and Policy Development"|"Trenton"|"NJ"|"USA"|"8000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315378"|"1728152"|"Center for Assessment and Policy Development"|"Trenton"|"NJ"|"USA"|"8000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315379"|"1728152"|"Center for Assessment and Policy Development"|"Trenton"|"NJ"|"USA"|"15000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315380"|"1728152"|"Community Foundation of Greater New Britain"|"New Britain"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315381"|"1728152"|"Community Foundation of Greater New Britain"|"New Britain"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315382"|"1728152"|"Community Mediation, Inc."|"Hamden"|"CT"|"USA"|"56500.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315383"|"1728152"|"Connecticut Association for Human Services"|"Hartford"|"CT"|"USA"|"200000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315384"|"1728152"|"Connecticut Association for Human Services"|"Hartford"|"CT"|"USA"|"100000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315385"|"1728152"|"Connecticut Association for Human Services"|"Hartford"|"CT"|"USA"|"100000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315386"|"1728152"|"Connecticut Center for School Change"|"Hartford"|"CT"|"USA"|"62500.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315387"|"1728152"|"Connecticut Center for School Change"|"Hartford"|"CT"|"USA"|"350000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315388"|"1728152"|"Connecticut Council for Philanthropy"|"Hartford"|"CT"|"USA"|"270000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315389"|"1728152"|"Connecticut Voices for Children"|"New Haven"|"CT"|"USA"|"100000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315390"|"1728152"|"Coventry Early Childhood Center"|"Coventry"|"CT"|"USA"|"11831.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315391"|"1728152"|"Coventry Early Childhood Center"|"Coventry"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315392"|"1728152"|"CT Association for Education of Young Children"|"North Haven"|"CT"|"USA"|"20000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315393"|"1728152"|"East Hartford ChildPlan, Inc. East Hartford Community Cultural Center"|"East Hartford"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315394"|"1728152"|"EASTCONN"|"Hampton"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315395"|"1728152"|"EASTCONN"|"Hampton"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315396"|"1728152"|"Education Connection"|"Litchfield"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315397"|"1728152"|"Education Connection"|"Litchfield"|"CT"|"USA"|"21211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315398"|"1728152"|"First Congregational Church"|"Bloomfield"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315399"|"1728152"|"FSG"|"Boston"|"MA"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315400"|"1728152"|"Hockanum Valley Child Care Center, Inc."|"Vernon"|"CT"|"USA"|"12374.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315401"|"1728152"|"LEARN"|"Old Lyme"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315402"|"1728152"|"LEARN"|"Old Lyme"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315403"|"1728152"|"Local Initiatives Support Corporation"|"New York"|"NY"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315404"|"1728152"|"Manchester Early Learning Center, Inc."|"Manchester"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315405"|"1728152"|"Meriden Children First Initiative"|"Meriden"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315406"|"1728152"|"Middlesex United Way"|"Middletown"|"CT"|"USA"|"21211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315407"|"1728152"|"University of Connecticut - School of Education"|"Storrs"|"CT"|"USA"|"55000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315408"|"1728152"|"New Connecticut Foundation, Inc."|"Rocky Hill"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315409"|"1728152"|"Rensselaer Hartford"|"Troy"|"NY"|"USA"|"250000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315410"|"1728152"|"Southern Connecticut State University Foundation, Inc."|"New Haven"|"CT"|"USA"|"10000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315411"|"1728152"|"Southern Connecticut State University Foundation, Inc."|"New Haven"|"CT"|"USA"|"40000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315412"|"1728152"|"Spanish Community of Wallingford, Inc."|"Wallingford"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315413"|"1728152"|"Stafford Library Association"|"Stafford Springs"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315414"|"1728152"|"Stratford Library Association"|"Stratford"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315415"|"1728152"|"TEAM Inc."|"Derby"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315416"|"1728152"|"Thames Valley Council for Community Action, Inc."|"Jewett City"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315417"|"1728152"|"Thames Valley Council for Community Action, Inc."|"Jewett City"|"CT"|"USA"|"4077.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315418"|"1728152"|"The Thompson Ecumenical Empowerment Group, Inc."|"North Grosvenordale"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315419"|"1728152"|"United Community and Family Services, Inc."|"Norwich"|"CT"|"USA"|"21211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315420"|"1728152"|"United Community and Family Services, Inc."|"Norwich"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315421"|"1728152"|"United Way of Central and Northeastern Connecticut"|"Hartford"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315422"|"1728152"|"United Way of Coastal Fairfield"|"Bridgeport"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315423"|"1728152"|"United Way of Coastal Fairfield"|"Bridgeport"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315424"|"1728152"|"United Way of Greater New Haven"|"New Haven"|"CT"|"USA"|"21211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315425"|"1728152"|"United Way of Greater New Haven"|"New Haven"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315426"|"1728152"|"United Way of Greater New Haven"|"New Haven"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315427"|"1728152"|"United Way of Greater Waterbury"|"Waterbury"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315428"|"1728152"|"United Way of Greenwich"|"Greenwich"|"CT"|"USA"|"4980.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315429"|"1728152"|"United Way of Milford"|"Milford"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315430"|"1728152"|"United Way of Naugatuck and Beacon Falls, Inc."|"Naugatuck"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315431"|"1728152"|"United Way of West Central Connecticut, Inc"|"Bristol"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315432"|"1728152"|"United Way of West Central Connecticut, Inc"|"Bristol"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315433"|"1728152"|"United Way of Western Connecticut"|"Stamford"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315434"|"1728152"|"United Way of Western Connecticut"|"Danbury"|"CT"|"USA"|"8211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315435"|"1728152"|"UNIVERSITY OF HARTFORD"|"West Hartford"|"CT"|"USA"|"7000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315436"|"1728152"|"UNIVERSITY OF HARTFORD"|"West Hartford"|"CT"|"USA"|"10000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315437"|"1728152"|"Valley United Way"|"Shelton"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315438"|"1728152"|"Valley United Way"|"Shelton"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315439"|"1728152"|"Western Connecticut State University"|"Danbury"|"CT"|"USA"|"10000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315440"|"1728152"|"Windham Regional Community Council, Inc."|"Willimantic"|"CT"|"USA"|"5000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315441"|"1728152"|"Winsted Area Child Care Center, Inc."|"Winsted"|"CT"|"USA"|"4211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315442"|"1728152"|"YMCA of Greater Hartford"|"West Hartford"|"CT"|"USA"|"13211.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315443"|"1728152"|"The Bridge Family Center, Inc."|"West Hartford"|"CT"|"USA"|"22000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315444"|"1728152"|"Community Foundation of Greater New Britain"|"New Britain"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315445"|"1728152"|"EASTCONN"|"Hampton"|"CT"|"USA"|"17318.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315446"|"1728152"|"LEARN"|"Old Lyme"|"CT"|"USA"|"4000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315447"|"1728152"|"Thames Valley Council for Community Action, Inc."|"Jewett City"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315448"|"1728152"|"United Way of Coastal Fairfield"|"Bridgeport"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315449"|"1728152"|"Winsted Area Child Care Center, Inc."|"Winsted"|"CT"|"USA"|"25000.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"315450"|"1728152"|"Stanford Business School"|""|""|"USA"|"10000.0000"
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION"|"315793"|"1732757"|"THE FUND FOR WELLESLEY"|"NATICK"|"MA"|"USA"|"15000.0000"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"317872"|"1763512"|"JUST FOOD INC"|"NEW YORK"|"NY"|"USA"|"34000.0000"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"317873"|"1763512"|"MAINE ASSOCIATION OF NONPROFITS"|"PORTLAND"|"ME"|"USA"|"25000.0000"
