"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ADJUSTED_QUALIFYING_DISTRIBUTIONS"|"PAID_CHAR_ASSETS"|"CHAR_DIST_TEST"|"QUAL_DIST_XII"|"REDUCED_TAX_RATE"|"CHAR_SUIT_TEST"
"04-6030253"|"Walter S. Quinland Foundation"|"1555195"|"459000.0000"|""|""|"459000.0000"|"0.0000"|""
"04-6039510"|"FOUNDATION, INC"|"1555196"|"703704.0000"|""|""|"703704.0000"|"0.0000"|""
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|"1555197"|"36514.0000"|""|""|"36514.0000"|"0.0000"|""
"04-6835621"|"PAUL AND JOANNE EGERMAN FAMILY CHARITABLE FOUNDATION"|"1555198"|"293125.0000"|""|""|"293125.0000"|"0.0000"|""
"04-6050704"|"THE ELLISON FOUNDATION ELTON DREW, TRUS"|"1557888"|"4918921.0000"|""|""|"4989052.0000"|"70131.0000"|""
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"1557889"|"654621.0000"|""|""|"658056.0000"|"3435.0000"|""
"01-0664998"|"KIEVE FOUNDATION"|"1558437"|"226000.0000"|""|""|"226000.0000"|"0.0000"|""
"01-0485292"|"ELLEN M LEACH MEMORIAL HOME"|"1558449"|"199278.0000"|""|""|"199278.0000"|"0.0000"|""
"04-3226725"|"KARP FAMILY FOUNDATION, STEPHEN R. AND JILL E. KARP, TRUSTEES"|"1558451"|"1893328.0000"|""|""|"1899454.0000"|"6126.0000"|""
"04-3591196"|"THE EDWIN E. HATCH FOUNDATION"|"1558452"|"101344.0000"|""|""|"102177.0000"|"833.0000"|""
"04-6008242"|"J F & W S SCHOELLKOPF FDN BANK OF AMERICA"|"1558453"|"392184.0000"|""|""|"408366.0000"|"16182.0000"|""
"04-6014333"|"THE FRED HARRIS DANIELS FOUNDATION"|"1558454"|"1137406.0000"|""|""|"1148709.0000"|"11303.0000"|""
"01-0211792"|"Lewiston-Auburn Children's Home"|"1558518"|"21200.0000"|""|""|"21262.0000"|"62.0000"|""
"01-0463183"|"Schiavi Family Foundation"|"1558519"|"226147.0000"|""|""|"227600.0000"|"1453.0000"|""
"01-0518137"|"The Dunn, Russell, and Jacobs Foundation"|"1558520"|"111912.0000"|""|""|"111912.0000"|""|""
"01-0556235"|"The Neuhauser Family Foundation, Inc."|"1558521"|"72014.0000"|""|""|"72014.0000"|""|""
"01-0712009"|"BACHMAN FOUNDATION"|"1558522"|"86718.0000"|""|""|"86718.0000"|""|""
"02-0691130"|"LEWIN FAMILY FOUNDATION"|"1558525"|"65139.0000"|""|""|"65139.0000"|"0.0000"|""
"02-0760235"|"THE ELLIE & LES HAYT FAMILY FOUNDATION"|"1558526"|"79168.0000"|""|""|"80019.0000"|"851.0000"|""
"03-0300865"|"Ben & Jerry's Foundation, Inc."|"1558527"|"2845251.0000"|"0.0000"|"0.0000"|"2845307.0000"|"56.0000"|"0.0000"
"03-0475225"|"HENRIETTA COUNTESS DE HOERNLE FOUNDATION"|"1558528"|"278100.0000"|""|""|"278100.0000"|"0.0000"|""
"03-0503425"|"Illinois Children's Healthcare Foundation"|"1558529"|"5643447.0000"|""|""|"5643447.0000"|"0.0000"|""
"03-6005799"|"GEORGE A DASCOMB CHARITABLE EXEMPT TRUST"|"1558530"|"63906.0000"|""|""|"64835.0000"|"929.0000"|""
"04-2105936"|"MASON-WRIGHT FOUNDATION, INC."|"1558531"|"252404.0000"|""|""|"252404.0000"|"0.0000"|""
"04-3211993"|"THE NYPRO FOUNDATION, INC."|"1558533"|"226618.0000"|""|""|"226618.0000"|"0.0000"|""
"04-3353589"|"PEARSON FAMILY CHARITABLE FOUNDATION"|"1558534"|"152240.0000"|""|""|"159013.0000"|"6773.0000"|""
"04-3428896"|"The Edwin and Sara Brody Family Charitable Foundation"|"1558536"|"237851.0000"|""|""|"238195.0000"|"344.0000"|""
"04-3477129"|"AMERICAN DENTAL PARTNERS FOUNDATION, INC."|"1558537"|"128865.0000"|""|""|"128865.0000"|"0.0000"|""
"04-3722125"|"MAJESTIC REALTY FOUNDATION"|"1558539"|"381432.0000"|""|""|"381432.0000"|"0.0000"|""
"04-6049529"|"THE GRASS FOUNDATION"|"1558542"|"1020205.0000"|""|""|"1047398.0000"|"27193.0000"|""
"04-6538205"|"NORMAN ROCKWELL ART COLLECTION TRUST"|"1558543"|"0.0000"|""|""|"0.0000"|"0.0000"|""
"04-6772198"|"The Mary E Murphy and John F. Murphy, Jr Charitable Trust"|"1558544"|"29547.0000"|"0.0000"|"0.0000"|"29547.0000"|"0.0000"|"0.0000"
"04-6836265"|"J. IRVING & JANE L. ENGLAND CHARITABLE TRUST, A. MOLLOY & F. RUSSELL, CO-TRUSTEES"|"1558545"|"227324.0000"|""|""|"228574.0000"|"1250.0000"|""
"04-6906900"|"THE ROBERT F. HIGGINS FOUNDATION"|"1560230"|"736458.0000"|""|""|"747928.0000"|"11470.0000"|""
"03-0498860"|"GARVY FAMILY FOUNDATION"|"1565780"|"353052.0000"|""|""|"353070.0000"|"18.0000"|""
"04-6046113"|"ANSIN FOUNDATION"|"1565782"|""|""|""|""|""|""
"01-0553690"|"THURBER FAMILY FOUNDATION, INC."|"1566014"|"53000.0000"|""|""|"53000.0000"|"0.0000"|""
"01-0679061"|"SMF FOUNDATION"|"1566018"|"125000.0000"|""|""|"125000.0000"|"0.0000"|""
"02-6169513"|"BALDWIN FAMILY FOUNDATION TRUST"|"1566026"|"256694.0000"|""|""|"259881.0000"|"3187.0000"|""
"04-3244069"|"THE NEW ENGLAND PATRIOTS CHARITABLE FOUNDATION, INC."|"1566031"|"3141279.0000"|""|""|"3141279.0000"|"0.0000"|""
"04-3397455"|"The Provident Community Foundation, Inc."|"1566032"|"179586.0000"|""|""|"179785.0000"|"199.0000"|""
"04-3538396"|"CLINTON SAVINGS CHARITABLE FOUNDATION, INC."|"1566033"|"25495.0000"|""|""|"25556.0000"|"61.0000"|""
"04-6624586"|"THE SUMNER L. & ESTHER M. FELDBERG FOUNDATION"|"1566039"|"114480.0000"|""|""|"114705.0000"|"225.0000"|""
"01-0759380"|"SPINAL MUSCULAR ATROPHY FOUNDATION"|"1567183"|"3349031.0000"|""|""|"3349031.0000"|"0.0000"|""
"04-3236375"|"Genzyme Charitable Foundation, Inc."|"1567184"|"78604357.0000"|""|""|"78604357.0000"|""|""
"04-6053426"|"FRENCH FND TR U/DECL"|"1567185"|"340669.0000"|""|""|"346940.0000"|"6271.0000"|""
"02-0534424"|"THE MICHAEL & HELEN SCHAFFER FOUNDATION"|"1567362"|"726543.0000"|""|""|"726543.0000"|"0.0000"|""
"02-6011388"|"PUTNAM FOUNDATION"|"1567364"|"1209322.0000"|""|""|"1209322.0000"|"0.0000"|""
"04-3837113"|"THE MILNER FAMILY FOUNDATION"|"1567376"|"112262.0000"|""|""|"113300.0000"|"1038.0000"|""
"01-0446023"|"The Bank of Maine Charitable Foundation"|"1567758"|"189715.0000"|""|""|"189715.0000"|"0.0000"|""
"01-0658759"|"AMERICA FIRST FOUNDATION"|"1567770"|"491716.0000"|""|""|"493350.0000"|"1634.0000"|""
"01-0733593"|"TWELVE LABOURS FOUNDATION, INC."|"1567771"|"475997.0000"|""|""|"475997.0000"|"0.0000"|""
"02-0519941"|"LEIGHTON FAMILY FOUNDATION"|"1567790"|"151793.0000"|""|""|"151816.0000"|"23.0000"|""
"03-0518473"|"THE LESSING FAMILY FOUNDATION STEPHEN&SANDRA LESSING, TTEES; U/A/D 5/19/03"|"1567817"|"653525.0000"|""|""|"655000.0000"|"1475.0000"|""
"04-3484188"|"GISELA B HOGAN CHARITABLE FDN 854897211"|"1567869"|"305788.0000"|""|""|"310279.0000"|"4491.0000"|""
"04-3509776"|"THE HICKS FAMILY CHARITABLE FOUNDATION JUTTA B. HICKS ET AL, TRUSTEES"|"1567873"|"149246.0000"|""|""|"149800.0000"|"554.0000"|""
"04-3562515"|"GRACE RIVER FOUNDATION"|"1567878"|"151335.0000"|""|""|"151335.0000"|""|""
"01-0722403"|"L P WASSERMAN FAMILY FOUNDATION"|"1572517"|"147007.0000"|""|""|"147007.0000"|"0.0000"|""
"03-6090656"|"LLOYD SCHMITZ CHARITABLE TRUST FBO ST. PETER'S UNITED METHODIST CHURCH"|"1572519"|"111325.0000"|""|""|"112185.0000"|"860.0000"|""
"04-3134531"|"REAL COLEGIO COMPLUTENSE, INC"|"1572523"|"953804.0000"|"241090.0000"|""|"953804.0000"|""|""
"04-3416831"|"THE STEIN FAMILY FOUNDATION, INC"|"1573263"|"64032.0000"|""|""|"65300.0000"|"1268.0000"|""
"04-3217038"|"Katharine L.W. and Winthrop M. Crane, 3d Charitable Foundation"|"1573458"|"114750.0000"|""|""|"114750.0000"|"0.0000"|""
"04-6107990"|"THE CHARLOTTE HOME"|"1573943"|"63598.0000"|""|""|"64335.0000"|"737.0000"|""
"01-0598444"|"TECO ENERGY FOUNDATION INC."|"1574297"|"260000.0000"|""|""|"260000.0000"|""|""
"04-3338742"|"THE JOHN H. AND H. NAOMI TOMFOHRDE FOUNDATION"|"1574319"|"230380.0000"|""|""|"230380.0000"|"0.0000"|""
"04-3386858"|"The Mark D. Hostetter and Alexander N. Habib Foundation"|"1574320"|"1212688.0000"|""|""|"1212688.0000"|"0.0000"|""
"04-6028058"|"AMERICAN OPTICAL FOUNDATION"|"1574323"|"92975.0000"|""|""|"92975.0000"|""|""
"04-6076048"|"MARY M. B. WAKEFIELD CHARITABLE TRUST"|"1574324"|"597676.0000"|""|""|"597676.0000"|"0.0000"|""
"04-6927546"|"KLAUS-JURGEN BATHE CHARITABLE FOUNDATION"|"1574331"|"131718.0000"|""|""|"131718.0000"|""|""
"01-0518429"|"Atlantic Residential Resource"|"1575127"|"80955.0000"|""|""|"81296.0000"|"341.0000"|""
"02-6040429"|"BJB Charltable Account"|"1575133"|"84100.0000"|""|""|"84100.0000"|""|""
"04-6017836"|"Orville W Forte Charitable Foundation Inc"|"1575146"|"162650.0000"|""|""|"162650.0000"|"0.0000"|""
"04-6032206"|"J Loring Brooks Foundation"|"1575148"|"214500.0000"|""|""|"21500.0000"|"50.0000"|""
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"1575708"|"304605.0000"|""|""|"304605.0000"|""|""
"04-2178056"|"LUCRETIA PRENTISS BAILEY TRUST OF MASSACHUSETTS"|"1575794"|"200099.0000"|""|""|"200099.0000"|"0.0000"|""
"04-3581030"|"Gray Lady Foundation, Inc"|"1575797"|"50470.0000"|""|""|"50830.0000"|"360.0000"|""
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|"1576395"|"135577.0000"|""|""|"136000.0000"|"423.0000"|""
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|"1576396"|"1790202.0000"|"55031.0000"|""|"1790202.0000"|"0.0000"|""
"02-6115326"|"The Bagan Foundation"|"1576401"|"20912.0000"|""|""|"20912.0000"|"0.0000"|""
"02-6124799"|"THE BITTY FOUNDATION"|"1576402"|"93800.0000"|""|""|"93800.0000"|"0.0000"|""
"03-0575808"|"WEISFELD FAMILY FOUNDATION INC."|"1576406"|"284349.0000"|""|""|"284350.0000"|"1.0000"|""
"03-6090117"|"Robert and Judith Sturgis Family Foundation Trust"|"1576408"|"16505.0000"|""|""|"16505.0000"|""|""
"04-3489966"|"THE FRANCES LEAR FOUNDATION"|"1576423"|"858035.0000"|""|""|"865622.0000"|"7587.0000"|""
"04-3569828"|"HALL FAMILY FOUNDATION"|"1576424"|"10035.0000"|"0.0000"|""|"10035.0000"|""|""
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"1576425"|"75000.0000"|""|""|"75000.0000"|"0.0000"|""
"04-6225360"|"OGDEN CODMAN TR U/W/ DOROTHY SFM CODMAN"|"1576431"|"211827.0000"|""|""|"211827.0000"|"0.0000"|""
"04-6652923"|"ADELARD AND VALEDA ROY FOUNDATION"|"1576433"|"684911.0000"|"0.0000"|"0.0000"|"684911.0000"|"0.0000"|"0.0000"
"04-6869215"|"THE DICENSO FAMILY CHARITABLE TRUST"|"1576436"|"36624.0000"|""|""|"36800.0000"|"176.0000"|""
"04-3251269"|"DUNN FAMILY CHARITABLE FOUNDATION"|"1577836"|"919710.0000"|""|""|"929483.0000"|"9773.0000"|""
"04-3333757"|"BERT L & N KUGGIE VALLEE FOUNDATION, INC"|"1577838"|"360939.0000"|""|""|"360939.0000"|"0.0000"|""
"04-2981078"|"THE BARRON FAMILY CHARITABLE FOUNDATION"|"1577976"|"74888.0000"|""|""|"74888.0000"|"0.0000"|""
"04-3541288"|"WINN FAMILY CHARITABLE FOUNDATION"|"1577980"|"209470.0000"|""|""|"209470.0000"|"0.0000"|""
"04-6107955"|"THE LASSOR AND FANNY AGOOS CHARITY FUND"|"1577989"|"130035.0000"|""|""|"130035.0000"|"0.0000"|""
"04-6719809"|"THE ROBBINS-DE BEAUMONT FOUNDATION"|"1577992"|"461526.0000"|""|""|"461526.0000"|"0.0000"|""
"04-6862775"|"FLORENCE & RICHARD KOPLOW CHARITABLE FOUNDATION"|"1577994"|"290792.0000"|""|""|"290792.0000"|"0.0000"|""
"04-6906429"|"STEPHEN AND ALICE CUTLER FAMILY FNDTN"|"1577995"|"115000.0000"|""|""|"115000.0000"|"0.0000"|""
"01-0247548"|"Clarence E. Mulford Trust"|"1578751"|"546829.0000"|"0.0000"|"0.0000"|"546829.0000"|"0.0000"|"0.0000"
"01-6190683"|"BLEWETT, ALICE E AND JOS. C. FOUNDAT"|"1578761"|"56910.0000"|""|""|"56910.0000"|""|""
"02-6123968"|"Roger R. & Theresa Thompson Endowment f/b/o Local Charities"|"1578768"|"93195.0000"|""|""|"93195.0000"|""|""
"03-0490864"|"THE SWINERTON FOUNDATION"|"1578769"|"415980.0000"|""|""|"416087.0000"|"107.0000"|""
"03-0564464"|"Benjamin & Bettina Van Cleave Charitable Foundation"|"1578771"|"28846.0000"|""|""|"28937.0000"|"91.0000"|""
"04-3105650"|"The Hanover Insurance Group Foundation, Inc."|"1578785"|"1874914.0000"|""|""|"1874914.0000"|""|""
"04-3405965"|"JOHN F. & DOROTHY H. MAGEE FOUNDATION"|"1578789"|"77009.0000"|""|""|"77009.0000"|""|""
"04-3424944"|"The Edward J Urban Charitable Foundation"|"1578790"|"67098.0000"|"0.0000"|"0.0000"|"67098.0000"|"0.0000"|"0.0000"
"04-6036446"|"THE CABOT FAMILY CHARITABLE TRUST"|"1578795"|"1998455.0000"|""|""|"2021424.0000"|"22969.0000"|""
"04-6026648"|"THE STARE FUND"|"1580286"|"445410.0000"|""|""|"445410.0000"|"0.0000"|""
"04-6043983"|"HAROLD BROOKS FOUNDATION"|"1580321"|"468756.0000"|""|""|"468756.0000"|""|""
"01-6009698"|"WILLIAM SEARLS SCHOLARSHIP FUND THE FIRST NA"|"1580562"|"9500.0000"|""|""|"9500.0000"|"0.0000"|""
"02-0366576"|"BLUE HILLS FOUNDATION, INC."|"1580566"|"32646.0000"|""|""|"32646.0000"|"0.0000"|""
"04-3506575"|"JANCI FOUNDATION"|"1580600"|"186561.0000"|""|""|"186561.0000"|"0.0000"|""
"04-6691795"|"ROGER K. BERLE CHARITABLE TRUST"|"1580610"|"85737.0000"|""|""|"86029.0000"|"292.0000"|""
"04-6868099"|"THE MORSE FOUNDATION"|"1580611"|"315100.0000"|""|""|"315100.0000"|"0.0000"|""
"04-6091426"|"FAY EUGENE F TR U/WILL"|"1582223"|"68292.0000"|""|""|"68292.0000"|""|""
"04-6677641"|"NBT CHARITABLE TRUST"|"1582224"|"611765.0000"|""|""|"615618.0000"|"3853.0000"|""
"04-2103762"|"CONCORD'S HOME FOR THE AGED INC"|"1582578"|"225536.0000"|""|""|"225536.0000"|"0.0000"|""
"01-0744075"|"Networks, Electronic Commerce and Telecommunications Institute"|"1584774"|"110068.0000"|"0.0000"|"0.0000"|"110068.0000"|"0.0000"|"0.0000"
"02-0268498"|"GOULDER FAMILY FOUNDATION"|"1584778"|""|""|""|""|""|""
"03-0547269"|"The Sykora Family Charitable Foundation"|"1584785"|"91085.0000"|""|""|"91635.0000"|"550.0000"|""
"01-0391038"|"Rosscare"|"1585545"|"5377663.0000"|"144849.0000"|""|"5377663.0000"|""|""
"01-0519446"|"Great Bay Foundation"|"1585546"|"9030180.0000"|""|""|"9031385.0000"|"1205.0000"|""
"01-0726374"|"MAYA RELIEF FOUNDATION"|"1585562"|"2173550.0000"|""|""|"2173550.0000"|""|""
"02-0513464"|"HESED FOUNDATION INC."|"1585564"|"51000.0000"|""|""|"51000.0000"|"0.0000"|""
"04-2794647"|"GORDON FOUNDATION BERNARD M. GORDON ET AL, TRUSTEES"|"1585565"|"6489333.0000"|""|""|"6489333.0000"|"0.0000"|""
"04-3196041"|"FIELDS POND FOUNDATION, INC."|"1585566"|"690444.0000"|""|""|"693875.0000"|"3431.0000"|""
"04-6019938"|"BOOTH FOUNDATION THE"|"1585568"|"11863.0000"|""|""|"11863.0000"|""|""
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|"1585569"|"154613.0000"|""|""|"154613.0000"|"0.0000"|""
"04-6060702"|"JOHN MCELANEY TRUST U/W FBO TOWN OF AVON"|"1585742"|"14949.0000"|""|""|"15000.0000"|"51.0000"|""
"04-3536784"|"BEN & KATE TAYLOR CHARITABLE FOUNDATION BEN & KATE TAYLOR, TRUSTEES"|"1586400"|"245734.0000"|""|""|"247124.0000"|"1390.0000"|""
"04-6407797"|"WILLIAM P. WHARTON TRUST U/W ART. 2(D) CHOATE HALL & STEWART LLP"|"1586401"|"168442.0000"|""|""|"169707.0000"|"1265.0000"|""
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"1586420"|"1045013.0000"|""|""|"1058110.0000"|"13097.0000"|""
"04-3473585"|"BARBARA LEE FAMILY FOUNDATION, INC."|"1586421"|"255516.0000"|""|""|"255516.0000"|"0.0000"|""
"04-3843795"|"THE GRETCHEN C. VALADE ENDOWMENT FOR THE ARTS"|"1586422"|"2604187.0000"|""|""|"2608244.0000"|"4057.0000"|""
"04-6023790"|"THE ALBERT J. GIFFORD CHARITABLE TRUST"|"1586423"|"125122.0000"|""|""|"125122.0000"|"0.0000"|""
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"1586424"|"1305468.0000"|""|""|"1305468.0000"|"0.0000"|""
"04-6183682"|"SPERO CHARITABLE FOUNDATION"|"1586425"|"228042.0000"|""|""|"228042.0000"|"0.0000"|""
"01-0387404"|"Elmina B. Sewall Foundation"|"1586603"|"9311208.0000"|""|""|"9499364.0000"|"188156.0000"|""
"04-3532105"|"MATTHEW A & SUSAN B WEATHERBIE FOUNDATION"|"1586677"|"1393811.0000"|""|""|"1397670.0000"|"3859.0000"|""
"03-6044565"|"E DANTE BOGNI TR 420260010"|"1589889"|"46000.0000"|"0.0000"|"0.0000"|"46000.0000"|"0.0000"|"0.0000"
"04-2610674"|"LOTTA AGRICULTURAL FUND"|"1589894"|"333488.0000"|""|""|"333488.0000"|""|""
"04-2915665"|"THE DR A EVERETT AND RUTH E ROSEN F ROSEN FOUNDATION"|"1589899"|"223404.0000"|""|""|"223404.0000"|""|""
"04-3619072"|"JILL & KRISCHER FAMILY FOUNDATION INC"|"1589902"|"71595.0000"|""|""|"71595.0000"|"0.0000"|""
"04-3361816"|"EUGENE F. MERKERT 1996 CHARITABLE FOUNDATION"|"1591565"|"121500.0000"|""|""|"121500.0000"|"0.0000"|""
"04-3494831"|"EOS Foundation"|"1592754"|"7118141.0000"|""|""|""|""|""
"02-0241739"|"Scott-Farrar Home"|"1592777"|"969622.0000"|""|""|"969622.0000"|"0.0000"|""
"04-6035227"|"CABOT CORPORATION FOUNDATION"|"1592781"|"637501.0000"|""|""|"637502.0000"|"1.0000"|""
"01-0471533"|"Maine Education Services"|"1592893"|"279507.0000"|"26688.0000"|""|"279507.0000"|"0.0000"|""
"01-0535144"|"Maine Health Access Foundation, Inc."|"1592895"|"5477994.0000"|""|""|"5477994.0000"|"0.0000"|""
"02-0709433"|"THE VINCENT DOWLING FAMILY FOUNDATION INC."|"1592902"|"3313657.0000"|""|""|"3313657.0000"|"0.0000"|""
"04-2763837"|"THE FLATLEY FOUNDATION"|"1592907"|"25582039.0000"|""|""|"25582039.0000"|"0.0000"|""
"04-3073548"|"REEBOK FOUNDATION INC."|"1592909"|"1392922.0000"|""|""|"1392922.0000"|"0.0000"|""
"04-3197325"|"Sheehan Family Foundation"|"1592911"|"477200.0000"|""|""|"477200.0000"|"0.0000"|""
"03-6004915"|"ELEANOR WHITE TR 430012013"|"1595228"|"32275.0000"|"0.0000"|"0.0000"|"32275.0000"|"0.0000"|"0.0000"
"04-2573604"|"GIBRAN INC"|"1595253"|"14828.0000"|""|""|"14912.0000"|"84.0000"|""
"04-2625173"|"THE LINNELL FOUNDATION"|"1595254"|"327346.0000"|""|"2592.0000"|"327346.0000"|""|""
"04-3371601"|"THE LITTLE OAK HILL FOUNDATION"|"1595265"|"53000.0000"|""|""|"53000.0000"|""|""
"04-3371801"|"THE REDMOND FAMILY FOUNDATION"|"1595266"|"78949.0000"|""|""|"78949.0000"|"0.0000"|""
"04-3424302"|"EAGLEMERE FOUNDATION INC"|"1595270"|"497845.0000"|""|""|"503850.0000"|"6005.0000"|""
"04-3451161"|"ELEPHANT ROCK FOUNDATION INC"|"1595271"|"239340.0000"|""|""|"239340.0000"|"0.0000"|""
"04-3476677"|"NEIGHBORHOOD PARTNERS FUND INC"|"1595272"|"389058.0000"|""|""|"390000.0000"|"942.0000"|""
"04-3662001"|"SIEBENTHALER FOUNDATION"|"1595281"|"48317.0000"|""|""|"48317.0000"|"0.0000"|""
"04-3668208"|"MORNING GLORY FAMILY FOUNDATION"|"1595283"|"79191.0000"|""|""|"79191.0000"|""|""
"04-6004808"|"THE DEVONSHIRE FOUNDATION"|"1595289"|"878693.0000"|""|""|"878693.0000"|"0.0000"|""
"04-6029004"|"JAMES C MELVIN TRUST UW ROBERT N SHAPIRO ET AL TRUSTEES"|"1595291"|"274226.0000"|""|""|"274226.0000"|"0.0000"|""
"04-6088114"|"JUSTIN & GENEVIEVE WYNER TRUST"|"1595296"|"155966.0000"|""|""|"156049.0000"|"83.0000"|""
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRUSTEE"|"1595307"|"56900.0000"|""|""|"56900.0000"|"0.0000"|""
"05-0374155"|"RI INTERSCHOLASTIC INJURY FUND"|"1599552"|"102475.0000"|"36098.0000"|""|"102475.0000"|"0.0000"|""
"04-3530777"|"AKAMAI FOUNDATION INC"|"1600877"|"380471.0000"|""|""|"382978.0000"|"2507.0000"|""
"04-6707573"|"JAMES N ABBPTT JR TRUST UW ARTICLE 4"|"1600884"|"36935.0000"|""|""|"36935.0000"|"0.0000"|""
"04-6040091"|"SCOTS' CHARITABLE SOCIETY"|"1601396"|"106929.0000"|""|""|"106929.0000"|""|""
"03-6088692"|"S. L. GIMBEL FOUNDATION"|"1601822"|"4527785.0000"|""|""|"4551589.0000"|"23804.0000"|""
"04-3369981"|"ROCKWELL FOUNDATION"|"1601840"|"112241.0000"|""|""|"113091.0000"|"850.0000"|""
"04-6113491"|"RUTH H. & WARREN A. ELLSWORTH FOUNDATION"|"1601851"|"1103663.0000"|""|""|"1114020.0000"|"10357.0000"|""
"04-6038982"|"002835 TRUST U/W ETHEL H. BRADLEY"|"1604500"|"44755.0000"|""|""|"44755.0000"|""|""
"02-0562020"|"JOHN & AMY GRIFFIN FOUNDATION"|"1604527"|"8648733.0000"|""|""|"8707813.0000"|"59080.0000"|""
"03-0497916"|"THE ANDREW CADER FOUNDATION INC."|"1604531"|"388992.0000"|""|""|"388992.0000"|"0.0000"|""
"01-0511020"|"BARKING FOUNDATION INC"|"1604719"|"1138.0000"|""|""|"1138.0000"|"0.0000"|""
"01-0514175"|"MACHIAS SAVINGS BANK COMMUNITY DEVELOPMENT FOUNDATION"|"1604720"|"47000.0000"|""|""|"47000.0000"|"0.0000"|""
"01-0724780"|"FOUNDATION FOR HOPE"|"1604727"|"74756.0000"|""|""|"74756.0000"|""|""
"01-0739379"|"Douglas E Mitchell Charitable Foundation"|"1604728"|"39845.0000"|""|""|"40000.0000"|"155.0000"|""
"01-0752611"|"THE FAULCONER SCHOLARSHIP PROGRAMS"|"1604729"|"1251708.0000"|""|""|"1251708.0000"|""|""
"01-6226621"|"WILLIAM F TROXELL CHARITABLE TRUST PNC BANK NA"|"1604740"|"66005.0000"|""|""|"66005.0000"|"0.0000"|""
"02-6010880"|"MARY E ELLIOTT TRUST"|"1604764"|"33325.0000"|""|""|"33325.0000"|""|""
"02-6074479"|"BUSI SCHOLARSHIP FUND 362665010"|"1604766"|"79315.0000"|"0.0000"|"0.0000"|"80000.0000"|"685.0000"|"0.0000"
"03-6016085"|"IVAN W AND BERNICK K BURNHAM EDUCATIONAL"|"1604785"|"17000.0000"|"0.0000"|"0.0000"|"17000.0000"|"0.0000"|"0.0000"
"04-2104317"|"WINCHESTER MOUNT VERNON HOUSE"|"1604793"|"1121896.0000"|""|""|"1121896.0000"|"0.0000"|""
"04-3339819"|"MURIEL & NORMAN B LEVENTHAL FAMILY FOUNDATION INC"|"1604826"|"1109840.0000"|""|""|"1110152.0000"|"312.0000"|""
"04-3397818"|"TURNING LEAF FOUNDATION INC"|"1604828"|"129618.0000"|""|""|"133008.0000"|"3390.0000"|""
"04-6013075"|"GEORGE H MORRISON TRUST UWILL FBO MORRISON"|"1604847"|"85765.0000"|"0.0000"|"0.0000"|"85765.0000"|"0.0000"|"0.0000"
"04-6038982"|"002835 TRUST U/W ETHEL H. BRADLEY"|"1604850"|"38870.0000"|""|""|"38870.0000"|""|""
"04-6215821"|"JOSEPH & CLARA FLYNN SCHOLARSHIP TRUST"|"1604858"|"51636.0000"|"0.0000"|"0.0000"|"53500.0000"|"1864.0000"|"0.0000"
"04-6635075"|"F LEO MURRAY & IRENE D MURRAY SCHOLARSHIP FUND"|"1604862"|"18287.0000"|""|""|"18375.0000"|"88.0000"|""
"04-6675875"|"MARSHALL M & BARBARA J SLOANE PVT FOUND"|"1604864"|"94363.0000"|""|""|"94363.0000"|"0.0000"|""
"04-6716517"|"THE KAPLAN GOLDSTEIN FAMILY FOUNDATION"|"1604865"|"111569.0000"|""|""|"112110.0000"|"541.0000"|""
"04-6744975"|"KERSHAW FOUNDATION CHARITABLE TRUST"|"1604866"|"156125.0000"|""|""|"156125.0000"|"0.0000"|""
"04-6778721"|"GRIMSHAW-GUDEWICZ CHARITABLE FOUNDATION"|"1604868"|"1474259.0000"|""|""|"1474259.0000"|"0.0000"|""
"05-0508471"|"DELPRERE FAMILY FOUNDATION"|"1604876"|"161065.0000"|""|""|"161580.0000"|"515.0000"|""
"02-0794202"|"COTSEN FOUNDATION FOR ACADEMIC RESEARCH"|"1609940"|"745210.0000"|""|""|"745210.0000"|"0.0000"|""
"04-3600502"|"SEEDLINGS FOUNDATION"|"1609948"|"26989321.0000"|""|""|"27083688.0000"|"94367.0000"|""
"04-6660300"|"FRANCIS H LEBLANC CHARITABLE TRUST"|"1609951"|"27770.0000"|""|""|"27770.0000"|""|""
"04-3191009"|"HIRSH FAMILY FOUNDATION"|"1610607"|"139282.0000"|""|""|"139282.0000"|""|""
"01-0705507"|"IRAIDA CADANO CHARITABLE FOUNDATION"|"1610919"|"71400.0000"|""|""|"71400.0000"|""|""
"02-0549409"|"MAINE ORTHOPAEDIC FOUNDATION"|"1610939"|"30517.0000"|""|""|"30517.0000"|"0.0000"|""
"02-6004809"|"GERTRUDE COUCH IRREV TUW 360109011"|"1610950"|"72377.0000"|"0.0000"|"0.0000"|"72377.0000"|"0.0000"|"0.0000"
