"C_EIN"|"C_Org_Name"|"RULING_DATE_XIV"|"XIV_4942_3"|"XIV_4942_5"|"XML_DOCUMENT_ID"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|""|""|""|"1708237"
"01-0669086"|"THE FRANK & GERTRUDE KAISER FOUNDATION"|""|""|""|"1708275"
"01-0720431"|"CHERYL & BLAIR EFFRON FAMILY FOUNDATION"|""|""|""|"1708276"
"01-0722832"|"THE R & S FAMILY FOUNDATION INC"|""|""|""|"1708278"
"01-0751429"|"THE DAVIS FAMILY FOUNDATION, INC."|""|""|""|"1708279"
"01-0807686"|"MANA MORBURY FOUNDATION"|""|""|""|"1708281"
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|""|""|""|"1708282"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"6/1/1963 12:00:00 AM"|"Y"|""|"1708287"
"02-6048930"|"TRUST UW OLEONDA JAMESON"|""|""|""|"1708288"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|""|""|""|"1708290"
"03-0461030"|"HARRINGTON FAMILY FOUNDATION"|""|""|""|"1708292"
"03-0577385"|"THE MCMASTER FAMILY FOUNDATION INC"|""|""|""|"1708293"
"04-2720087"|"GEORGE C WADLEIGH FOUNDATION INC"|""|""|""|"1708298"
"04-3119780"|"BYRON ROBINSON EDUCATIONAL FOUNDATION INC"|""|""|""|"1708300"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|""|""|""|"1708303"
"04-3528932"|"THE LUCILLE FOUNDATION"|""|""|""|"1708310"
"04-3541231"|"ROBERT W MURRAY CHARITABLE FOUNDATION"|""|""|""|"1708313"
"04-6044429"|"CHARLES ROBERT GENS FOUNDATION"|""|""|""|"1708319"
"04-6112131"|"THE BRAITMAYER FOUNDATION"|""|""|""|"1708320"
"04-6112483"|"THE BARUCH FUND"|""|""|""|"1708321"
"04-6169683"|"DIRLAM CHARITABLE TRUST"|""|""|""|"1708322"
"04-6663582"|"THE LUDCKE FOUNDATION"|""|""|""|"1708325"
"04-6668886"|"METANOIA FUND 90151348"|""|""|""|"1708326"
"04-6774586"|"THE PAUL C RICHARDS AND GLADYS W RICHARDS CHARITABLE FOUNDATION"|""|""|""|"1708328"
"04-6933631"|"THE SUZANNE A AND ANDREW S OFFIT CHARITABLE TRUST"|""|""|""|"1708332"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|""|""|""|"1710824"
"01-0636574"|"GEORGEJACK & JOAN SHUSTER FOUNDATION"|""|""|""|"1711416"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|""|""|""|"1711423"
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC"|""|""|""|"1711431"
"04-3416880"|"THE COSETTE CHARITABLE FUND"|""|""|""|"1711433"
"04-3425079"|"HOWELL FAMILY CHARITABLE FOUNDATION"|""|""|""|"1711434"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|""|""|""|"1711435"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|""|""|""|"1711438"
"04-6485766"|"ONE WORLD FUND"|""|""|""|"1711440"
"04-6752868"|"THE ARGOSY FOUNDATION"|""|""|""|"1711441"
"04-2944189"|"MCLANEHARPER CHARITABLE FOUNDATION"|""|""|""|"1713255"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|""|"Y"|""|"1713321"
"01-6085692"|"ROSE M CLARK TRUST"|""|""|""|"1713328"
"04-2104688"|"MANAGERS OF BOSTON PORT AND SEAMEN'S AID SOCIETY"|""|""|""|"1713348"
"04-2368188"|"THE GEORGE S BISSELL CHARITABLE FOUNDATION"|""|""|""|"1713351"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|""|""|""|"1713356"
"04-3179137"|"DENNIS AND MARION MAVROGENIS TRUST FUND"|""|""|""|"1713361"
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|""|""|""|"1713363"
"04-3369589"|"HARVEY D & CHRISTINA R HILL CHARITABLE TRUST"|""|""|""|"1713368"
"04-3409789"|"INAVALE FOUNDATION INC"|""|""|""|"1713369"
"04-3511089"|"THE SHILLMAN FOUNDATION"|""|""|""|"1713371"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|""|""|""|"1713372"
"04-3593793"|"THE BORDUI FOUNDATION"|""|""|""|"1713376"
"04-3747289"|"EQT FOUNDATION INC"|""|""|""|"1713382"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|""|""|""|"1713384"
"04-6038185"|"MASSACHUSETTS LUBRARY AID ASSOCIATION"|""|""|""|"1713385"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|""|""|""|"1713388"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXILIARY BOARD"|""|""|""|"1713390"
"04-6054689"|"BRITISH SOCIETY INC"|""|""|""|"1713391"
"04-6057388"|"THE CRANE & CO FUND"|""|""|""|"1713392"
"05-0475089"|"MURRAY FAMILY FOUNDATION IMA"|""|""|""|"1713402"
"01-0570536"|"THE FRY FOUNDATION"|""|""|""|"1724404"
"01-0647596"|"THE POMEROY FAMILY FOUNDATION"|""|""|""|"1724405"
"01-6019033"|"MAX KAGAN FAMILY FOUNDATION"|""|""|""|"1724407"
"02-0774236"|"THE NORMAN A SCHOELL CHARITABLE FOUNDATION INC"|""|""|""|"1724408"
"03-6070736"|"P MOYNEHAN MEM FD CHARITABLE TR 403051014"|""|""|""|"1724411"
"04-3036596"|"THE GOLDBERG FOUNDATION"|""|""|""|"1724414"
"04-3177633"|"THE FASSINO FOUNDATION INC"|""|""|""|"1724416"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|""|""|""|"1724418"
"04-6043096"|"MACPHERSON FUND INC"|""|""|""|"1724421"
"04-3522036"|"FROG POND FOUNDATION, INC."|"8/11/2000 12:00:00 AM"|"Y"|""|"1726981"
"01-0441043"|"COURT FOUNDATION INC"|"7/24/1989 12:00:00 AM"|"Y"|""|"1728139"
"02-0235690"|"COGSWELL BENEVOLENT TRUST"|"9/28/1929 12:00:00 AM"|""|""|"1728143"
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|""|""|""|"1728146"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|""|""|""|"1728147"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|""|""|""|"1728149"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|""|""|""|"1728152"
"04-6529891"|"MAKEPEACE ISAB CHARITABLE TRUST 422129015"|""|""|""|"1728154"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|""|""|""|"1732724"
"02-0605596"|"EBAY FOUNDATION"|""|""|""|"1732742"
"02-0762991"|"JAMES I PERKINS FAMILY FOUNDATION"|""|""|""|"1732743"
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|""|""|""|"1732745"
"04-2104243"|"FULLER TRUST INC"|"1/24/1972 12:00:00 AM"|"Y"|""|"1732748"
"04-2192696"|"NEW ENGLAND GRENFELL ASSOC 7522-07561003760"|""|""|""|"1732749"
"04-3189191"|"BOVERI-TRACKMAN FAMILY FOUNDATION INC"|""|""|""|"1732751"
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|""|""|""|"1732752"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|""|""|""|"1732754"
"04-6022091"|"CHARLES SANDERS TRUST UW"|""|""|""|"1732755"
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION"|""|""|""|"1732757"
"01-0620097"|"THE WARNER FOUNDATION"|""|""|""|"1735535"
"02-0522534"|"ELIZABETH THAYER & E GEOFFREY VERNEY FOUNDATION"|""|""|""|"1735537"
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|""|""|""|"1735538"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|""|""|""|"1735542"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|""|"Y"|""|"1735543"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|""|""|""|"1735546"
"04-6746134"|"THE LIVING WATERS TRUST"|""|""|""|"1735549"
"01-0131950"|"PLANT MEMORIAL HOME"|"5/3/1973 12:00:00 AM"|"Y"|""|"1741843"
"02-6005559"|"COIT HOUSE"|""|""|""|"1741847"
"02-6091650"|"ROBIN COLSON MEMORIAL FOUNDATION TR 404620015"|""|""|""|"1741848"
"02-6101659"|"CAROLINE C. LEVINE CHARITABLE TRUST"|""|""|""|"1741849"
"04-3542759"|"THE DOWNEY FAMILY CHARITABLE FOUNDATION"|""|""|""|"1741852"
"04-6013050"|"STEPHEN D AND SUSAN W PAINE FOUNDATION"|""|""|""|"1741853"
"01-0437556"|"LUNDER FOUNDATION"|""|""|""|"1747415"
"02-0502244"|"LAVOIE FOUNDATION"|""|""|""|"1747422"
"02-0524940"|"SKRUNGLOO FARM, INC."|""|""|""|"1747423"
"03-0184240"|"OM FISHER HOME INC"|"1/1/1989 12:00:00 AM"|"Y"|""|"1747427"
"03-0355842"|"ANTONIO B AND RITA M PORNERLEAU FOUNDATION INC"|""|""|""|"1747429"
"03-0466957"|"BRINDLE FOUNDATION"|""|""|""|"1747430"
"03-0569199"|"NABORS CHARITABLE FOUNDATION"|""|""|""|"1747432"
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|""|""|""|"1747435"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|""|""|""|"1747440"
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|""|""|""|"1747447"
"04-3494542"|"THE BATY FAMILY FOUNDATION TRUST"|""|""|""|"1747449"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|""|""|""|"1747454"
"04-6108344"|"EDWARD C. JOHNSON FUND"|""|""|""|"1747457"
"04-6155699"|"MIDDLECOTT FOUNDATION"|""|""|""|"1747459"
"04-6229044"|"OLIVER S & JENNIE R DONALDSON CHARIT"|""|""|""|"1747461"
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|""|""|""|"1747463"
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|""|""|""|"1747464"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|""|""|""|"1747465"
"04-6875099"|"THE ROBERT AND MICHELLE COOKE ATCHINSON FOUNDATION"|""|""|""|"1747466"
"04-6917944"|"BERTOLON FAMILY FOUNDATION"|""|""|""|"1747467"
"01-0702653"|"DAMICO FAMILY FOUNDATION"|""|""|""|"1753869"
"01-6182253"|"LOUIS PLANSEON FDN"|""|""|""|"1753871"
"02-0439653"|"DODGE SCHOLARSHIP FOR GIRLS"|""|""|""|"1753872"
"02-0590852"|"EDWARD GOREY CHARITABLE TRUST"|""|""|""|"1753874"
"03-0576552"|"ARORA FOUNDATION INC"|""|""|""|"1753877"
"04-3236053"|"THE MORNINGSTAR FAMILY FOUNDATION"|""|""|""|"1753878"
"04-3328552"|"THE CHESWATYR FOUNDATION INC"|""|""|""|"1753879"
"04-3493753"|"WEBBER FAMILY FOUNDATION INC"|""|""|""|"1753882"
"04-3556853"|"THE SCULLY FAMILY FOUNDATION INC"|""|""|""|"1753886"
"04-6063152"|"ROGERS FAMILY FOUNDATION"|""|""|""|"1753889"
"04-6725453"|"GEORGE B FOSTER MEMORIAL TRUST"|""|""|""|"1753894"
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|""|""|""|"1753895"
"01-6209149"|"KENNETH LINDSAY FOUNDATION"|""|""|""|"1758555"
"02-0481954"|"BNH CHARITABLE FOUNDATION"|""|""|""|"1758556"
"02-6124449"|"THE MAE CASALI BONVICINI CHARITABLE FOUNDATION"|""|""|""|"1758558"
"04-3133049"|"RICHARD K & NANCY L DONAHUE CHAR FDTN"|""|""|""|"1758561"
"04-3254349"|"FREELANDER FAMILY CHARITABLE TRUST"|""|""|""|"1758562"
"04-3479749"|"THE MILFORD NATIONAL CHARITABLE FOUNDATION INC"|""|""|""|"1758565"
"04-3493854"|"PRIVITERA FAMILY CHARITABLE FDN"|""|""|""|"1758567"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|""|""|""|"1758572"
"03-0280402"|"KEAL FOUNDATION"|""|""|""|"1759409"
"04-3251802"|"THE ELSIE PROCTER VAN BUREN FOUNDATION"|""|""|""|"1759427"
"04-3374858"|"CAMMARATA FAMILY FOUNDATION UA 52997"|""|""|""|"1763161"
"04-3382858"|"MARGARET S LINSDSAY FDN OF 1989"|""|""|""|"1763162"
"02-0814904"|"THE KARIS FOUNDATION INC"|""|""|""|"1763486"
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|""|""|""|"1763503"
"04-3647404"|"HASCOE CHARITABLE FOUNDATION"|""|""|""|"1763508"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|""|""|""|"1763512"
"04-6142600"|"WYMAN-GORDON FOUNDATION"|""|""|""|"1763515"
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|""|""|""|"1763518"
"02-0488551"|"ROBERT S BRISTOL CHARITABLE TRUST"|""|""|""|"1767379"
"04-2729951"|"THE HOLLIS FOUNDATION"|""|""|""|"1767380"
"04-3370051"|"STILL POINT FUND"|""|""|""|"1767381"
"04-3483851"|"The Thibault Foundation"|""|""|""|"1767382"
"04-6137251"|"THE HANS & ELIZABETH WOLF FOUNDATION"|""|""|""|"1767385"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|""|""|""|"1767387"
"04-6183548"|"LECLERC CHARITY FUND"|""|""|""|"1778555"
"04-6743248"|"KEANE FAMILY FOUNDATION"|""|""|""|"1778556"
"01-0683207"|"THE DEWBERRY FOUNDATION, INC."|""|""|""|"1778818"
"01-0722408"|"THE WASSERMAN FOUNDATION"|""|""|""|"1778820"
"02-0533614"|"THE DABERKO CHARITABLE FOUNDATION"|""|""|""|"1778821"
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|""|""|""|"1778822"
"03-0364509"|"Richard E and Deborah L Tarrant Foundation Inc"|""|""|""|"1778823"
"03-0406308"|"KINNEY DRUGS FOUNDATION INC"|""|"Y"|""|"1778824"
"04-2311010"|"THE FORBES KIRKSIDE FOUNDATION INC"|""|""|""|"1778826"
"04-2433914"|"THE CARETH FOUNDATION, INC."|""|""|""|"1778827"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|""|""|""|"1778829"
"04-3402210"|"MASSACHUSETTS STATE AUTOMOBILE DEALERS CHARITABLE FOUNDATION"|""|""|""|"1778834"
"04-6635207"|"KENNETH S. DONNELL TRUST"|""|""|""|"1778844"
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|""|""|""|"1785304"
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|""|""|""|"1785306"
"01-0530498"|"THE SHERMAN FAMILY FOUNDATION"|""|""|""|"1789044"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|""|""|""|"1789047"
"04-3494798"|"THE WADE FAMILY FOUNDATION"|""|""|""|"1789049"
"04-2670567"|"ISLAND FOUNDATION INC"|""|""|""|"1789335"
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|""|""|""|"1789336"
"04-2943405"|"LANDRY FAMILY CHARITABLE FOUNDATION"|"4/20/1998 12:00:00 AM"|"Y"|""|"1789337"
"04-3071725"|"LEVINE FAMILY CHARITABLE TRUST"|""|""|""|"1789338"
"04-3198227"|"WOODBURY FUND INC"|""|""|""|"1789339"
"04-3347626"|"The Schooner"|""|""|""|"1789340"
"04-3496505"|"THE DOLCE FAMILY FOUNDATION TRUST"|""|""|""|"1789341"
"04-6773605"|"ROGER MAND MICHELLE S MARINO CHAR FOUN"|""|""|""|"1789346"
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|""|""|""|"1796378"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|""|""|""|"1796380"
"04-3371812"|"THE CONWAY FAMILY FOUNDATION"|""|""|""|"1796381"
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL INC"|""|""|""|"1796384"
"04-6560021"|"ROSALYN AND RICHARD SLIFKA CHARITABLE TRUST"|""|""|""|"1796386"
"04-6856820"|"ABRAMS FOUNDATION INC"|""|""|""|"1796388"
"01-0557719"|"THE MACNEAL FOUNDATION"|""|""|""|"1800740"
"01-0559558"|"HUMAN GROWTH FOUNDATION"|""|""|""|"1800741"
"01-0617948"|"S O CHARITABLE TRUST"|""|""|""|"1800743"
"01-0632648"|"FEATHER FOUNDATION, INC"|""|""|""|"1800744"
"01-0718240"|"THE FAIRHOLME FOUNDATION"|""|""|""|"1800745"
"01-0760063"|"JANICE A LARSEN FOUNDATION"|"8/4/2004 12:00:00 AM"|"Y"|""|"1800746"
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|""|""|""|"1800753"
"02-6170948"|"JERRY R JUNKINS FAMILY FOUNDATION"|""|""|""|"1800756"
"04-2241130"|"THE FULLER FOUNDATION, INC."|""|""|""|"1800761"
"04-2294937"|"NORFOLK CHARITABLE TRUST"|""|""|""|"1800762"
"04-3370016"|"THE HAYSEED HILL FOUNDATION"|""|""|""|"1800767"
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC."|""|""|""|"1800769"
"04-3495449"|"EMILIE S WELLES FOUNDATION"|""|""|""|"1800770"
"04-3496159"|"LINDA P MARSH CHARITABLE FOUNDATION 15027659"|""|""|""|"1800771"
"04-3512637"|"OUYANG YU FOUNDATION"|""|""|""|"1800772"
"04-3517737"|"COGHLIN SERVICES FUND"|""|""|""|"1800773"
"04-3584637"|"ELDERLY VI INC"|""|"Y"|""|"1800775"
"04-3763019"|"GEORGE T LEWIS JR 2001 FOUNDATION"|""|""|""|"1800780"
"04-6661364"|"CAROL AND ALAN J. BERNON FAMILY CHARITABLE FOUNDATION"|""|""|""|"1800783"
"04-6772532"|"THE MCCANCE FOUNDATION"|""|""|""|"1800784"
"04-6773335"|"THEODORE H CUTLER FAMILY TRUST"|""|""|""|"1800785"
"04-6855961"|"BRAD & CORIMELTZER"|""|""|""|"1800786"
"04-6864032"|"THE PERLS FOUNDATION 90150376 KATHERINE PERLS ET AL TRUSTEES"|""|""|""|"1800787"
"04-6965548"|"HOWARD & ROBIN REISMAN CHARITABLE TRUST"|""|""|""|"1800789"
"01-0718949"|"CIVITELLA RANIERI FOUNDATION, INC."|"8/15/2002 12:00:00 AM"|"Y"|""|"1803655"
"04-6036558"|"Amelia Peabody Foundation"|""|""|""|"1803660"
"02-0657534"|"ANDRE & KATHENNE MERAGE FOUNDATION OF NEVADA"|""|""|""|"1804342"
"02-0665786"|"ABRAHAM & RAIZEL EKSTEIN CHARITABLE"|""|""|""|"1804344"
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|""|""|""|"1804346"
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND INC"|""|""|""|"1804347"
"02-6013556"|"CASEY FAMILY FOUNDATION"|""|""|""|"1804348"
"03-0539996"|"CEDAR CREEK INSTITUTE"|""|"Y"|""|"1804352"
"04-2986731"|"SCHOLARSHIP FUND OF KAPPA SIGMA FRATERNITY INC"|""|""|""|"1804353"
"04-3254361"|"THEODORE L CROSS FAMILY CHARITABLE FOUNDATION"|""|""|""|"1804354"
"04-3267731"|"H PATTERSON HALE CHARITABLE FOUNDAT"|""|""|""|"1804355"
"04-3340178"|"THE HARMAN CAIN FAMILY FOUNDATION"|""|""|""|"1804357"
"04-3398587"|"PETER H KAMIN FAMILY FOUNDATION"|""|""|""|"1804360"
"04-3519886"|"COGHLIN FAMILY FOUNDATION"|""|""|""|"1804362"
"04-3537378"|"TRESORELLE FOUNDATION"|""|""|""|"1804364"
"04-3683486"|"BRADLEY D AND DEBORAH R HOWARD FAMILY FOUNDATION"|""|""|""|"1804366"
"04-3757853"|"LINDA PACE FOUNDATION"|""|""|""|"1804369"
"04-6042274"|"MARY A KELLY SCHOLARSHIP FUND"|""|""|""|"1804372"
"04-6059253"|"PECHET FOUNDATION (F/K/A MAURICE PECHET FOUNDATION)"|""|""|""|"1804373"
"04-6128361"|"THE ROUSSEVITZKY MUSIC FOUNDATION, INC"|""|""|""|"1804375"
"04-6707664"|"WINDHORSE FOUNDATION"|""|""|""|"1804376"
"01-0681963"|"DAVID AND VERA ROSENBERG FOUNDATION"|""|""|""|"1806601"
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|""|"Y"|""|"1806602"
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|""|""|""|"1806608"
"04-2105896"|"STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE"|"12/21/1992 12:00:00 AM"|"Y"|""|"1806609"
"04-3021374"|"THE SAMUEL HUNTINGTON FUND, INC."|""|""|""|"1806611"
"04-3254488"|"THE RIVER FOUNDATION"|""|""|""|"1806612"
"04-3339572"|"THE MORNINGSIDE FOUNDATION"|""|""|""|"1806613"
"04-3534471"|"Irene Stiver Scholarship Fund"|""|""|""|"1806615"
"04-3541874"|"THE SISTER AND JOHNNY FOUNDATION"|""|""|""|"1806616"
"04-3558072"|"MKC GORMLEY FAMILY FOUNDATION INC"|""|""|""|"1806617"
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|""|""|""|"1806624"
"04-6556188"|"C F ADAMS CHARITABLE TRUST"|""|""|""|"1806625"
"01-0211545"|"PORTLAND SEAMENS FRIEND SOCIETY"|""|"Y"|""|"1808575"
"01-0555028"|"THE CHRIS AND MELODY MALACHOWSKY FAMILY FOUNDATION"|""|""|""|"1808576"
"01-0561381"|"THE LYNCH FAMILY CHARITABLE FOUNDATION GOVERNOR JOHN H. LYNCH"|""|""|""|"1808577"
"01-0566881"|"WENDY & DEREK PEW FOUNDATION INC"|""|""|""|"1808578"
"01-0760054"|"RICHARD W HOTES FOUNDATION"|"8/4/2004 12:00:00 AM"|"Y"|""|"1808580"
"02-0467589"|"THE MARSHALL FUND 4738517"|""|""|""|"1808581"
"02-0683054"|"THE ISLAM FAMILY FOUNDATION"|""|""|""|"1808582"
"02-0788451"|"THE MCKELVEY ENTREPRENEURIAL FOUNDATION"|""|""|""|"1808583"
"03-6073689"|"THE ENTERLINE FOUNDATION"|""|""|""|"1808586"
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|""|""|""|"1808589"
"04-3282073"|"IRWIN CHAFETZ FAMILY CHARITABLE TRUST"|""|""|""|"1808590"
"04-3304952"|"Michael R Lissack Foundation"|""|""|""|"1808591"
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|""|""|""|"1808592"
"04-3366745"|"THE COMPASS FUND 4737682"|""|""|""|"1808593"
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|""|""|""|"1808595"
"04-3474541"|"THE JOAN & LEO MAHONEY FAMILY FOUNDATION"|""|""|""|"1808596"
"04-3571773"|"GRACE AND BILL PEABODY FOUNDATION INC"|""|""|""|"1808598"
"04-3580383"|"The Linda Wisnewski and Willian Collatos Family Foundation"|""|""|""|"1808599"
"04-3732752"|"THE GILBERT FAMILY FOUNDATION"|""|""|""|"1808601"
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|""|""|""|"1808602"
"04-6082918"|"AIMEE M. L. BECKER TRUST"|""|""|""|"1809602"
"04-2103743"|"THE JOHN BERTRAM HOUSE INC"|"10/1/1942 12:00:00 AM"|""|"Y"|"1811585"
"04-2105743"|"TAUNTON FEMALE CHARITABLE ASSOCIATION"|""|""|""|"1811586"
"04-2741943"|"S SYDNEY DeYOUNG FOUNDATION"|""|""|""|"1811587"
"04-3452643"|"GORONGOSA RESTORATION PROJECT INC"|""|""|""|"1811592"
"04-3632641"|"THE CHILDREN'S INVESTMENT FUND FOUNDATION"|""|""|""|"1811594"
"01-0498551"|"John T. Gorman Foundation"|""|""|""|"1813422"
"01-0553351"|"DANCING TIDES FOUNDATION INC"|""|""|""|"1813423"
"01-0675481"|"CM CHEN FOUNDATION, INC."|""|""|""|"1813424"
"02-0491795"|"THE OXFORD LEAGUE INC"|""|""|""|"1813427"
"02-0514457"|"AMY E. TARRANT FOUNDATION INC."|""|""|""|"1813429"
"02-0613293"|"NER TZION FOUNDATION"|""|""|""|"1813430"
"02-0729969"|"LAFAYETTE RIVER FOUNDATION"|""|""|""|"1813432"
"02-6005793"|"TRUST ESTATE UW MARION C SMYTH"|""|""|""|"1813434"
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"7/6/2004 12:00:00 AM"|"Y"|""|"1813439"
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|""|""|""|"1813440"
"04-2111393"|"ELLA LYMAN CABOT TRUST INC"|""|""|""|"1813441"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|""|""|""|"1813443"
"04-3322480"|"THE SANTAYANA FUND INC"|"10/21/1996 12:00:00 AM"|"Y"|""|"1813447"
"04-3493352"|"CLOUD MOUNTAIN FOUNDATION"|""|""|""|"1813455"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|""|""|""|"1813457"
"04-3700494"|"THE DANKIS CHRISTIAN FOUNDATION, INC."|""|""|""|"1813458"
"04-6040591"|"REED & BARTON FOUNDATION INC"|""|""|""|"1813461"
"04-6051095"|"HENDERSON FOUNDATION"|""|""|""|"1813462"
"04-6142794"|"RICHARD P. & CLAIRE W. MORSE FOUNDATION"|""|""|""|"1813463"
"04-6278857"|"RILEY MABEL LOUISE TR U/WILL"|""|""|""|"1813465"
"04-6729068"|"PHALROPE FOUNDATION"|""|""|""|"1813466"
"05-0426569"|"THE PAPITTON FOUNDATION"|""|""|""|"1813470"
"04-2305919"|"MASSACHUSETTS CHARITABLE FIRE SOCIETY JM FORBES & CO. LLP"|""|""|""|"1815015"
"04-6547989"|"TUPANCY-HARRIS FDN.-1986"|""|""|""|"1816593"
"04-3406328"|"EAST BOSTON SAVINGS BANK CHARITABLE FOUNDATION, INC."|""|""|""|"1816749"
"04-6051258"|"ADELAIDE BREED BAYRD FOUNDATION"|""|""|""|"1816750"
"04-3366747"|"GATEWAY FUND 7522-07552000049"|""|""|""|"1817069"
"04-6904482"|"THE J STUART AND ELIZABETH MOORE CHARITABLE FOUNDATION"|""|""|""|"1817372"
"04-3539095"|"THE GESS FOUNDATION MR GERALD SLAVET"|""|""|""|"1820637"
"04-6055699"|"MADELAINE G VONWEBER TRUST TODD FAHEY & WILLIAM TUCKER"|""|""|""|"1820638"
"01-0477840"|"THE DEARBORN FOUNDATION"|"5/1/1998 12:00:00 AM"|"Y"|""|"1820877"
"03-0343444"|"VAILE & CLEAVELAND SCHOLARSHIP FUND 43V168019"|""|""|""|"1820878"
"04-3237138"|"THE BROMLEY CHARITABLE TRUST"|""|""|""|"1820879"
"04-3338742"|"THE JOHN H. AND H. NAOMI TOMFOHRDE FOUNDATION"|""|""|""|"1820880"
"04-3556844"|"BOSTON SCIENTIFIC FOUNDATION, INC."|""|""|""|"1820881"
"04-6138742"|"ORANGE SCHOLARSHIP FOUNDATION"|""|""|""|"1820882"
"04-6229044"|"OLIVER S & JENNIE R DONALDSON CHARIT"|""|""|""|"1820883"
"04-3399061"|"1997 John & Mary Murphy Educational Foundation"|""|""|""|"1821086"
"04-6796825"|"NOBLE SYMOND GOLUB & LELIA J. GOULB EDUCATIONAL TRUST"|""|""|""|"1821087"
