"EIN"|"ORG_NAME"|"XMLID"
"04-6269182"|"E JOSEPH EVANS CHARITABLE TRUST LEE ALFIERI TRUSTEE"|"1692125"
"04-6579815"|"BARR FOUNDATION"|"1692127"
"04-6655524"|"OEDEL FOUNDATION"|"1692128"
"02-0622126"|"RESMED FOUNDATION"|"1702554"
"02-0709426"|"THE FOSTER FAMILY PRIVATE FOUNDATION INC"|"1702555"
"02-6004322"|"TRUST UW ALVIN CROSS"|"1702556"
"01-0939828"|"AGEE FAMILY FOUNDATION"|"1703456"
"03-0486725"|"LAWLESS FAMILY FOUNDATION"|"1703475"
"04-3361704"|"NLT FOUNDATION INC"|"1703490"
"04-3612920"|"THE CHARLES R. BRONFMAN PRIZE FOUNDATION"|"1703508"
"04-3676427"|"THE DUCKWORTH CHARITABLE FOUNDATION INC"|"1703509"
"04-6742527"|"TED & RUTH JOHNSON FAMILY FOUNDATION"|"1703523"
"04-6818329"|"WALSKE CHARITABLE FOUNDATION STEVEN C WALSKE ET AL TRUSTEES"|"1703524"
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC"|"1711431"
"04-2368188"|"THE GEORGE S BISSELL CHARITABLE FOUNDATION"|"1713351"
"04-3369589"|"HARVEY D & CHRISTINA R HILL CHARITABLE TRUST"|"1713368"
"04-3409789"|"INAVALE FOUNDATION INC"|"1713369"
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"1713384"
"04-6038185"|"MASSACHUSETTS LUBRARY AID ASSOCIATION"|"1713385"
"05-0475089"|"MURRAY FAMILY FOUNDATION IMA"|"1713402"
"04-3036596"|"THE GOLDBERG FOUNDATION"|"1724414"
"04-3177633"|"THE FASSINO FOUNDATION INC"|"1724416"
"02-0235690"|"COGSWELL BENEVOLENT TRUST"|"1728143"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1732754"
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1732755"
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"1735546"
"02-6005559"|"COIT HOUSE"|"1741847"
"02-6091650"|"ROBIN COLSON MEMORIAL FOUNDATION TR 404620015"|"1741848"
"03-0184240"|"OM FISHER HOME INC"|"1747427"
"03-0355842"|"ANTONIO B AND RITA M PORNERLEAU FOUNDATION INC"|"1747429"
"03-0466957"|"BRINDLE FOUNDATION"|"1747430"
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|"1747447"
"04-6229044"|"OLIVER S & JENNIE R DONALDSON CHARIT"|"1747461"
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|"1747463"
"04-3236053"|"THE MORNINGSTAR FAMILY FOUNDATION"|"1753878"
"04-3328552"|"THE CHESWATYR FOUNDATION INC"|"1753879"
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|"1753895"
"02-6124449"|"THE MAE CASALI BONVICINI CHARITABLE FOUNDATION"|"1758558"
"04-3251802"|"THE ELSIE PROCTER VAN BUREN FOUNDATION"|"1759427"
"04-3370051"|"STILL POINT FUND"|"1767381"
"04-3483851"|"The Thibault Foundation"|"1767382"
"04-6137251"|"THE HANS & ELIZABETH WOLF FOUNDATION"|"1767385"
"04-3214315"|"PAUL & ELAINE CHERVINSKY CHARITABLE FOUNDAITON"|"1435601"
"04-3348263"|"THE BEHRAKIS FOUNDATION"|"1435603"
"04-3371560"|"JOHN A MCNEICE JR CHARITABLE FOUNDATION"|"1435605"
"04-3583365"|"HAMPDEN SAVINGS FOUNDATION INC"|"1435610"
"04-6044779"|"THE HOPEDALE FOUNDATION"|"1435619"
"04-6855617"|"VIRGINIA J COOK FOUNDATION"|"1435626"
"02-6119238"|"LILLIAN PRENDERGAST IRRV CHARITABLE TR"|"1436721"
"01-0212437"|"MCARTHUR HOME FOR AGED PEOPLE ASSN."|"1437173"
"01-6010608"|"BANGOR FUEL SOCIETY EATON PEABODY"|"1437241"
"02-0703907"|"The Ruth and Hal Launders Charitable Trust"|"1437289"
"04-3340591"|"THE RUETTGERS FAMILY CHARIT FOUNDATION"|"1437457"
"04-3493675"|"BARAKAT, INC."|"1437473"
"04-3619122"|"THE SPENCE FAMILY FOUNDATION"|"1437482"
"04-6040535"|"TRUSTEES OF THE PUTNAM FREE SCHOOL"|"1437498"
"04-6646727"|"ALBERT FLEMING INSURANCE TRUST"|"1437525"
"03-6047004"|"ARTHUR H. SCOTT MEM VOL TRUST -CHITT 43C039013"|"1473775"
"04-3370400"|"THE ROGER AND MARNA LANDAY CHARITABLE FOUNDATION"|"1473782"
"04-3426100"|"THE GORON E. AND MAY R. CADWGAN CHARITABLE FOUNDATION"|"1473784"
"04-6018072"|"G. Peabody & Rose Gardner Charitable Tr."|"1473789"
"04-6048472"|"OXFORD FUND INC."|"1473791"
"04-6125606"|"The George F & Sybil H Fuller Foundation"|"1473793"
"04-6904109"|"THE BRESLOW FAMILY FOUNDATION TRUST"|"1473798"
"04-6036706"|"JOHN W BOYNTON FUND"|"1474327"
"02-0807885"|"Nova foundation, Inc."|"1474868"
"04-3727883"|"THE GUMBO FOUNDATION"|"1474870"
"01-0744113"|"MCCULLOUGH FOUNDATION"|"1475940"
"03-6006013"|"THE COPLEY FUND"|"1475954"
"04-3109508"|"Frank R. and Elizabeth Simoni Foundation Inc."|"1475965"
"04-3542811"|"The Tiedemann Foundation"|"1475974"
"04-6245712"|"PHYLLIS W MCGILLICUDDY CHARITABLE TRUST LINDA S. DALBY ET AL, TRUSTEES"|"1475979"
"04-6689812"|"CORA DU BOIS CHARITABLE TRUST"|"1475981"
"02-0534833"|"BINZER ISADORE FUND T/A 102-0409642"|"1489140"
"04-6020593"|"CHARLES J DRAPER FOR CHARITY"|"1489149"
"04-6023194"|"NELSON M BAKER T/U/W"|"1489151"
"04-6095991"|"TRUST U/WILL FRED L. ROBBINS"|"1489158"
"04-6232529"|"MAY B SADOWSKI TUI"|"1489160"
"04-6633929"|"HAROLD B WALKER CHARITABLE TR"|"1489165"
"04-6907024"|"THOMAS M & NANCY H O'NEILL FOUNDATION"|"1489167"
"01-0496879"|"MARGARET E BURNHAM CHARITABLE TRUST"|"1491448"
"04-3484588"|"FLORENCE SAVINGS/EASTHAMPTON BRANCH CHARITABLE FOUNDATION, INC."|"1491473"
"04-6036788"|"CHARLES H. HOOD FUND"|"1491480"
"04-6044077"|"Shelburne Falls Community House, Inc."|"1491482"
"02-0222133"|"OLIVER J M GILMAN TRUST 003139"|"1532787"
"04-3371753"|"GENDLER FAMILY FOUNDATION"|"1532878"
"04-6096044"|"CHARLOTTE M ROBBINS TRUST U/W"|"1532885"
"04-6497465"|"MIRIAM SHAW FUND U/W"|"1532887"
"04-6401501"|"ANNE WENTWORTH BAER SCHOLARSHIP"|"1535434"
"03-0346513"|"The Orton Family Foundation, Inc."|"1554972"
"04-2167469"|"ADMIRAL SIR ISAAC COFFIN'S LANCASTERIAN SCHOOL"|"1555190"
"04-6173271"|"Clinton O & Lura Jones Memorial Trust"|"1555197"
"04-6360057"|"Cheryl Spencer Memorial Foundation"|"1557889"
"01-0679061"|"SMF FOUNDATION"|"1566018"
"04-2178056"|"LUCRETIA PRENTISS BAILEY TRUST OF MASSACHUSETTS"|"1575794"
"02-0386319"|"FOUNDATION FOR SEACOAST HEALTH"|"1576396"
"04-3489966"|"THE FRANCES LEAR FOUNDATION"|"1576423"
"04-6091426"|"FAY EUGENE F TR U/WILL"|"1582223"
"04-2794647"|"GORDON FOUNDATION BERNARD M. GORDON ET AL, TRUSTEES"|"1585565"
"04-6407797"|"WILLIAM P. WHARTON TRUST U/W ART. 2(D) CHOATE HALL & STEWART LLP"|"1586401"
"04-6107991"|"ABBOT & DOROTHY H. STEVENS FOUNDATION"|"1586424"
"04-3361816"|"EUGENE F. MERKERT 1996 CHARITABLE FOUNDATION"|"1591565"
"04-3371801"|"THE REDMOND FAMILY FOUNDATION"|"1595266"
"04-6004808"|"THE DEVONSHIRE FOUNDATION"|"1595289"
"04-6029004"|"JAMES C MELVIN TRUST UW ROBERT N SHAPIRO ET AL TRUSTEES"|"1595291"
"04-6528704"|"LOEWY CHARITABLE FOUNDATION ARTHUR F LOEWY TRUSTEE"|"1595307"
"04-6833651"|"JAMES L. RUBENSTEIN FAMILY FOUNDATION"|"1641976"
"04-6689934"|"THE JOHN AND MARY CORCORAN FAMILY FOUNDATION"|"1632284"
"04-6903459"|"BIERLY BOASBERG FOUNDATION"|"1632291"
"04-3522054"|"ROBERTS FAMILY FOUNDATION"|"1639034"
"04-6044854"|"RUTH HOLMES TURST UWILL"|"1639045"
"04-6387242"|"GRACE HOWE FAMILY TRUST 31A015010"|"1639054"
"04-3367551"|"MEIER FAMILY FOUNDATION LTD"|"1641953"
"01-0852305"|"KALT FAMILY FOUNDATION"|"1659167"
"02-0659001"|"EDWARD L WILLIAMS AND MARY B WILLIAMS FOUNDATION"|"1659174"
"04-3234201"|"SILVERMAN FAMILY FOUNDATION INC WOLF & COMPANY, PC"|"1659206"
"04-6060903"|"RIMER TRUST"|"1659217"
"04-3310863"|"JOHN C. AND EUNICE B. MORRISON CHARITABLE FOUNDATION"|"1663300"
"04-3837163"|"ECHOES OF LASTING PEACE, INC."|"1663302"
"01-0563707"|"AVELINA CHARITABLE FOUNDATION INC"|"1669554"
"03-0413509"|"THE MAILLOT FOUNDATION INC"|"1669570"
"04-2148009"|"GRIFFIN WHITE FOUNDATION INC"|"1669579"
"04-3033170"|"THE STOBART FOUNDATION"|"1669586"
"04-3489109"|"NOUBAR & ANNA AFEYAN FOUNDATION"|"1669593"
"04-3730409"|"THE DIMITRIS BERTSIMAS - GEORGIA PERAKIS FOUNDATION"|"1669602"
"04-6691809"|"VAN SLOUN FOUNDATION"|"1669611"
"04-2104384"|"LEND A HAND SOCIETY"|"1674834"
"04-3578370"|"NICHOLS VILLAGE INC"|"1675302"
"04-6967568"|"RAWSON FAMILY FOUNDATION TRUST"|"1675309"
"04-3213614"|"KESSLER FAMILY FOUNDATION"|"1686264"
"04-6039972"|"CLARA B WINTHROP CHARITABLE TRUST"|"1686266"
"04-3368616"|"HARRIS A BERMAN & RUTH E NEMZOFF FAMILY FOUNDATION"|"1687636"
"04-2943405"|"Landry Family Charitable Foundation"|"1691487"
"04-3430324"|"THE BRUCE AND BARBARA AUSTIN FAMILY FOUNDATION"|"1692105"
"04-3469424"|"THE NORWOOD CHARITABLE FOUNDATION INC"|"1692107"
"04-3729982"|"THE PAUL D WASSEROTT FOUNDATION"|"1692114"
"04-6111819"|"HISTORIC BOSTON INCORPORATED"|"1692121"
"04-6920279"|"RICHARD ALLAN BARRY FAMILY CHARITABLE FOUNDATION"|"1692132"
"02-0449779"|"THE IRVING AND BERNICE SINGER FAMILY FOUNDATION"|"1702553"
"04-6112820"|"GEORGIANA GODDARD EATON MEMORIAL FUND"|"1703414"
"02-0649804"|"ANTON SAMUEL FAMILY FOUNDATION INC"|"1703462"
"03-6100828"|"ILL AND JACKIE LOCKWOOD FAMILY FOUNDATION"|"1703478"
"04-2131404"|"THE STANLEY PARK OF WESTFIELD INC"|"1703480"
"04-3257030"|"IRA C KAPLAN & ANITA M MIGOAY FOUNDATION INC"|"1703487"
"04-3357529"|"TELAKA FOUNDATION"|"1703489"
"04-3424527"|"THE BIRCHROCK FOUNDATION"|"1703494"
"04-3541830"|"THE ALCHEMY FOUNDATION"|"1703503"
"04-6009617"|"MARTHA DANA MERCER TRUST"|"1703512"
"04-6051127"|"FRANCES W EMERSON FOUNDATION"|"1703514"
"04-6130518"|"GEORGE R WALLACE FOUNDATION"|"1703519"
"04-6936732"|"THE GEORGE AND ALICE RICH CHARITABLE FOUNDATION"|"1703528"
"01-0636574"|"GEORGEJACK & JOAN SHUSTER FOUNDATION"|"1711416"
"04-3425079"|"HOWELL FAMILY CHARITABLE FOUNDATION"|"1711434"
"04-6752868"|"THE ARGOSY FOUNDATION"|"1711441"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1713356"
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|"1713363"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"1713372"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"1713388"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXILIARY BOARD"|"1713390"
"01-0570536"|"THE FRY FOUNDATION"|"1724404"
"03-6070736"|"P MOYNEHAN MEM FD CHARITABLE TR 403051014"|"1724411"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|"1724418"
"01-0441043"|"COURT FOUNDATION INC"|"1728139"
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|"1728146"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1732724"
"02-0605596"|"EBAY FOUNDATION"|"1732742"
"04-2192696"|"NEW ENGLAND GRENFELL ASSOC 7522-07561003760"|"1732749"
"04-3189191"|"BOVERI-TRACKMAN FAMILY FOUNDATION INC"|"1732751"
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"1735543"
"01-0131950"|"PLANT MEMORIAL HOME"|"1741843"
"04-3542759"|"THE DOWNEY FAMILY CHARITABLE FOUNDATION"|"1741852"
"02-0524940"|"SKRUNGLOO FARM, INC."|"1747423"
"03-0569199"|"NABORS CHARITABLE FOUNDATION"|"1747432"
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1747457"
"04-6155699"|"MIDDLECOTT FOUNDATION"|"1747459"
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|"1747464"
"04-6875099"|"THE ROBERT AND MICHELLE COOKE ATCHINSON FOUNDATION"|"1747466"
"03-0576552"|"ARORA FOUNDATION INC"|"1753877"
"04-3493753"|"WEBBER FAMILY FOUNDATION INC"|"1753882"
"01-6209149"|"KENNETH LINDSAY FOUNDATION"|"1758555"
"04-3254349"|"FREELANDER FAMILY CHARITABLE TRUST"|"1758562"
"03-0280402"|"KEAL FOUNDATION"|"1759409"
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"1763503"
"04-3647404"|"HASCOE CHARITABLE FOUNDATION"|"1763508"
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"1763512"
"02-0488551"|"ROBERT S BRISTOL CHARITABLE TRUST"|"1767379"
"01-0683207"|"THE DEWBERRY FOUNDATION, INC."|"1778818"
"01-0722408"|"THE WASSERMAN FOUNDATION"|"1778820"
"01-0675481"|"CM CHEN FOUNDATION, INC."|"1813424"
"02-0491795"|"THE OXFORD LEAGUE INC"|"1813427"
"04-2111393"|"ELLA LYMAN CABOT TRUST INC"|"1813441"
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"1813443"
"04-3700494"|"THE DANKIS CHRISTIAN FOUNDATION, INC."|"1813458"
"04-6040591"|"REED & BARTON FOUNDATION INC"|"1813461"
"03-0343444"|"VAILE & CLEAVELAND SCHOLARSHIP FUND 43V168019"|"1820878"
"04-3237138"|"THE BROMLEY CHARITABLE TRUST"|"1820879"
"04-3338742"|"THE JOHN H. AND H. NAOMI TOMFOHRDE FOUNDATION"|"1820880"
"04-3556844"|"BOSTON SCIENTIFIC FOUNDATION, INC."|"1820881"
"01-0706738"|"THE MARSHALL MATHERS FOUNDATION"|"1821196"
"04-3246547"|"BCLF MANAGED ASSETS CORPORATION"|"1821197"
"01-0628246"|"THOUSAND ISLANDS FOUNDATION INC"|"1836690"
"03-0594338"|"SWIFTWATER FOUNDATION INC"|"1836691"
"04-3448695"|"The Ludes Family Foundation"|"1837474"
"04-6039595"|"SIDNEY & ESTHER RABB CHARITABLE FOUNDATION"|"1837476"
"04-6626994"|"LIBRA FOUNDATION"|"1837477"
"04-3425998"|"INGING FIELD FOUNDATION, INC."|"1516530"
"04-2771098"|"WILLIAM O MOSELEY T/U/I"|"1516613"
"04-6020918"|"KING FAMILY FUND TUA"|"1516614"
"01-0547392"|"Kennebunk Savings Bank Foundation"|"1520691"
"02-0663360"|"JANE AND SAM SUTTON FAMILY FOUNDATION"|"1520692"
"04-6792592"|"TRUST U/WILL R UDELL THORNTON"|"1520705"
"04-3412829"|"THE POSS FAMILY FOUNDATION"|"1546426"
"04-6178371"|"WAPACK FOUNDATION THE"|"1546428"
"04-6002496"|"EDWARDS SCHOLARSHIP FUND"|"1547145"
"04-6044767"|"DOUGLAS & ISABELLE CROCKER FOUNDATION"|"1547147"
"04-6142548"|"EVANDER LEWIS FAMILY FOUNDATION"|"1547148"
"04-6139986"|"JOSEPH PERINI MEMORIAL FOUNDATION"|"1547312"
"04-6209497"|"TRUST U/W/O HERMAN DANA"|"1547313"
"04-6561597"|"NORWOTTOCK CHARITABLE TRUST"|"1547314"
"01-0226346"|"Deborah Lincoln House"|"1554933"
"04-2131745"|"CLINTON HOME FOUNDATION INC"|"1554934"
"04-6026648"|"THE STARE FUND"|"1580286"
"04-6043983"|"HAROLD BROOKS FOUNDATION"|"1580321"
"04-3530777"|"AKAMAI FOUNDATION INC"|"1600877"
"04-6040091"|"SCOTS' CHARITABLE SOCIETY"|"1601396"
"01-0511020"|"BARKING FOUNDATION INC"|"1604719"
"01-0514175"|"MACHIAS SAVINGS BANK COMMUNITY DEVELOPMENT FOUNDATION"|"1604720"
"04-6660300"|"FRANCIS H LEBLANC CHARITABLE TRUST"|"1609951"
"01-6162330"|"EDWARD PAYSON GEORGE CHARITABLE TRUST"|"1617657"
"01-6208130"|"PRYOR E & ARLENE R NEUBER CHARITABLE TRUST"|"1617658"
"04-3198713"|"RUSSELL-DAVIDSON FOUNDATION"|"1617723"
"04-6012784"|"KENWOOD FOUNDATION 7569-07552021240"|"1617740"
"04-6846332"|"THE DELUCA FAMILY CHARITABLE TRUST"|"1617756"
"04-6876731"|"HENRY SALVATORI FAMILY FOUNDATION"|"1617758"
"04-3536335"|"MASSIAH FOUNDATION, INC."|"1621786"
"04-3406251"|"THE PETER AND DEBORAH LAMM FOUNDATION R BRADFORD MALT ET AL TRUSTEES"|"1644197"
"02-0229861"|"THE NARARO FOUNDATION"|"1657566"
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"1796378"
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"1796380"
"04-3371812"|"THE CONWAY FAMILY FOUNDATION"|"1796381"
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|"1806608"
"04-2105896"|"STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE"|"1806609"
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|"1806624"
"04-6556188"|"C F ADAMS CHARITABLE TRUST"|"1806625"
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION JH0200"|"1826143"
"04-6902384"|"THE HOPE FOUNDATION - USA 1999 TRUST"|"1826193"
"04-3468419"|"EDNAH HORNER CHARITABLE FOUNDATION EASTERN BANK, TRUSTEE"|"1840867"
"04-2864138"|"TECHNICAL TRAINING FOUNDATION"|"1974265"
"01-0722403"|"L P WASSERMAN FAMILY FOUNDATION"|"1572517"
"04-6039660"|"EDWARD BANGS KELLEY AND ELZA KELLEY FND, INC."|"1575708"
"01-6162463"|"BARBARA CASSIDY FOUNDATION"|"1576395"
"03-6090117"|"Robert and Judith Sturgis Family Foundation Trust"|"1576408"
"04-3617275"|"RUTH S. WILLOUGHBY FOUNDATION"|"1576425"
"04-6677641"|"NBT CHARITABLE TRUST"|"1582224"
"04-2103762"|"CONCORD'S HOME FOR THE AGED INC"|"1582578"
"04-6019938"|"BOOTH FOUNDATION THE"|"1585568"
"04-6705444"|"CHELONIAN RESEARCH FOUNDATION"|"1585569"
"04-2236996"|"NATHANIEL & ELIZABETH P. STEVENS FOUNDATION"|"1586420"
"04-3473585"|"BARBARA LEE FAMILY FOUNDATION, INC."|"1586421"
"04-3843795"|"THE GRETCHEN C. VALADE ENDOWMENT FOR THE ARTS"|"1586422"
"04-3494831"|"EOS Foundation"|"1592754"
"04-6027900"|"TRUST UIND 3152 EMMA R TRAVELLI"|"1659216"
"04-6037206"|"THE LANCASTER FOUNDATION 7522-07561014179"|"1664221"
"03-0405567"|"HUMANITARIAN ORGANIZATION OF THE WORLD"|"1669569"
"04-2104808"|"MERRIMACK RIVER VALLEY HOUSE INC"|"1669578"
"04-3178007"|"THE STABLE FOUNDATION INC"|"1669587"
"04-3516466"|"THE JUNE RICHARD MATTHEWS CHARITABLE FOUNDATION"|"1669594"
"04-3536671"|"GREEN LEAF FOUNDATION WILLIAM B PERKINS ET AL TRUSTEES"|"1669596"
"03-0549778"|"THE DIGNITY SEED FOUNDATION"|"1674833"
"05-0260671"|"BALLOU HOME FOR THE AGEO"|"1675310"
"04-3613913"|"KITE FOUNDATION"|"1686265"
"04-6044714"|"ARTHUR ASHLEY WILLIAMS FOUNDATION"|"1686267"
"04-3236716"|"THE LANDSMAN CHARITABLE TRUST"|"1687635"
"04-6987078"|"FOWLER-BOMBARDIER FAMILY CHARITABLE TRUST"|"1687644"
"01-6059906"|"THE ALDERMERE FOUNDATION"|"1691506"
"04-3174009"|"BOSTON SAND & GRAVEL COMPANY CHARITABLE FOUNDATION"|"1691511"
"04-6065605"|"WILLIAM E SCHRAFFT & BERTHA E SCHRAFFT CHARITABLE TRUST"|"1691513"
"01-0512082"|"FISHER CHARITABLE FOUNDATION"|"1692074"
"04-3049521"|"MAYOR GAYDEN MORRILL CHARITABLE FOUNDATION"|"1692097"
"04-3073023"|"CUMMINGS FOUNDATION INC"|"1692099"
"04-3399319"|"EAST CAMBRIDGE SAVINGS CHARITABLE FOUNDATION, INC."|"1692104"
"04-6817924"|"THE CALLAGHAN FAMILY TRUST"|"1692129"
"04-6141579"|"GERTRUDE A POMEROY CHARITABLE TRUST"|"1702566"
"01-0687604"|"P J CALLAHAN FOUNDATION INC"|"1703452"
"01-0800004"|"PIERCE FAMILY FOUNDATION"|"1703454"
"02-0628229"|"BRANFMAN FAMILY FOUNDATION"|"1703461"
"02-0656117"|"THE EDWARD E. & MARIE L. MATTHEWS FOUNDATION"|"1703463"
"02-6037729"|"HENRY F HURLBURT III CHARITABLE TRUST BRAD GILE TRUSTEE"|"1703470"
"04-3259828"|"GEORGE S TROUPE FOUNDATION"|"1703488"
"04-3424620"|"THE BLAIS FOUNDATION"|"1703495"
"04-3540017"|"THE PARDUS FAMILY FOUNDATION"|"1703502"
"04-6032804"|"UBS FOUNDATION USA"|"1703513"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"1710824"
"04-3416880"|"THE COSETTE CHARITABLE FUND"|"1711433"
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"1711435"
"04-2944189"|"MCLANEHARPER CHARITABLE FOUNDATION"|"1713255"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"1713321"
"04-2104688"|"MANAGERS OF BOSTON PORT AND SEAMEN'S AID SOCIETY"|"1713348"
"04-3511089"|"THE SHILLMAN FOUNDATION"|"1713371"
"04-3747289"|"EQT FOUNDATION INC"|"1713382"
"04-6054689"|"BRITISH SOCIETY INC"|"1713391"
"04-6043096"|"MACPHERSON FUND INC"|"1724421"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"1728147"
"04-6529891"|"MAKEPEACE ISAB CHARITABLE TRUST 422129015"|"1728154"
"02-0762991"|"JAMES I PERKINS FAMILY FOUNDATION"|"1732743"
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"1732752"
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION"|"1732757"
"01-0620097"|"THE WARNER FOUNDATION"|"1735535"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|"1735542"
"04-6746134"|"THE LIVING WATERS TRUST"|"1735549"
"02-6101659"|"CAROLINE C. LEVINE CHARITABLE TRUST"|"1741849"
"01-0437556"|"LUNDER FOUNDATION"|"1747415"
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|"1747440"
"04-3494542"|"THE BATY FAMILY FOUNDATION TRUST"|"1747449"
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"1747465"
"04-6917944"|"BERTOLON FAMILY FOUNDATION"|"1747467"
"02-0590852"|"EDWARD GOREY CHARITABLE TRUST"|"1753874"
"04-6725453"|"GEORGE B FOSTER MEMORIAL TRUST"|"1753894"
"02-0481954"|"BNH CHARITABLE FOUNDATION"|"1758556"
"04-3133049"|"RICHARD K & NANCY L DONAHUE CHAR FDTN"|"1758561"
"04-3479749"|"THE MILFORD NATIONAL CHARITABLE FOUNDATION INC"|"1758565"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|"1758572"
"04-3374858"|"CAMMARATA FAMILY FOUNDATION UA 52997"|"1763161"
"02-0814904"|"THE KARIS FOUNDATION INC"|"1763486"
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|"1763518"
"04-2729951"|"THE HOLLIS FOUNDATION"|"1767380"
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|"1767387"
"04-2311010"|"THE FORBES KIRKSIDE FOUNDATION INC"|"1778826"
"04-6635207"|"KENNETH S. DONNELL TRUST"|"1778844"
"01-0498551"|"John T. Gorman Foundation"|"1813422"
"02-0514457"|"AMY E. TARRANT FOUNDATION INC."|"1813429"
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|"1813440"
"04-3322480"|"THE SANTAYANA FUND INC"|"1813447"
"04-6142794"|"RICHARD P. & CLAIRE W. MORSE FOUNDATION"|"1813463"
"04-6278857"|"RILEY MABEL LOUISE TR U/WILL"|"1813465"
"04-2763837"|"THE FLATLEY FOUNDATION"|"1592907"
"03-6004915"|"ELEANOR WHITE TR 430012013"|"1595228"
"04-6088114"|"JUSTIN & GENEVIEVE WYNER TRUST"|"1595296"
"04-3538497"|"THE DINTERSMITH-HAZARD FOUNDATION"|"1641957"
"04-3683205"|"THE JOHN WHITEHEAD FAMILY FOUNDATION INC"|"1662511"
"04-6147160"|"BERYL DAVID AND HARRY NGORIN FOUNDATION"|"1662530"
"04-2103780"|"FRANKLIN SQUARE HOUSE FOUNDATION INC"|"1662945"
"01-0752786"|"Zcahary and Linsey Gund Foundation"|"1665369"
"04-6027800"|"TAMARACK FOUNDATION"|"1665939"
"02-0678498"|"CARLTON HILL FAMILY FOUNDATION, INC"|"1668046"
"04-6878795"|"THE PHILLIP AND ELIZABETH GROSS FAMILY FOUNDATION"|"1675965"
"01-0567810"|"PATRICIA E PHELAN AND JOSEPH W PHELAN FAMILY FOUNDATION INC"|"1678438"
"01-0612073"|"THE KINGHEIL FAMILY FOUNDATION"|"1678440"
"02-0631312"|"HANLEY FOUNDATION"|"1678456"
"03-6016072"|"JOHN R WILSON SCHOLARSHIP TR 430004010"|"1678472"
"04-3256673"|"RUSSELL'S GARDEN CENTER CHARITABLE FOUNDATION INC"|"1678506"
"04-6113012"|"RIBLET FOUNDATION TRUST"|"1678539"
"04-2943910"|"Stamps Family Charitable Foundation Inc"|"1684621"
"04-3255974"|"SWARTZ FOUNDATION"|"1684675"
"04-6035572"|"HARRIET FAUNCE TRUST UWILL"|"1684688"
"04-6050716"|"ROBERT & MYRA KRAFT FAMILY FOUNDATION, INC."|"1689335"
"04-3066922"|"BRIGHAM HILL FOUNDATION"|"1698142"
"04-3257822"|"THE BOSTON CAPITAL FOUNDATION"|"1698143"
"04-3372484"|"ENABLE HOPE FOUNDATION"|"1698145"
"04-2944183"|"Lovett-Woodsum Foundation Inc"|"1708237"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"1708287"
