"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"INVEST_INC_TAX"|"TAX_DUE"
"01-0807686"|"MANA MORBURY FOUNDATION"|"1708281"|""|""
"01-0931287"|"THE PETE & RUTH LESLIE FOUNDATION"|"1708282"|"0.0000"|"0.0000"
"02-6007487"|"NEW LONDON SERVICE ORGANIZATION, INC."|"1708287"|"406.0000"|""
"02-6048930"|"TRUST UW OLEONDA JAMESON"|"1708288"|"3618.0000"|"1940.0000"
"03-0270131"|"WARNER HOME FOR LITTLE WANDERERS"|"1708290"|"432.0000"|"432.0000"
"03-0461030"|"HARRINGTON FAMILY FOUNDATION"|"1708292"|"606.0000"|""
"03-0577385"|"THE MCMASTER FAMILY FOUNDATION INC"|"1708293"|"294.0000"|"294.0000"
"04-2720087"|"GEORGE C WADLEIGH FOUNDATION INC"|"1708298"|"16501.0000"|""
"04-3119780"|"BYRON ROBINSON EDUCATIONAL FOUNDATION INC"|"1708300"|"80.0000"|"7594.0000"
"04-3283183"|"THE SCHEICK-VERROCHI FAMILY FOUNDATION INC"|"1708303"|"0.0000"|""
"04-3528932"|"THE LUCILLE FOUNDATION"|"1708310"|"507.0000"|""
"04-3541231"|"ROBERT W MURRAY CHARITABLE FOUNDATION"|"1708313"|"1723.0000"|"1558.0000"
"04-6044429"|"CHARLES ROBERT GENS FOUNDATION"|"1708319"|"121.0000"|"121.0000"
"04-6112131"|"THE BRAITMAYER FOUNDATION"|"1708320"|"5940.0000"|"4340.0000"
"04-6112483"|"THE BARUCH FUND"|"1708321"|"3403.0000"|""
"04-6169683"|"DIRLAM CHARITABLE TRUST"|"1708322"|"27.0000"|""
"04-6663582"|"THE LUDCKE FOUNDATION"|"1708325"|"42465.0000"|""
"04-6668886"|"METANOIA FUND 90151348"|"1708326"|"168.0000"|""
"04-6774586"|"THE PAUL C RICHARDS AND GLADYS W RICHARDS CHARITABLE FOUNDATION"|"1708328"|"2120.0000"|""
"04-6933631"|"THE SUZANNE A AND ANDREW S OFFIT CHARITABLE TRUST"|"1708332"|"8466.0000"|"6266.0000"
"04-6197960"|"WILLIAM H. HARRIS FOUNDATION"|"1710824"|"18066.0000"|""
"01-0636574"|"GEORGEJACK & JOAN SHUSTER FOUNDATION"|"1711416"|"920.0000"|"3.0000"
"03-0354374"|"HOEHL FAMILY FOUNDATION"|"1711423"|"44438.0000"|""
"04-3370164"|"THE SAVINGS BANK CHARITABLE FOUNDATION, INC"|"1711431"|"451.0000"|""
"04-3416880"|"THE COSETTE CHARITABLE FUND"|"1711433"|"17342.0000"|""
"04-3425079"|"HOWELL FAMILY CHARITABLE FOUNDATION"|"1711434"|"1071.0000"|""
"04-3467074"|"DE BEAUMONT FOUNDATION INC"|"1711435"|"52600.0000"|"0.0000"
"04-3744965"|"KRISHNAMURTHY TANDON FOUNDATION INC"|"1711438"|"90738.0000"|""
"04-6485766"|"ONE WORLD FUND"|"1711440"|"9821.0000"|"183.0000"
"04-6752868"|"THE ARGOSY FOUNDATION"|"1711441"|"8038.0000"|""
"04-2944189"|"MCLANEHARPER CHARITABLE FOUNDATION"|"1713255"|"56514.0000"|"14986.0000"
"01-0388680"|"MARGARET CHASE SMITH FOUNDATION"|"1713321"|"23295.0000"|"35100.0000"
"01-6085692"|"ROSE M CLARK TRUST"|"1713328"|"712.0000"|"352.0000"
"04-2104688"|"MANAGERS OF BOSTON PORT AND SEAMEN'S AID SOCIETY"|"1713348"|"24213.0000"|"21319.0000"
"04-2368188"|"THE GEORGE S BISSELL CHARITABLE FOUNDATION"|"1713351"|"2672.0000"|"769.0000"
"04-2752893"|"HYDE CHARITABLE FOUNDATION"|"1713356"|"2627.0000"|"5834.0000"
"04-3179137"|"DENNIS AND MARION MAVROGENIS TRUST FUND"|"1713361"|"1192.0000"|""
"04-3213793"|"JAMES G & CAROLYN BIRMINGHAM FOUNDATION"|"1713363"|"4.0000"|"4.0000"
"04-3369589"|"HARVEY D & CHRISTINA R HILL CHARITABLE TRUST"|"1713368"|"517.0000"|"212.0000"
"04-3409789"|"INAVALE FOUNDATION INC"|"1713369"|"9979.0000"|""
"04-3511089"|"THE SHILLMAN FOUNDATION"|"1713371"|"7451.0000"|"15000.0000"
"04-3526188"|"CURVEY FAMILY FOUNDATION"|"1713372"|"1224.0000"|""
"04-3593793"|"THE BORDUI FOUNDATION"|"1713376"|"219.0000"|"219.0000"
"04-3747289"|"EQT FOUNDATION INC"|"1713382"|"15809.0000"|""
"04-6036092"|"THEODORE EDSON PARKER FOUNDATION"|"1713384"|"17115.0000"|""
"04-6038185"|"MASSACHUSETTS LUBRARY AID ASSOCIATION"|"1713385"|"147.0000"|"147.0000"
"04-6043588"|"ABRAHAM SHAPIRO CHARITY FUND"|"1713388"|"5347.0000"|"5423.0000"
"04-6054237"|"SCOTS CHARITABLE SOCIETY BOSTON WOMANS AUXILIARY BOARD"|"1713390"|"252.0000"|"252.0000"
"04-6054689"|"BRITISH SOCIETY INC"|"1713391"|"209.0000"|""
"04-6057388"|"THE CRANE & CO FUND"|"1713392"|"0.0000"|"0.0000"
"05-0475089"|"MURRAY FAMILY FOUNDATION IMA"|"1713402"|"32470.0000"|""
"01-0570536"|"THE FRY FOUNDATION"|"1724404"|"2412.0000"|"0.0000"
"01-0647596"|"THE POMEROY FAMILY FOUNDATION"|"1724405"|"1156.0000"|"1165.0000"
"01-6019033"|"MAX KAGAN FAMILY FOUNDATION"|"1724407"|"2977.0000"|"977.0000"
"02-0774236"|"THE NORMAN A SCHOELL CHARITABLE FOUNDATION INC"|"1724408"|"320.0000"|""
"03-6070736"|"P MOYNEHAN MEM FD CHARITABLE TR 403051014"|"1724411"|"856.0000"|"696.0000"
"04-3036596"|"THE GOLDBERG FOUNDATION"|"1724414"|"0.0000"|"0.0000"
"04-3177633"|"THE FASSINO FOUNDATION INC"|"1724416"|"6722.0000"|"6122.0000"
"04-3477836"|"THE JOSEPH R LEVIS FOUNDATION INC"|"1724418"|"1216.0000"|""
"04-6043096"|"MACPHERSON FUND INC"|"1724421"|"0.0000"|""
"04-3522036"|"FROG POND FOUNDATION, INC."|"1726981"|"2.0000"|""
"01-0441043"|"COURT FOUNDATION INC"|"1728139"|"188.0000"|""
"02-0235690"|"COGSWELL BENEVOLENT TRUST"|"1728143"|"93057.0000"|""
"02-6004790"|"CLARA SALTUS TRUST UW 360145015"|"1728146"|"29106.0000"|"27098.0000"
"03-6064491"|"WILLIAM H JAMES AND GLENNA JAMES SCHOLARSHIP"|"1728147"|"171.0000"|"130.0000"
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1728149"|"223.0000"|"223.0000"
"04-6037391"|"WILLIAM CASPAR GRAUSTEIN MEMORIAL FUND"|"1728152"|"181182.0000"|""
"04-6529891"|"MAKEPEACE ISAB CHARITABLE TRUST 422129015"|"1728154"|"2308.0000"|""
"04-3493343"|"THE CHARLOTTE FOUNDATION, INC"|"1732724"|"2700.0000"|"866.0000"
"02-0605596"|"EBAY FOUNDATION"|"1732742"|"20191.0000"|""
"02-0762991"|"JAMES I PERKINS FAMILY FOUNDATION"|"1732743"|"376.0000"|""
"02-6070843"|"THE TRUST FAMILY FOUNDATION"|"1732745"|"48896.0000"|""
"04-2104243"|"FULLER TRUST INC"|"1732748"|"0.0000"|"2000.0000"
"04-2192696"|"NEW ENGLAND GRENFELL ASSOC 7522-07561003760"|"1732749"|"9863.0000"|"3093.0000"
"04-3189191"|"BOVERI-TRACKMAN FAMILY FOUNDATION INC"|"1732751"|"2582.0000"|""
"04-3244143"|"JOSEPH P DONAHUE CHARITABLE FOUNDATION"|"1732752"|"2121.0000"|"1081.0000"
"04-6013691"|"TRUSTEES OF DONATIONS FOR EDUCATION IN LIBERIA"|"1732754"|"6064.0000"|"1431.0000"
"04-6022091"|"CHARLES SANDERS TRUST UW"|"1732755"|"11426.0000"|""
"04-6037891"|"PAUL & EDITH BABSON FOUNDATION"|"1732757"|"19987.0000"|""
"01-0620097"|"THE WARNER FOUNDATION"|"1735535"|"12945.0000"|""
"02-0522534"|"ELIZABETH THAYER & E GEOFFREY VERNEY FOUNDATION"|"1735537"|"0.0000"|""
"02-0653934"|"FOSTER CHARITABLE FOUNDATION INC"|"1735538"|"2595.0000"|"2595.0000"
"04-3138834"|"THE BLESSING WAY FOUNDATION INC"|"1735542"|"231.0000"|""
"04-3175434"|"GRAND CIRCLE FOUNDATION, INC."|"1735543"|"149.0000"|""
"04-6078934"|"RICHARD SALTONSTALL CHARITABLE FOUNDATION"|"1735546"|"48824.0000"|""
"04-6746134"|"THE LIVING WATERS TRUST"|"1735549"|"11267.0000"|"8015.0000"
"01-0131950"|"PLANT MEMORIAL HOME"|"1741843"|"0.0000"|"0.0000"
"02-6005559"|"COIT HOUSE"|"1741847"|"2092.0000"|"1225.0000"
"02-6091650"|"ROBIN COLSON MEMORIAL FOUNDATION TR 404620015"|"1741848"|"536.0000"|"328.0000"
"02-6101659"|"CAROLINE C. LEVINE CHARITABLE TRUST"|"1741849"|"3745.0000"|""
"04-3542759"|"THE DOWNEY FAMILY CHARITABLE FOUNDATION"|"1741852"|"8060.0000"|"8120.0000"
"04-6013050"|"STEPHEN D AND SUSAN W PAINE FOUNDATION"|"1741853"|"303.0000"|""
"01-0437556"|"LUNDER FOUNDATION"|"1747415"|"552.0000"|"1040.0000"
"02-0502244"|"LAVOIE FOUNDATION"|"1747422"|"1805.0000"|""
"02-0524940"|"SKRUNGLOO FARM, INC."|"1747423"|"1121.0000"|""
"03-0184240"|"OM FISHER HOME INC"|"1747427"|""|""
"03-0355842"|"ANTONIO B AND RITA M PORNERLEAU FOUNDATION INC"|"1747429"|"2751.0000"|""
"03-0466957"|"BRINDLE FOUNDATION"|"1747430"|"61196.0000"|""
"03-0569199"|"NABORS CHARITABLE FOUNDATION"|"1747432"|""|""
"04-2651199"|"THE WILLIAM & LIA G. POORVU FAMILY FOUNDATION"|"1747435"|"56703.0000"|""
"04-3105942"|"CLEMENTI FAMILY CHARITABLE TRUST"|"1747440"|"2297.0000"|""
"04-3446341"|"THE CHARLES AND CERISE JACOBS CHARITABLE FOUNDATION"|"1747447"|"3539.0000"|""
"04-3494542"|"THE BATY FAMILY FOUNDATION TRUST"|"1747449"|"116.0000"|"116.0000"
"04-6007299"|"F.C. & C.W. NICHOLS CHARITY FD"|"1747454"|"2386.0000"|""
"04-6108344"|"EDWARD C. JOHNSON FUND"|"1747457"|"752366.0000"|""
"04-6155699"|"MIDDLECOTT FOUNDATION"|"1747459"|"18371.0000"|""
"04-6229044"|"OLIVER S & JENNIE R DONALDSON CHARIT"|"1747461"|"54726.0000"|"0.0000"
"04-6796657"|"CARLEE CHARITABLE TRUST 15010248 FREDERICK D BALLOU ET AL TRUSTEES"|"1747463"|"2252.0000"|"936.0000"
"04-6837456"|"THE BRESSLER FAMILY FOUNDATION"|"1747464"|"3233.0000"|""
"04-6856456"|"GRANTHAM FOUNDATION FOR THE PROTECTION OF THE ENVIRONMENT"|"1747465"|"7181.0000"|""
"04-6875099"|"THE ROBERT AND MICHELLE COOKE ATCHINSON FOUNDATION"|"1747466"|"16038.0000"|""
"04-6917944"|"BERTOLON FAMILY FOUNDATION"|"1747467"|"0.0000"|"0.0000"
"01-0702653"|"DAMICO FAMILY FOUNDATION"|"1753869"|"4653.0000"|"1662.0000"
"01-6182253"|"LOUIS PLANSEON FDN"|"1753871"|"3658.0000"|"1946.0000"
"02-0439653"|"DODGE SCHOLARSHIP FOR GIRLS"|"1753872"|"231.0000"|"231.0000"
"02-0590852"|"EDWARD GOREY CHARITABLE TRUST"|"1753874"|"694.0000"|""
"03-0576552"|"ARORA FOUNDATION INC"|"1753877"|"1828.0000"|"609.0000"
"04-3236053"|"THE MORNINGSTAR FAMILY FOUNDATION"|"1753878"|"3167.0000"|"47.0000"
"04-3328552"|"THE CHESWATYR FOUNDATION INC"|"1753879"|"44.0000"|"44.0000"
"04-3493753"|"WEBBER FAMILY FOUNDATION INC"|"1753882"|"479.0000"|""
"04-3556853"|"THE SCULLY FAMILY FOUNDATION INC"|"1753886"|"0.0000"|""
"04-6063152"|"ROGERS FAMILY FOUNDATION"|"1753889"|"8212.0000"|""
"04-6725453"|"GEORGE B FOSTER MEMORIAL TRUST"|"1753894"|"265.0000"|"265.0000"
"04-6758553"|"THE GROSSMAN FAMILY CHARITABLE FOUNDATION"|"1753895"|"8649.0000"|""
"01-6209149"|"KENNETH LINDSAY FOUNDATION"|"1758555"|"258.0000"|""
"02-0481954"|"BNH CHARITABLE FOUNDATION"|"1758556"|"1.0000"|""
"02-6124449"|"THE MAE CASALI BONVICINI CHARITABLE FOUNDATION"|"1758558"|"10547.0000"|""
"04-3133049"|"RICHARD K & NANCY L DONAHUE CHAR FDTN"|"1758561"|"4760.0000"|"4867.0000"
"04-3254349"|"FREELANDER FAMILY CHARITABLE TRUST"|"1758562"|"6220.0000"|"927.0000"
"04-3479749"|"THE MILFORD NATIONAL CHARITABLE FOUNDATION INC"|"1758565"|"0.0000"|"0.0000"
"04-3493854"|"PRIVITERA FAMILY CHARITABLE FDN"|"1758567"|"190.0000"|"0.0000"
"04-6000647"|"EDWIN S WEBSTER FOUNDATION"|"1758572"|"49937.0000"|""
"03-0280402"|"KEAL FOUNDATION"|"1759409"|"148.0000"|""
"04-3251802"|"THE ELSIE PROCTER VAN BUREN FOUNDATION"|"1759427"|"3356.0000"|""
"04-3374858"|"CAMMARATA FAMILY FOUNDATION UA 52997"|"1763161"|"2165.0000"|"0.0000"
"04-3382858"|"MARGARET S LINSDSAY FDN OF 1989"|"1763162"|"2314.0000"|""
"02-0814904"|"THE KARIS FOUNDATION INC"|"1763486"|"59.0000"|"59.0000"
"04-3365903"|"CALEB DEVELOPMENT CORPORATION"|"1763503"|"0.0000"|"0.0000"
"04-3647404"|"HASCOE CHARITABLE FOUNDATION"|"1763508"|"1038.0000"|""
"04-6029103"|"HENRY P KENDALL FOUNDATION"|"1763512"|"43706.0000"|""
"04-6142600"|"WYMAN-GORDON FOUNDATION"|"1763515"|"11611.0000"|""
"04-6911403"|"THE SDSC GLOBAL FOUNDATION"|"1763518"|"35538.0000"|"850.0000"
"02-0488551"|"ROBERT S BRISTOL CHARITABLE TRUST"|"1767379"|"8634.0000"|"6684.0000"
"04-2729951"|"THE HOLLIS FOUNDATION"|"1767380"|"108.0000"|"108.0000"
"04-3370051"|"STILL POINT FUND"|"1767381"|"1326.0000"|""
"04-3483851"|"The Thibault Foundation"|"1767382"|"3335.0000"|"879.0000"
"04-6137251"|"THE HANS & ELIZABETH WOLF FOUNDATION"|"1767385"|"4090.0000"|""
"04-6728351"|"THE VIRGINIA WELLINGTON CABOT FOUNDATION"|"1767387"|"29336.0000"|""
"04-6183548"|"LECLERC CHARITY FUND"|"1778555"|"5878.0000"|"207.0000"
"04-6743248"|"KEANE FAMILY FOUNDATION"|"1778556"|"14701.0000"|""
"01-0683207"|"THE DEWBERRY FOUNDATION, INC."|"1778818"|"1.0000"|"1.0000"
"01-0722408"|"THE WASSERMAN FOUNDATION"|"1778820"|"2281.0000"|"0.0000"
"02-0533614"|"THE DABERKO CHARITABLE FOUNDATION"|"1778821"|"1824.0000"|""
"02-0550210"|"THE JAY PRITZKER FOUNDATION"|"1778822"|"8733.0000"|""
"03-0364509"|"Richard E and Deborah L Tarrant Foundation Inc"|"1778823"|"12256.0000"|""
"03-0406308"|"KINNEY DRUGS FOUNDATION INC"|"1778824"|"707.0000"|""
"04-2311010"|"THE FORBES KIRKSIDE FOUNDATION INC"|"1778826"|"382.0000"|""
"04-2433914"|"THE CARETH FOUNDATION, INC."|"1778827"|"1741.0000"|"1741.0000"
"04-3032409"|"BUTLER CONSERVATION FUND INC"|"1778829"|"32020.0000"|""
"04-3402210"|"MASSACHUSETTS STATE AUTOMOBILE DEALERS CHARITABLE FOUNDATION"|"1778834"|"0.0000"|""
"04-6635207"|"KENNETH S. DONNELL TRUST"|"1778844"|"1325.0000"|"1325.0000"
"03-0375665"|"ARLENE AND DANIEL FISHER FOUNDATION"|"1785304"|"2224.0000"|""
"01-0421806"|"THE BILL AND JOAN ALFOND FOUNDATION"|"1785306"|"174394.0000"|""
"01-0530498"|"THE SHERMAN FAMILY FOUNDATION"|"1789044"|"1656.0000"|"936.0000"
"04-3048298"|"HIGHLAND STREET CONNECTION AND SUBSIDIARIES"|"1789047"|"151543.0000"|""
"04-3494798"|"THE WADE FAMILY FOUNDATION"|"1789049"|"33532.0000"|"30631.0000"
"04-2670567"|"ISLAND FOUNDATION INC"|"1789335"|"95219.0000"|"53859.0000"
"04-2776213"|"NEW ENGLAND BIOLABS FOUNDATION"|"1789336"|"7851.0000"|""
"04-2943405"|"LANDRY FAMILY CHARITABLE FOUNDATION"|"1789337"|"43224.0000"|""
"04-3071725"|"LEVINE FAMILY CHARITABLE TRUST"|"1789338"|"0.0000"|""
"04-3198227"|"WOODBURY FUND INC"|"1789339"|"1906.0000"|""
"04-3347626"|"The Schooner"|"1789340"|"43802.0000"|""
"04-3496505"|"THE DOLCE FAMILY FOUNDATION TRUST"|"1789341"|"3737.0000"|""
"04-6773605"|"ROGER MAND MICHELLE S MARINO CHAR FOUN"|"1789346"|"4090.0000"|""
"03-0395312"|"JULIE ANN WRIGLEY FOUNDATION INC"|"1796378"|"0.0000"|""
"04-3148824"|"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS FOUNDATION FOR EXPANDING HEALTHCARE ACCESS"|"1796380"|"72740.0000"|"23721.0000"
"04-3371812"|"THE CONWAY FAMILY FOUNDATION"|"1796381"|"0.0000"|""
"04-3730022"|"ANGELS WINGS FOUNDATION INTERNATIONAL INC"|"1796384"|"1766.0000"|""
"04-6560021"|"ROSALYN AND RICHARD SLIFKA CHARITABLE TRUST"|"1796386"|"2.0000"|""
"04-6856820"|"ABRAMS FOUNDATION INC"|"1796388"|"41429.0000"|""
"01-0557719"|"THE MACNEAL FOUNDATION"|"1800740"|"643.0000"|""
"01-0559558"|"HUMAN GROWTH FOUNDATION"|"1800741"|"66.0000"|"66.0000"
"01-0617948"|"S O CHARITABLE TRUST"|"1800743"|"14328.0000"|""
"01-0632648"|"FEATHER FOUNDATION, INC"|"1800744"|"2578.0000"|""
"01-0718240"|"THE FAIRHOLME FOUNDATION"|"1800745"|"144986.0000"|""
"01-0760063"|"JANICE A LARSEN FOUNDATION"|"1800746"|""|""
"02-0566229"|"EXPRESS SCRIPTS FOUNDATION"|"1800753"|"9420.0000"|""
"02-6170948"|"JERRY R JUNKINS FAMILY FOUNDATION"|"1800756"|"119.0000"|"91.0000"
"04-2241130"|"THE FULLER FOUNDATION, INC."|"1800761"|"6906.0000"|"2977.0000"
"04-2294937"|"NORFOLK CHARITABLE TRUST"|"1800762"|"11599.0000"|""
"04-3370016"|"THE HAYSEED HILL FOUNDATION"|"1800767"|"1835.0000"|""
"04-3485516"|"GERMESHAUSEN FOUNDATION, INC."|"1800769"|"34584.0000"|""
"04-3495449"|"EMILIE S WELLES FOUNDATION"|"1800770"|"4.0000"|"4.0000"
"04-3496159"|"LINDA P MARSH CHARITABLE FOUNDATION 15027659"|"1800771"|"228.0000"|""
"04-3512637"|"OUYANG YU FOUNDATION"|"1800772"|"866.0000"|"885.0000"
"04-3517737"|"COGHLIN SERVICES FUND"|"1800773"|"1431.0000"|""
"04-3584637"|"ELDERLY VI INC"|"1800775"|"0.0000"|"0.0000"
"04-3763019"|"GEORGE T LEWIS JR 2001 FOUNDATION"|"1800780"|"6296.0000"|""
"04-6661364"|"CAROL AND ALAN J. BERNON FAMILY CHARITABLE FOUNDATION"|"1800783"|"4485.0000"|""
"04-6772532"|"THE MCCANCE FOUNDATION"|"1800784"|"53186.0000"|""
"04-6773335"|"THEODORE H CUTLER FAMILY TRUST"|"1800785"|"3096.0000"|""
"04-6855961"|"BRAD & CORIMELTZER"|"1800786"|"704.0000"|"46.0000"
"04-6864032"|"THE PERLS FOUNDATION 90150376 KATHERINE PERLS ET AL TRUSTEES"|"1800787"|"5438.0000"|""
"04-6965548"|"HOWARD & ROBIN REISMAN CHARITABLE TRUST"|"1800789"|"11600.0000"|""
"01-0718949"|"CIVITELLA RANIERI FOUNDATION, INC."|"1803655"|"57600.0000"|"1558.0000"
"04-6036558"|"Amelia Peabody Foundation"|"1803660"|"106526.0000"|""
"02-0657534"|"ANDRE & KATHENNE MERAGE FOUNDATION OF NEVADA"|"1804342"|"47179.0000"|""
"02-0665786"|"ABRAHAM & RAIZEL EKSTEIN CHARITABLE"|"1804344"|""|""
"02-0691253"|"RUTH E PROUD CHARITABLE TRUST"|"1804346"|"1158.0000"|"1164.0000"
"02-0704231"|"LAURENCE LEVINE CHARITABLE FUND INC"|"1804347"|"0.0000"|"0.0000"
"02-6013556"|"CASEY FAMILY FOUNDATION"|"1804348"|"3793.0000"|""
"03-0539996"|"CEDAR CREEK INSTITUTE"|"1804352"|"1949.0000"|"1993.0000"
"04-2986731"|"SCHOLARSHIP FUND OF KAPPA SIGMA FRATERNITY INC"|"1804353"|"114.0000"|""
"04-3254361"|"THEODORE L CROSS FAMILY CHARITABLE FOUNDATION"|"1804354"|"12262.0000"|""
"04-3267731"|"H PATTERSON HALE CHARITABLE FOUNDAT"|"1804355"|"375.0000"|"375.0000"
"04-3340178"|"THE HARMAN CAIN FAMILY FOUNDATION"|"1804357"|"1729.0000"|"730.0000"
"04-3398587"|"PETER H KAMIN FAMILY FOUNDATION"|"1804360"|"8911.0000"|""
"04-3519886"|"COGHLIN FAMILY FOUNDATION"|"1804362"|"120.0000"|""
"04-3537378"|"TRESORELLE FOUNDATION"|"1804364"|"2288.0000"|""
"04-3683486"|"BRADLEY D AND DEBORAH R HOWARD FAMILY FOUNDATION"|"1804366"|"263.0000"|""
"04-3757853"|"LINDA PACE FOUNDATION"|"1804369"|"44161.0000"|""
"04-6042274"|"MARY A KELLY SCHOLARSHIP FUND"|"1804372"|"363.0000"|"363.0000"
"04-6059253"|"PECHET FOUNDATION (F/K/A MAURICE PECHET FOUNDATION)"|"1804373"|"2815.0000"|""
"04-6128361"|"THE ROUSSEVITZKY MUSIC FOUNDATION, INC"|"1804375"|"1936.0000"|"0.0000"
"04-6707664"|"WINDHORSE FOUNDATION"|"1804376"|"5520.0000"|""
"01-0681963"|"DAVID AND VERA ROSENBERG FOUNDATION"|"1806601"|""|""
"01-6220476"|"ANNE AND PAUL MARCUS FAMILY FOUNDATION"|"1806602"|"2927.0000"|""
"04-2104686"|"MALDEN INDUSTRIAL AID SOCIETY"|"1806608"|"1162.0000"|""
"04-2105896"|"STONE INSTITUTE AND NEWTON HOME FOR AGED PEOPLE"|"1806609"|"0.0000"|"0.0000"
"04-3021374"|"THE SAMUEL HUNTINGTON FUND, INC."|"1806611"|"79.0000"|"79.0000"
"04-3254488"|"THE RIVER FOUNDATION"|"1806612"|"1785.0000"|""
"04-3339572"|"THE MORNINGSIDE FOUNDATION"|"1806613"|"6914.0000"|"3837.0000"
"04-3534471"|"Irene Stiver Scholarship Fund"|"1806615"|"22.0000"|"22.0000"
"04-3541874"|"THE SISTER AND JOHNNY FOUNDATION"|"1806616"|"1016.0000"|""
"04-3558072"|"MKC GORMLEY FAMILY FOUNDATION INC"|"1806617"|"794.0000"|""
"04-6125088"|"F. A. & J. H. HARRINGTON FOUNDATION"|"1806624"|"9378.0000"|"1247.0000"
"04-6556188"|"C F ADAMS CHARITABLE TRUST"|"1806625"|"11998.0000"|""
"01-0211545"|"PORTLAND SEAMENS FRIEND SOCIETY"|"1808575"|"141.0000"|"141.0000"
"01-0555028"|"THE CHRIS AND MELODY MALACHOWSKY FAMILY FOUNDATION"|"1808576"|"8423.0000"|"0.0000"
"01-0561381"|"THE LYNCH FAMILY CHARITABLE FOUNDATION GOVERNOR JOHN H. LYNCH"|"1808577"|"3145.0000"|""
"01-0566881"|"WENDY & DEREK PEW FOUNDATION INC"|"1808578"|"74.0000"|""
"01-0760054"|"RICHARD W HOTES FOUNDATION"|"1808580"|"34.0000"|""
"02-0467589"|"THE MARSHALL FUND 4738517"|"1808581"|"3167.0000"|""
"02-0683054"|"THE ISLAM FAMILY FOUNDATION"|"1808582"|"2515.0000"|"678.0000"
"02-0788451"|"THE MCKELVEY ENTREPRENEURIAL FOUNDATION"|"1808583"|"29.0000"|""
"03-6073689"|"THE ENTERLINE FOUNDATION"|"1808586"|"962.0000"|""
"04-3241999"|"THE JOHN & KATHERINE MORRIS FOUNDATION"|"1808589"|"5847.0000"|""
"04-3282073"|"IRWIN CHAFETZ FAMILY CHARITABLE TRUST"|"1808590"|"1882.0000"|""
"04-3304952"|"Michael R Lissack Foundation"|"1808591"|"1725.0000"|"1751.0000"
"04-3334973"|"RUDERMAN FAMILY FOUNDATION"|"1808592"|"220452.0000"|""
"04-3366745"|"THE COMPASS FUND 4737682"|"1808593"|"4612.0000"|"1931.0000"
"04-3401318"|"KENNEDY FAMILY FOUNDATION"|"1808595"|"136.0000"|"75.0000"
"04-3474541"|"THE JOAN & LEO MAHONEY FAMILY FOUNDATION"|"1808596"|"2697.0000"|"2697.0000"
"04-3571773"|"GRACE AND BILL PEABODY FOUNDATION INC"|"1808598"|""|""
"04-3580383"|"The Linda Wisnewski and Willian Collatos Family Foundation"|"1808599"|"2176.0000"|"2218.0000"
"04-3732752"|"THE GILBERT FAMILY FOUNDATION"|"1808601"|"0.0000"|""
"04-3785583"|"ROBERT J FRISBY FOUNDATION"|"1808602"|"488.0000"|""
"04-6082918"|"AIMEE M. L. BECKER TRUST"|"1809602"|"5250.0000"|""
"04-2103743"|"THE JOHN BERTRAM HOUSE INC"|"1811585"|"4451.0000"|""
"04-2105743"|"TAUNTON FEMALE CHARITABLE ASSOCIATION"|"1811586"|""|""
"04-2741943"|"S SYDNEY DeYOUNG FOUNDATION"|"1811587"|"211.0000"|""
"04-3452643"|"GORONGOSA RESTORATION PROJECT INC"|"1811592"|"182.0000"|"182.0000"
"04-3632641"|"THE CHILDREN'S INVESTMENT FUND FOUNDATION"|"1811594"|"17692.0000"|""
"01-0498551"|"John T. Gorman Foundation"|"1813422"|"137503.0000"|""
"01-0553351"|"DANCING TIDES FOUNDATION INC"|"1813423"|"24658.0000"|""
"01-0675481"|"CM CHEN FOUNDATION, INC."|"1813424"|"3554.0000"|"0.0000"
"02-0491795"|"THE OXFORD LEAGUE INC"|"1813427"|"2053.0000"|""
"02-0514457"|"AMY E. TARRANT FOUNDATION INC."|"1813429"|"9430.0000"|""
"02-0613293"|"NER TZION FOUNDATION"|"1813430"|"13762.0000"|""
"02-0729969"|"LAFAYETTE RIVER FOUNDATION"|"1813432"|"9753.0000"|""
"02-6005793"|"TRUST ESTATE UW MARION C SMYTH"|"1813434"|"4627.0000"|""
"03-0523195"|"CONWAY FARMS GOLF CLUB FOUNDATION"|"1813439"|"0.0000"|""
"03-0533192"|"LIFE TIME FITNESS FOUNDATION"|"1813440"|"5.0000"|"5.0000"
"04-2111393"|"ELLA LYMAN CABOT TRUST INC"|"1813441"|"1455.0000"|""
"04-3105768"|"THE KLARMAN FAMILY FOUNDATION"|"1813443"|"176109.0000"|""
"04-3322480"|"THE SANTAYANA FUND INC"|"1813447"|"1482.0000"|""
"04-3493352"|"CLOUD MOUNTAIN FOUNDATION"|"1813455"|"128159.0000"|"117257.0000"
"04-3547684"|"WINTERLINE FOUNDATION GLENN CONRAD, EXECUTIVE DIRECTOR"|"1813457"|"143.0000"|"143.0000"
"04-3700494"|"THE DANKIS CHRISTIAN FOUNDATION, INC."|"1813458"|"2470.0000"|"1283.0000"
"04-6040591"|"REED & BARTON FOUNDATION INC"|"1813461"|"711.0000"|"304.0000"
"04-6051095"|"HENDERSON FOUNDATION"|"1813462"|"34755.0000"|"23826.0000"
