"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FORM_1096"|"W_2G"|"ALL_YEAR_EMPLOYEES"|"UNRELATED_BUSINESS_CBX"|"FORM_990_T_CBX"|"FOREIGN_ACCOUNT_CBX"|"NAME_COUNTRY"|"TAX_SHELTER_CBX"|"SOLICIT_GIFTS_CBX"|"TAX_DEDUCT_CBX"|"FUNDS_PBC_CBX"|"PREMIUMS_PBC_CBX"|"EXCESS_BUSINESS_HOLDINGS_CBX"|"TAXABLE_DIST_4966_CBX"|"DONOR_DIST_CBX"|"SCH_O_V_CBX"|"MULTISTATE_PLANS_CBX"|"RESERVES_REQUIRED_AMT"|"RESERVES_ONHAND_AMT"|"INDOOR_TANNING_CBX"|"FORM_720_CBX"
"01-0310087"|"Hancock County Planning Commission"|"1108443"|"3"|"0"|"3"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0483192"|"FAMILIES AND CHILDREN TOGETHER"|"1108445"|"14"|"0"|"41"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0373396"|"The Park Danforth"|"1109790"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0831698"|"JEWISH COMMUNITY FOUNDATION"|"1109795"|"0"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0061300"|"Fraternal Order of Eagles #1457"|"1111234"|"0"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0222130"|"FAIRVIEW HOSPITAL, INC"|"1111238"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|""|""|""|""|""|""|"N"|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION INC"|"1111247"|"53"|"0"|"224"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0211532"|"KENTS HILL SCHOOL"|"1113283"|"12"|"0"|"140"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0212438"|"Maine Central Institute"|"1113285"|"41"|"0"|"165"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0405274"|"Home Counselors Inc"|"1114634"|"23"|"0"|"58"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0492479"|"MAINE CHILDREN'S TRUST INC"|"1114635"|"4"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0198980"|"Northeast Harbor Fleet"|"1115654"|"5"|"0"|"20"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0211481"|"BANGOR CHILDREN'S HOME"|"1115655"|"5"|"0"|"23"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0288363"|"CRISIS AND COUNSELING CENTERS INC"|"1116225"|"23"|"0"|"200"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"1117671"|"8"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-5145247"|"AMERICAN VETERANS POST 153"|"1117674"|"4"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6012936"|"MERRILL MEMORIAL LIBRARY"|"1119465"|"2"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0443470"|"Attendant Services Maine, Inc."|"1122838"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0366057"|"Maine Rural Water Association"|"1125650"|"11"|"0"|"25"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0520813"|"PENINSULA MONTESSORI, INC."|"1125651"|"0"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"1127015"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0686429"|"CLUB HORIZON, INC."|"1127016"|"2"|"0"|"16"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0233275"|"MACCRILLIS-ROUSSEAU POST NO. 8835 VETERANS OF FOREIGN WARS"|"1128318"|"0"|"0"|"20"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"1128326"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0720520"|"FRANKLIN HIGH SCHOOL BOOSTER CLUB"|"1128335"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6010995"|"Wayne Library Association"|"1128340"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|""|""|""|""|""|"N"|""
"02-0103705"|"AMERICAN LEGION HENRY J SWEENEY POST#1"|"1133558"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0086202"|"THE HARBOR CLUB, INC."|"1133607"|"0"|"0"|"24"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0729385"|"Chesapeake Rivers Association, Inc"|"1134411"|"0"|"0"|""|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""
"01-0274746"|"CENTRAL MAINE BIBLE CONFERENCE"|"1134736"|"0"|"94"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0550350"|"Regents Academy of Nacogdoches"|"1134738"|"0"|"0"|"25"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0842289"|"United Associations of Healther Ridge, Inc."|"1134747"|""|""|""|"N"|""|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0582371"|"SUNSHINE SOCIAL SERVICES, INC"|"1136853"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0621026"|"INSTITUTO MAZATLAN BELLAS ARTES DE SACRAMENTO"|"1136855"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0709830"|"EDUCATIONAL RESEARCH GROUP"|"1136860"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0367791"|"UNITED PEJEPSCOT HOUSING. INC"|"1139799"|"5"|"5"|""|"N"|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0377632"|"Maine Hamess Horsemen.s Association"|"1139800"|"2"|"0"|"2"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0774338"|"North Ridgeville Amateur Soccer League"|"1139812"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0784332"|"SECKMAN ICE HOCKEY CLUB"|"1139814"|"0"|"0"|""|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|""|""|"N"|""
"01-0837280"|"Galveston Houston Knights of Columbus Charities, Inc."|"1143213"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"02-0225721"|"AMERICAN LEGION RICCIARDI-HARTSHORN POST 23"|"1143357"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0731740"|"Irene's Christian Academy, Inc"|"1143564"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0206454"|"LEDGELAWN CEMETERY INC"|"1145255"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0215913"|"BUCK MEMORIAL LIBRARY"|"1145256"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0356733"|"Yarmouth Chamber of Commerce"|"1145263"|"5"|"1"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0357895"|"FIFTH MAINE REGIMENT MUSEUM"|"1145264"|"57513"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0369904"|"CASA INC"|"1145265"|"15"|"0"|"299"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0379686"|"Ronald McDonald House of Bangor, Inc."|"1145267"|"0"|"0"|"8"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0383489"|"PINE TREE QUILTERS GUILD, INC."|"1145268"|"8"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0463933"|"The Presciue Isle Historical Society"|"1145273"|"1"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1123477"|"0"|"0"|"66"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0749726"|"LIVER INSTITUTE AND FOUNDATION FOR"|"1087247"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0676306"|"CAMBRIDGE HEALTH ALLIANCE FOUNDATION, INC. F/K/A ALLIANCE FOUNDATION FOR COMMUNITY HEALTH, INC."|"1124779"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0032215"|"BOOTHBAY HARBOR YACHT CLUB"|"1124778"|"5"|"0"|"40"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0214073"|"AMERICAN LEGION ROBERT G. DURGIN POST #6"|"1106145"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0339851"|"REGIONAL TRANSPORTATION PROGRAM"|"1121909"|"10"|"0"|"76"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0473057"|"CROSSROADS FOR WOMEN INC"|"1099312"|"21"|"0"|"99"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0631361"|"Washington International School"|"1145295"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|""|""|""|""|""|"Y"|""|""|""|"N"|"N"
"01-0638984"|"WEALTH WATCHERS, INC."|"1145296"|"32"|""|"27"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0704651"|"FRENCH BULLDOG RESCUE NETWORK A NONPROFIT CORP"|"1145302"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0722133"|"Olmsted Community Center"|"1145305"|"5"|"0"|"31"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|"N"
"01-0723520"|"Edward M Armfield Sr Cvic & Recreation Center"|"1145306"|""|""|""|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0728162"|"Coalition of Community Development Financial Institutions, Inc"|"1145308"|"0"|"0"|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0777386"|"ROCHESTER NY CHAPTER NECA, INC."|"1145315"|"2"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0791367"|"Minnesota Fathers & Families Network"|"1145316"|"7"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0821110"|"Children of Abraham, Inc."|"1145319"|""|""|""|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|""|""|"N"|"N"
"02-0119965"|"CLUB MONT ROYAL"|"1145335"|"0"|"0"|"7"|"Y"|"Y"|"N"|""|"N"|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6009643"|"Academy Trust of Frveburg"|"1154820"|""|""|""|"N"|""|"N"|""|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-6015947"|"Camden Public Library Maintenance Fund"|"1154941"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0242328"|"Bucks Harbor Yacht Club"|"1155505"|"4"|"0"|"11"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0329792"|"DELTA AMBULANCE"|"1155507"|"2"|"0"|"131"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0438881"|"SHADY NOOK IMPROVEMENT ASSOCIATION, INC."|"1155511"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0545442"|"Friends of the Cobbossee Watershed"|"1155517"|"6"|"0"|"40"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0562546"|"Shermans Dale Community Fire Co."|"1155519"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0562775"|"NJ EMERGENCY PREPAREDNESS ASSN"|"1155520"|"2"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"1155531"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0871002"|"Wyoming County Business Center, Inc."|"1155535"|"0"|"0"|"2"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-6018568"|"The American Legion"|"1155541"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-6072252"|"TRUSTEES OF LOT OWNERS OF RIVERSIDE CEMETERY UNITRUST"|"1155543"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"02-0105200"|"ACA ASSURANCE"|"1155544"|"5"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0509118"|"Maine International Trade Center"|"1161559"|"2"|"0"|"23"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"1161756"|"0"|"6"|"6"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0327007"|"BETHEL HISTORICAL SOCIETY"|"1161764"|"1"|"0"|"3"|"N"|""|"N"|""|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|""|""|""|""|"N"|""
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"1161765"|"12"|"0"|"5"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0567853"|"EBENEZER FOUNDATION INC"|"1161772"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0646506"|"Angels of Grace, Inc"|"1161782"|"19"|""|"10"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0709509"|"SINGLES PLEASING THE LORD INC"|"1161785"|"6"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"02-0199215"|"UKRAINIAN- AMERICAN CITIZENS CLUB"|"1161805"|"0"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0501998"|"GREATER HOULTON CHRISTIAN ACA"|"1169633"|"3"|"0"|"44"|"N"|""|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|""|""|""|""|""
"01-0131390"|"OAKDALE COUNTRY CLUB"|"1170879"|"0"|"0"|"11"|"N"|""|"N"|""|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0132580"|"OQUOSSOC ANGLING ASSOCIATION"|"1170880"|"3"|"0"|"7"|"Y"|"Y"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0211791"|"Seventy-Five State Street"|"1170882"|"0"|"0"|"163"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0269721"|"HARRASEEKET YACHT CLUB"|"1170886"|"0"|"0"|"9"|"N"|""|"N"|""|"N"|"Y"|"N"|""|""|""|""|""|""|""|""|""|"N"|""
"01-0271579"|"SOUTHWEST HARBOR-TREMONT NURSING SERVICE INC"|"1170887"|"1"|"0"|"19"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0453264"|"Maine Tree Foundation"|"1170891"|"3"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"1170892"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0484018"|"VAALAND CLUB"|"1170894"|"0"|"0"|"0"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0532230"|"Schoodic Arts For All"|"1170903"|"12"|"0"|"8"|"N"|""|"N"|""|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0543385"|"Mt Blue Community Access TV Inc"|"1170904"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0621770"|"HANDS OF HOPE MINISTRIES INC"|"1170912"|"81352"|"0"|"12"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-6012034"|"MAINE DENTAL ASSOC RELIEF FUND"|"1178876"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"00-0889899"|"Academic & Behavioral Clinic, Inc"|"1179375"|"26"|""|""|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"Y"|""|""|""|"N"|""
"01-0782573"|"Advisors Charitable Gift Fund"|"1179759"|""|""|""|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0227184"|"Androscoggin Home Health Services Inc"|"1181828"|"119"|"0"|"473"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0264870"|"CHRISTMAS COVE IMPROVEMENT ASSOCIATION"|"1181830"|"2"|"0"|"29"|"Y"|""|"N"|""|"N"|"N"|""|""|""|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"1181838"|"4"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0552288"|"THE FG FOUNDATION"|"1181840"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"02-0222247"|"KEENE YOUNG MEN'S CHRISTIAN ASSOCIATION"|"1181847"|"4"|"0"|"204"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0211497"|"PRESIDENT ex TRUSTEES OF COLBY COUEGE"|"1186768"|"3026"|"1"|"2686"|"Y"|"Y"|"Y"|"SP FR UK"|"N"|"N"|""|"Y"|"Y"|""|""|""|""|""|""|""|"N"|""
"01-0857998"|"Communities In Schools of Southeast"|"1187734"|"0"|"0"|"7"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0376510"|"Maine Mental Health Connections Inc"|"1188072"|"1"|"0"|"21"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0880911"|"ROSS INSTITUTE"|"1188081"|"172"|"0"|"501"|"Y"|"Y"|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0442447"|"STATE RISK & INSURANCE MANAGEMENT ASSOCIATION"|"1189912"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0599147"|"DIGITAL MEDIA EDUCATION COMMUNITY MENTORING PROGRAM INC"|"1189914"|"0"|"0"|"0"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|"N"
"01-0215227"|"RUMFORD HOSPITAL"|"1192042"|"44"|"0"|"346"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0279306"|"MAINE STATE BAR ASSOCIATION"|"1192044"|"22"|"0"|"12"|"Y"|"Y"|"N"|""|"N"|"Y"|"Y"|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0285528"|"ABRAHAM S & FANNY B LEVEY HEBREW DAY SCHOOL"|"1192045"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0572406"|"RADCLIFT INC"|"1192054"|"3"|"0"|"23"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0781831"|"THE DOUGLAS CENTER"|"1192056"|"41"|"0"|"33"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0863627"|"CHICAGO VIRTUAL CHARTER SCHOOL"|"1192059"|"13"|"0"|"37"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"1192061"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0317540"|"Swans Island Educational Society"|"1194174"|"0"|"0"|"6"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"1194176"|"6"|"0"|"4"|"Y"|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|"Y"|""|""|""|"N"|""
"01-0364856"|"SHRINERS INTERNATIONAL"|"1194178"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"1194181"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"1194185"|"0"|"0"|"29"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0527664"|"HOWELL HOUSE"|"1194188"|"0"|"0"|"4"|"N"|"N"|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|"N"|""|""|"N"|""
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"1194190"|"22"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0637920"|"THE MEDICAL STAFF OF PARKVIEW COMMUNITY HOSPITAL"|"1194195"|"13"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"1194197"|"0"|"0"|"1"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
"01-0705972"|"HONEOYE FISH & GAME CLUB INC"|"1194200"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0712520"|"SOUTH CAROLINA EQUALITY COALITION"|"1194203"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"1194207"|"0"|"0"|"0"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|""|""|""|""|""|""|""|"N"|""
"01-0857925"|"Sauqus Plaza Funding Company"|"1194210"|""|""|""|"N"|""|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|""|"N"|""|""|"N"|""
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"1194215"|"0"|"0"|"0"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0920313"|"IMPACT PERSONAL SAFETY, INC."|"1194216"|"13"|"0"|"3"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|""|""|""|""|""|""|""|"N"|""
"01-0931463"|"Protecting Our Children Outreach"|"1194218"|"46"|"0"|"4"|"N"|""|"N"|""|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"N"|""
