"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FED_CAMPAIGNS"|"MEMBERSHIP_DUES"|"FUNDRAISING"|"RELATED_ORGS"|"GOV_GRANTS"|"CONTRIB_OTHER"|"CONTRIB_NONCASH"|"CONTRIB_ALL"|"SERVICE_REVENUE"|"INCOME_INVESTMENT"|"INCOME_BONDS"|"ROYALTIES"|"RENTS_REAL"|"RENTS_PERSONAL"|"RENT_EXP_REAL"|"RENT_EXP_PERSONAL"|"RENT_INCOME_REAL"|"RENT_INCOME_PERSONAL"|"NET_RENTAL"|"GROSS_SECURITIES"|"GROSS_OTHER"|"COST_SECURITIES"|"COST_OTHER"|"GAIN_SECURITIES"|"GAIN_OTHER"|"NET_SALES"|"CONTRIBUTIONS"|"GROSS_SPECIAL"|"DIRECT_EXPENSES"|"NET_SPECIAL"|"GAMING_INCOME"|"GAMING_EXPENSES"|"GAMING_NET"|"GROSS_SALES"|"COST_GOODS"|"GROSS_PROFIT"|"REVENUE_OTHER"|"REVENUE_TOTAL"|"SERVICE_DESC_A"|"SERVICE_CODE_A"|"SERVICE_AMT_A"|"SERVICE_DESC_B"|"SERVICE_CODE_B"|"SERVICE_AMT_B"|"SERVICE_DESC_C"|"SERVICE_CODE_C"|"SERVICE_AMT_C"|"SERVICE_DESC_D"|"SERVICE_CODE_D"|"SERVICE_AMT_D"|"SERVICE_DESC_E"|"SERVICE_CODE_E"|"SERVICE_AMT_E"|"SERVICE_DESC_F"|"SERVICE_CODE_F"|"SERVICE_AMT_F"
"01-0286071"|"KAPPA DELTA PHI INC"|"1444588"|""|"68709.0000"|""|""|""|""|""|"68709.0000"|"0.0000"|"86.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"1512.0000"|""|"1581.0000"|""|"-69.0000"|""|"-69.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"68726.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0351782"|"Disability Rights Center"|"1444590"|""|"505.0000"|"15874.0000"|""|"1802648.0000"|"95867.0000"|""|"1914894.0000"|"85756.0000"|"749.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|"15874.0000"|"8486.0000"|"8486.0000"|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"10234.0000"|"2011633.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0356261"|"AMERICAN VETERANS OF WWII"|"1444591"|""|"2350.0000"|""|""|""|"1492.0000"|""|"3842.0000"|"0.0000"|"26.0000"|"0.0000"|"0.0000"|"8040.0000"|""|""|""|"8040.0000"|""|"8040.0000"|""|""|""|""|""|""|"0.0000"|""|"860.0000"|"240.0000"|"620.0000"|"650000.0000"|"538402.0000"|"111598.0000"|"113651.0000"|"49736.0000"|"63915.0000"|"0.0000"|"188041.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0368684"|"MAINE AFL-CIO ELDERLY HOUSING INC OPERATIONS AS CHATEAU CUSHNOC"|"1444592"|""|""|""|""|""|""|""|""|"893507.0000"|"1588.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12597.0000"|"907692.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0471985"|"Broadreach Family & Community Services Inc"|"1444598"|""|""|""|""|"149482.0000"|"92983.0000"|"14295.0000"|"242465.0000"|"3060117.0000"|"154.0000"|"0.0000"|"0.0000"|"1350.0000"|""|""|""|"1350.0000"|""|"1350.0000"|""|""|""|"35755.0000"|""|"-35755.0000"|"-35755.0000"|""|"11556.0000"|"7296.0000"|"4260.0000"|""|""|"0.0000"|""|""|"0.0000"|"64957.0000"|"3337548.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0473057"|"Crossroads for Women Inc"|"1444599"|""|""|""|""|"1264712.0000"|"70023.0000"|""|"1334735.0000"|"2054235.0000"|"85.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3389055.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0540292"|"Konbit Sante Cap Haitien Health Partners"|"1444602"|""|""|""|""|"102736.0000"|"1112804.0000"|"568570.0000"|"1215540.0000"|"0.0000"|"381.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"68163.0000"|"1284084.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0541892"|"WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY"|"1444603"|""|""|""|""|"70200.0000"|"5500.0000"|""|"75700.0000"|"1559045.0000"|"75.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"7522.0000"|"1642342.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING INC"|"1444604"|""|""|""|""|""|""|""|"0.0000"|"264080.0000"|"335.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|"6333.0000"|"3602.0000"|"2731.0000"|""|""|"0.0000"|""|""|"0.0000"|"2300.0000"|"269446.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0688897"|"OHIO NETWORK OF CHILDREN'S ADVOCACY CENTERS"|"1444606"|""|""|""|""|""|"230439.0000"|""|"230439.0000"|"15199.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"245638.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0733180"|"THE GLADES INITIATIVE, INC."|"1444607"|""|"750.0000"|""|""|""|"608116.0000"|""|"608866.0000"|""|"1796.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"610662.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0243160"|"GIRL SCOUTS OF THE GREEN AND WHITE MOUNTAINS"|"1444621"|"8088.0000"|""|"31795.0000"|""|""|"563472.0000"|""|"603355.0000"|"844194.0000"|"116774.0000"|""|""|"14400.0000"|""|"0.0000"|""|"14400.0000"|""|"14400.0000"|"1619640.0000"|"429500.0000"|"1565050.0000"|"89429.0000"|"54590.0000"|"340071.0000"|"394661.0000"|"31795.0000"|"7725.0000"|"5874.0000"|"1851.0000"|""|""|""|"6452301.0000"|"2945208.0000"|"3507093.0000"|"44460.0000"|"5526788.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0243254"|"Morrison Center"|"1452654"|"73703.0000"|""|""|""|""|"114577.0000"|""|"188280.0000"|"3193421.0000"|"20297.0000"|"0.0000"|"0.0000"|"3380.0000"|""|""|""|"3380.0000"|""|"3380.0000"|"348161.0000"|""|"338183.0000"|""|"9978.0000"|""|"9978.0000"|""|"26432.0000"|"9691.0000"|"16741.0000"|""|""|"0.0000"|"29078.0000"|""|"29078.0000"|"0.0000"|"3461175.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0409991"|"FAMILY FOCUS"|"1452656"|"72229.0000"|""|""|""|"20625.0000"|"57587.0000"|""|"150441.0000"|"1394100.0000"|"31.0000"|""|""|"102915.0000"|""|"0.0000"|""|"102915.0000"|""|"102915.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1647487.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0467073"|"St Croix Regional Family Health Center"|"1452657"|""|""|""|""|""|""|""|""|"944408.0000"|"205.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"3299.0000"|"947912.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NNE"|"1452658"|""|"189085.0000"|""|""|""|""|""|"189085.0000"|"315798.0000"|"825.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"505708.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0499934"|"ALLIES INC"|"1452659"|""|""|""|""|"1596462.0000"|""|""|"1596462.0000"|""|"5043.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1601505.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"1452661"|""|"4801.0000"|""|""|""|"9036.0000"|""|"13837.0000"|"81278.0000"|"31.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"382451.0000"|"303528.0000"|"78923.0000"|""|""|""|""|""|""|""|"174069.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"1452662"|""|""|"12748.0000"|""|"2930818.0000"|"545.0000"|""|"2944111.0000"|"71664.0000"|"421.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12748.0000"|"8495.0000"|"10811.0000"|"-2316.0000"|""|""|""|""|""|""|"2362.0000"|"3016242.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0701608"|"PARTNERSHIP ACADEMY INC"|"1452663"|""|""|""|""|"3836757.0000"|"45000.0000"|""|"3881757.0000"|"1327.0000"|"23.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"26267.0000"|"3909374.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0221132"|"D A HURD PUBLIC LIBRARY ASSOCIATION"|"1452653"|""|"321.0000"|""|""|"188921.0000"|"52843.0000"|""|"242085.0000"|"14233.0000"|"3597.0000"|""|""|""|""|""|""|""|""|""|"352068.0000"|""|"299977.0000"|""|"52091.0000"|""|"52091.0000"|""|""|""|""|""|""|""|""|""|""|""|"312006.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0537084"|"Westem Mountains Charitable Foundation"|"1454233"|"0.0000"|"74352.0000"|"0.0000"|"0.0000"|"251421.0000"|"717270.0000"|"0.0000"|"1043043.0000"|"372711.0000"|"661.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"17345.0000"|"1433760.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0220724"|"BOOTHBAY HARBOR REGION CHAMBER OF COMMERCE"|"1449681"|""|""|""|""|""|""|""|""|"376742.0000"|"181.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"376923.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"1454550"|"4776.0000"|"0.0000"|"6785.0000"|"0.0000"|"1962882.0000"|"165660.0000"|"0.0000"|"2140103.0000"|"32216939.0000"|"53561.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|""|"589186.0000"|"15710.0000"|"522522.0000"|"0.0000"|"66664.0000"|"15710.0000"|"82374.0000"|"6785.0000"|""|""|""|""|""|""|""|""|""|"452039.0000"|"34945016.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211542"|"Catherine Morrill Day Nursery"|"1454552"|"68377.0000"|""|""|""|"278202.0000"|"9701.0000"|""|"356280.0000"|"821649.0000"|"24166.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"730996.0000"|""|"628501.0000"|""|"102495.0000"|""|"102495.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"1088.0000"|"1305678.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"1454553"|"419287.0000"|""|""|""|"113548.0000"|"915110.0000"|"26605.0000"|"1447945.0000"|"32579.0000"|"214831.0000"|""|""|"14465.0000"|""|"0.0000"|""|"14465.0000"|""|"14465.0000"|"3925893.0000"|""|"3568973.0000"|""|"356920.0000"|""|"356920.0000"|""|"254607.0000"|"66699.0000"|"187908.0000"|""|""|""|""|""|""|""|"2254648.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211565"|"WAYNFLETE SCHOOL"|"1454554"|""|""|""|""|""|"1281619.0000"|"103803.0000"|"1281619.0000"|"14530174.0000"|"237431.0000"|""|""|"20600.0000"|""|"18005.0000"|""|"2595.0000"|""|"2595.0000"|"10828454.0000"|"3512.0000"|"8470282.0000"|"0.0000"|"2358172.0000"|"3512.0000"|"2361684.0000"|""|"49168.0000"|"18455.0000"|"30713.0000"|""|""|""|""|""|""|""|"18444216.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0219828"|"OLD ORCHARD BEACH FREE PUBLIC LIBRARY ASSOCIATION"|"1454555"|""|""|""|""|"197533.0000"|"11622.0000"|""|"209155.0000"|""|"322.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"2102.0000"|"1051.0000"|"1051.0000"|""|""|""|""|""|""|""|"210528.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"1454556"|""|""|""|""|""|"226673.0000"|""|"226673.0000"|"7796886.0000"|"260153.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"2355539.0000"|""|"2157596.0000"|""|"197943.0000"|""|"197943.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"293435.0000"|"8775090.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267689"|"KATAHDIN FRIENDS INC"|"1454557"|""|""|""|""|"13073.0000"|"3568.0000"|""|"16641.0000"|"3654704.0000"|"5507.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"3676852.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0315847"|"HALFWAY HOUSE INC"|"1454558"|""|""|""|""|""|""|""|""|"779580.0000"|"3007.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"782587.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0318051"|"CENTRAL MAINE AREA AGENCY ON AGING INC"|"1454559"|"83095.0000"|""|"94344.0000"|""|"2217674.0000"|"640753.0000"|""|"3035866.0000"|"3065634.0000"|"17958.0000"|""|""|"332540.0000"|""|"287281.0000"|""|"45259.0000"|""|"45259.0000"|"36745.0000"|"1482.0000"|"14062.0000"|"4891.0000"|"22683.0000"|"-3409.0000"|"19274.0000"|"94344.0000"|"26396.0000"|"26396.0000"|"0.0000"|""|""|""|"75053.0000"|"32774.0000"|"42279.0000"|"16425.0000"|"6242695.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0348849"|"MAPS"|"1454560"|"38757.0000"|""|""|""|"136562.0000"|"110139.0000"|""|"285458.0000"|"4606036.0000"|"6161.0000"|""|""|""|""|""|""|""|""|""|""|"870000.0000"|""|"467800.0000"|""|"402200.0000"|"402200.0000"|""|""|""|""|""|""|""|""|""|""|""|"5299855.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0358141"|"CARING UNLIMITED"|"1454561"|"46072.0000"|""|"25134.0000"|""|"995200.0000"|"165874.0000"|"4454.0000"|"1232280.0000"|"138519.0000"|"147.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"25134.0000"|"23322.0000"|"5427.0000"|"17895.0000"|""|""|""|""|""|""|""|"1388841.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211532"|"KENTS HILL SCHOOL"|"1454551"|""|""|"23682.0000"|""|""|"2678301.0000"|"107657.0000"|"2701983.0000"|"11393602.0000"|"396622.0000"|""|""|"176862.0000"|""|"243394.0000"|""|"-66532.0000"|""|"-66532.0000"|""|""|""|""|""|""|""|"23682.0000"|"42690.0000"|"10689.0000"|"32001.0000"|""|""|""|"173448.0000"|"217173.0000"|"-43725.0000"|"30589.0000"|"14444540.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0186800"|"YOUNG MEN'S CHRISTIAN ASSOCIATION"|"1449716"|""|""|""|""|""|"134998.0000"|""|"134998.0000"|"641177.0000"|"6092.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"782267.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0086202"|"THE HARBOR CLUB INC"|"1449788"|""|"474596.0000"|""|""|""|"103208.0000"|""|"577804.0000"|"111239.0000"|"203.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"689246.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0198980"|"NORTHEAST HARBOR FLEET"|"1449789"|""|"258650.0000"|""|""|""|""|""|"258650.0000"|"10810.0000"|"587.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"9443.0000"|"3532.0000"|"5911.0000"|""|"275958.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211481"|"Bangor Children's Home"|"1449790"|""|""|""|""|""|"14919.0000"|""|"14919.0000"|"388922.0000"|"54515.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"787818.0000"|""|"767747.0000"|""|"20071.0000"|""|"20071.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"1459.0000"|"479886.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211512"|"Home for the Aged"|"1449791"|""|""|""|""|""|"2690.0000"|""|"2690.0000"|"3505997.0000"|"201563.0000"|""|""|"130001.0000"|""|"102909.0000"|""|"27092.0000"|""|"27092.0000"|"3553653.0000"|""|"3190344.0000"|""|"363309.0000"|""|"363309.0000"|""|""|""|""|""|""|""|""|""|""|"1500.0000"|"4102151.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0233280"|"UNITED WAY OF MID-MAINE"|"1449792"|""|""|""|""|"66274.0000"|"709015.0000"|"19594.0000"|"775289.0000"|""|"4666.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1013.0000"|"780968.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0271210"|"Husson University"|"1449794"|""|""|""|""|"1098596.0000"|"2868275.0000"|"73758.0000"|"3966871.0000"|"48298034.0000"|"297356.0000"|"0.0000"|"0.0000"|"41141.0000"|""|""|""|"41141.0000"|""|"41141.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"568563.0000"|"53171965.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"1449795"|""|""|""|""|""|"7617.0000"|""|"7617.0000"|"10308575.0000"|"86725.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|"1165389.0000"|"961631.0000"|"203758.0000"|"4286.0000"|"10610961.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0317103"|"SENIORSPLUS"|"1449796"|"17723.0000"|""|""|""|"1662013.0000"|"220897.0000"|""|"1900633.0000"|"15812485.0000"|"2628.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"17715746.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0406624"|"Holocaust Human Rights Center of Maine"|"1449797"|"5419.0000"|"13029.0000"|""|""|""|"382392.0000"|""|"400840.0000"|"7315.0000"|"5.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"334.0000"|"408494.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0431501"|"THE CENTER FOR GRIEVING CHILDREN"|"1449798"|"129415.0000"|""|"136103.0000"|""|""|"361294.0000"|"50276.0000"|"626812.0000"|"8153.0000"|""|""|""|"7258.0000"|""|"0.0000"|""|"7258.0000"|""|"7258.0000"|""|""|""|""|""|""|""|"136103.0000"|"258665.0000"|"110089.0000"|"148576.0000"|"22290.0000"|"10000.0000"|"12290.0000"|""|""|""|""|"803089.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"1449800"|""|""|"15400.0000"|""|""|"35546.0000"|"14500.0000"|"50946.0000"|"362179.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"10708.0000"|""|"-10708.0000"|"-10708.0000"|"15400.0000"|"21957.0000"|"23879.0000"|"-1922.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"400495.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0530420"|"Jewish Community Alliance Southern Maine"|"1449801"|""|""|""|""|""|"774152.0000"|"15728.0000"|"774152.0000"|"927012.0000"|"28842.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5925.0000"|"1735931.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0595862"|"ACCESS INSTITUTE FOR PSYCHOLOGICAL SERVICES"|"1449804"|""|""|"65267.0000"|""|""|"156498.0000"|"45425.0000"|"221765.0000"|"318006.0000"|"11.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"65267.0000"|"90699.0000"|"64506.0000"|"26193.0000"|""|""|""|""|""|""|"2750.0000"|"568725.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"1449805"|""|""|""|""|"563340.0000"|"4602.0000"|""|"567942.0000"|"8355.0000"|"1167.0000"|""|""|"209579.0000"|""|""|""|"209579.0000"|""|"209579.0000"|""|"2900.0000"|""|"40623.0000"|""|"-37723.0000"|"-37723.0000"|""|""|""|""|""|""|""|""|""|""|"102170.0000"|"851490.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0665300"|"BARTRAM TRAIL CDC INC"|"1449806"|""|"271562.0000"|""|""|""|""|""|"271562.0000"|"831700.0000"|"7.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"76416.0000"|"52217.0000"|"24199.0000"|"25000.0000"|"1152468.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0687220"|"LAGUNA NIGUEL SOCCER CLUB INC"|"1449807"|""|""|""|""|""|""|""|""|"76166.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"76166.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1449808"|""|""|""|""|""|""|""|""|"74978.0000"|"12.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"74990.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0748214"|"Arbor Bay School"|"1449809"|""|""|""|""|""|"94661.0000"|""|"94661.0000"|"1448292.0000"|"438.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|""|""|""|"0.0000"|""|""|""|"0.0000"|""|""|"0.0000"|""|""|"0.0000"|"0.0000"|"1543391.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0869701"|"Center for Civic Policy"|"1449811"|""|""|""|""|""|"926540.0000"|"143600.0000"|"926540.0000"|"720.0000"|"630.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"927890.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011501"|"University of Maine Foundation"|"1449815"|""|""|""|""|""|"7816126.0000"|"1024175.0000"|"7816126.0000"|""|"3804662.0000"|""|""|""|""|""|""|""|""|""|"107710783.0000"|"27906.0000"|"101027679.0000"|"69067.0000"|"6683104.0000"|"-41161.0000"|"6641943.0000"|""|""|""|""|""|""|""|""|""|""|"281411.0000"|"18544142.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0110580"|"Blue Mountain Forest Association"|"1449817"|""|""|""|""|""|""|""|""|"879290.0000"|"402.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"360225.0000"|"0.0000"|"360225.0000"|""|"1239917.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223321"|"COTTAGE HOSPITAL"|"1449820"|""|""|""|""|"19708.0000"|"137144.0000"|"22275.0000"|"156852.0000"|"29867697.0000"|"141153.0000"|""|""|"76436.0000"|""|"0.0000"|""|"76436.0000"|""|"76436.0000"|""|"600.0000"|"-78718.0000"|"10261.0000"|"78718.0000"|"-9661.0000"|"69057.0000"|""|""|""|""|""|""|""|""|""|""|"860601.0000"|"31171796.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0824387"|"STOP THE SILENCE: STOP CHILD SEXUAL ABUSE, INC."|"1454410"|""|""|"27685.0000"|""|"30407.0000"|"69048.0000"|"12459.0000"|"127140.0000"|"1129.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"128269.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0367116"|"Families United of Washington County"|"1454562"|""|""|""|""|"860718.0000"|""|""|"860718.0000"|"420210.0000"|"1225.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"14044.0000"|"1296197.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
