"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOT_REV_CURRENT"|"DISCONTINUED_OPS_CBX"|"TOT_VOLUNTEERS"|"TOT_UBR"|"NET_UBR_990T"|"CONTRIB_ALL_PRIOR"|"SERVICE_REVENUE_PRIOR"|"INCOME_INVESTMENT_PRIOR"|"REVENUE_OTHER_PRIOR"|"TOT_REV_PRIOR"|"GRANTS_PRIOR"|"BENEFITS_TOTAL_PRIOR"|"COMP_BENEFITS_PRIOR"|"FUNDRAISING_TOTAL_PRIOR"|"OTHER_EXPENSES_PRIOR"|"EXPENSES_TOTAL_PRIOR"|"REV_EXP_PRIOR"
"01-0777850"|"H.E.R.O.E.S. CARE INC."|"1532295"|"10132459.0000"|""|"25"|"0.0000"|"0.0000"|"4440671.0000"|""|""|"15900.0000"|"4456571.0000"|"4476780.0000"|""|"171850.0000"|""|"126646.0000"|"4775276.0000"|"-318705.0000"
"02-0215228"|"AMERICAN LEGION POST #8"|"1532297"|"286678.0000"|""|"0"|"0.0000"|"0.0000"|"15273.0000"|"0.0000"|"974.0000"|"259087.0000"|"275334.0000"|"0.0000"|"0.0000"|"128879.0000"|"0.0000"|"161085.0000"|"289964.0000"|"-14630.0000"
"01-0226382"|"MAINE OSTEOPATHIC ASSOCIATION"|"1534046"|"347492.0000"|""|"30"|"0.0000"|""|"148052.0000"|"190265.0000"|"33521.0000"|"-10269.0000"|"361569.0000"|""|""|"143896.0000"|""|"172701.0000"|"316597.0000"|"44972.0000"
"01-0688619"|"WHITE OAK GROVE OUTREACH CENTER INC"|"1534051"|"101687.0000"|""|""|"45304.0000"|"0.0000"|"40537.0000"|""|"7.0000"|"43670.0000"|"84214.0000"|""|""|""|""|"47171.0000"|"47171.0000"|"37043.0000"
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"1535651"|"572561.0000"|""|"520"|"0.0000"|"0.0000"|"624870.0000"|"136507.0000"|"-1190.0000"|"196110.0000"|"956297.0000"|"41676.0000"|"0.0000"|"272735.0000"|"0.0000"|"219620.0000"|"534031.0000"|"422266.0000"
"01-0212172"|"WEBBER AVENUE SOCIAL CLUB INC"|"1536517"|"171692.0000"|""|"0"|"16.0000"|"0.0000"|""|"162766.0000"|"41.0000"|""|"162807.0000"|""|""|"45815.0000"|""|"113515.0000"|"159330.0000"|"3477.0000"
"01-0287814"|"Caribou Country Club"|"1536520"|"108279.0000"|""|"10"|"0.0000"|"0.0000"|"44579.0000"|"49871.0000"|"0.0000"|"6598.0000"|"101048.0000"|"0.0000"|"0.0000"|"41777.0000"|"0.0000"|"71779.0000"|"113556.0000"|"-12508.0000"
"01-0523162"|"PSH PROPERTIES II"|"1536521"|"886605.0000"|""|"0"|"0.0000"|"0.0000"|"440.0000"|"896275.0000"|"226.0000"|"0.0000"|"896941.0000"|"0.0000"|"0.0000"|"154799.0000"|"0.0000"|"563470.0000"|"718269.0000"|"178672.0000"
"01-0582162"|"CONTEXTUAL FAMILY SERVICES"|"1536522"|"273149.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"237799.0000"|"605.0000"|"146.0000"|"238550.0000"|"0.0000"|"0.0000"|"218605.0000"|"0.0000"|"28304.0000"|"246909.0000"|"-8359.0000"
"01-0610304"|"COMMUNITY HEALTH NETWORK INC"|"1536523"|"323996.0000"|""|"0"|"0.0000"|"0.0000"|"367496.0000"|"289866.0000"|"282171.0000"|"393986.0000"|"1333519.0000"|"0.0000"|"0.0000"|"143945.0000"|"0.0000"|"597345.0000"|"741290.0000"|"592229.0000"
"01-0861042"|"WINDAL WALKER EVENGELISTIC MINISTRY INC"|"1536527"|"7887.0000"|""|""|"0.0000"|""|"9299.0000"|""|""|""|"9299.0000"|""|""|""|""|"8558.0000"|"8558.0000"|"741.0000"
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"1536532"|"1357925.0000"|""|"0"|"0.0000"|""|""|"1484061.0000"|""|""|"1484061.0000"|""|"162174.0000"|"699713.0000"|""|"650604.0000"|"1512491.0000"|"-28430.0000"
"01-0343289"|"Maine State Troopers Association"|"1538932"|"183797.0000"|""|""|"0.0000"|"0.0000"|""|"139180.0000"|"-1548.0000"|"83603.0000"|"221235.0000"|""|""|"111744.0000"|""|"136062.0000"|"247806.0000"|"-26571.0000"
"01-0377183"|"SUMMER STREET ASSOCIATES CO UPLIFT INC"|"1538934"|"23.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"6147.0000"|"32.0000"|"0.0000"|"6179.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"5663.0000"|"5663.0000"|"516.0000"
"01-0477639"|"WELLPOINT RETIREE VEBA TRUST"|"1538935"|"29673951.0000"|""|"0"|"72.0000"|"0.0000"|"0.0000"|"0.0000"|"17324541.0000"|"29742.0000"|"17354283.0000"|"0.0000"|"0.0000"|"39318.0000"|"0.0000"|"4297650.0000"|"4336968.0000"|"13017315.0000"
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"1542627"|"635228.0000"|""|"0"|"0.0000"|"0.0000"|"191575.0000"|"354679.0000"|"10595.0000"|"0.0000"|"556849.0000"|"0.0000"|"0.0000"|"226115.0000"|"0.0000"|"256574.0000"|"482689.0000"|"74160.0000"
"01-0574137"|"YUMA-SOUTHWEST CONTRACTORS ASSOCIATION"|"1546598"|"218176.0000"|""|"12"|"0.0000"|""|""|"216920.0000"|"135.0000"|"308.0000"|"217363.0000"|"6858.0000"|""|"72945.0000"|""|"127917.0000"|"207720.0000"|"9643.0000"
"01-0819395"|"Patterson Park Public Charter School"|"806952"|"6847432.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0114695"|"CAMP TECUMSEH INC"|"806983"|"1281390.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0366057"|"Maine Rural Water Association"|"807367"|"1465940.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0935534"|"THE ACADEMY OF ALAMEDA"|"807421"|"4259192.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0821110"|"Children of Abraham, Inc."|"821190"|"118845.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"821355"|"580230.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621106"|"COALITION OF CHILDREN IN NEED ASSN"|"821373"|"397154.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0863627"|"CHICAGO VIRTUAL CHARTER SCHOOL"|"823313"|"4691801.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0215227"|"RUMFORD HOSPITAL"|"824300"|"39521251.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223321"|"COTTAGE HOSPITAL"|"824316"|"31505199.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0383489"|"PINE TREE QUILTERS GUILD, INC."|"824600"|"90190.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0463933"|"The Presque Isle Historical Society"|"824602"|"31763.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0637920"|"THE MEDICAL STAFF OF PARKVIEW COMMUNITY HOSPITAL"|"824615"|"204929.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723520"|"Edward M. Armfield Sr. Civic & Recreation Center"|"824621"|"576683.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0731740"|"IRENE'S CHRIST, AN ACADEMY INC"|"824623"|"147127.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0909843"|"Friends of Kenya Wildlife Trust"|"824628"|"266850.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0199215"|"UKRAINIAN AMERICAN CITIZENS C"|"824638"|"115345.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0857925"|"Saugus Plaza Funding Company"|"830176"|"1551142.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6019960"|"WALTON LINCOLN TRUST OCHR"|"830233"|"47597.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0264870"|"CHRISTMAS COVE IMPROVEMENT ASSOCIATION"|"831451"|"260431.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0637750"|"ARIZONA ADVOCACY NETWORK"|"831460"|"142680.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6018568"|"The American Legion"|"831464"|"777435.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6072252"|"TRUSTEES OF LOT OWNERS OF RIVERSIDE CEMETERY UNITRUST"|"831466"|"62050.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0119965"|"CLUB MONT ROYAL"|"831468"|"206290.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0339851"|"REGIONAL TRANSPORTATION PROGRAM"|"831636"|"6070729.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0374565"|"WINTER FOUNDATION"|"831639"|"230682.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0443470"|"Attendant Services Maine, Inc."|"831640"|"11005869.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0803067"|"EAST BAY GOLF FOUNDATION"|"831664"|"216961.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484018"|"VAALAND CLUB"|"836227"|"47118.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0948527"|"OPEN IDENTITY EXCHANGE,INC."|"836229"|"484097.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0745909"|"Academy For New Musical Theatre"|"836826"|"190122.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0502563"|"CAMP BEECH CLIFF"|"837022"|"692555.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0777386"|"ROCHESTER NY CHAPTER NECA, INC."|"837326"|"416984.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0953997"|"Beacon of Hope"|"837346"|"320724.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0453264"|"Maine Tree Foundation"|"838408"|"454669.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0505695"|"BOSSOV BALLET THEATRE BOSSOV BALLET THEATR"|"838411"|"169653.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0966096"|"Maryland Dental Action Coalition, Inc."|"838468"|"473104.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"839058"|"157994000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0223482"|"Millinocket Regional Hospital"|"839061"|"28200399.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0553478"|"EAST MOUNTAIN HOSPITAL INC"|"839098"|"5972507.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0676306"|"Alliance Foundation for Community Health Inc"|"839112"|"636897.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0833588"|"ALLIANCE RICHARD MERKIN MIDDLE SCHOOL"|"839130"|"3872198.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010995"|"Wayne Library Association"|"839138"|"292056.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0116390"|"SHRINERS INTERNATIONAL"|"846024"|"436647.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0269721"|"Harraseeket Yacht Club"|"846031"|"132075.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729385"|"The Chesapeake Rivers Association, Inc."|"846046"|"253614.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0409063"|"Maine Education Credit Union"|"846061"|"1423448.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"847752"|"476360.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0434603"|"WOMEN UNLIMITED"|"847935"|"650050.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"847937"|"64339399.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"847938"|"12771160.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0565782"|"The China Training Network"|"847968"|"199795.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0317540"|"Swans Island Educational Society"|"850498"|"457328.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0357548"|"The Conservation Trust of Brooksville, Castine & Penobscott"|"850501"|"33261.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE, INC FMRLY O. L. MILLER RESEARCH INSTITUTE"|"850506"|"1322433.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0654320"|"The Lio Mission Inc."|"852940"|"959501.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0465231"|"Norumbega Medical Specialists LTD"|"853597"|"2078101.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263628"|"SEBASTICOOK VALLEY HEALTH"|"853837"|"56723591.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0366464"|"KATAHDIN SHARED SERVICES INC"|"854203"|"1112888.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0421234"|"Lakewood A Continuing Care Center"|"855122"|"12029751.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0430751"|"Rosscare Nursing Homes, Inc."|"855125"|"592291.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"855142"|"123942.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"860414"|"128127666.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212444"|"York Hospital"|"860415"|"156913564.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0328442"|"EASTERN MAINE HOMECARE"|"860417"|"11083655.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0782573"|"Advisors Charitable Gift Fund"|"860424"|"1655795.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562775"|"NEW JERSEY EMERGENCY PREPAREDNESS AS"|"861450"|"222785.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0697869"|"ATZUM, INC."|"861451"|"221058.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0914846"|"COMMUNITY IST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"861452"|"3623181.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"862783"|"50269146.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0389222"|"TAMC ENDOWMENTS"|"862786"|"97607.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"862788"|"2024597.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0496221"|"Mid Coast Geriatric Services Corporation"|"862792"|"8726359.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"862798"|"4895817.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"862799"|"3867673.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"862805"|"130170588.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0414169"|"THE WOODLANDS CLUB"|"1547784"|"6166618.0000"|""|"0"|"591256.0000"|"41642.0000"|"0.0000"|"4549154.0000"|"151.0000"|"1447789.0000"|"5997094.0000"|"0.0000"|"0.0000"|"3394480.0000"|"0.0000"|"2368332.0000"|"5762812.0000"|"234282.0000"
"01-0434215"|"MMC REALTY CORP"|"1548436"|"6230396.0000"|""|""|"61557.0000"|"-7680.0000"|""|"5581438.0000"|"174146.0000"|"171298.0000"|"5926882.0000"|""|""|""|""|"4153376.0000"|"4153376.0000"|"1773506.0000"
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"1548622"|"685474.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"659191.0000"|"144.0000"|"6800.0000"|"666135.0000"|"0.0000"|"0.0000"|"144882.0000"|"0.0000"|"742386.0000"|"887268.0000"|"-221133.0000"
"01-0601611"|"HARVEY HOUSE LTD"|"1548624"|"50759.0000"|""|""|"0.0000"|""|"27591.0000"|"21969.0000"|"19.0000"|""|"49579.0000"|""|""|""|""|"62788.0000"|"62788.0000"|"-13209.0000"
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"1548625"|"385675.0000"|""|"12"|"0.0000"|""|"22491.0000"|"263414.0000"|"618.0000"|"26309.0000"|"312832.0000"|""|""|"98042.0000"|""|"268491.0000"|"366533.0000"|"-53701.0000"
"01-0930015"|"Breakforth Ministnes and Consulting Inc"|"1548628"|"80463.0000"|""|"10"|"0.0000"|""|"14399.0000"|""|""|""|"14399.0000"|""|""|""|""|"14399.0000"|"14399.0000"|""
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"1548630"|"301684.0000"|""|""|"0.0000"|""|""|"233095.0000"|"110000.0000"|"10787.0000"|"353882.0000"|""|""|"234320.0000"|""|"113189.0000"|"347509.0000"|"6373.0000"
"01-6015613"|"Orr's Island"|"1548631"|"148066.0000"|""|"250"|"501.0000"|"0.0000"|"1637.0000"|"141159.0000"|"2094.0000"|"-1654.0000"|"143236.0000"|""|""|"25475.0000"|""|"98909.0000"|"124384.0000"|"18852.0000"
"01-0018927"|"AMERICAN LEGION POST 5 BOURQUE-LANIGAN"|"1552235"|"202203.0000"|""|"20"|"0.0000"|"0.0000"|"16320.0000"|"0.0000"|"3820.0000"|"135399.0000"|"155539.0000"|"0.0000"|"20161.0000"|"68324.0000"|"0.0000"|"96083.0000"|"184568.0000"|"-29029.0000"
"01-0281420"|"FORT KENT GOLF CLUB"|"1552239"|"205714.0000"|""|"20"|"5487.0000"|"4773.0000"|"0.0000"|"163950.0000"|"0.0000"|"40409.0000"|"204359.0000"|"0.0000"|"0.0000"|"103271.0000"|"0.0000"|"101823.0000"|"205094.0000"|"-735.0000"
"01-0317602"|"Oceanview Manor Inc"|"1552240"|"551874.0000"|""|"13"|"0.0000"|"0.0000"|"0.0000"|"669787.0000"|"776.0000"|"0.0000"|"670563.0000"|"0.0000"|"0.0000"|"226654.0000"|"0.0000"|"406551.0000"|"633205.0000"|"37358.0000"
"01-0492643"|"Mid Coast Hunger Prevention Program"|"1552242"|"614324.0000"|""|"300"|"0.0000"|"0.0000"|"490203.0000"|"5890.0000"|"2784.0000"|"0.0000"|"498877.0000"|"0.0000"|"0.0000"|"264880.0000"|"0.0000"|"149363.0000"|"414243.0000"|"84634.0000"
"01-0523209"|"MAINE COMPOSITES ALLIANCE"|"1552244"|"525892.0000"|""|"7"|"0.0000"|""|"283807.0000"|"184162.0000"|""|""|"467969.0000"|""|""|"123378.0000"|""|"352791.0000"|"476169.0000"|"-8200.0000"
"01-6023748"|"Penquis CAP Inc"|"1556000"|"24856490.0000"|""|"1343"|"0.0000"|"0.0000"|"22216180.0000"|"9556410.0000"|"-267463.0000"|"44836.0000"|"31549963.0000"|"10165560.0000"|"0.0000"|"13535422.0000"|"0.0000"|"7979040.0000"|"31680022.0000"|"-130059.0000"
"01-0749557"|"THE FIRST TEE OF NEW HAMPSHIRE, INC."|"1556197"|"169842.0000"|""|"0"|"0.0000"|"14514.0000"|"110768.0000"|"31451.0000"|"340.0000"|"-15193.0000"|"127366.0000"|"0.0000"|"0.0000"|"125020.0000"|"0.0000"|"41477.0000"|"166497.0000"|"-39131.0000"
"01-0211501"|"Eastern Maine Healthcare Systems EMMC Eastern Maine Medical Center EMMC"|"1558063"|"1297575706.0000"|""|"400"|"62918.0000"|""|"7281171.0000"|"1232940927.0000"|"1530402.0000"|"11792864.0000"|"1253545364.0000"|""|""|"327970731.0000"|""|"862986866.0000"|"1190957597.0000"|"62587767.0000"
"01-0269301"|"MAINE ASSOCIATION OF REALTORS"|"1558085"|"1133305.0000"|""|"400"|"20000.0000"|"-4663.0000"|"795268.0000"|"244847.0000"|"10828.0000"|"20000.0000"|"1070943.0000"|"0.0000"|"0.0000"|"341645.0000"|"0.0000"|"914772.0000"|"1256417.0000"|"-185474.0000"
"01-0818232"|"COMMUNITY CONNECTIONS REAL ESTATE FOUNDATION"|"1559483"|"1836708.0000"|""|"0"|"141646.0000"|"141646.0000"|"0.0000"|"1605782.0000"|"21500.0000"|"52925.0000"|"1680207.0000"|"0.0000"|"0.0000"|"52440.0000"|"0.0000"|"1131177.0000"|"1183617.0000"|"496590.0000"
"01-0206386"|"BLUE HILL COUNTRY CLUB INC"|"1560030"|"409836.0000"|""|""|"1000.0000"|""|"13410.0000"|"318274.0000"|"1408.0000"|"38492.0000"|"371584.0000"|""|""|"162156.0000"|""|"226881.0000"|"389037.0000"|"-17453.0000"
"01-0288542"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL #2327"|"1560033"|"1145113.0000"|""|"0"|"0.0000"|"0.0000"|"1112015.0000"|"0.0000"|"1544.0000"|"2497.0000"|"1116056.0000"|"3000.0000"|"0.0000"|"528008.0000"|"0.0000"|"444502.0000"|"975510.0000"|"140546.0000"
"01-0372129"|"NORTH AMERICAN LAKE MANAGEMENT SOCIETY"|"1560039"|"349415.0000"|""|"19"|"0.0000"|"0.0000"|"125708.0000"|"840925.0000"|"498.0000"|"0.0000"|"967131.0000"|"2722.0000"|"0.0000"|"98241.0000"|"0.0000"|"736474.0000"|"837437.0000"|"129694.0000"
"01-0386284"|"HOPE HAVEN GOSPEL MISSION INC"|"1560041"|"518033.0000"|""|"208"|"0.0000"|"0.0000"|"465353.0000"|"0.0000"|"240.0000"|"2032.0000"|"467625.0000"|"0.0000"|"0.0000"|"105332.0000"|"0.0000"|"271404.0000"|"376736.0000"|"90889.0000"
"01-0451441"|"NEW LIFE MISSION"|"1560043"|"916809.0000"|""|"0"|"0.0000"|"0.0000"|"0.0000"|"1096800.0000"|"238.0000"|"0.0000"|"1097038.0000"|"0.0000"|"0.0000"|"874115.0000"|"0.0000"|"159484.0000"|"1033599.0000"|"63439.0000"
"01-0505433"|"WATERVILLE REGIONAL ARTS AND COMMUNITY CENTER"|"1560045"|"210107.0000"|""|"12"|"0.0000"|"0.0000"|"1510.0000"|"204905.0000"|"3420.0000"|"0.0000"|"209835.0000"|"0.0000"|"0.0000"|"10000.0000"|"0.0000"|"225443.0000"|"235443.0000"|"-25608.0000"
"01-0692354"|"International Collegiate Licensing Association"|"1560056"|"257268.0000"|""|""|"0.0000"|""|"68705.0000"|"196516.0000"|"919.0000"|""|"266140.0000"|""|""|""|""|"213462.0000"|"213462.0000"|"52678.0000"
"01-0729841"|"LOVE INC OF GREATER SHELDON"|"1560058"|"119538.0000"|""|"150"|"0.0000"|""|"95232.0000"|""|"1685.0000"|""|"96917.0000"|""|""|"56282.0000"|""|"30782.0000"|"87064.0000"|"9853.0000"
"01-0775286"|"CAMBRIDGEGUERNSEY COUNTY VISITORS & CONVENTION BUREAU"|"1560060"|"550106.0000"|""|"5"|"28935.0000"|"-1195.0000"|"405083.0000"|"0.0000"|"914.0000"|"28054.0000"|"434051.0000"|"0.0000"|"0.0000"|"154105.0000"|"0.0000"|"178431.0000"|"332536.0000"|"101515.0000"
"01-0917763"|"CAROLINA CHRISTIAN FOUNDATION INC"|"1560065"|"62272.0000"|""|"3"|"62272.0000"|""|""|""|"58186.0000"|""|"58186.0000"|"136075.0000"|""|""|""|"8282.0000"|"144357.0000"|"-86171.0000"
"01-0964541"|"PRAISEALUJAH DISCIPLESHIP"|"1560067"|"249742.0000"|""|""|"0.0000"|""|"172570.0000"|""|""|""|"172570.0000"|""|""|""|""|"176388.0000"|"176388.0000"|"-3818.0000"
"01-0262394"|"LOUIS T GRAVES MEMORIAL PUBLIC LIBRARY"|"1567748"|"808798.0000"|""|"45"|"0.0000"|"0.0000"|"322028.0000"|"0.0000"|"66721.0000"|"56639.0000"|"445388.0000"|"0.0000"|"0.0000"|"150843.0000"|"0.0000"|"140612.0000"|"291455.0000"|"153933.0000"
"01-0284906"|"YORK COMMUNITY SERVICE ASSOCIATION"|"1567749"|"308490.0000"|""|"50"|"0.0000"|""|"176895.0000"|"160910.0000"|"237.0000"|""|"338042.0000"|"70461.0000"|""|"143772.0000"|""|"109660.0000"|"323893.0000"|"14149.0000"
"01-0363879"|"Pinewood Manor Inc"|"1567754"|"616205.0000"|""|"12"|"0.0000"|"0.0000"|"0.0000"|"605169.0000"|"149.0000"|"0.0000"|"605318.0000"|"0.0000"|"0.0000"|"156114.0000"|"0.0000"|"502053.0000"|"658167.0000"|"-52849.0000"
"01-0484793"|"TABLE OF PLENTY"|"1567762"|"57827.0000"|""|"330"|"0.0000"|""|"40497.0000"|""|"56.0000"|"5120.0000"|"45673.0000"|""|"9162.0000"|""|""|"36455.0000"|"45617.0000"|"56.0000"
"01-0495974"|"ACADIA WILDLIFE FOUNDATION"|"1567763"|"61318.0000"|""|"0"|"0.0000"|"0.0000"|"73396.0000"|"0.0000"|"-860.0000"|"0.0000"|"72536.0000"|"0.0000"|"0.0000"|"48784.0000"|"0.0000"|"62409.0000"|"111193.0000"|"-38657.0000"
"01-0548371"|"Muslim Legal Fund of Amenca"|"1567765"|"2665312.0000"|""|"74"|"0.0000"|"0.0000"|"2187423.0000"|""|""|""|"2187423.0000"|"1746708.0000"|""|"134255.0000"|"286553.0000"|"268360.0000"|"2435876.0000"|"-248453.0000"
"01-0781452"|"NASHVILLE RBI INC"|"1567775"|"193690.0000"|""|"5"|"0.0000"|""|"146512.0000"|""|""|""|"146512.0000"|"24626.0000"|""|"62005.0000"|""|"41522.0000"|"128153.0000"|"18359.0000"
"01-0796325"|"Glennwood Foundation Inc."|"1567776"|"32833.0000"|""|""|"0.0000"|"0.0000"|"46279.0000"|""|""|""|"46279.0000"|""|""|"12702.0000"|""|"30075.0000"|"42777.0000"|"3502.0000"
"01-0893778"|"WILLMAR AREA MULTICULTURAL BUSINESS CENTE"|"1567779"|"110405.0000"|""|"15"|"0.0000"|"0.0000"|"172209.0000"|"7625.0000"|"725.0000"|"331.0000"|"180890.0000"|"0.0000"|"0.0000"|"26356.0000"|"0.0000"|"57172.0000"|"83528.0000"|"97362.0000"
