"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"ENDOW_BOY"|"ENDOW_CONTRIB"|"ENDOW_INVESTMENTS"|"ENDOW_GRANTS"|"ENDOW_OTHER_EXPENSES"|"ENDOW_ADMIN_EXPENSES"|"ENDOW_EOY"|"ENDOW_BOARD_DESIGNATED_EOY"|"ENDOW_PERMANENT_EOY"|"ENDOW_TERM_EOY"|"ENDOW_UNRELATED_ORGS_CBX"|"ENDOW_RELATED_ORGS_CBX"|"ENDOW_SCHEDR_CBX"
"00-0889899"|"Academic & Behavioral Clinic, Inc"|"1489823"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0233275"|"MACCRILLIS-ROUSSEAU POST NO. 8835 VETERANS OF FOREIGN WARS"|"1489824"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0061300"|"Fraternal Order of Eagles #1457"|"1492806"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0462712"|"LEWISTON-AUBURN AREA HOUSING DEVELOPMENT CORP"|"1492814"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0329792"|"DELTA AMBULANCE"|"1494032"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562546"|"Shermans Dale Community Fire Co."|"1494038"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562775"|"NJ EMERGENCY PREPAREDNESS ASSN"|"1494039"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0638984"|"WEALTH WATCHERS, INC."|"1494042"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0722133"|"Olmsted Community Center"|"1494046"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"02-0105200"|"ACA ASSURANCE"|"1494053"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0582508"|"ST. HOPE PUBLIC SCHOOLS, INC."|"1497091"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0857925"|"Saugus Plaza Funding Company"|"1497740"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0199215"|"UKRAINIAN- AMERICAN CITIZENS CLUB"|"1497742"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0225721"|"AMERICAN LEGION RICCIARDI-HARTSHORN POST 23"|"1497744"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"1499913"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0731740"|"Irene's Christian Academy, Inc"|"1501988"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0339851"|"REGIONAL TRANSPORTATION PROGRAM"|"1502686"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0723951"|"J C S BAND BOOSTERS INC"|"1503685"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0768551"|"ASHLAND COUNTY LIFEWORX INC"|"1503686"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0364856"|"SHRINERS INTERNATIONAL"|"1504857"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0567777"|"Austin Drive Community Development"|"1506681"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0728162"|"Coalition of Community Development Financial Institutions, Inc."|"1506685"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6018568"|"THE AMERICAN LEGION"|"1506687"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0119965"|"CLUB MONT ROYAL"|"1506690"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"1508502"|"599557000.0000"|"8558000.0000"|"71383000.0000"|"8626000.0000"|"15993000.0000"|"4887000.0000"|"649992000.0000"|"29.50"|"40.10"|"30.40"|"N"|"N"|""
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"1508504"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0351143"|"Belfast Free Library"|"1508506"|"1057157.0000"|"131.0000"|"99965.0000"|""|"16008.0000"|"8697.0000"|"1132548.0000"|""|""|""|"N"|"N"|"N"
"01-0493897"|"Sunrise County Economic Council"|"1508511"|"443701.0000"|""|"55741.0000"|"15640.0000"|""|"3860.0000"|"479942.0000"|""|"100.00"|""|"Y"|""|""
"01-0686429"|"CLUB HORIZON INC"|"1508513"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0880911"|"Ross Institute"|"1508516"|"196813.0000"|""|"641.0000"|""|""|""|"197454.0000"|""|"99.25"|"0.75"|"N"|"N"|""
"01-0212444"|"York Hospital"|"1510743"|"8569801.0000"|"669672.0000"|"1078525.0000"|""|"930613.0000"|""|"9387385.0000"|"0.00"|"30.60"|"69.40"|"N"|"N"|""
"01-0379686"|"Ronald McDonald House of Bangor, Inc."|"1512581"|"684143.0000"|""|"58503.0000"|""|""|"170.0000"|"742746.0000"|""|""|""|"N"|"N"|""
"01-0797012"|"BELOVED RAGAMUFFIN MINISTRY"|"1512582"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0831698"|"JEWISH COMMUNITY FOUNDATION"|"1514627"|"3913804.0000"|"0.0000"|"372959.0000"|""|"311943.0000"|""|"3974820.0000"|""|"100.00"|""|"N"|"N"|""
"01-0211570"|"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CENTRAL MAINE"|"1516909"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0249577"|"BREAKWATER SCHOOL"|"1516911"|"468516.0000"|"35936.0000"|"63476.0000"|""|"13500.0000"|""|"554428.0000"|"0.00"|"90.00"|"10.00"|"N"|"N"|""
"01-0278395"|"WOODFORDS FAMILY SERVICES"|"1516913"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0366057"|"Maine Rural Water Association"|"1516915"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1516917"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0501998"|"GREATER HOULTON CHRISTIAN ACA"|"1516921"|""|""|""|""|""|""|""|"0.00"|"0.00"|"0.00"|""|""|""
"01-0719892"|"ALEXANDER HAMILTON HOME-SCHOOL ASSOCIATION"|"1516925"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010995"|"WAYNE LIBRARY ASSOCIATION"|"1516929"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1519640"|"4215796.0000"|""|"854449.0000"|""|"313279.0000"|"12081.0000"|"4744885.0000"|"0.00"|"18.66"|"81.34"|"N"|"Y"|"Y"
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"1519645"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211484"|"Bangor Theological Seminary"|"1521069"|"10959050.0000"|"0.0000"|"1681648.0000"|"339834.0000"|"858502.0000"|"36664.0000"|"11405698.0000"|"19.00"|"51.00"|"30.00"|"Y"|"N"|""
"01-0215227"|"RUMFORD HOSPITAL"|"1521070"|"502201.0000"|"6910.0000"|"-836.0000"|""|"16601.0000"|""|"491674.0000"|""|"51.60"|"43.39"|"N"|"Y"|"Y"
"01-0676306"|"CAMBRIDGE HEALTH ALLIANCE FOUNDATION INC"|"1521082"|"234995.0000"|"533.0000"|"572.0000"|""|"297.0000"|""|"235803.0000"|""|"100.00"|""|"N"|"Y"|"Y"
"01-0745909"|"Academy for New Musical Theatre"|"1521086"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"1521088"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0443470"|"Attendant Services Maine Inc"|"1524518"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0502563"|"CAMP BEECH CLIFF"|"1524521"|"367550.0000"|"1200.0000"|"24345.0000"|""|"6090.0000"|"1890.0000"|"385115.0000"|""|"76.00"|"24.00"|"N"|"N"|""
"01-0782573"|"Advisors Charitable Gift Fund"|"1524528"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"1529421"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0909843"|"Friends of Kenya Wildlife Trust"|"1529797"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0436739"|"EASTPORT ARTS CENTER"|"1531915"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0567853"|"EBENEZER FOUNDATION INC"|"1532293"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0697869"|"ATZUM, INC."|"1536011"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0575746"|"Saint Giannas Home Inc."|"1538508"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0444523"|"John M. Eagleson Jr. Institute"|"1538593"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"1538938"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"1538939"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6015947"|"Camden Public Library Maintenance Fund"|"1538942"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0128010"|"DUBLIN LAKE CLUB"|"1538943"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"1543687"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0914846"|"COMMUNITY 1ST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"1543693"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0032215"|"Boothbay Harbor Yacht Club"|"1548435"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0465231"|"Eastern Maine Healthcare Systems (NB) Norumbega Medical Specialists LTD (NB)"|"1548437"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0203515"|"SACO VALLEY CREDIT UNION"|"1548620"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0186800"|"Young Men's Christian Association"|"1552237"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0481458"|"CHANNING CHAPEL PRESERVATION SOCIETY"|"1552241"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0670943"|"TORREY PINES POP WARNER INC"|"1552248"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0709509"|"Singles Pleasing the Lord Inc"|"1552249"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0103705"|"AMERICAN LEGION"|"1552254"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0361797"|"SEBAGO LAKES REGION CHAMBER OF COMMERCE"|"1555181"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288757"|"Child And Family Opportunities, Inc."|"1555983"|"505204.0000"|"0.0000"|"24240.0000"|""|""|"3520.0000"|"525924.0000"|""|"100.00"|""|"N"|"N"|""
"01-0430751"|"Eastern Maine Healthcare Systems (RNHI) Rosscare Nursing Homes, Inc (RNHI)"|"1555997"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0515357"|"EqualityMaine Foundation"|"1555999"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0242328"|"Bucks Harbor Yacht Club"|"1556189"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0272150"|"Harbor House Community Service Center"|"1556190"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0357548"|"THE CONSERVATION TRUST OF BROOKSVILLE CASTINE & PENOBSCOT"|"1556191"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0458555"|"SCARBOROUGH FISH & GAME ASSOCIATION"|"1556194"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0518900"|"THE POPTECH INSTITUTE"|"1558086"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0131390"|"OAKDALE COUNTRY CLUB"|"1560027"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211490"|"BOY SCOUTS OF AMERICA 0218 PINE TREE COUNCIL INC"|"1560031"|"1513828.0000"|"48627.0000"|"193113.0000"|""|"251519.0000"|"13733.0000"|"1490316.0000"|""|"96.48"|"3.52"|"N"|"N"|""
"01-0366464"|"KATAHDIN SHARED SERVICES INC"|"1560035"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369904"|"CASA INC"|"1560036"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0371869"|"BOOTHBAY REGION LAND TRUST"|"1560038"|"3008395.0000"|"796020.0000"|"378994.0000"|"-1500.0000"|"-195237.0000"|""|"3986672.0000"|"34.00"|"66.00"|"0.00"|"N"|"N"|""
"01-0543385"|"Mt Blue Community Access TV Inc"|"1560049"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0582284"|"COMMUNITY CONNECTIONS INC"|"1560052"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0665790"|"Council of State Historical Records Coordinators, Inc."|"1560054"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0777386"|"ROCHESTER NY CHAPTER NECA INC"|"1560061"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0790641"|"J AUSTIN WHITE CULTURAL CENTER INC"|"1560062"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0803067"|"EAST BAY GOLF FOUNDATION"|"1560063"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0214073"|"AMERICAN LEGION ROBERT G DURGIN POST #6"|"1567331"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0728178"|"ALVEOLI CORPORATION"|"1567359"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0317899"|"DOVER-FOXCROFT HOUSING DEVELOPMENT CORPORATION"|"1567750"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0327007"|"BETHEL HISTORICAL SOCIETY"|"1567751"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0565782"|"The China Training Network"|"1567767"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0837280"|"Galveston-Houston Knights of Columbus Charities, Inc."|"1567778"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0953997"|"BEACON OF HOPE MINISTRIES"|"1567780"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010068"|"FARMINGTON PUBLIC LIBRARY ASS"|"1567781"|""|""|""|""|""|""|""|"0.00"|"0.00"|"0.00"|""|""|""
"01-6072252"|"TRUSTEES OF LOT OWNERS OF RIVERSIDE CEMETERY UNITRUST"|"1567783"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0208422"|"Veterans of Foreign Wars Post #168"|"1574303"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""|""|""
"01-0621026"|"INSTITUTO MAZATRAN BELLAS ARTES DE SACRAMENTO"|"1575128"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0761875"|"LOS ANGELES PRESS CLUB"|"1575130"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0452403"|"DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION, INC."|"1576385"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"1577958"|"753328.0000"|"0.0000"|"120554.0000"|"0.0000"|"38709.0000"|"0.0000"|"835173.0000"|"100.00"|""|""|"Y"|"N"|""
"01-0342399"|"ST ANDRE HEALTH CARE FACILITY"|"1577959"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0552288"|"THE FG FOUNDATION"|"1577962"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0861643"|"PUTNAM LAND CONSERVANCY, INC"|"1580317"|"61455.0000"|"9728.0000"|""|""|"1328.0000"|""|"69855.0000"|""|""|"100.00"|"N"|"N"|"N"
"01-6009643"|"Academv Trust of Frvebura"|"1580561"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6012127"|"Bridgton Scholarship Foundation"|"1580563"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0279306"|"MAINE STATE BAR ASSOCIATION"|"1582417"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"1582541"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0538200"|"EDGECOMB WOODS"|"1582545"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0646506"|"ANGELS OF GRACE INC"|"1582547"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"1582555"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729385"|"Chesapeake Rivers Association, Inc"|"1584773"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0842289"|"United Associations of Heather Ridge, Inc."|"1584775"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"1586672"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"1587334"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"1589365"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0654320"|"THE LIO MISSION INC"|"1591546"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"1592776"|"105995.0000"|""|"2500.0000"|""|""|""|"108495.0000"|""|"100.00"|""|"N"|"N"|"N"
"01-0356733"|"YARMOUTH CHAMBER OF COMMERCE"|"1592892"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"1594049"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0424837"|"GEORGES RIVER LAND TRUST"|"1594050"|"67402.0000"|""|"6607.0000"|""|""|""|"74009.0000"|"23.85"|"63.98"|"12.17"|"Y"|"N"|""
"01-0794834"|"INTERNATIONAL SOCIETY FOR AUTISM RESEARCH"|"1594051"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0324012"|"MAINE RIGHT TO LIFE COMMITTEE"|"1595168"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0637920"|"THE MEDICAL STAFF OF PARKVIEW COMMUNITY HOSPITAL"|"1595175"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0712520"|"SOUTH CAROLINA EQUALITY COALITION"|"1595178"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"1595183"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0779814"|"Leadership Transformations Inc"|"1595184"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0969325"|"SUNCOAST SOCCER INC"|"1595188"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0542054"|"FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION, Inc"|"1599512"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0588347"|"Lebanon Valley Soccer Club"|"1599513"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0891955"|"COALITION AGAINST DOMAIN NAME ABUSE INC"|"1599515"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1601368"|"38066.0000"|"500.0000"|"4055.0000"|""|"1196.0000"|""|"41425.0000"|"45.70"|"54.30"|""|"N"|"Y"|"Y"
"01-0588381"|"DISTRICT OF COLUMBIA CHAMBER OF COMMERCE FOUNDATION"|"1601369"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"1601370"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0478281"|"FRIENDS OF FORT KNOX"|"1601787"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621770"|"HANDS OF HOPE MINISTRIES INC"|"1601790"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6022787"|"Medical Care Development Inc"|"1601794"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0269721"|"Harraseeket Yacht Club"|"1604713"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0369722"|"WAWENOCK GOLF CLUB"|"1604715"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"1604716"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0216010"|"VFW Franklin Post 1698"|"1604742"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0345826"|"Richmond Health Center"|"1609629"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"1610586"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6020406"|"York County Community Action Corporation"|"1610587"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0180531"|"WEST OXFORD AGRICULTURAL SOCIETY"|"1610896"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0434603"|"Women Unlimited"|"1610902"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0511656"|"UNITY BARN RAISERS INC"|"1610908"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"1610914"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010628"|"MUSEUM OF ART OF OGUNQUIT"|"1610925"|"803193.0000"|"13680.0000"|"26129.0000"|""|"218654.0000"|""|"624348.0000"|""|""|""|"Y"|"N"|""
"01-0317540"|"Swans Island Educational Society"|"1617636"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0484018"|"VAALAND CLUB"|"1617638"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0240644"|"TILTON-NORTHFIELD RECREATION COUNCIL"|"1617664"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0389222"|"TAMC ENDOWMENTS"|"1621295"|"2617220.0000"|"3000.0000"|"362304.0000"|"5342.0000"|""|"14390.0000"|"2962792.0000"|""|"34.70"|"65.30"|"N"|"N"|"N"
"01-0496221"|"Mid Coast Geriatric Services Corporation"|"1621298"|"212645.0000"|"8804.0000"|"-112.0000"|""|"7790.0000"|""|"213547.0000"|"0.00"|"92.20"|"7.80"|"N"|"N"|""
"01-0274746"|"CENTRAL MAINE BIBLE CONFERENCE"|"1621621"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0367846"|"HERMON ELDERLY PROJECT"|"1621622"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0412269"|"Downeast Family Young Men's Christian Association"|"1621625"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0442447"|"STATE RISK & INSURANCE MANAGEMENT ASSOCIATION"|"1621627"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0527664"|"HOWELL HOUSE"|"1621636"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0575746"|"Saint Giannas Home Inc"|"1621640"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0599147"|"DIGITAL MEDIA EDUCATION COMMUNITY MENTORING PROGRAM INC"|"1621643"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0704651"|"FRENCH BULLDOG RESCUE NETWORK A NONPROF A NONPROFIT CORP"|"1621644"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0730818"|"CIUDAD DE ANGELES INC"|"1621646"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0328442"|"Eastern Maine Homecare"|"1627919"|"165757.0000"|""|"24359.0000"|""|""|""|"190116.0000"|""|"75.00"|"25.00"|"N"|"Y"|"Y"
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"1627921"|"28491800.0000"|"78472.0000"|"2898384.0000"|""|"241213.0000"|""|"31227443.0000"|""|""|""|"Y"|"N"|"N"
"01-0532230"|"Schoodic Arts For All"|"1628105"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0629345"|"VOLUNTEER CHRISTIAN TELEVISION INC"|"1628108"|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222247"|"KEENE YOUNG MEN'S CHRISTIAN ASSOCIATION"|"1630688"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"1631786"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0217861"|"SWANS ISLAND ELECTRIC COOPERATIVE INC P O BOX 14"|"1632042"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0509853"|"PINE CREST DEVELOPMENT CORPORATION DEVELOPMENT CORP"|"1632053"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0554139"|"Baton Rouge Capital Conflict Office Inc"|"1632057"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0637750"|"ARIZONA ADVOCACY NETWORK INC"|"1632061"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0691450"|"STRATEGIC WORLD IMPACT INC"|"1632064"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0714863"|"Community Housing Services-Cedar Canyon Inc"|"1632066"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0132580"|"OQUOSSOC ANGLING ASSOCIATION"|"1638958"|"124991.0000"|""|"14549.0000"|""|""|""|"139540.0000"|""|"100.00"|""|"N"|"N"|""
"01-0271579"|"SOUTHWEST HARBOR-TREMONT NURSING SERVICE INC"|"1638960"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0496258"|"Maine Life Care Retirement Community Inc"|"1638964"|"799962.0000"|"41743.0000"|"28426.0000"|""|""|""|"870131.0000"|""|""|"100.00"|"N"|"N"|""
"01-0643676"|"INTERNATIONAL CULTURAL EXCHANGE ORG"|"1638968"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0692980"|"PROMISE MINISTRIES"|"1638971"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0794788"|"ECUMENICAL COMMUNITY OF CHAUTAUQUA INC"|"1638972"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0288757"|"Child And Family Opportunities Inc"|"1641740"|"525924.0000"|""|"47917.0000"|""|""|"4626.0000"|"569215.0000"|""|"100.00"|""|"N"|"N"|""
"01-0688879"|"FUZZY'S CHARITIES INC"|"1641909"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0574950"|"AKSHAYA PATRA FOUNDATION (USA)"|"1644177"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0227184"|"Androscoggin Home Health Services Inc"|"1645555"|"10000.0000"|""|""|""|""|""|"10000.0000"|""|"100.00"|""|"N"|"N"|""
"01-0530866"|"INSTITUTE FOR HUMANE EDUCATION"|"1645567"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0679073"|"Parker County Health Foundation"|"1645572"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0705972"|"Honeoye Fish & Game Club Inc"|"1645573"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0736882"|"SPORTS GIFT INC"|"1645576"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0769341"|"PARENTS OF AUTISTIC CHILDREN OF NORTHERN VIRGINIA"|"1645579"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1651123"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0383489"|"PINE TREE QUILTERS GUILD INC"|"1651124"|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0535494"|"GULF OF MAINE LOBSTER FOUNDATION"|"1651127"|""|""|""|""|""|""|""|""|""|""|""|""|""
