"C_EIN"|"C_Org_Name"|"RELATED_ORG_ID"|"XML_DOCUMENT_ID"|"REL_ORG_NAME"|"REL_ORG_ADDRESS1"|"REL_ORG_CITY"|"REL_ORG_STATE"|"REL_ORG_COUNTRY"|"REL_ORG_ZIP"|"REL_ORG_EIN"|"REL_ORG_PRIMARY_ACTIVITY"|"REL_ORG_LEGAL_DOM"|"REL_ORG_EXEMPT_CODE"|"REL_ORG_CHARITY_STATUS"|"REL_ORG_CONTROLLING_ENTITY"|"REL_ORG_SEC512_CBX"
"01-6012710"|"Independent Order of Odd Fellows"|"1349795"|"1434670"|"Sovereign Grand Lodge IOOF"|"422 Trade Street"|"Winston Salem"|"NC"|"USA"|"27101"|""|"National parent organization of lodge"|"NC"|"501(c)(8)"|""|""|"N"
"01-6012710"|"Independent Order of Odd Fellows"|"1349796"|"1434670"|"Grand Lodge of Maine IOOF"|"80 Caron Lane"|"Auburn"|"ME"|"USA"|"04210"|""|"State parent organization of lodge"|"ME"|"501(c)(8)"|""|""|"N"
"01-0274725"|"The Opportunity Alliance"|"1350248"|"1435571"|"Ingraham Housing Corporation"|"50 Monument Square"|"Portland"|"ME"|"USA"|"04101"|"01-0495250"|"Obtains low income housing financing and lease properties"|"ME"|"501(C)(3)"|"Line 11a, I"|"The Opportunity Alliance"|"Y"
"01-0349310"|"INDEPENDENCE ADVOCATES OF MAINE INC"|"1350249"|"1435573"|"MAINE FOSTER ADOPTIVE CHILDREN'S ENRICHMENT SERVICE"|"304 HANCOCK STREET SUITE 2B"|"BANGOR"|"ME"|"USA"|"04401"|"01-0525605"|""|"ME"|"401(C)(3)"|"7"|""|"N"
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"1350478"|"1436847"|"The Maine Behavioral Health Foundation"|"295 Water Street - Suite 200"|"Augusta"|"ME"|"USA"|"04330"|"56-2409903"|"Manage investment accounts"|"Maine"|"501(C)(3)"|"Line 9"|""|"Y"
"01-0114035"|"Maine Education Association"|"1350528"|"1437170"|"MEA Fund in Support of Public Education"|"35 Community Drive"|"Augusta"|"ME"|"USA"|"04330"|"01-0114035"|"Advocate political, legal and legislativ, on behalf of member"|"ME"|"Sec 527"|""|""|"N"
"01-0114035"|"Maine Education Association"|"1350529"|"1437170"|"MEA Benefit Trust"|"35 Community Drive"|"Augusta"|"ME"|"USA"|"04330"|"01-0479776"|"Provide ins & benefits to members"|"ME"|"501(c)(9)"|""|""|"N"
"01-0114035"|"Maine Education Association"|"1350530"|"1437170"|"Clyde Russell Scholarship Trust Fund"|"35 Community Drive"|"Augusta"|"ME"|"USA"|"04330"|"22-2535972"|"Provide scholarships to eligible student"|"ME"|"501(C)(3)"|"Type 1"|""|"Y"
"01-0266289"|"Maine Hospital Association Inc"|"1350531"|"1437175"|"Research & Education Trust"|"33 Fuller Road"|"Augusta"|"ME"|"USA"|"04330"|"23-7257058"|"Providing continuing education to hospitals"|"ME"|"501(c)(3)"|"Line 9"|"Maine Hospital Association Inc"|"Y"
"01-0343697"|"GROUP HOME FOUNDATION INC"|"1350532"|"1437179"|"GHF RESIDENTIAL SERVICES"|"PO BOX 227"|"BELFAST"|"ME"|"USA"|"04915"|"20-8291517"|"HOUSING"|"ME"|"501C3"|"9"|""|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1350533"|"1437183"|"THE JOHN F MURPHY FOUNDATION FOR THE MENTALLY RETARDED INC"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"01-0467809"|"FUNDRAISIN"|"ME"|"501C"|"11B"|""|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1350534"|"1437183"|"JOHN F MURPHY NO 1 CORP"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"11-0331027"|"MGT FEES"|"ME"|"501C"|"9"|""|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1350535"|"1437183"|"JFM NO 2 CORP"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"20-8204522"|"MGT FEES"|"ME"|"501C"|"9"|""|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1350536"|"1437183"|"JFM NO 3 CORP"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"26-4545133"|"MGT FEES"|"ME"|"501C"|"9"|""|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1350537"|"1437183"|"JFM NO 4 CORP"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"27-4093293"|"MGT FEES"|"ME"|"501C"|"9"|""|"N"
"01-0355896"|"JOHN F MURPHY HOMES INC"|"1350538"|"1437183"|"JFM NO 5 CORP"|"800 CENTER STREET"|"AUBURN"|"ME"|"USA"|"04210"|"45-4479306"|"MGT FEES"|"ME"|"501C"|"9"|""|"N"
"01-0363374"|"MAINE AFL-CIO HOUSING DEVELOPMENT INC"|"1350539"|"1437186"|"EHDOC"|"1580 SAWGRASS CORPORATE PKWY"|"SUNRISE"|"FL"|"USA"|"33323"|""|""|""|""|"7"|""|"N"
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"1350540"|"1437194"|"HABITAT FOR HUMANITY INTERNATI"|"121 HABITAT ST"|"AMERICUS"|"GA"|"USA"|"31709"|"91-1914868"|"BRINGING PEOPLE TOGETHER TO BU"|"GA"|"501C3"|"I"|""|"N"
"01-0504446"|"Hyde School at South Woodstock Inc"|"1350541"|"1437203"|"Hyde School Inc (Bath ME Campus)"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"01-6021559"|"Education for grades 9 through 12"|"ME"|"501(c)(3)"|"2"|""|"N"
"01-0504446"|"Hyde School at South Woodstock Inc"|"1350542"|"1437203"|"Hyde Foundation"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"22-3026440"|"Develop charter schools throughout the country"|"ME"|"501(c)(3)"|"7"|""|"N"
"01-0504446"|"Hyde School at South Woodstock Inc"|"1350543"|"1437203"|"FAST Inc"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"22-3118810"|"Promote welfare of children"|"ME"|"501(c)(3)"|"7"|""|"N"
"01-0510768"|"JHA Properties Inc"|"1350544"|"1437205"|"Cedars Nursing Care Center Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"01-0211517"|"Long-term care"|"ME"|"501(C)(3)"|"Line 9"|"JHA Services"|"N"
"01-0510768"|"JHA Properties Inc"|"1350545"|"1437205"|"JHA Assisted Living Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"20-1590379"|"Assisted living facility"|"ME"|"501(C)(3)"|"Line 9"|"JHA Services"|"N"
"01-0510768"|"JHA Properties Inc"|"1350546"|"1437205"|"Inn at Cedars Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"20-5714134"|"Lease & operate assisted living facility"|"ME"|"501(C)(3)"|"Line 9"|"JHA Services"|"N"
"01-0510768"|"JHA Properties Inc"|"1350547"|"1437205"|"JHA Services Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"01-0451663"|"Supporting Organization"|"ME"|"501(C)(3)"|"Line l1b, II"|""|"N"
"01-0510768"|"JHA Properties Inc"|"1350548"|"1437205"|"Cedars Foundation Inc"|"630 Ocean Avenue"|"Portland"|"ME"|"USA"|"04103"|"26-0557737"|"Fundraising & administrative services"|"ME"|"501(C)(3)"|"Line l1b, II"|"JHA Services"|"N"
"01-0722629"|"MARIE A MANSBACH MEMORIAL STUDENT MOTIVATION PROGRAM"|"1350551"|"1437223"|"TIDEWATER JEWISH FOUNDATION INC"|"5000 CORPORATE WOODS DRIVE SUITE 20"|"VIRGINIA BEACH"|"VA"|"USA"|"23642"|"54-1653165"|"GRANTS AND COMMUNITY PROGRAMS"|"VA"|"501(C)(3)"|"LINE 7"|""|"N"
"01-6012053"|"Trustees of First Pansh in Portland"|"1350553"|"1437242"|"First Parish in Portland ME"|"425 Congress Street"|"Portland"|"ME"|"USA"|"04101"|"01-0223576"|"Operate a church"|"ME"|"501(C)(3)"|"1"|""|"N"
"01-6021559"|"Hyde School"|"1350554"|"1437243"|"Hyde School at South Woodstock Inc"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"01-0504446"|"Education for grades 9 through 12"|"ME"|"501(c)(3)"|"Line 2"|""|"N"
"01-6021559"|"Hyde School"|"1350555"|"1437243"|"The Hyde Foundation"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"22-3026440"|"Develop Charter Schools throughout country"|"ME"|"501(c)(3)"|"Line 7"|""|"N"
"01-6021559"|"Hyde School"|"1350556"|"1437243"|"FAST Inc"|"616 High Street"|"Bath"|"ME"|"USA"|"04530"|"22-3118810"|"Promote welfare of children"|"ME"|"501(c)(3)"|"Line 7"|""|"N"
"01-0241767"|"United Way Inc"|"1353509"|"1444585"|"2-1-1 Maine Inc"|"PO Box 15200"|"Portland"|"ME"|"USA"|"04112-5200"|"30-0194364"|"Health & human service informaiton and referral service"|"ME"|"501(c)(3)"|"Line 7"|"United Way Inc"|"Y"
"01-0466768"|"American University in Bulgaria"|"1353510"|"1444597"|"American University in Bulgaria"|"1 G. Izmirliev Sq. 2700 Blagoevgrad"|"Bulgaria"|""|"USA"|""|""|"Education"|"Bulgaria"|""|""|""|"N"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1353511"|"1444612"|"DRISCOLL CHILDREN'S HEALTH PLAN"|"615 N UPPER BROADWAY STE 1621"|"CORPUS CHRISTI"|"TX"|"USA"|"78401"|"74-2838488"|"MEDICAID HMO"|"TX"|"501(C)(3)"|"7"|"DCH"|"N"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1353512"|"1444612"|"CHILDREN'S PHYS SERVICES OF SOUTH TEXAS"|"3533 SOUTH ALAMEDA"|"CORPUS CHRISTI"|"TX"|"USA"|"78411"|"74-2620408"|"HEALTHCARE"|"TX"|"501(C)(3)"|"3"|"DCH"|"N"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1353513"|"1444612"|"DRISCOLL PHYSICIANS GROUP"|"3533 SOUTH ALAMEDA"|"CORPUS CHRISTI"|"TX"|"USA"|"78411"|"74-2988134"|"HEALTHCARE"|"TX"|"501(C)(3)"|"3"|"DCH"|"N"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1353514"|"1444612"|"DRISCOLL MATERNAL & FETAL PHYSICIANS GRO"|"3533 SOUTH ALAMEDA"|"CORPUS CHRISTI"|"TX"|"USA"|"78411"|"20-1234461"|"HEALTHCARE"|"TX"|"501(C)(3)"|"7"|"DCH"|"N"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1353515"|"1444612"|"DRISCOLL VALLEY PHYSICIANS GROUP"|"3533 SOUTH ALAMEDA"|"CORPUS CHRISTI"|"TX"|"USA"|"78411"|"20-1234322"|"HEALTHCARE"|"TX"|"501(C)(3)"|"3"|"DCH"|"N"
"01-0962276"|"DRISCOLL HEALTHCARE SERVICES"|"1353516"|"1444612"|"DRISCOLL CHILDREN'S HOSPITAL"|"3533 SOUTH ALAMEDA"|"CORPUS CHRISTI"|"TX"|"USA"|"78411"|"74-2577746"|"HOSPITAL"|"TX"|"501(C)(3)"|"3"|""|"N"
"01-0198980"|"NORTHEAST HARBOR FLEET"|"1355973"|"1449789"|"NORTHEAST HARBOR SAILING SCHOOL"|"PO BOX 12"|"NORTHEAST HARBOR"|"ME"|"USA"|"04662"|"01-0535123"|"THE NORTHEAST HARBOR SAILING SCHOOL TEACHES THE AMATEUR SPORT OF SAILING"|"ME"|"501(C)(3)"|"(7)"|""|"N"
"01-0211512"|"Home for the Aged"|"1355974"|"1449791"|"The Park Danforth"|"777 Stevens Avenue"|"Portland"|"ME"|"USA"|"04103"|"01-0373396"|"Operates low-income residential rental units"|"ME"|"501(C)(3)"|"Line 9"|""|"N"
"01-0271210"|"Husson University"|"1355975"|"1449794"|"New England School of Communications"|"One College Circle"|"Bangor"|"ME"|"USA"|"04401"|""|"Education"|"ME"|"501(c)(3)"|"2"|""|"N"
"01-0511224"|"MAINE ENERGY MARKETERS ASSOCIATION EDUCATION FOUNDATION"|"1355976"|"1449800"|"Maine Energy Marketers Association"|"25 Greenwood Road"|"BRUNSWICK"|"ME"|"USA"|"04011"|"01-0239259"|"PROMOTION OF HEATING OIL AND EQUIPMENT"|"ME"|"501(C)(6)"|""|""|"N"
"01-0603820"|"KALAMAZOO REGIONAL CHAMBER FOUNDATION"|"1355978"|"1449805"|"KALAMAZOO REGIONAL CHAMBER OF COMMERCE"|"346 W MICHIGAN AVE"|"KALAMAZOO"|"MI"|"USA"|"49007"|"38-0703370"|"COMMUNITY"|"MI"|"501C6"|""|""|"N"
"01-0665300"|"BARTRAM TRAIL CDC INC"|"1355979"|"1449806"|"COLUMBIA COUNTY GA"|""|""|""|"USA"|""|""|"GOVERNMENT"|"GA"|""|""|""|"N"
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1355980"|"1449808"|"RIVERWOOD MENTAL HEAKTH SERVICES INC"|"PO BOX 226"|"WARREN"|"RI"|"USA"|"02885"|"05-0396244"|"PRIMARY SPONSOR"|"RI"|"501(c)(3)"|"501(c)(3)"|""|"N"
"01-0729022"|"EAST BAY HOUSING OPTIONS INC"|"1355981"|"1449808"|"NRI COMMUNITY SERVICES INC"|"PO BOX 1700"|"WOONSOCKET"|"RI"|"USA"|"02895"|"05-0312278"|"SPONSOR"|"RI"|"501(c)(3)"|"501(c)(3)"|""|"N"
"01-0701608"|"PARTNERSHIP ACADEMY INC"|"1356998"|"1452663"|"PARTNERSHIP ACADEMY FOUNDATION"|"305 E 77TH STREET"|"RICHFIELD"|"MN"|"USA"|"55423"|"26-1120263"|"SCHOOL-SUPPORTING ACTIVITIES"|"MN"|"501(C)(3)"|"LINE 9"|""|"N"
"01-0219828"|"OLD ORCHARD BEACH FREE PUBLIC LIBRARY ASSOCIATION"|"1357654"|"1454555"|"TOWN OF OLD ORCHARD BEACH"|"1 PORTLAND AVENUE"|"OLD ORCHARD BEACH"|"ME"|"USA"|"04064"|"01-6000307"|"MUNICIPALITY"|"ME"|""|""|""|"N"
"01-0509118"|"Maine International Trade Center"|"1357655"|"1454569"|"State of Maine"|"State House Station"|"Augusta"|"ME"|"USA"|"04333"|""|""|"ME"|""|"Government"|""|"N"
"01-0818965"|"DEMEDICI CORPORATION"|"1357656"|"1454583"|"DEMEDICI CORPORATION II"|"13000 LINCOLN DRIVE WEST, SUITE 302"|"MARLTON"|"NJ"|"USA"|"08053"|"45-4520956"|"TO OWN AND LEASE SCHOOL FACILITIES TO NOT-FOR-PROFIT SCHOOLS"|"PENNSYLVANIA"|"11"|""|""|"N"
"01-0818965"|"DEMEDICI CORPORATION"|"1357657"|"1454583"|"PHILADELPHIA PERFORMING ARTS CHARTER SCHOOL"|"2600 S. BROAD STREET"|"PHILADELPHIA"|"PA"|"USA"|"19145"|"23-3040989"|"CHARTER SCHOOL"|"PENNSYLVANIA"|"2"|""|""|"N"
"01-0819395"|"Patterson Park Public Charter School Inc"|"1357658"|"1454584"|"Patterson Park Pub Chart Sch Fund"|"27 North Lakewood Avenue"|"Baltimore"|"MD"|"USA"|"21224"|"27-2919916"|"Support of a 501(c)(3) Organization"|"MD"|"501(C)(3)"|"11 Type II"|""|"N"
"01-0882170"|"TOP HOUSE INC"|"1357659"|"1454585"|"NORTHEAST ARC INC"|"64 HOLTEN ST"|"DANVERS"|"MA"|"USA"|"01923"|"04-2232416"|"SOCIAL SERVICES"|"MA"|"501(C)(3)"|"LINE 9"|""|"N"
"01-0882170"|"TOP HOUSE INC"|"1357660"|"1454585"|"NORTH SHORE HERITAGE ASSOCIATES INC"|"64 HOLTEN ST"|"DANVERS"|"MA"|"USA"|"01923"|"04-2645008"|"REAL ESTATE"|"MA"|"501(C)(3)"|"LINE 9"|""|"Y"
"01-0882170"|"TOP HOUSE INC"|"1357661"|"1454585"|"RESIDENTIAL OPTIONS INC"|"64 HOLTEN ST"|"DANVERS"|"MA"|"USA"|"01923"|"04-2867643"|"REAL ESTATE"|"MA"|"501(C)(3)"|"LINE 9"|""|"Y"
"01-0882170"|"TOP HOUSE INC"|"1357662"|"1454585"|"NORTHEAST CLINICAL SERVICES INC"|"64 HOLTEN ST"|"DANVERS"|"MA"|"USA"|"01923"|"04-2887643"|"HEALTHCARE"|"MA"|"501(C)(3)"|"PF"|""|"Y"
"01-0882170"|"TOP HOUSE INC"|"1357663"|"1454585"|"GLOUCESTER HOUSING INC"|"64 HOLTEN ST"|"DANVERS"|"MA"|"USA"|"01923"|"11-3841369"|"REAL ESTATE"|"MA"|"501(C)(3)"|"LINE 7"|""|"Y"
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"1360685"|"1460167"|"MEMA Health Insurance Trust"|"25 Greenwood Road PO Box 249"|"Brunswick"|"ME"|"USA"|"04011-0249"|"01-6029907"|"Health Insurance Trust"|"ME"|"501(c)(9)"|""|""|"N"
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"1360686"|"1460167"|"ENERGY PAC OF MAINE"|"25 Greenwood Road"|"Brunswick"|"ME"|"USA"|"04011"|""|"Political Action Committee"|"ME"|"527"|""|""|"N"
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"1360687"|"1460167"|"MEMA Education Foundation"|"25 Greenwood Road"|"Brunswick"|"ME"|"USA"|"04011"|"01-0511224"|"Heating Oil Education"|"ME"|"501(c)(3)"|"170(b)(l)(A)(vi)"|""|"N"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1360688"|"1460170"|"HENRIETTA D GOODALL HOSPITAL INC"|"25 JUNE STREET"|"SANFORD"|"ME"|"USA"|"04073"|"01-0078060"|"HOSPITAL"|"ME"|"501C3"|"3"|"SMHC"|"N"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1360689"|"1460170"|"THE WEBBER HOSPITAL ASSOC DBA SMMC"|"1 MEDICAL CENTER DRIVE"|"BIDDEFORD"|"ME"|"USA"|"04005"|"01-0179500"|"HOSPITAL"|"ME"|"501C3"|"3"|"SMHC"|"N"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1360690"|"1460170"|"MAINEHEALTH (MH)"|"110 FREE STREET"|"PORTLAND"|"ME"|"USA"|"04101"|"01-0431680"|"HEALTHCARE"|"ME"|"501C3"|"11C"|""|"N"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1360691"|"1460170"|"SMMC VISITING NURSES"|"72 MAIN STREET"|"KENNEBUNK"|"ME"|"USA"|"04043"|"20-1620032"|"HOMEHEALTH"|"ME"|"501C3"|"9"|"SMMC"|"N"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1360692"|"1460170"|"CANCER CARE CENTER OF YORK COUNTY"|"22 BRAMHALL STREET"|"PORTLAND"|"ME"|"USA"|"04102"|"20-1600381"|"MED SERVICES"|"ME"|"501C3"|"3"|""|"N"
"01-0317679"|"Family Planning Association of Maine Inc"|"1361400"|"1461662"|"Family Planning Action Fund of Maine"|"PO Box 183"|"Augusta"|"ME"|"USA"|"04332"|"01-0533469"|"Legislative Advocacy"|"ME"|"501(C)(4)"|""|""|"N"
"01-0361089"|"YORK COUNTY SHELTER PROGRAMS INC"|"1361401"|"1461663"|"COMMONS HOUSING CORPORATION"|"3 GEORGE ROAD PO BOX 820"|"ALFRED"|"ME"|"USA"|"04002"|"22-3226599"|"PROVIDE LOW INCOME HOUSING"|"ME"|"501(C)3"|"LINE 9"|""|"N"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1361402"|"1461664"|"ARROW CHILD AND FAMILY MINISTRIES OF TEXAS"|"2929 FM 2920"|"SPRING"|"TX"|"USA"|"77388"|"74-2622426"|"FOSTER CARE"|"TX"|"501(C)(3)"|"LINE 9"|"ARROW CHILD AND FAMILY MINISTRIES"|"Y"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1361403"|"1461664"|"ARROW CHILD AND FAMILY MINISTRIES OF MARYLAND"|"2929 FM 2920"|"SPRING"|"TX"|"USA"|"77388"|"52-2325727"|"FOSTER CARE"|"MD"|"501(C)(3)"|"LINE 9"|""|"N"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1361404"|"1461664"|"ARROW CHILD AND FAMILY MINISTRIES OF PENNSYLVANIA"|"2929 FM 2920"|"SPRING"|"TX"|"USA"|"77388"|"57-1208819"|"FOSTER CARE"|"PA"|"501(C)(3)"|"LINE 9"|"ARROW CHILD AND FAMILY MINISTRIES"|"Y"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1361405"|"1461664"|"ARROW CHILD AND FAMILY MINISTRIES OF CALIFORNIA"|"2929 FM 2920"|"SPRING"|"TX"|"USA"|"77388"|"26-1132000"|"FOSTER CARE"|"CA"|"501(C)(3)"|"LINE 9"|"ARROW CHILD AND FAMILY MINISTRIES"|"Y"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1361406"|"1461664"|"PANHANDLE ASSESSMENT CENTER"|"2929 FM 2920"|"SPRING"|"TX"|"USA"|"77388"|""|"INACTIVE"|"TX"|"501(C)(3)"|"LINE 9"|"ARROW CHILD AND FAMILY MINISTRIES"|"Y"
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"1362206"|"1462958"|"Birch Bay Village Retirement Community"|"10 Wayman Lane"|"Bar Harbor"|"ME"|"USA"|"04609"|"01-0481696"|"Retirement Community"|"ME"|"501(c)(3)"|"170(b)(1)(A)(iii)"|"Mount Desert Island Hospital"|"N"
"01-0248780"|"Maine Audubon Society"|"1362207"|"1462959"|"Davis Conservation Foundation"|"4 Fundy Road"|"Falmouth"|"ME"|"USA"|"04105"|"22-2976811"|"Awarding Grants"|"ME"|"501(C)(3)"|"Line 11, Type I"|""|"N"
"01-0373396"|"The Park Danforth"|"1362208"|"1462960"|"Home for the Aged"|"777 Stevens Avenue"|"Portland"|"ME"|"USA"|"04103"|"01-0211512"|"Operates residential rental units"|"ME"|"501(C)(3)"|"Line 9"|""|"N"
"01-0481696"|"BIRCH BAY RETIREMNT VILLAGE"|"1362209"|"1462961"|"Mount Desert Island Hospital"|"10 Wayman Lane"|"Bar Harbor"|"ME"|"USA"|"04609"|"01-0211797"|"Hospital"|"ME"|"501(c)(3)"|"170(b)(1)(A)(iii)"|"Mount Desert Island Hospital"|"N"
"01-0322531"|"Aroostook Area Agency on Aging, Inc."|"1362439"|"1463612"|"Caribou Congregate Housing"|"166 Sweden Street"|"Caribou"|"ME"|"USA"|"04736"|"22-2557798"|"Housing"|"ME"|"501(c)(3)"|"9"|""|"N"
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"1363369"|"1466473"|"The Maine Behavioral Health Foundation"|"295 Water Street - Suite 200"|"Augusta"|"ME"|"USA"|"04330"|"56-2409903"|"Manage investment accounts"|"Maine"|"501(c)(3)"|"Line 9"|""|"Y"
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"1363370"|"1466476"|"IBEW LOCAL 180"|"720 B TECHNOLOGY WAY"|"NAPA"|"CA"|"USA"|"94558"|"94-0577276"|"TO IMPROVE AND PROMOTE THE WELFARE AND WORKING CONDITIONS OF ITS MEMBERS"|"CALIFORNIA"|"501(C)5"|""|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL"|"N"
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"1363371"|"1466476"|"IBEW LOCAL 180 POLITICAL ACTION COMMITTEE"|"720 B TECHNOLOGY WAY"|"NAPA"|"CA"|"USA"|"94558"|"52-2437413"|"TO SUPPORT POLITICAL CANDIDATES FOR STATE AND LOCAL OFFICES"|"CALIFORNIA"|"527"|""|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL"|"N"
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"1363474"|"1467129"|"MAINE ENERGY MARKETERS ASSOCIATION"|"25 GREENWOOD ROAD, PO BOX 249"|"BRUNSWICK"|"ME"|"USA"|"04011-0249"|"01-0239259"|"TRADE ASSOCIATION"|"ME"|"501(C)(6)"|""|""|"N"
"01-0349706"|"Onpoint Health Data"|"1364855"|"1467981"|"Maine Health Data Processing Center"|"16 Association Drive"|"Manchester"|"ME"|"USA"|"04351-0360"|""|"Provides management and data processing services"|"ME"|"501 (c)(3)"|"11a Type 1"|""|"Y"
"01-0192761"|"CHILD EVANGGLISM FELLOWSHIP INC"|"1366504"|"1469222"|"Child Euangelism Fellow Jhif Inc"|""|"Wareenston"|"MO"|"USA"|""|""|"Children is Ministry"|"Missouei"|"501c(3)"|"EXEMPT"|""|"N"
"01-0904664"|"Carla and David Crane Foudnation"|"1366505"|"1469225"|"Jewish Community Federation of SF"|"121 Steuart Street"|"San Francisco"|"CA"|"USA"|"94105"|"94-1156533"|"BUILD, MAINTAIN AND STRENGTHEN JEWISH IDENTITY, COMM AND LIFE"|"CA"|"501(c)(3)"|"Line 7"|""|"N"
"01-0513859"|"BRIDGTON ICE ARENA INC"|"1367312"|"1470124"|"BRIDGTON ACADEMY"|"PO BOX 292"|"NORTH BRIDGTON"|"ME"|"USA"|"04057-0292"|"01-0221344"|"ONE-YEAR POSTGRADUATE SCHOOL"|"ME"|"501(C)(3)"|"LINE 2"|""|"N"
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"1367313"|"1470125"|"MAINE MEDICAL CENTER"|"22 BRAMHALL STREET"|"PORTLAND"|"ME"|"USA"|"04102"|"01-0238552"|"HEALTHCARE"|"ME"|"501C3"|"3"|"MAINEHEALT"|"N"
"01-0465754"|"CHILD EVANGELISM FELLOWSHIP, INC"|"1368972"|"1471876"|"CITILD EVANGELISM FELLOWSHIP, INC"|""|"WARRENTON"|"MO"|"USA"|""|""|"CHILDREN'S MINISTRY"|"MISSOURI"|"501(C)(3)"|"EXEMPT"|"ND"|"N"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"1369887"|"1472940"|"MANOR AT PHILLIPSTOWN PLACE, INC."|"25 JUNE STREET"|"SANFORD"|"ME"|"USA"|"04073"|"01-0473857"|"ELDER CARE"|"ME"|"501C3"|"9"|"HD GOODALL"|"N"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"1369888"|"1472940"|"THE WEBBER HOSPITAL ASSOC."|"P.O. BOX 626"|"BIDDEFORD"|"ME"|"USA"|"04005"|"01-0179500"|"HOSPITAL"|"ME"|"501C3"|"3"|"SMHC"|"N"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"1369889"|"1472940"|"CANCER CARE CENTER OF YORK COUNTY"|"22 BRAMHALL STREET"|"PORTLAND"|"ME"|"USA"|"04102"|"20-1600381"|"MED SERVICES"|"ME"|"501C3"|"3"|"SMHC"|"N"
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"1369890"|"1472940"|"MAINEHEALTH"|"110 FREE STREET"|"PORTLAND"|"ME"|"USA"|"04101"|"01-0431680"|"HEALTHCARE"|"ME"|"501C3"|"11c"|""|"N"
"01-0760254"|"Penn Foundation Trust"|"1369891"|"1472941"|"Penn Foundation Inc"|"807 Lawn Avenue"|"Sellersville"|"PA"|"USA"|"18960"|"23-1496225"|"Behavioral Healthcare Provider"|"PA"|"501(C)(3)"|"7"|"Penn Foundation Inc"|"N"
"01-0871002"|"Wyoming County Business Center, Inc."|"1372458"|"1477499"|"Wyoming County"|"143 North Main Street"|"Warsaw"|"NY"|"USA"|"14569"|""|"County Government"|"New York"|""|""|""|"N"
