"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_EXPENSES"
"01-0339969"|"Maine Society of CPA's"|"1104834"|""
"01-0374565"|"WINTER FOUNDATION"|"1104835"|""
"01-0510768"|"JHA Properties Inc"|"1104837"|""
"01-0567964"|"Califomia Tamil Academy"|"1104838"|""
"01-0904664"|"CARLA AND DAVID CRANE FOUNDATION"|"1104840"|""
"02-0214073"|"AMERICAN LEGION ROBERT G. DURGIN POST #6"|"1106145"|""
"01-0211565"|"WAYNFLETE SCHOOL"|"1106172"|"12554798.0000"
"01-0276272"|"GREATER PORTLAND LANDMARKS INC"|"1106173"|"478361.0000"
"01-0467073"|"St Croix Regional Family Health Center"|"1106174"|"1051304.0000"
"01-0618964"|"OASIS CARE INC"|"1106175"|""
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"1106176"|"1021722.0000"
"01-0288275"|"MAINE MARINE TRADE ASSOCIATION"|"1106906"|""
"01-0479776"|"Maine Education Association Benefits Trust"|"1106907"|"22851817.0000"
"01-0542376"|"CHALLENGER LEARNING CENTER OF MAINE"|"1106908"|""
"01-0554275"|"CCCP COMMUNITY TRUST"|"1106909"|""
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"1107354"|"33670939.0000"
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"1107355"|"7445250.0000"
"01-0263385"|"Thomas College"|"1107356"|"14933081.0000"
"01-0323280"|"Penguis Mental Health Association"|"1107357"|"459453.0000"
"01-0488478"|"KENNEBEC VALLEY COUNCIL OF GOVERNMENTS"|"1107358"|"1109741.0000"
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROGRAI"|"1107359"|""
"01-0513301"|"CACER COMMUNITY CENTER"|"1107360"|""
"01-0613583"|"Learning Alternatives, Inc."|"1107361"|""
"01-0783081"|"Chinese American Cooperation Council"|"1107362"|""
"02-0239801"|"CONCORD-MERRIMACK COUNTY SPCA"|"1107363"|"675064.0000"
"01-0211781"|"PRESIDENT AND TRUSTEES OF BATES COLLEGE"|"1108440"|"124811256.0000"
"01-0223482"|"Millinocket Regional Hospital"|"1108441"|""
"01-0267492"|"PORTLAND CHEVRA KADISHA"|"1108442"|""
"01-0310087"|"Hancock County Planning Commission"|"1108443"|""
"01-0483192"|"FAMILIES AND CHILDREN TOGETHER"|"1108445"|"1635706.0000"
"01-0541892"|"WASHINGTON COUNTY EMERGENCY MEDICAL SERVICE AUTHORITY"|"1108447"|"1556984.0000"
"01-0553077"|"LINKS OF HOPE INC"|"1108448"|"153199.0000"
"01-0762192"|"HARRY AND JEANETTE WEINBERG VILLAGE I at Owings Mills I Inc CHAI"|"1108450"|"772051.0000"
"01-0846888"|"RESTORATION CENTER INC"|"1108451"|""
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION,INC"|"1108452"|""
"01-6000785"|"BANGOR PUBLIC LIBRARY"|"1108453"|"2475315.0000"
"02-0214887"|"VETERANS OF FOREIGN WARS DEPARTMENT"|"1108454"|""
"01-0321597"|"DIOCESAN BUREAU OF HOUSING"|"1109787"|"1722932.0000"
"01-0331180"|"DOWNEAST HORIZONS INC"|"1109788"|"4281226.0000"
"01-0369195"|"Maine-Dartmouth Family Medicine Residency"|"1109789"|"11423416.0000"
"01-0373396"|"The Park Danforth"|"1109790"|"1596709.0000"
"01-0374597"|"YOUTH AND FAMILY OUTREACH"|"1109791"|"609261.0000"
"01-0438695"|"MAINE HOUSING AND BUILDING MATERIALS EXCHANGE"|"1109792"|""
"01-0612697"|"Farmington Youth Basketball Association"|"1109794"|""
"01-0831698"|"JEWISH COMMUNITY FOUNDATION"|"1109795"|"2351672.0000"
"01-6011501"|"UNIVERSITY OF MAINE FOUNDATION"|"1109796"|"9918007.0000"
"01-0061300"|"Fraternal Order of Eagles #1457"|"1111234"|""
"01-0104905"|"LAUREL HILL CEMETERY ASSOCIATION"|"1111235"|"516033.0000"
"01-0211810"|"UNIVERSITY OF NEW ENGLAND"|"1111236"|"127442046.0000"
"01-0222130"|"FAIRVIEW HOSPITAL, INC"|"1111238"|""
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"1111239"|"3705917.0000"
"01-0340713"|"KENNEBEC MONTESSORI SCHOOL"|"1111240"|"581341.0000"
"01-0377246"|"New Hope for Women, Inc."|"1111241"|"849980.0000"
"01-0563134"|"MANSE SA ALHAMBRA HOUSE INC"|"1111242"|""
"01-0576704"|"THE FUND FOR PUBLIC ADVOCACY INC"|"1111243"|"567366.0000"
"01-0642617"|"BEACON - INDEPENDENT LIVING SERVICES"|"1111244"|""
"01-0701608"|"PARTNERSHIP ACADEMY"|"1111245"|"3437252.0000"
"01-0748214"|"ARBOR BAY SCHOOL"|"1111246"|""
"01-0758906"|"RIVERWALK EDUCATION FOUNDATION INC"|"1111247"|"14029892.0000"
"01-0780934"|"LAKE COUNTY INT CHARTER SCHOOL"|"1111248"|""
"01-0951001"|"Alpha Phi International Fraternity - Chi Chapter"|"1111250"|""
"01-6010406"|"AHAVAS ACHIM SOCIETY OF BROTHERLY LOVE"|"1111251"|""
"01-0358141"|"CARING UNLIMITED"|"1112683"|"1597745.0000"
"01-0211532"|"KENTS HILL SCHOOL"|"1113283"|"13272804.0000"
"01-0211548"|"Redington Memorial Hospital Association"|"1113284"|""
"01-0212438"|"Maine Central Institute"|"1113285"|"9113231.0000"
"01-0276859"|"Aroostook Mental Health Services, Inc."|"1113286"|"19216659.0000"
"01-0355649"|"St John Valley Associates Inc"|"1113287"|""
"01-0500860"|"Amistad. Inc."|"1113289"|"1112385.0000"
"01-0726348"|"SOUTHWEST WASHINGTON WORKFORCE DEVELOPMENT COUNCIL"|"1113290"|"6829936.0000"
"01-0078060"|"HENRIETTA D GOODALL HOSPITAL INC"|"1114633"|"89508957.0000"
"01-0405274"|"Home Counselors Inc"|"1114634"|"2741572.0000"
"01-0492479"|"MAINE CHILDREN'S TRUST INC"|"1114635"|"1459569.0000"
"01-0509578"|"WESTBROOK YOUTH CENTER INC"|"1114636"|"248403.0000"
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"1114637"|"44486434.0000"
"01-0723319"|"TOBACCO FREE ALLEGHENY"|"1114638"|""
"02-0207161"|"NEW HAMPSHIRE ASSOCIATION OF INSURANCE AGENTS"|"1114639"|""
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1115343"|""
"01-0874029"|"POLARIS CHARTER ACADEMY"|"1115344"|"3824833.0000"
"01-0198980"|"Northeast Harbor Fleet"|"1115654"|"301121.0000"
"01-0211481"|"BANGOR CHILDREN'S HOME"|"1115655"|"849100.0000"
"01-0233280"|"United Way of Mid-Maine"|"1115656"|"939432.0000"
"01-0777856"|"Literacy for Environmental Justice"|"1115657"|""
"01-0721958"|"B-4 SCHOOL OF FAIRLAWN INC."|"1116171"|""
"01-0267689"|"KATAHDIN FRIENDS INC"|"1116223"|"4717194.0000"
"01-0275156"|"Western Maine Community Action Inc"|"1116224"|"9710853.0000"
"01-0288363"|"CRISIS AND COUNSELING CENTERS INC"|"1116225"|"8649830.0000"
"01-0358090"|"SPRUCE RUN ASSOCIATION"|"1116226"|"1276558.0000"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1116227"|"1219009.0000"
"01-0523509"|"Ctr for Cetacean Research and Conservation"|"1116228"|""
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"1116229"|""
"01-0709158"|"FIRST COAST NO MORE HOMELESS PETS"|"1116230"|"4146617.0000"
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1117565"|""
"01-0818965"|"DeMedical Corporation"|"1117566"|"335654.0000"
"01-0565218"|"GLAMOURGALS FOUNDATION INC"|"1117598"|""
"01-0362049"|"MONMOUTH RESCUE ASSOCIATION, INC."|"1117667"|""
"01-0482508"|"THE NEXT STEP DOMESTIC VIOLENCE PROJECT"|"1117668"|"907713.0000"
"01-0530420"|"Jewish Community Alliance of Southern Maine"|"1117670"|"1484483.0000"
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"1117671"|""
"01-0880770"|"Community Foundation of Harfo"|"1117672"|""
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"1117673"|"923430.0000"
"01-5145247"|"AMERICAN VETERANS POST 153"|"1117674"|""
"01-0192761"|"CHILD EVANGELISM FELLOWSHIP, INC"|"1119130"|""
"01-0594835"|"Oakland Kids First"|"1119463"|"699827.0000"
"01-6012936"|"MERRILL MEMORIAL LIBRARY"|"1119465"|""
"01-0465754"|"CHILD EVANG ELISM FELLOWSHIP, INC"|"1121152"|""
"01-0639602"|"KIPP Austin Public Schools Inc"|"1121153"|"17254809.0000"
"01-0872726"|"International Spanish Language Academy"|"1121154"|"1832512.0000"
"01-0339851"|"REGIONAL TRANSPORTATION PROGRAM"|"1121909"|"6047240.0000"
"01-0158948"|"SIGMA KAPPA SORORITY"|"1122837"|"2637826.0000"
"01-0443470"|"Attendant Services Maine, Inc."|"1122838"|"11221938.0000"
"01-0900952"|"PEABODY CHARTER SCHOOL"|"1122839"|"6558608.0000"
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1123477"|"2248823.0000"
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS 1253 LOCAL"|"1123514"|""
"01-0277678"|"Kennebec Valley Community Action Program"|"1123515"|"19670631.0000"
"01-0368096"|"Alpha One"|"1123516"|"3275609.0000"
"01-0544468"|"FOUR DIRECTIONS DEVELOPMENT CORPORATION"|"1123517"|"1613735.0000"
"01-0032215"|"BOOTHBAY HARBOR YACHT CLUB"|"1124778"|""
"01-0676306"|"CAMBRIDGE HEALTH ALLIANCE FOUNDATION, INC. F/K/A ALLIANCE FOUNDATION FOR COMMUNITY HEALTH, INC."|"1124779"|""
"01-0191822"|"DEPARTMENT OF MAINE, VETERANS OF FOREIGN WARS OF THE UNITED STATES"|"1125521"|""
"01-0191822"|"DEPARTMENT OF MAINE, VETERANS OF FOREIGN WARS OF THE UNITED STATES"|"1125646"|""
"01-0265559"|"Kennebec Valley Mental Health Center"|"1125647"|"21150762.0000"
"01-0316813"|"Tri-County Mental Health Services"|"1125649"|"20016953.0000"
"01-0366057"|"Maine Rural Water Association"|"1125650"|"1536216.0000"
"01-0520813"|"PENINSULA MONTESSORI, INC."|"1125651"|""
"01-0597318"|"DARE EDUCATION FOUNDATION INC"|"1125652"|""
"01-0603214"|"SAINT FRANCIS HOSPITAL SOUTH, LLC"|"1125653"|""
"01-0840857"|"TRANSFORMATIVE ACTION INSTITUTE"|"1125654"|""
"01-0502709"|"Atlantic States Rural Water and Wastewater Association"|"1126827"|"950474.0000"
"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES INC"|"1127014"|"941347.0000"
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"1127015"|""
"01-0686429"|"CLUB HORIZON, INC."|"1127016"|""
"01-0329300"|"Rumford Group Homes"|"1127627"|""
"01-6016350"|"SOMERSET WOODS TRUSTEES"|"1128087"|""
"01-0217639"|"THE COMMUNITY SCHOOLS AT OPPORTUNITY FARM AND CAMDEN"|"1128316"|"1835318.0000"
"01-0222037"|"VETERANS OF FOREIGN WARS OF THE U.S. FOREST J. PARE POST 1285"|"1128317"|""
"01-0233275"|"MACCRILLIS-ROUSSEAU POST NO. 8835 VETERANS OF FOREIGN WARS"|"1128318"|""
"01-0263519"|"TRUSTEES OF LEAVITT INSTITUTE"|"1128319"|""
"01-0274725"|"The Opportunity Alliance"|"1128320"|""
"01-0361089"|"YORK COUNTY SHELTER PROGRAMS INC"|"1128322"|"4859841.0000"
"01-0368188"|"SO. MAINE EMERGENCY MED SERVICES COUNCIL INC"|"1128323"|""
"01-0370020"|"BANGOR AIRPORT CIVIC DEVELOPMENT CORP"|"1128324"|"458724.0000"
"01-0435170"|"ANDROSCOGGIN HABITAT FOR HUMANITY INC"|"1128326"|""
"01-0518428"|"NORTH ATLANTIC FIGURE SKATING CLUB"|"1128327"|""
"01-0556446"|"Quincy Asian Resources, Inc."|"1128328"|""
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"1128330"|""
"01-0702652"|"CAFA, INC."|"1128333"|""
"01-0720520"|"FRANKLIN HIGH SCHOOL BOOSTER CLUB"|"1128335"|""
"01-0806645"|"REGIONAL LOCAL UNION NO 846 OF' THE INTERNATIONAL ASSOCIATION"|"1128336"|"595448.0000"
"01-0818965"|"DEMEDICI CORPORATION"|"1128337"|""
"01-6004444"|"FALMOUTH MEMORIAL LIBRARY ASS"|"1128339"|"592363.0000"
"01-6010995"|"Wayne Library Association"|"1128340"|""
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"1128342"|""
"01-0371992"|"Downeast Transportation"|"1131687"|"2233486.0000"
"02-0223390"|"MANCHESTER HISTORIC ASSOCIATION"|"1131688"|"764234.0000"
"01-0216811"|"WATERVILLE LODGE #33 F & A M"|"1132575"|""
"01-0388818"|"Maine Adaptive Sports & Recreation"|"1132576"|""
"01-0357314"|"MERCY ENDOWMENT FOUNDATION"|"1133072"|""
"02-0103705"|"AMERICAN LEGION HENRY J SWEENEY POST#1"|"1133558"|""
"01-0086202"|"THE HARBOR CLUB, INC."|"1133607"|"544541.0000"
"01-0119375"|"MEGANTIC FISH AND GAME CO BERRY TALBOT ROYER"|"1133608"|""
"01-0367553"|"SETON VILLAGE"|"1133610"|"1042798.0000"
"01-6006001"|"Bigelow Laboratory for Ocean Sciences"|"1133611"|"8442200.0000"
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"1133612"|""
"01-0324705"|"THE SUSAN L CURTIS CHARITABLE FOUNDATION"|"1134142"|"683504.0000"
"01-0478709"|"Maine Island Trail Association"|"1134143"|"587645.0000"
"01-0211542"|"Catherine Mornll Day Nursery"|"1161557"|"902143.0000"
"01-0280225"|"Catholic Charities Maine"|"1161558"|""
"01-0509118"|"Maine International Trade Center"|"1161559"|"1176313.0000"
"01-0454077"|"WHA INC"|"1169632"|"46516.0000"
"01-0501998"|"GREATER HOULTON CHRISTIAN ACA"|"1169633"|""
"01-6009240"|"UNITED MID-COAST CHARITIES, INC"|"1169636"|"490841.0000"
"01-6023519"|"BAY CHAMBER CONCERTS INC"|"1169637"|""
"01-6274657"|"NEW YORK UNIVERSITY VEBA TRUST"|"1169638"|""
"00-0889899"|"Academic & Behavioral Clinic, Inc"|"1179375"|""
"01-0216655"|"ODD FELLOWS' AND REBEKAHS' HOME OF MAINE"|"1179751"|""
"01-0223755"|"BERWICK ACADEMY"|"1179752"|"13978163.0000"
"01-0280723"|"York-Cumberland Assoc for Handicapped Persons"|"1179753"|"11152354.0000"
"01-0485193"|"MOUNT DAVID HOUSING INC"|"1179754"|"117943.0000"
"01-0526734"|"OPERA HOUSE ARTS"|"1179756"|""
"01-0771163"|"POCONO MOUNTAIN CHARTER SCHOOL"|"1179757"|"4907018.0000"
"01-0778179"|"The Brooklyn Montesson Ltd"|"1179758"|"1886903.0000"
"01-0782573"|"Advisors Charitable Gift Fund"|"1179759"|"2155318.0000"
"01-0852888"|"TEAM READ"|"1179760"|"446687.0000"
"01-6006058"|"PORTLAND MAINE SYMPHONY ORCHESTRA"|"1179761"|"2747076.0000"
"02-0110580"|"Blue Mountain Forest Association"|"1179762"|"1114329.0000"
"02-0223322"|"Currier Museum of Art"|"1179764"|"6143146.0000"
"01-0211497"|"PRESIDENT ex TRUSTEES OF COLBY COUEGE"|"1186768"|""
"01-0271210"|"Husson University"|"1188070"|"39682109.0000"
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"1188071"|"72405287.0000"
"01-0376510"|"Maine Mental Health Connections Inc"|"1188072"|""
"01-0418917"|"PREBLE STREET"|"1188073"|"7711284.0000"
"01-0438846"|"AMERICA EAST"|"1188074"|"3817497.0000"
"01-0441147"|"HABITAT FOR HUMANITY OF GREATER BANGOR"|"1188075"|"362682.0000"
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"1188076"|"1079023.0000"
"01-0516247"|"CARLETON PROJECT"|"1188077"|""
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"1188078"|"99818997.0000"
"01-0849648"|"ACADEMY IN MANAYUNK"|"1188080"|"6463846.0000"
"01-0880911"|"ROSS INSTITUTE"|"1188081"|"32133683.0000"
"01-0932846"|"GENESIS HEALTHCARE INC"|"1188082"|"8764004.0000"
"02-0103433"|"TAU CHAPTER OF ALPHA XI DELTA"|"1188083"|""
"02-0222111"|"Trustees of Dartmouth College"|"1188084"|""
"01-0808707"|"Islamic Organization of North America"|"1191960"|""
"01-0130427"|"BRIDGTON HOSPITAL"|"1192039"|""
"01-0211508"|"Good Will Home Association"|"1192040"|""
"01-0215213"|"BOWDOIN COLLEGE"|"1192041"|"159282000.0000"
"01-0215227"|"RUMFORD HOSPITAL"|"1192042"|""
"01-0219126"|"LINCOLN ACADEMY"|"1192043"|"6699922.0000"
"01-0279306"|"MAINE STATE BAR ASSOCIATION"|"1192044"|"1839899.0000"
"01-0285528"|"ABRAHAM S & FANNY B LEVEY HEBREW DAY SCHOOL"|"1192045"|""
"01-0350707"|"Portland Ovations"|"1192046"|"1734366.0000"
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"1192047"|"1039412.0000"
"01-0387418"|"PENOBSCOT THEATRE COMPANY"|"1192048"|"821804.0000"
"01-0461120"|"Maine Pretnal Services"|"1192049"|"2281777.0000"
"01-0518520"|"NORTHEAST OSTEOPATHIC MEDICAL EDUCATION NETWORK"|"1192052"|""
"01-0546327"|"Sebasticook Family Doctors"|"1192053"|"5870227.0000"
"01-0572406"|"RADCLIFT INC"|"1192054"|"836370.0000"
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"1192055"|"2901779.0000"
"01-0781831"|"THE DOUGLAS CENTER"|"1192056"|"1600793.0000"
"01-0790428"|"ST JOSEPH HEALTH SYSTEM FOUNDATION"|"1192057"|""
"01-0863627"|"CHICAGO VIRTUAL CHARTER SCHOOL"|"1192059"|"5142218.0000"
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"1192061"|""
"01-0444523"|"John M. Eagleson Jr. Institute"|"1200602"|"797461.0000"
"01-0455355"|"MID-COAST HABITAT FOR HUMANITY, INC."|"1200603"|""
"01-0567853"|"EBENEZER CHARITIES INC."|"1200646"|""
"01-0095414"|"INDEPENDENT ORDER OF ODD FELLOWS GRAND LODGE OF MAINE"|"1200787"|""
"01-0198331"|"Maine Coast Regional Health Facilities"|"1200788"|""
"01-0211484"|"Bangor Theological Seminary"|"1200789"|"2146672.0000"
"01-0212444"|"York Hospital"|"1200790"|"162933628.0000"
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"1200791"|"34429677.0000"
"01-0221344"|"BRIDGTON ACADEMY"|"1200792"|"6327008.0000"
"01-0278395"|"WOODFORDS FAMILY SERVICES"|"1200793"|"11642054.0000"
"01-0316041"|"Youth Alternatives Ingraham"|"1200795"|""
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"1200796"|""
"01-0353682"|"LEARNINGWORKS"|"1200797"|"2684332.0000"
"01-0376014"|"WOMANCAREAEGIS ASSOCIATION"|"1200798"|""
"01-0444523"|"John M Eagleson Jr Institute"|"1200799"|"1203458.0000"
"01-0455355"|"MID-COAST HABITAT FOR HUMANITY, INC."|"1200800"|""
"01-0484154"|"MAHC INC"|"1200801"|""
"01-0495250"|"Ingraham Housing Corporation"|"1200802"|""
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"1200803"|""
"01-0530955"|"SKYLINE FARM"|"1200805"|""
"01-0535770"|"ORONO ECONOMIC DEVELOPMENT CORP"|"1200806"|""
"01-0547297"|"THE NEW SCHOOL"|"1200808"|"326391.0000"
"01-0564286"|"DAYTON LEARNING CENTER"|"1200809"|""
"01-0729134"|"CLARE OAKS"|"1200810"|"22508708.0000"
"01-0729873"|"NORTH CAROLINA MOTORSPORTS ASSOCIATION"|"1200811"|""
"01-0735369"|"Yonkers South Broadway District Management Association, Inc."|"1200812"|"441789.0000"
"01-0768551"|"ASHLAND COUNTY LIFEWORX INC"|"1200814"|""
"01-0802914"|"Assoc Students of California State Univ Channel Islands Inc"|"1200815"|"707467.0000"
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"1200816"|""
"01-0892950"|"JUMP OF OHIO INC"|"1200817"|"132905.0000"
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"1200819"|"917782.0000"
"01-6217452"|"ELLIOT HEALTH SYSTEM PROFESSIONAL & GENERAL LIABILITY INSURANCE TRUST"|"1200821"|""
"01-0199596"|"THE WOMEN'S BOARD OF THE MAINE GENERAL HOSPITAL"|"1212979"|""
"01-0513859"|"BRIDGTON ICE ARENA INC"|"1212980"|"287375.0000"
"01-0648561"|"NORTHWEST CONNECTICUT AHEC INC"|"1212981"|"549784.0000"
"01-6036492"|"AMERICAN LEGION 202 MEM POST"|"1212982"|""
"01-0021545"|"MAINE STATE CHAMBER OF COMMERCE"|"1215298"|"14034.0000"
"01-0347504"|"COASTAL ENTERPRISES INC"|"1215299"|"9712070.0000"
"01-0370309"|"JOHN BAPST MEMORIAL HIGH SCHOOL"|"1215301"|"5916794.0000"
"01-0518745"|"MAINE MANUFACTURING EXTENSION PARTNERSHIP"|"1215303"|"2356325.0000"
"01-0569965"|"Hillel at Binghamton Inc"|"1215304"|""
"01-0723951"|"J C S Band Boosters Inc"|"1215305"|""
"01-0745909"|"Academy For New Musical Theatre"|"1215306"|""
"01-6026691"|"Veterans of Foreign Wars of the 7865 Harvell Bishop Post"|"1217769"|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"1217810"|"70480206.0000"
"01-0269460"|"CHEWONKI FOUNDATION INC"|"1217811"|"6594264.0000"
"01-0360259"|"Southern Maine Agency on Aging"|"1217812"|"5929467.0000"
"01-0375969"|"MAINE AQUACULTURE ASSOCIATION"|"1217813"|""
"01-0378758"|"Maine College of Art"|"1217814"|"9986289.0000"
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"1217815"|"604243.0000"
"01-0445163"|"Anson Madison Starks Ambulance"|"1217816"|"935806.0000"
"01-0483267"|"Institute for Civic Leadership"|"1217817"|""
"01-0493055"|"CLUB SEBAGO ASSOCIATION"|"1217818"|""
"01-0495262"|"SHAW HOUSE"|"1217819"|"1532883.0000"
"01-0578476"|"BRANDYWINE SCHOOL OF EARLY LEARNING INC"|"1217821"|""
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"1217823"|"29490005.0000"
"01-0882170"|"TOP HOUSE INC"|"1217825"|"58311.0000"
"01-6019960"|"WALTON LINCOLN TRUST OCHR 20 -101160023840"|"1217826"|""
"01-0211568"|"CUMBERLAND COUNTY YMCA"|"1221712"|"6982623.0000"
"01-0224898"|"Hebron Academy Incorporated"|"1221713"|"13861667.0000"
"01-0272879"|"Skills Inc"|"1221714"|""
"01-0339489"|"St Joseph's Rehabilitation & Residence"|"1221715"|"11742594.0000"
"01-0356077"|"CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS"|"1221716"|"2752971.0000"
"01-0387674"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"1221717"|""
"01-0487091"|"COASTAL MEDICAL CARE"|"1221719"|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"1221720"|"237002.0000"
"01-0553478"|"EAST MOUNTAIN HOSPITAL INC"|"1221721"|"4349674.0000"
"01-0560081"|"NATIONAL NURSING CENTERS CONSORTIUM INC"|"1221722"|"6185817.0000"
"01-0631375"|"COMMUNITY BASED CARE OF CENTRAL FLORIDAINC"|"1221723"|""
"01-0662680"|"TIFTON JUDICIAL CIRCUIT SHELTER INC"|"1221725"|"556682.0000"
"01-0719892"|"ALEXANDER HAMILTON HOME-SCHOOL ASSOCIATION"|"1221726"|""
"01-0727280"|"BRONX CHARTER SCHOOL FOR THE ARTS"|"1221727"|"5509090.0000"
"01-0728178"|"ALVEOLI CORPORATION"|"1221728"|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"1221729"|"75757939.0000"
"01-0833582"|"ALLIANCE HUNTINGTON PARK COLLEGE-READY ACADEMY HIGH SCHOOL"|"1221730"|"75757939.0000"
"01-0833588"|"ALLIANCE RICHARD MERKIN MIDDLE SCHOOL"|"1221731"|"75757939.0000"
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"1221732"|""
"02-0114695"|"CAMP TECUMSEH INC"|"1221733"|"1360652.0000"
"02-0222174"|"PHILLIPS EXETER ACADEMY"|"1221734"|"110089858.0000"
"02-0222182"|"SAINT ANSELM COLLEGE"|"1221735"|"92060768.0000"
"02-0242389"|"GREAT BAY SERVICES INC"|"1221737"|""
"01-0452403"|"DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION, INC."|"1227499"|""
"01-0377901"|"Eastern Maine Medical Center Auxiliary"|"1227546"|"612294.0000"
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"1227547"|"3094765.0000"
"01-0227132"|"LE PARESSEUX INC"|"1237523"|""
"01-0273431"|"Centerboard Yacht Club"|"1237562"|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1237564"|"692498.0000"
"01-0391208"|"LA ARTS"|"1237565"|"690742.0000"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1237566"|"38911320.0000"
"01-0465231"|"Norumbega Medical Specialists LTD"|"1240159"|"1567196.0000"
"01-0502563"|"CAMP BEECH CLIFF"|"1241170"|"768173.0000"
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"1241171"|"6200972.0000"
"02-0222123"|"Capital Region Health Care Corporation"|"1241172"|""
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"1243569"|"640784.0000"
"01-0430751"|"Rosscare Nursing Homes, Inc."|"1243941"|"131747.0000"
"01-0735034"|"REED ACADEMY"|"1243942"|"3524915.0000"
"01-6020406"|"York County Community Action Corporation"|"1243943"|"15851169.0000"
"01-0421234"|"Lakewood A Continuing Care Center"|"1245514"|"9249318.0000"
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"1245515"|"137724.0000"
"01-0851830"|"REGULATORY COMPLIANCE ASSOCIATION"|"1246600"|""
"01-0328376"|"EASTERN AREA AGENCY ON AGING"|"1246697"|"2732003.0000"
"01-0424969"|"COMMUNITY CONCEPTS INC"|"1246698"|"23293419.0000"
"01-0491854"|"EqualityMaine"|"1246699"|"189224.0000"
"01-0493897"|"Sunrise County Economic Council"|"1246700"|"625939.0000"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1246701"|"140414550.0000"
"01-0790552"|"Theater Arts Group"|"1246702"|""
"01-0471985"|"Broadreach Family & Community Services, Inc."|"1252194"|"3122844.0000"
"01-0515357"|"EqualityMaine Foundation"|"1256091"|"1343280.0000"
"01-0923793"|"Camp Ten Trees"|"1256092"|""
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1260110"|"36775713.0000"
"01-0553431"|"AMERICAN FRIENDS OF YESHIVAT HESDER SDEROT,INC"|"1261088"|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"1261089"|""
