"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_CONTRACTORS"
"01-0833397"|"Global Refuge International"|"1616524"|""
"01-6004194"|"FERRY BEACH PARK ASSOCIATION"|"1616525"|"1"
"01-0215911"|"Mid Coast Hospital"|"1617422"|"25"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"1617423"|"20"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1617424"|"3"
"01-0223014"|"OCEAN PARK ASSOCIATION"|"1617633"|"0"
"01-0237912"|"Young Men's Chnstian Association Boothbay Region"|"1617634"|"0"
"01-0284115"|"THE MAIN IDEA INC"|"1617635"|"0"
"01-0317540"|"Swans Island Educational Society"|"1617636"|"0"
"01-0484018"|"VAALAND CLUB"|"1617638"|""
"01-0490316"|"OGUNQUIT PLAYHOUSE FOUNDATION"|"1617639"|"0"
"01-0577111"|"CHIN BAPTIST MISSION CHURCH"|"1617645"|""
"01-0608944"|"ROOFING CONTRACTORS ASSOCIATION OF SOUTH FLORIDA INC"|"1617646"|""
"01-0654014"|"MINISTRY SERVICES GROUP, INC."|"1617647"|"0"
"01-0662412"|"WEST BARTOW FRONT PORCH REVITALIZATION COUNCIL"|"1617648"|""
"01-0714415"|"NEW JERUSALEM COMMUNITY DEVEL"|"1617649"|""
"01-0728655"|"APEX PROFESSIONAL SERVICES"|"1617650"|"0"
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"1617652"|""
"01-0862616"|"SHALOM PRAYER CENTER"|"1617654"|"0"
"01-0951115"|"ALASKA LONGLINE FISHERMENS ASSOCIATION"|"1617656"|""
"02-0206110"|"THE WORKINGMENS RELIEF SOCIETY OF MANCHESTER NH"|"1617659"|"0"
"02-0229110"|"WILLIAM MARCONI ITALIAN CLUB"|"1617663"|"0"
"02-0240644"|"TILTON-NORTHFIELD RECREATION COUNCIL"|"1617664"|""
"01-0319524"|"MAINE PRESERVATION"|"1621293"|"0"
"01-0389222"|"TAMC ENDOWMENTS"|"1621295"|"0"
"01-0389226"|"TAMC TITLE CORPORATION"|"1621296"|"0"
"01-0489824"|"WESTERN MAINE MULTI-MEDICAL SPECIALISTS"|"1621297"|""
"01-0496221"|"Mid Coast Geriatric Services Corporation"|"1621298"|"0"
"02-0222123"|"Capital Region Health Care Corporation"|"1621299"|"0"
"01-0145138"|"PROUTS NECK YACHT CLUB"|"1621619"|"0"
"01-0248224"|"MAINE CREDIT UNION LEAGUE"|"1621620"|"0"
"01-0274746"|"CENTRAL MAINE BIBLE CONFERENCE"|"1621621"|""
"01-0367846"|"HERMON ELDERLY PROJECT"|"1621622"|""
"01-0369125"|"Maine Forest Products Council"|"1621623"|"0"
"01-0377559"|"UNITED WAY OF TRI VALLEY AREA"|"1621624"|"0"
"01-0412269"|"Downeast Family Young Men's Christian Association"|"1621625"|"0"
"01-0430464"|"Northern New England Concrete Promotion Association"|"1621626"|""
"01-0442447"|"STATE RISK & INSURANCE MANAGEMENT ASSOCIATION"|"1621627"|"0"
"01-0465864"|"Hospice Volunteers of Somerset County"|"1621628"|"0"
"01-0482069"|"RIDING TO THE TOP"|"1621629"|"0"
"01-0493123"|"WALDO COUNTY YMCA"|"1621631"|""
"01-0503126"|"Maine Philanthropy Center"|"1621632"|"0"
"01-0504257"|"MUSEUM L-A"|"1621633"|""
"01-0508465"|"HOSPICE REGATTA OF MAINE"|"1621634"|"0"
"01-0524769"|"Greater Franklin Development Corporation"|"1621635"|""
"01-0527664"|"HOWELL HOUSE"|"1621636"|"0"
"01-0547336"|"NORTHERN LIGHTHOUSE"|"1621637"|""
"01-0569069"|"Colchester Football Booster Assoc"|"1621639"|""
"01-0575746"|"Saint Giannas Home Inc"|"1621640"|""
"01-0595647"|"K-9 PLACEMENT AND ASSISTANCE LEAGUE INC"|"1621641"|"0"
"01-0599147"|"DIGITAL MEDIA EDUCATION COMMUNITY MENTORING PROGRAM INC"|"1621643"|""
"01-0704651"|"FRENCH BULLDOG RESCUE NETWORK A NONPROF A NONPROFIT CORP"|"1621644"|"0"
"01-0712524"|"SOUTH CAROLINA EQUALITY"|"1621645"|""
"01-0730818"|"CIUDAD DE ANGELES INC"|"1621646"|""
"01-0756138"|"FIVE ACRES ANIMAL SHELTER"|"1621647"|""
"01-0800764"|"HERITAGE REGIONAL LIBRARY FDN"|"1621648"|""
"01-0848225"|"Youth Media Minds of Amenca"|"1621649"|""
"01-0920922"|"MIGHTY WRITERS"|"1621651"|"0"
"01-6018651"|"American Legion Post 0068"|"1621652"|""
"01-6024157"|"PEJEPSCOT HISTORICAL SOCIETY"|"1621653"|"0"
"02-0120120"|"COCHECHO COUNTRY CLUB INC"|"1621655"|""
"02-0161920"|"GREATER MANCHESTER CHAMBER OF COMMERCE"|"1621656"|""
"02-0227519"|"Ancient Arabric Order of Nobles of the Mystic Shrine of N A - Bektash Shriners"|"1621659"|"0"
"01-0328442"|"Eastern Maine Homecare"|"1627919"|"3"
"01-0524835"|"SPRING HARBOR COMMUNITY SERVICES"|"1627920"|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"1627921"|"22"
"01-0146437"|"COAST LINE CREDIT UNION"|"1628100"|"0"
"01-0216837"|"The Maine Sea Coast Mission"|"1628101"|"1"
"01-0445046"|"Maine Association of Realtors Foundation"|"1628102"|"0"
"01-0472430"|"Royal River Conservation Trust"|"1628103"|""
"01-0488538"|"MAINE ASSOCIATION OF NONPROFITS"|"1628104"|"0"
"01-0532230"|"Schoodic Arts For All"|"1628105"|""
"01-0541131"|"DOWNEAST LAKES LAND TRUST"|"1628106"|"0"
"01-0620340"|"WHISPERS OF HOPE HORSE FARM"|"1628107"|""
"01-0629345"|"VOLUNTEER CHRISTIAN TELEVISION INC"|"1628108"|""
"01-0632431"|"CENTER FOR EDUCATION IN LAW AND DEMOCRACY"|"1628109"|""
"01-0697940"|"WOMEN IN PROGRESS INC"|"1628110"|"0"
"01-0817065"|"STRATEGIC MARKETPLACE INITIATIVE"|"1628111"|"1"
"01-0897469"|"SEIU HEALTHCARE MICHIGAN"|"1628112"|"1"
"01-0212545"|"MAINE STATE SOCIETY FOR THE PROTECTION OF ANIMALS"|"1630681"|"0"
"01-0390443"|"Davis Family Foundation"|"1630682"|"0"
"01-0711547"|"CROSS-GENERATION"|"1630683"|"0"
"02-0127246"|"GREATER DOVER CHAMBER OF COMMERCE"|"1630686"|"0"
"02-0222247"|"KEENE YOUNG MEN'S CHRISTIAN ASSOCIATION"|"1630688"|"0"
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"1631786"|"1"
"01-0043285"|"ANDROSCOGGIN COUNTY CHAMBER OF COMMERCE"|"1632040"|"0"
"01-0217861"|"SWANS ISLAND ELECTRIC COOPERATIVE INC P O BOX 14"|"1632042"|"0"
"01-0225267"|"TARRATINE CLUB OF DARK HARBOR"|"1632043"|"0"
"01-0266549"|"KENNEBEC VALLEY HUMANE SOCIETY"|"1632044"|"0"
"01-0282853"|"BANGOR HISTORICAL SOCIETY"|"1632045"|""
"01-0313050"|"FIRST PARISH CEMETERY ASSOC-YORK"|"1632046"|"0"
"01-0329748"|"WALDOBORO PUBLIC LIBRARY"|"1632047"|"0"
"01-0366667"|"MAINE OPTOMETRIC ASSOCIATION"|"1632048"|"0"
"01-0448263"|"Ronald McDonald House Charities of Maine Inc"|"1632050"|"0"
"01-0483786"|"BICYCLE COALITION OF MAINE"|"1632051"|"0"
"01-0509853"|"PINE CREST DEVELOPMENT CORPORATION DEVELOPMENT CORP"|"1632053"|""
"01-0536785"|"Unity Foundation"|"1632056"|"0"
"01-0554139"|"Baton Rouge Capital Conflict Office Inc"|"1632057"|"0"
"01-0637750"|"ARIZONA ADVOCACY NETWORK INC"|"1632061"|"1"
"01-0681650"|"VIRGINIA STATE UNIVERSITY REAL ESTATE FOUNDATION"|"1632062"|""
"01-0690378"|"PERRY MENNONITE RECEPTION CENTER"|"1632063"|""
"01-0691450"|"STRATEGIC WORLD IMPACT INC"|"1632064"|"0"
"01-0714863"|"Community Housing Services-Cedar Canyon Inc"|"1632066"|""
"01-0772839"|"Homes of Hope Inc"|"1632070"|"0"
"01-0789358"|"EARTH ANGELS UNITED INC"|"1632072"|""
"01-0813367"|"HOUSING WITH HEART INC"|"1632073"|"0"
"01-0870248"|"FAMILIES OF SLAIN CHILDREN INCORPORATED"|"1632074"|""
"01-0888448"|"ANGELES COMPREHENSIVE COMMUNITY CLINIC"|"1632075"|"0"
"01-6013463"|"EVERGREEN CEMETERY ASSN"|"1632076"|""
"01-6016350"|"SOMERSET WOODS TRUSTEES"|"1632077"|"0"
"01-6019053"|"AMVETS CHARLES J LORING JR POST #25"|"1632078"|""
"01-6241467"|"UNITED ASSOCIATION SCHOLARSHIP TRUST"|"1632080"|"0"
"01-0029480"|"BIDDEFORD-SACO CHAMBER OF COMMERCE"|"1638957"|""
"01-0132580"|"OQUOSSOC ANGLING ASSOCIATION"|"1638958"|"0"
"01-0271477"|"Maine Mantime Museum"|"1638959"|"2"
"01-0271579"|"SOUTHWEST HARBOR-TREMONT NURSING SERVICE INC"|"1638960"|"0"
"01-0343953"|"DAMARISCOTTA LAKE WATERSHED ASSOCIATION"|"1638961"|"0"
"01-0346779"|"NORRIDGEWOCK HOUSING CORPORATION"|"1638962"|"0"
"01-0496258"|"Maine Life Care Retirement Community Inc"|"1638964"|"7"
"01-0533179"|"FREEMAN FOREST HOUSING CORP"|"1638966"|""
"01-0551879"|"KIDS CANCER FOUNDATION INC"|"1638967"|""
"01-0643676"|"INTERNATIONAL CULTURAL EXCHANGE ORG"|"1638968"|""
"01-0685280"|"The Tibetan Community of New York and New Jersey Inc"|"1638970"|""
"01-0692980"|"PROMISE MINISTRIES"|"1638971"|""
"01-0794788"|"ECUMENICAL COMMUNITY OF CHAUTAUQUA INC"|"1638972"|""
"01-0838477"|"SOUTHERN IOWA COG HOUSING TRUST FUN"|"1638974"|""
"01-0863576"|"JANICE BARNETT MINISTRIES INC"|"1638975"|""
"01-0288757"|"Child And Family Opportunities Inc"|"1641740"|"0"
"01-0511356"|"NORDX"|"1641741"|"10"
"02-0222157"|"Monadnock Community Hospital"|"1641743"|"20"
"01-0267988"|"BRISTOL AREAL LIBRARY ASSOCIATION"|"1641906"|"0"
"01-0490759"|"PARENTS AGAINST TIRED TRUCKERS"|"1641907"|"0"
"01-0688879"|"FUZZY'S CHARITIES INC"|"1641909"|"0"
"01-0796181"|"LITTLE LAMBS DAYCARE INC"|"1641911"|"0"
"01-0372148"|"EASTERN MAINE HEALTHCARE SYSTEMS TAMC THE AROOSTOOK MEDICAL CENTER TAMC"|"1644094"|"7"
"01-0211476"|"THE CHAPMAN HOUSE"|"1644173"|"0"
"01-0477310"|"CHRISTIAN MISSION SERVICES"|"1644174"|"0"
"01-0557352"|"CHILDREN'S FELLOWSHIP OF INDIA INC"|"1644176"|""
"01-0574950"|"AKSHAYA PATRA FOUNDATION (USA)"|"1644177"|"0"
"01-0596752"|"WORLD MISSIONS ADVANCE"|"1644178"|""
"01-0673538"|"AMERICAN FRIENDS OF YESHIVAT LEV HATORAH"|"1644179"|"0"
"01-0315732"|"Midcoast Maine Community Action"|"1645320"|"0"
"01-0709883"|"NAOMIS HOUSE"|"1645322"|"0"
"01-0124841"|"MT PLEASANT CEMETERY CORPORATION"|"1645552"|""
"01-0212541"|"ANIMAL REFUGE LEAGUE OF GREATER PORTLAND"|"1645553"|"0"
"01-0224532"|"FRIEND MEMORIAL PUBLIC LIBRARY"|"1645554"|"0"
"01-0227184"|"Androscoggin Home Health Services Inc"|"1645555"|"5"
"01-0345195"|"SACOPEE RESCUE UNIT INC"|"1645556"|""
"01-0353284"|"MATTAWAMKEAG HOUSING CORPORATION"|"1645557"|""
"01-0456895"|"MOUNT AUBURN CEMETERY CORP"|"1645559"|"0"
"01-0472641"|"RANGELEY LAKES HERITAGE TRUSTINC"|"1645560"|"0"
"01-0509793"|"PITTSTON FAIR ASSOCIATION"|"1645561"|"0"
"01-0511596"|"THE NATHAN AND HENRY B CLEAVES LAW LIBRARY"|"1645563"|"0"
"01-0512570"|"FAIRFIELD POLICE ATHLETIC LEAGUE"|"1645564"|""
"01-0517984"|"CENTER FOR FURNITURE CRAFTSMANSHIP"|"1645565"|"0"
"01-0520096"|"CENTER THEATRE INC"|"1645566"|"0"
"01-0530866"|"INSTITUTE FOR HUMANE EDUCATION"|"1645567"|"0"
"01-0531093"|"Homeless Animal Rescue Team of Maine Inc"|"1645568"|""
"01-0566082"|"OROMO CULTURAL CENTER"|"1645569"|""
"01-0595671"|"RESOURCE NY INC"|"1645570"|"0"
"01-0672893"|"CONSTANTINO BRUMIDI LODGE 221 SONS OF ITALY"|"1645571"|""
"01-0679073"|"Parker County Health Foundation"|"1645572"|""
"01-0705972"|"Honeoye Fish & Game Club Inc"|"1645573"|""
"01-0724773"|"AMERICAN FEDERATION OF STATE COUNTY MUNICIPAL EMPLOYEES LOCAL 199"|"1645574"|""
"01-0736732"|"MOUNT ST MARY'S HDFC INC"|"1645575"|"0"
"01-0736882"|"SPORTS GIFT INC"|"1645576"|"0"
"01-0768541"|"FRIENDS OF YOUTH SPORTS"|"1645577"|"0"
"01-0768932"|"BROKEN WALLS INTERNATIONAL INC"|"1645578"|""
"01-0769341"|"PARENTS OF AUTISTIC CHILDREN OF NORTHERN VIRGINIA"|"1645579"|""
"01-0770241"|"DRUG TREATMENT COURT FOUNDATION OF KALAMAZOO COUNTY"|"1645580"|""
"01-0779341"|"CHOICES FOR COMMUNITY LIVING-DELAWARE INC"|"1645581"|"0"
"01-0802772"|"ST LUKE HOUSING MINISTRY INC"|"1645582"|"0"
"01-0870672"|"EL SOL JUPITER'S NEIGHBORHOOD RESOURCE CENTER INC"|"1645584"|"0"
"01-0906593"|"MANAGEMENT SERVICES INC"|"1645585"|""
"01-0953296"|"SHREE PASHUPATINATH FOUNDATION USA"|"1645587"|""
"01-6013970"|"PYTHIAN SISTERS HOME ASSOCIATION"|"1645589"|"0"
"01-6144341"|"AFSCME Maine Membership Benefit Fun"|"1645590"|""
"02-0216783"|"NEW HAMPSHIRE LODGING AND RESTAURANT ASSOCIATION"|"1645591"|"0"
"01-0153960"|"ST ANDREWS HOSPITAL"|"1650954"|""
"01-0487091"|"COASTAL MEDICAL CARE"|"1650955"|""
"01-0496860"|"PORTLAND OPERA REPERTORY THEATRE"|"1650956"|"0"
"01-0211558"|"ST MARY'S D'YOUVILLE PAVILION"|"1651118"|"2"
"01-0220091"|"NORTHEAST HARBOR LIBRARY"|"1651119"|"0"
"01-0275875"|"METHODIST CONFERENCE HOME INC"|"1651120"|"0"
"01-0282197"|"GUILFORD DEVELOPMENT CORPORATION"|"1651121"|""
"01-0342874"|"MERTON IRA STAPLES AMVETS POST 1"|"1651122"|""
"01-0355797"|"BLUE KNIGHTS MOTORCYCLE CLUB"|"1651123"|""
"01-0383489"|"PINE TREE QUILTERS GUILD INC"|"1651124"|""
"01-0523789"|"Park Street Home"|"1651125"|""
"01-0529491"|"AVIAN HAVEN"|"1651126"|"0"
"01-0535494"|"GULF OF MAINE LOBSTER FOUNDATION"|"1651127"|"0"
"01-0541597"|"Maine Traditional Music Association"|"1651128"|""
"01-0552691"|"FULCRUM POINT NEW MUSIC PROJECT"|"1651129"|""
"01-0584192"|"BRIGHT WORLD FOUNDATION"|"1651130"|""
"01-0598889"|"A LITTLE HOPE INC CO SANFORD WEINTRAUB"|"1651131"|"0"
"01-0671672"|"CNL TV"|"1651132"|"0"
"01-0686191"|"4th Street Basement Boutique"|"1651133"|"0"
"01-0695292"|"SOWERS OF THE HARVEST MINISTRIES IN"|"1651134"|""
"01-0701794"|"MAKING A DIFFERENCE FOUNDATION"|"1651135"|""
"01-0735690"|"TEXAS CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"1651136"|"0"
"01-0780689"|"HOLLENBECK POLICE ACTIVITIES LEAGUE"|"1651138"|""
"01-0815275"|"Y'SHUA OUTREACH MINISTRIES"|"1651140"|""
"01-0871294"|"New Redeemed Bible Fellowship Inc"|"1651141"|""
"02-0211990"|"AMERICAN LEGION CLUB WHITEMAN-DAVIDSON POST 49"|"1651146"|""
"02-0217171"|"Veterans of Foreign Wars Post #8l6"|"1651147"|"0"
"01-0745483"|"DOROTHY'S SOFT TOUCH CORP"|"1654709"|"0"
"01-0923793"|"Camp Ten Trees"|"1655244"|"0"
"01-0145133"|"PROUTS NECK ASSOCIATION"|"1655343"|"0"
"01-0196194"|"MAINE STATE CREDIT UNION"|"1655344"|"1"
"01-0211791"|"Seventy-Five State Street"|"1655345"|"0"
"01-0315296"|"AVESTA HOUSING DEVELOPMENT CORPORATION"|"1655346"|"5"
"01-0357895"|"Fifth Maine Regiment Museum"|"1655347"|"0"
"01-0379498"|"Stanley Museum Inc"|"1655348"|""
"01-0408591"|"INDUSTRIAL ENERGY CONSUMER GROUP"|"1655349"|"1"
"01-0520871"|"CONSUMERS WATER CO SVC CO VEBA"|"1655350"|"0"
"01-0613834"|"HIRES FAMILY RESOURCES INC"|"1655352"|"0"
"01-0773533"|"FIRST BAPTIST CHILDREN'S ACADEMY INC"|"1655353"|""
"01-0813672"|"ASIAN FESTIVAL CORP"|"1655355"|""
"01-0857998"|"Communities In Schools of Southeast"|"1655356"|"0"
"01-0116390"|"SHRINERS INTERNATIONAL"|"1658263"|""
"01-0383493"|"MAINE PEOPLE'S ALLIANCE"|"1658264"|""
"01-0601798"|"US GREEN BUILDING COUNCIL NEW YORK CHAPTER"|"1658265"|""
"01-0210495"|"Amencan Legion Post 0015 Henry Pratt"|"1658810"|"0"
"01-0225008"|"FRANKLIN COUNTY AGRICULTURAL"|"1659080"|""
"01-0377623"|"CASTINE HISTORICAL SOCIETY INC"|"1659159"|"0"
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"1659161"|"0"
"01-0559608"|"ALLIED MEDIA PROJECTS, INC."|"1659162"|"0"
"01-0566111"|"SCHENECTADY COMMUNITY HOME INC"|"1659163"|"0"
"01-0567018"|"ALLIANCE OF NEW YORK STATE YMCAS INC"|"1659164"|"0"
"01-0795543"|"NALLS FOUNDATION"|"1659166"|""
"01-6012414"|"KATAHDIN COUNCIL INC BOY SCOUTS OF AMERICA"|"1659168"|""
"01-0421234"|"Eastern Maine Healthcare Systems LW Lakewood A Continuing Care Center LW"|"1663806"|"5"
"01-0444245"|"MAINESHARE"|"1663835"|""
"01-0648145"|"ORTHOCAROLINA RESEARCH INSTITUTE INC"|"1663836"|"0"
"01-0686634"|"DREAM CENTER OF LAKELAND INC"|"1663837"|"0"
"01-0729039"|"NORTHEAST WILDERNESS TRUST CORPORATION"|"1663838"|"0"
"01-0441229"|"DOWN EAST AIDS NETWORK INC"|"1664196"|""
"01-0713126"|"NORTH RIVER CARE INC"|"1664197"|""
"01-0798626"|"Harnson Center for the Arts Inc"|"1664198"|"0"
"01-0524834"|"SPRING HARBOR HOSPITAL"|"1665328"|""
"01-0453264"|"Maine Tree Foundation"|"1665366"|"0"
"01-0741733"|"INTERNATIONAL PARTNERSHIP FOR MICROBICIDES INC"|"1665368"|"17"
"01-0211546"|"Community Health and Nursing Services"|"1666111"|"0"
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"1666112"|"0"
"01-0579367"|"TURNING POINT COMMUNITY SERVICES INC"|"1666113"|""
"01-0724403"|"Wild Waterways Conservancy Inc"|"1666114"|"0"
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"1666115"|"0"
"01-0815503"|"PLYMOUTH BAY HOUSING CORPORATION"|"1666116"|"0"
"01-6133041"|"MAINE FINANCIAL INSTITUTIONS EMPLOYEE BENEFITS TRUST"|"1668195"|"3"
"01-0211567"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF LEWISTON-AUBURN"|"1669106"|"0"
"01-0676352"|"GREG MATHIS CHARTER HIGH SCHOOL"|"1669450"|"0"
"01-0676352"|"GREG MATHIS CHARTER HIGH SCHOOL"|"1669454"|"0"
"01-0676352"|"GREG MATHIS CHARTER HIGH SCHOOL"|"1669482"|"0"
"01-0100593"|"KENNEBUNK RIVER CLUB"|"1669548"|"0"
"01-0353352"|"NEW MARBLEHEAD SENIORS HOUSING CORP"|"1669550"|"0"
"01-0461075"|"MARIAN MOVEMENT OF PRIESTS"|"1669551"|""
"01-0631361"|"Washington International School"|"1669555"|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1669557"|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"1669559"|"0"
"01-0974882"|"Faith & Dreams Academy Inc"|"1669561"|"0"
"01-6208491"|"SEDGWICK CLAIMS MANAGEMENT SERVICES INC WELFARE BENEFITS PLAN"|"1669563"|"0"
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"1673200"|"0"
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1673201"|"0"
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"1674762"|"9"
"01-0833168"|"UNIVERSITIES ALLIED FOR ESSENTIAL MEDICINES CORP"|"1674827"|"0"
"01-0155360"|"MAINE BANKERS ASSOCIATION"|"1675292"|"0"
"01-0186375"|"YORK HARBOR READING ROOM"|"1675942"|"0"
"01-0425071"|"Friends of Acadia"|"1675943"|"1"
"01-0485474"|"TELESIS HOUSING CORPORATION"|"1675944"|"0"
"01-0582371"|"SUNSHINE SOCIAL SERVICES INC"|"1675946"|""
"01-0628076"|"GIRLS ON THE RUN OF SILICON VALLEY INC"|"1675947"|"0"
"01-0755874"|"MANZANO MOUNTAIN EARLY LEARNING CENTER"|"1675948"|"0"
"01-0771671"|"SUB-SAHARAN AFRICAN YOUTH AND FAMIL"|"1675949"|""
"01-0669290"|"Bgichertown Land Trust, Inc."|"1676782"|""
"01-0213979"|"EASTPORT MEMORIAL HOSPITAL"|"1677145"|""
"01-0540180"|"Hospice of Southern Maine"|"1677147"|"0"
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1677148"|""
"01-0693679"|"LONG ISLAND MEDICAL FOUNDATION INC"|"1677149"|"0"
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1677150"|"0"
"02-0103680"|"American Guernsey Association"|"1677151"|""
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1677152"|"0"
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"1678312"|"0"
"01-0211486"|"MT DESERT ISLAND YMCA"|"1678430"|"0"
"01-0279387"|"Pine Tree Legal Assistance Inc"|"1678431"|"0"
"01-0342353"|"FALMOUTH ELDERLY HOUSING CORPORATION"|"1678432"|"0"
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1678433"|"0"
"01-0449348"|"The Cobscook Community Learning Center"|"1678434"|"1"
"01-0463255"|"Maine Sheriffs Association"|"1678435"|""
"01-0505695"|"BOSSOV BALLET THEATRE BOSSOV BALLET THEATR"|"1678437"|""
"01-0602578"|"VISION 21 LEARNING CENTER INC"|"1678439"|""
"01-0621494"|"NEIGHBORHOOD LEADERSHIP INSTITUTE"|"1678441"|"0"
"01-0729555"|"First Defense Legal Aid"|"1678444"|""
"01-0771966"|"Fibromuscular Dysplasia Society of America Inc"|"1678445"|""
"01-0825899"|"Dalton Convention and Visitors Bureau"|"1678446"|""
"01-0931463"|"Protecting Our Children Outreach"|"1678448"|""
"01-0964759"|"Ho'okipalpal LLC"|"1678449"|"0"
"01-6129359"|"Weathervane Seafoods Health & Welfare Trust"|"1678451"|"0"
"01-6196051"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|"1678452"|"5"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1683066"|"5"
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"1683068"|""
"01-0267392"|"MAINE CHILDREN'S HOME FOR LITTLE WANDERERS"|"1683142"|"0"
"01-0523390"|"Senator George J Mitchell Scholarship Research Institute"|"1683144"|"0"
"01-0562689"|"Tnangle Lightning"|"1683145"|""
"01-0573988"|"PROGRESSIVE ARTS ALLIANCE INCORPORATED"|"1683146"|"0"
"01-0670794"|"TOGETHER ENHANCING AUTISM AWARENESS IN MISSISSIPPI"|"1683147"|""
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"1683148"|""
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"1683149"|""
"01-0211798"|"MOUNT DESERT NURSING ASSOCIATION"|"1684261"|"0"
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1684262"|"3"
"01-0966096"|"Maryland Dental Action Coalition Inc"|"1684263"|""
"01-0274998"|"Mount St Joseph"|"1684657"|"0"
"01-0888847"|"BETHEL TOWERS INC"|"1684659"|"0"
"01-0547255"|"UAWLOCAL 3999"|"1686261"|""
"01-0621493"|"ALS THERAPY ALLIANCE INC"|"1686591"|"1"
"01-0706799"|"GREEN BLUE INSTITUTE"|"1686592"|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"1686593"|"0"
"01-0932008"|"A+ A PLUS"|"1688792"|"0"
"01-0211551"|"ST MARY'S REGIONAL MEDICAL CENTER"|"1689254"|"21"
"02-0222215"|"ST JOSEPH HOSPITAL"|"1689255"|"34"
"01-0488811"|"MAINE STATE GOLF ASSOCIATION INC"|"1690157"|"0"
"01-0786312"|"Missouri Valley Eclipse Amateur Athletic Club"|"1690158"|"0"
"01-0836208"|"HAND IN HAND MANO EN MANO"|"1691504"|"0"
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1691505"|"3"
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1692071"|"0"
"01-0215915"|"HANCOCK COUNTY TRUSTEES OF PUBLIC RESERVATIONS"|"1692072"|""
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"1692073"|"0"
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"1692076"|"0"
"01-0633520"|"PINK RIBBONS PROJECT"|"1692078"|"0"
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"1692079"|"0"
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1694186"|"0"
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"1694187"|"0"
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1694188"|"0"
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"1694189"|""
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"1694190"|"0"
"01-0572814"|"HOUSTON TEXANS FOUNDATION"|"1694191"|"0"
"01-0596305"|"RESCUEGROUPSORG INC"|"1694192"|""
"01-0621802"|"CAMDEN FIRST COMMUNITY DEVELOPMENT"|"1694194"|""
"01-0638903"|"Inliquidcom Inc"|"1694196"|""
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1694197"|"0"
"01-0708733"|"DEMOCRACY NOW PRODUCTIONS, INC"|"1694198"|"2"
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"1694199"|"1"
"01-6021200"|"COASTAL HUMANE SOCIETY INC"|"1694202"|"0"
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1698130"|"3"
"01-0214017"|"JESUP MEMORIAL LIBRARY"|"1699288"|"0"
