"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CLOTH_CBX"|"CLOTH_NON_CASH_CONTRIB"|"CLOTH_NON_CASH_METHOD"|"SEC_PUB_CBX"|"SEC_PUB_NUM_CONTRIB"|"SEC_PUB_NON_CASH_CONTRIB"|"SEC_PUB_NON_CASH_METHOD"|"SEC_STOCK_CBX"|"SEC_STOCK_NUM_CONTRIB"|"SEC_STOCK_NON_CASH_CONTRIB"|"SEC_STOCK_NON_CASH_METHOD"|"SEC_TRUST_CBX"|"SEC_TRUST_NUM_CONTRIB"|"SEC_TRUST_NON_CASH_CONTRIB"|"SEC_TRUST_NON_CASH_METHOD"|"SEC_MISC_CBX"|"SEC_MISC_NUM_CONTRIB"|"SEC_MISC_NON_CASH_CONTRIB"|"SEC_MISC_NON_CASH_METHOD"|"FOOD_CBX"|"FOOD_NUM_CONTRIB"|"FOOD_NON_CASH_CONTRIB"|"FOOD_NON_CASH_METHOD"|"DRUG_CBX"|"DRUG_NUM_CONTRIB"|"DRUG_NON_CASH_CONTRIB"|"DRUG_NON_CASH_METHOD"
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"1666112"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0579367"|"TURNING POINT COMMUNITY SERVICES INC"|"1666113"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0724403"|"Wild Waterways Conservancy Inc"|"1666114"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"1666115"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0815503"|"PLYMOUTH BAY HOUSING CORPORATION"|"1666116"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6133041"|"MAINE FINANCIAL INSTITUTIONS EMPLOYEE BENEFITS TRUST"|"1668195"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211567"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF LEWISTON-AUBURN"|"1669106"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0676352"|"GREG MATHIS CHARTER HIGH SCHOOL"|"1669482"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0100593"|"KENNEBUNK RIVER CLUB"|"1669548"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0353352"|"NEW MARBLEHEAD SENIORS HOUSING CORP"|"1669550"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0461075"|"MARIAN MOVEMENT OF PRIESTS"|"1669551"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0631361"|"Washington International School"|"1669555"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0765675"|"JOAN MALE FAMILY SUPPORT CENTER FOUNDATION"|"1669557"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0938793"|"BETHEL FOUNDATION OF OSHKOSH INC"|"1669559"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0974882"|"Faith & Dreams Academy Inc"|"1669561"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6208491"|"SEDGWICK CLAIMS MANAGEMENT SERVICES INC WELFARE BENEFITS PLAN"|"1669563"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0550458"|"STOCKDALE VOLUNTEER FIRE DEPARTMENT"|"1673200"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1673201"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0177170"|"WALDO COUNTY GENERAL HOSPITAL"|"1674762"|"Y"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0833168"|"UNIVERSITIES ALLIED FOR ESSENTIAL MEDICINES CORP"|"1674827"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0155360"|"MAINE BANKERS ASSOCIATION"|"1675292"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0186375"|"YORK HARBOR READING ROOM"|"1675942"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0425071"|"Friends of Acadia"|"1675943"|"Y"|"8235.0000"|"Fair Market Value"|"Y"|"20"|"78890.0000"|"Market Price"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0485474"|"TELESIS HOUSING CORPORATION"|"1675944"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0582371"|"SUNSHINE SOCIAL SERVICES INC"|"1675946"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0628076"|"GIRLS ON THE RUN OF SILICON VALLEY INC"|"1675947"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0755874"|"MANZANO MOUNTAIN EARLY LEARNING CENTER"|"1675948"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0771671"|"SUB-SAHARAN AFRICAN YOUTH AND FAMIL"|"1675949"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0669290"|"Bgichertown Land Trust, Inc."|"1676782"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0213979"|"EASTPORT MEMORIAL HOSPITAL"|"1677145"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0540180"|"Hospice of Southern Maine"|"1677147"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0599278"|"LIFELINE ANIMAL PROJECT, INC."|"1677148"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0693679"|"LONG ISLAND MEDICAL FOUNDATION INC"|"1677149"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0849087"|"Open Space Alliance for North Brooklyn Inc"|"1677150"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0103680"|"American Guernsey Association"|"1677151"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0172481"|"NEW HAMPSHIRE MOTOR TRANSPORT ASSOC"|"1677152"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0520094"|"GEORGE & RAYMOND FRANK FOUNDATION"|"1678312"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211486"|"MT DESERT ISLAND YMCA"|"1678430"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0279387"|"Pine Tree Legal Assistance Inc"|"1678431"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0342353"|"FALMOUTH ELDERLY HOUSING CORPORATION"|"1678432"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0430078"|"DOWNEAST COASTAL CONSERVANCY"|"1678433"|""|""|""|"Y"|"3"|"2855.0000"|"FAIR MARKET VALUE"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0449348"|"The Cobscook Community Learning Center"|"1678434"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0463255"|"Maine Sheriffs Association"|"1678435"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0505695"|"BOSSOV BALLET THEATRE BOSSOV BALLET THEATR"|"1678437"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0602578"|"VISION 21 LEARNING CENTER INC"|"1678439"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621494"|"NEIGHBORHOOD LEADERSHIP INSTITUTE"|"1678441"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0729555"|"First Defense Legal Aid"|"1678444"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0771966"|"Fibromuscular Dysplasia Society of America Inc"|"1678445"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0825899"|"Dalton Convention and Visitors Bureau"|"1678446"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0931463"|"Protecting Our Children Outreach"|"1678448"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0964759"|"Ho'okipalpal LLC"|"1678449"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6129359"|"Weathervane Seafoods Health & Welfare Trust"|"1678451"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6196051"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS VOLUNTARY EMPLOYEE BENEFITS TRUST"|"1678452"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1683066"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"1683068"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0267392"|"MAINE CHILDREN'S HOME FOR LITTLE WANDERERS"|"1683142"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0523390"|"Senator George J Mitchell Scholarship Research Institute"|"1683144"|""|""|""|"Y"|"1"|"5025.0000"|"Stock exchange price"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0562689"|"Tnangle Lightning"|"1683145"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0573988"|"PROGRESSIVE ARTS ALLIANCE INCORPORATED"|"1683146"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0670794"|"TOGETHER ENHANCING AUTISM AWARENESS IN MISSISSIPPI"|"1683147"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"1683148"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"1683149"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211798"|"MOUNT DESERT NURSING ASSOCIATION"|"1684261"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1684262"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0966096"|"Maryland Dental Action Coalition Inc"|"1684263"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0274998"|"Mount St Joseph"|"1684657"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0888847"|"BETHEL TOWERS INC"|"1684659"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0547255"|"UAWLOCAL 3999"|"1686261"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621493"|"ALS THERAPY ALLIANCE INC"|"1686591"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0706799"|"GREEN BLUE INSTITUTE"|"1686592"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"1686593"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0932008"|"A+ A PLUS"|"1688792"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211551"|"ST MARY'S REGIONAL MEDICAL CENTER"|"1689254"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0222215"|"ST JOSEPH HOSPITAL"|"1689255"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0488811"|"MAINE STATE GOLF ASSOCIATION INC"|"1690157"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0786312"|"Missouri Valley Eclipse Amateur Athletic Club"|"1690158"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0836208"|"HAND IN HAND MANO EN MANO"|"1691504"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1691505"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1692071"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0215915"|"HANCOCK COUNTY TRUSTEES OF PUBLIC RESERVATIONS"|"1692072"|""|""|""|"Y"|"1"|"205454.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"1692073"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"1692076"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0633520"|"PINK RIBBONS PROJECT"|"1692078"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"1692079"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1694186"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"1694187"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1694188"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"1694189"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"1694190"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0572814"|"HOUSTON TEXANS FOUNDATION"|"1694191"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0596305"|"RESCUEGROUPSORG INC"|"1694192"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0621802"|"CAMDEN FIRST COMMUNITY DEVELOPMENT"|"1694194"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0638903"|"Inliquidcom Inc"|"1694196"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1694197"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0708733"|"DEMOCRACY NOW PRODUCTIONS, INC"|"1694198"|""|""|""|"Y"|"16"|"209804.0000"|"FAIR MARKET VALUE"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"1694199"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6021200"|"COASTAL HUMANE SOCIETY INC"|"1694202"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1698130"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0214017"|"JESUP MEMORIAL LIBRARY"|"1699288"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0241528"|"SOUTHWEST HARBOR LIBRARY"|"1699289"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0286541"|"Maine Dental Service Corporation"|"1699290"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0317232"|"UNITED SOCIETY OF SHAKERS SABBATHDAY LAKE INC"|"1699291"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0356732"|"CARRIAGE MUSEUM OF AMERICA, INC."|"1699292"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0463028"|"PORTLAND TRAILS"|"1699293"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0473601"|"Washington Library Association"|"1699294"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"1699295"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"11"|"53100.0000"|"Retail Value"|"Y"|"1"|"10000.0000"|"Retail Value"
"01-0535534"|"SOMERSET ECONOMIC DEVELOPMENT ECONOMIC DEVELOPMENT"|"1699296"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0588839"|"THE MIDDLETOWN TOWNSHIP CULTURAL AND ARTS COUNCIL INC"|"1699297"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0722641"|"Shenffs Memorial & Benevolent Society of Travis County"|"1699299"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0781234"|"The Moore Free Care Clinic Inc"|"1699300"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212435"|"St Joseph Hospital"|"1702550"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0553641"|"South Carolina United Methodist Camps and Retreat Ministnes"|"1703094"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0814641"|"FUSION (FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED & NEEDY)"|"1703095"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"1705926"|"Y"|"223850.0000"|"DONOR SPECIFIED"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0712431"|"HILLSIDE FOOD OUTREACH INC"|"1705928"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0749726"|"LIVER INSTITUTE AND FOUNDATION FOR"|"1705929"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1705931"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0131335"|"Oak Grove Cemetery Association"|"1710004"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0504725"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|"1710005"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0409063"|"MAINE EDUCATION CREDIT UNION"|"1710799"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0276862"|"United Way of York County"|"1710810"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"1710811"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0368070"|"THE WILLIAM A FARNSWORTH LIBRARY AND ART MUSEUM INC"|"1711413"|""|""|""|"Y"|"14"|"131668.0000"|"FMV"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-6231970"|"MEDICAL EXPENSE REIMBURSEMENT PLAN OF THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST"|"1711418"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0216328"|"EVERGREEN CREDIT UNION"|"1712442"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0531223"|"JORDAN BAY PLACE"|"1712443"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0927325"|"ELECTRIFICATION COALITION ALLIANCE"|"1712444"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"02-0196520"|"BELLWETHER COMMUNITY CREDIT UNION"|"1712445"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"1713253"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0422885"|"Altemative Health Services"|"1713322"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0599150"|"REACHING U A FOUNDATION FOR URUGUAY"|"1713323"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0022415"|"Kennebec Valley Chamber of Commerce"|"1716625"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"1716626"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0211812"|"BATH AREA FAMILY YMCA"|"1716627"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS INC"|"1716628"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Y"|"14"|"31207.0000"|"FAIR MARKET VALUE"|""|""|""|""
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"1716629"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC"|"1716630"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0275734"|"ASSOCIATED GENERAL CONTRACTORS OF MAINE INC"|"1716631"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"1716632"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0401717"|"The Ark"|"1716634"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0415961"|"Veterans For Peace Inc"|"1716635"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0436841"|"BANGOR HYDRO ELECTRIC COMPANY VEBA TRUST"|"1716636"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"01-0462738"|"UA Local 716 Apprenticeship & Training"|"1716637"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
