"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"EFILE"|"ORGNAME"|"DBA"|"PHONE"|"CO_ATTN"|"STREET"|"SUITE"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"PERIOD_BEGIN"|"PERIOD_END"|"CHANGE_ADDR_CBX"|"CHANGE_NAME_CBX"|"INIT_RET_CBX"|"FINAL_RET_CBX"|"APP_PEND_CBX"|"PRINCIPAL_NAME"|"RECEIPT_TOT"|"TYPE"|"WEB"|"ORG_TYPE_CORPORATION_CBX"|"ORG_TYPE_TRUST_CBX"|"ORG_TYPE_ASSOCIATION_CBX"|"ORG_TYPE_OTHER_CBX"|"ORG_TYPE"|"FORMATION_YEAR"|"LEGAL_DOM"|"GROUP_RET_STATUS_CBX"|"GROUP_RET_ALL_AFFIL_CBX"|"GROUP_RET_GEN"|"LAST_MODIFIED"|"Prefix"|"FirstName"|"MiddleName"|"LastName"|"Suffix"|"Gender"|"ParseNameFlag"
"01-0425010"|"Camp Runoia Alumnae Organization"|"1736135"|"N"|"Camp Runoia Alumnae Organization"|""|""|"Jody Sataloff"|"9 Birch Knolls"|""|"Cape Elizabeth"|"ME"|"USA"|"04107"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"Camp Runoia Alumnae Organization"|"38701.0000"|"03"|""|""|""|""|""|""|""|""|"N"|""|""|"4/22/2015 12:53:21 PM"|"Camp"|"Runoia"|"alumnae"|"Organization"|""|"Male"|"False"
"01-0427323"|"THE GENERAL HENRY KNOX MUSEUM"|"1736136"|"N"|"THE GENERAL HENRY KNOX MUSEUM"|""|"207-354-8062"|""|"PO BOX 326"|""|"THOMASTON"|"ME"|"USA"|"04861"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"THE GENERAL HENRY KNOX MUSEUM"|"286779.0000"|"03"|"WWW.KNOXMUSEUM.ORG"|"Y"|""|""|""|""|"1985"|"ME"|"N"|""|""|"4/22/2015 12:53:30 PM"|"The"|"General"|"Henry"|"Knox"|"Museum"|"Unknown"|"True"
"01-0438881"|"SHADY NOOK IMPROVEMENT ASSOCIATION INC"|"1736137"|"Y"|"SHADY NOOK IMPROVEMENT ASSOCIATION INC"|""|"978-846-0628"|""|"20 HIGHLAND ROAD"|""|"WESTFORD"|"MA"|"USA"|"01886"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"FRED LEMIRE"|"655295.0000"|"04"|""|"Y"|""|""|""|""|"1973"|"ME"|"N"|""|""|"4/22/2015 12:53:37 PM"|""|"Fred"|""|"Lemire"|""|"Male"|"True"
"01-0493230"|"PROJECT SHARE"|"1736138"|"N"|"PROJECT SHARE"|""|"207-853-0931"|""|"14 BOYNTON ST."|""|"EASTPORT"|"ME"|"USA"|"04631"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"EDWARD HENNESSEY JR"|"194156.0000"|"03"|"WWW.SALMONHABITAT.ORG"|"Y"|""|""|""|""|"1994"|"ME"|"N"|""|""|"4/22/2015 12:53:43 PM"|""|"Edward"|""|"Hennessey"|"Jr       "|"Male"|"True"
"01-0499730"|"AMERICAN LIGHTHOUSE FOUNDATION"|"1736139"|"Y"|"AMERICAN LIGHTHOUSE FOUNDATION"|""|"207-594-4174"|""|"PO BOX 565"|""|"ROCKLAND"|"ME"|"USA"|"04841"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"ROBERT TRAPANI JR"|"791195.0000"|"03"|"WWW.LIGHTHOUSEFOUNDATION.ORG"|"Y"|""|""|""|""|"1994"|"ME"|"N"|""|""|"4/22/2015 12:53:50 PM"|""|"Robert"|""|"Trapani"|"Jr       "|"Male"|"True"
"01-0557881"|"GRANDIN THEATRE FOUNDATION INC"|"1736140"|"Y"|"GRANDIN THEATRE FOUNDATION INC"|""|"540-345-6377"|""|"1310 GRANDIN ROAD"|""|"ROANOKE"|"VA"|"USA"|"24015"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"IAN FORTIER"|"660418.0000"|"03"|"WWW.GRANDINTHEATRE.COM"|"Y"|""|""|""|""|"2002"|"VA"|"N"|""|""|"4/22/2015 12:53:58 PM"|""|"Ian"|""|"Fortier"|""|"Male"|"True"
"01-0617023"|"CENTER OF LIFE"|"1736141"|"Y"|"CENTER OF LIFE"|""|"412-521-3468"|""|"161 HAZELWOOD AVENUE"|""|"PITTSBURGH"|"PA"|"USA"|"15207"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"REV TIMOTHY L SMITH"|"563153.0000"|"03"|"WWW.CENTEROFLIFE.NET"|"Y"|""|""|""|""|"2002"|"PA"|"N"|""|""|"4/22/2015 12:54:07 PM"|"Rev"|"Timothy"|"l"|"Smith"|""|"Unknown"|"False"
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1736142"|"N"|"HOMELAND PROTECTION INSTITUTE, LTD."|""|"703-904-5028"|""|"13873 PARK CENTER ROAD, STH FLOOR"|""|"HERNDON"|"VA"|"USA"|"20171"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"DAVID POWELL"|"257451.0000"|"03"|"WWW.HPI-TECH.ORG"|"Y"|""|""|""|""|"2002"|"VA"|"N"|""|""|"4/22/2015 12:54:16 PM"|""|"David"|""|"Powell"|""|"Male"|"True"
"01-0778873"|"EASTON MOUNTAIN, INC."|"1736143"|"N"|"EASTON MOUNTAIN, INC."|""|"518-384-3622"|""|"391 HERRINGTON HILL ROAD"|""|"GREENWICH"|"NY"|"USA"|"12834"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"EDMOND C. MARCHI"|"636383.0000"|"03"|"WWW.EASTONMOUNTAIN.ORG"|"Y"|""|""|""|""|"2003"|"NY"|"N"|""|""|"4/22/2015 12:54:25 PM"|""|"Edmond"|"C"|"Marchi"|""|"Male"|"True"
"01-0851830"|"REGULATORY COMPLIANCE ASSOCIATION"|"1736144"|"Y"|"REGULATORY COMPLIANCE ASSOCIATION"|""|""|""|"16 WEST MAIN STREET"|""|"CHRISTIANA"|"DE"|"USA"|"19702"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"KATE CHATTERSON"|"989699.0000"|"06"|"WWW.REGULATORYCOMPLIANCEASSOCIATION.ORG"|"Y"|""|""|""|""|"2005"|"DE"|"N"|""|""|"4/22/2015 12:54:34 PM"|""|"Kate"|""|"Chatterson"|""|"Female"|"True"
"01-0921490"|"IDIGNITY INC"|"1736145"|"Y"|"IDIGNITY INC"|""|"407-792-1374"|""|"424 EAST CENTRAL BLVD"|"199"|"ORLANDO"|"FL"|"USA"|"32801"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"NICHOLAS J DEGEL"|"665330.0000"|"03"|"HTTP://WWW.IDIGNITY.ORG"|"Y"|""|""|""|""|"2008"|"FL"|"N"|""|""|"4/22/2015 12:54:42 PM"|""|"Nicholas"|"J"|"Degel"|""|"Male"|"True"
"01-0963657"|"NATIONAL MEDICAL FELLOWSHIPS, INC."|"1736146"|"N"|"NATIONAL MEDICAL FELLOWSHIPS, INC."|""|"212-483-8880"|""|"347 FIFTH AVENUE"|"510"|"NEW YORK"|"NY"|"USA"|"10016"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"ESTHER R. DYER"|"1304683.0000"|"03"|"WWW.NMFONLINE.ORG"|"Y"|""|""|""|""|"2010"|"NY"|"N"|""|""|"4/22/2015 12:54:51 PM"|""|"Esther"|"R"|"Dyer"|""|"Female"|"True"
"01-6019452"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|"1736148"|"N"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|""|"207-883-3902"|""|"PO BOX 246"|""|"SCARBOROUGH"|"ME"|"USA"|"04070-0246"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"JOHN BENAVIDES"|"288464.0000"|"01"|""|"Y"|""|""|""|""|"1965"|"ME"|"N"|""|""|"4/22/2015 12:55:09 PM"|""|"John"|""|"Benavides"|""|"Male"|"True"
"01-6254546"|"SEIU HEALTHCARE PA TRAINING & EDUCATION FUND"|"1736149"|"Y"|"SEIU HEALTHCARE PA TRAINING & EDUCATION FUND"|""|"717-652-8040"|""|"6345 FLANK DRIVE"|"400"|"HARRISBURG"|"PA"|"USA"|"17112"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"KEVIN HEFTY"|"1100216.0000"|"09"|""|""|"Y"|""|""|""|"2006"|"PA"|"N"|""|""|"4/22/2015 12:55:17 PM"|""|"Kevin"|""|"Hefty"|""|"Male"|"True"
"02-0214073"|"AMERICAN LEGION ROBERT G DURGIN POST #6"|"1736150"|"Y"|"AMERICAN LEGION ROBERT G DURGIN POST #6"|""|"603-659-3155"|""|"151 MAIN STREET"|""|"NEWMARKET"|"NH"|"USA"|"03857"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"Sherm Philbrick"|"445885.0000"|"19"|""|""|""|""|"Y"|"AMERICAN LEGION"|"1921"|"NH"|"N"|""|""|"4/22/2015 12:55:26 PM"|""|"Sherm"|""|"Philbrick"|""|"Male"|"True"
"01-0347068"|"POLAND SPRING PRESERVATION SOCIETY"|"1742339"|"Y"|"POLAND SPRING PRESERVATION SOCIETY"|""|"207-998-4496"|""|"PO BOX 444"|""|"POLAND SPRING"|"ME"|"USA"|"04274"|"1/1/2012 12:00:00 AM"|"12/31/2012 12:00:00 AM"|""|""|""|""|""|"JOHN A RICKER"|"118258.0000"|"03"|"www.polandspnngs.org"|"Y"|""|""|""|""|"1976"|"ME"|"N"|""|""|"4/23/2015 10:17:28 AM"|""|"John"|"A"|"Ricker"|""|"Male"|"True"
"01-0170013"|"SHRINERS INTERNATIONAL"|"1742404"|"Y"|"SHRINERS INTERNATIONAL"|"ANAH SHRINERS"|"207-942-2254"|""|"586 MAIN STREET"|""|"BANGOR"|"ME"|"USA"|"04401"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"FLEE KAUFMAN"|"1171145.0000"|"10"|"WWW.ANAHSHRINERS.COM"|""|""|""|"Y"|"UNINC ASSOC"|"1921"|"ME"|"N"|""|""|"4/23/2015 11:06:45 AM"|""|"Flee"|""|"Kaufman"|""|"Unknown"|"True"
"01-0211569"|"YWCA OF MOUNT DESERT ISLAND"|"1742405"|"N"|"YWCA OF MOUNT DESERT ISLAND"|""|"207-288-5008"|""|"36 MOUNT DESERT STREET"|""|"BAR HARBOR"|"ME"|"USA"|"04609"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"THERESA HODGDON"|"2152420.0000"|"03"|""|"Y"|""|""|""|""|"1904"|"ME"|"N"|""|""|"4/23/2015 11:07:10 AM"|""|"Theresa"|""|"Hodgdon"|""|"Female"|"True"
"01-0238760"|"BRICK STORE MUSEUM INC"|"1742406"|"Y"|"BRICK STORE MUSEUM INC"|""|"207-985-4802"|""|"117 MAIN STREET"|""|"KENNEBUNK"|"ME"|"USA"|"04043"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"DAVID N MORAVICK"|"963036.0000"|"03"|"WWW.BRICKSTOREMUSEUM.ORG"|"Y"|""|""|""|""|"1940"|"ME"|"N"|""|""|"4/23/2015 11:09:01 AM"|""|"David"|"N"|"Moravick"|""|"Male"|"True"
"01-0264870"|"CHRISTMAS COVE IMPROVEMENT ASSOCIATION"|"1742407"|"N"|"CHRISTMAS COVE IMPROVEMENT ASSOCIATION"|""|"207-563-7540"|""|"PO BOX 371"|""|"DAMARISCOTTA"|"ME"|"USA"|"04543"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"Y"|""|""|""|""|"CYNTHIA MUIR"|"509786.0000"|"07"|"WWW.CCIAMAINE.ORG"|"Y"|""|""|""|""|"1900"|"ME"|"N"|""|""|"4/23/2015 11:09:29 AM"|""|"Cynthia"|""|"Muir"|""|"Female"|"True"
"01-0347068"|"POLAND SPRING PRESERVATION SOCIETY"|"1742408"|"Y"|"POLAND SPRING PRESERVATION SOCIETY"|""|"207-998-4496"|""|"PO BOX 444"|""|"POLAND SPRING"|"ME"|"USA"|"04274"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"JOHN A RICKER"|"109470.0000"|"03"|"www.polandspnngs.org"|"Y"|""|""|""|""|"1976"|"ME"|"N"|""|""|"4/23/2015 11:09:57 AM"|""|"John"|"A"|"Ricker"|""|"Male"|"True"
"01-0416974"|"FRANNIE PEABODY CENTER"|"1742409"|"Y"|"FRANNIE PEABODY CENTER"|""|"207-774-6877"|""|"30 DANFORTH STREET"|"311"|"PORTLAND"|"ME"|"USA"|"04101"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"MEGAN HANNAN"|"2572634.0000"|"03"|"www.PEABODYCENTER.ORG"|"Y"|""|""|""|""|"1986"|"ME"|"N"|""|""|"4/23/2015 11:10:53 AM"|""|"Megan"|""|"Hannan"|""|"Female"|"True"
"01-0505456"|"Sail Maine"|"1742410"|"Y"|"Sail Maine"|""|"207-632-3550"|""|"58 Fore Street"|""|"Portland"|"ME"|"USA"|"04101"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|""|"841306.0000"|"03"|"www.sailmaine.org"|"Y"|""|""|""|""|"2006"|"ME"|"N"|"N"|""|"4/23/2015 11:11:14 AM"|""|""|""|""|""|""|""
"01-0565671"|"The San Diego River Park Foundation"|"1742412"|"N"|"The San Diego River Park Foundation"|""|"619-297-7380"|""|"4891 Pacific Highway"|"114"|"San Diego"|"CA"|"USA"|"92110"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"Robert Hutsel"|"1756688.0000"|"03"|"www.sandiegoriver.org"|"Y"|""|""|""|""|"2001"|"CA"|"N"|"N"|""|"4/23/2015 11:14:05 AM"|""|"Robert"|""|"Hutsel"|""|"Male"|"True"
"01-0571960"|"UECDF CORPORATION"|"1742413"|"Y"|"UECDF CORPORATION"|""|"617-541-2565"|"URBAN EDGE HOUSING CORPORATION"|"1542 COLUMBUS AVENUE"|"2"|"ROXBURY"|"MA"|"USA"|"02119"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"CHRYSTAL KORNEGAY"|"531060.0000"|"03"|"WWW.URBANEDGE.ORG"|"Y"|""|""|""|""|"2001"|"MA"|"N"|""|""|"4/23/2015 11:14:14 AM"|""|"Chrystal"|""|"Kornegay"|""|"Female"|"True"
"01-0604413"|"THE FOUNDATION OF ST. LAWRENCE NYSARC, INC."|"1742414"|"N"|"THE FOUNDATION OF ST. LAWRENCE NYSARC, INC."|""|"315-379-9531"|""|"6 COMMERCE LANE"|""|"CANTON"|"NY"|"USA"|"13617"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"DAPHNE A. PICKERT"|"383517.0000"|"03"|""|""|"Y"|""|""|""|"2004"|"NY"|"N"|""|""|"4/23/2015 11:16:20 AM"|""|"Daphne"|"A"|"Pickert"|""|"Female"|"True"
"01-0619670"|"FOUNDATION FOR THE CHALLENGED"|"1742415"|"Y"|"FOUNDATION FOR THE CHALLENGED"|""|"614-389-4501"|""|"5970 WILCOX PLACE"|"E"|"DUBLIN"|"OH"|"USA"|"43016"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"FRAN K WESSELING"|"3968012.0000"|"03"|"WWW.FFCOHIO.ORG"|"Y"|""|""|""|""|"2002"|"OH"|"N"|""|""|"4/23/2015 11:17:01 AM"|""|"Fran"|"K"|"Wesseling"|""|"Unknown"|"True"
"01-0704374"|"BENDERS LANDING PROPERTY OWNERS ASSOCIATION"|"1742417"|"N"|"BENDERS LANDING PROPERTY OWNERS ASSOCIATION"|""|"713-329-7100"|""|"11000 CORPORATE CENTRE DRIVE"|"150"|"HOUSTON"|"TX"|"USA"|"77041"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"Y"|""|""|""|""|"BENDERS LANDING PROPERTY OWNERS ASSOCIATION"|"661600.0000"|"04"|""|"Y"|""|""|""|""|"2001"|"TX"|"N"|""|""|"4/23/2015 11:18:07 AM"|"Benders"|"Landing"|"Property"|"Owners"|"Association"|"Unknown"|"True"
"01-0740113"|"KHMER ARTS ACADEMY"|"1742418"|"Y"|"KHMER ARTS ACADEMY"|""|"562-472-0090"|""|"375 REDONDO AVE 156"|""|"LONG BEACH"|"CA"|"USA"|"90814"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"JOHN SHAPIRO"|"414486.0000"|"03"|""|""|""|""|""|""|"2002"|"CA"|"N"|""|""|"4/23/2015 11:18:38 AM"|""|"John"|""|"Shapiro"|""|"Male"|"True"
"01-0843142"|"SCUBANAUTS INTERNATIONAL, INC"|"1742420"|"N"|"SCUBANAUTS INTERNATIONAL, INC"|""|"727-289-7112"|""|"2520 WOODCOTE TERRACE"|""|"PALM HARBOR"|"FL"|"USA"|"34685"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|"Y"|""|""|""|""|""|"308665.0000"|"03"|"WWW.SCUBANAUTSINTL.ORG"|"Y"|""|""|""|""|"2005"|"FL"|"N"|""|""|"4/23/2015 11:19:59 AM"|""|""|""|""|""|""|""
"01-0851113"|"LIFELINX CORPORATION"|"1742421"|"Y"|"LIFELINX CORPORATION"|""|"203-483-0399"|""|"2785 BOSTON POST ROAD"|""|"GUILFORD"|"CT"|"USA"|"06437"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"WILLIAM WELSH"|"217159.0000"|"03"|"HTTP://WWW.LIFELINX.ORG"|"Y"|""|""|""|""|"2005"|"CT"|"N"|""|""|"4/23/2015 11:20:08 AM"|""|"William"|""|"Welsh"|""|"Male"|"True"
"01-0865460"|"SAN MARINO COMMUNITY ATHLETICS ASSOCIATION"|"1742423"|"Y"|"SAN MARINO COMMUNITY ATHLETICS ASSOCIATION"|""|"213-280-8659"|""|"1613 CHELSEA ROAD"|""|"SAN MARINO"|"CA"|"USA"|"91108"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|""|"426500.0000"|"03"|"www.smyouthsports.org"|"Y"|""|""|""|""|"2006"|"CA"|"N"|"N"|""|"4/23/2015 11:21:52 AM"|""|""|""|""|""|""|""
"01-0904345"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"1742424"|"N"|"PHOENIX LODGE 2 FRATERNAL ORDER OF POLICE"|"FOUNDATION INC"|"602-993-0230"|""|"12851 NORTH 19TH AVENUE"|""|"Phoenix"|"AZ"|"USA"|"85029-2654"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"LOU MAGANIELLO"|"22110.0000"|"03"|""|""|""|""|"Y"|"NON-PROFIT"|"1987"|"AZ"|"N"|""|""|"4/23/2015 11:22:51 AM"|""|"Lou"|""|"Maganiello"|""|"Unknown"|"True"
"01-3253364"|"SPONTANEOUS CELEBRATIONS INC"|"1742425"|"Y"|"SPONTANEOUS CELEBRATIONS INC"|""|"617-524-6373"|""|"45 DANFORTH STREET"|""|"JAMAICA PLAIN"|"MA"|"USA"|"02130"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"LINDA MUIR-ROBINSON"|"269255.0000"|"03"|"WWW.SPONTANEOUSCELEBRATIONS.ORG"|"Y"|""|""|""|""|"1994"|"MA"|"N"|""|""|"4/23/2015 11:23:34 AM"|""|"Linda"|""|"Muir-Robinson"|""|"Female"|"True"
"01-6020566"|"WALDO COMMUNITY ACTION PARTNERS"|"1742426"|"Y"|"WALDO COMMUNITY ACTION PARTNERS"|""|""|""|"PO BOX 130"|""|"BELFAST"|"ME"|"USA"|"04915"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"FAITH CAMPBELL"|"4836104.0000"|"03"|"WWW.WALDOCAP.ORG"|"Y"|""|""|""|""|"1965"|"ME"|"N"|""|""|"4/23/2015 11:23:41 AM"|""|"Faith"|""|"Campbell"|""|"Female"|"True"
"02-0214113"|"AMERICAN LEGION POST"|"1742427"|"N"|"AMERICAN LEGION POST"|""|"603-692-9898"|""|"PO BOX 69"|""|"SOMERSWORTH"|"NH"|"USA"|"03878"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"RAYMOND DOYON"|"481347.0000"|"19"|""|"Y"|""|""|""|""|"1947"|"NH"|"N"|""|""|"4/23/2015 11:24:47 AM"|""|"Raymond"|""|"Doyon"|""|"Male"|"True"
"01-0211513"|"THE JACKSON LABORATORY"|"1749256"|"Y"|"THE JACKSON LABORATORY"|""|"207-288-6000"|""|"600 MAIN STREET"|""|"BAR HARBOR"|"ME"|"USA"|"04609"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"EDISON T LIU MD"|"424488622.0000"|"03"|"WWW.JAX.ORG"|"Y"|""|""|""|""|"1929"|"ME"|"N"|""|""|"4/24/2015 10:57:55 AM"|""|"Edison"|"T"|"Liu"|"MD"|"Male"|"True"
"01-0228578"|"SPRINGVALE SOCIAL CLUB"|"1749257"|"N"|"SPRINGVALE SOCIAL CLUB"|""|"207-324-1073"|""|"22 BRIDGE STREET PO BOX 83"|""|"SPRINGVALE"|"ME"|"USA"|"04083"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"ROBERT RIZZO"|"1182887.0000"|"07"|""|"Y"|""|""|""|""|"1956"|"ME"|"N"|""|""|"4/24/2015 10:59:55 AM"|""|"Robert"|""|"Rizzo"|""|"Male"|"True"
"01-0332278"|"BRADFORD HOUSING CORP"|"1749259"|"Y"|"BRADFORD HOUSING CORP"|"HILLTOP MANOR"|"207-990-2099"|""|"4 UNION STREET BOX 9"|""|"BANGOR"|"ME"|"USA"|"04401"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|""|"185028.0000"|"04"|""|"Y"|""|""|""|""|""|"ME"|"N"|""|""|"4/24/2015 11:02:14 AM"|""|""|""|""|""|""|""
"01-0344891"|"FRANKLIN COUNTY ANIMAL SHELTER"|"1749260"|"Y"|"FRANKLIN COUNTY ANIMAL SHELTER"|""|"207-778-5704"|""|"550 INDUSTRY RD"|""|"FARMINGTON"|"ME"|"USA"|"04938"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"RICHARD BARR"|"869095.0000"|"03"|""|"Y"|""|""|""|""|"1985"|"ME"|"N"|""|""|"4/24/2015 11:02:34 AM"|""|"Richard"|""|"Barr"|""|"Male"|"True"
"01-0360077"|"NEW BEGINNINGS INC"|"1749261"|"Y"|"NEW BEGINNINGS INC"|""|"207-795-4077"|""|"436 MAIN STREET"|""|"LEWISTON"|"ME"|"USA"|"04240"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"JANET O'CONNOR"|"2646172.0000"|"03"|"WWW.NEWBEGINMAINE.ORG"|"Y"|""|""|""|""|"1977"|"ME"|"N"|""|""|"4/24/2015 11:03:56 AM"|""|"Janet"|""|"O'Connor"|""|"Female"|"True"
"01-0380271"|"WESTMAN VILLAGE INC"|"1749262"|"Y"|"WESTMAN VILLAGE INC"|""|"207-626-3434"|"BREAD OF LIFE MINISTRIES INC"|"157 WATER ST"|""|"AUGUSTA"|"ME"|"USA"|"04330"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"JOHN RICHARDSON"|"215619.0000"|"04"|"WWW.MAINEBREADOFLIFE.ORG"|"Y"|""|""|""|""|"1973"|"ME"|"N"|""|""|"4/24/2015 11:05:16 AM"|""|"John"|""|"Richardson"|""|"Male"|"True"
"01-0488477"|"RIVERVIEW FOUNDATION"|"1749263"|"Y"|"RIVERVIEW FOUNDATION"|""|"207-729-7399"|""|"610 AUGUSTA ROAD"|""|"TOPSHAM"|"ME"|"USA"|"04086"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|""|"994216.0000"|"03"|"WWW.RIVERVIEWFOUNDATION.ORG"|"Y"|""|""|""|""|"1994"|"ME"|"N"|""|""|"4/24/2015 11:06:42 AM"|""|""|""|""|""|""|""
"01-0570543"|"EAST ARKANSAS ENTERPRISE COMMUNITY"|"1749264"|"Y"|"EAST ARKANSAS ENTERPRISE COMMUNITY"|""|"870-630-2005"|""|"PO BOX 2212"|""|"FORREST CITY"|"AR"|"USA"|"72336"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|""|"1353392.0000"|"03"|""|"Y"|""|""|""|""|""|""|"N"|""|""|"4/24/2015 11:06:59 AM"|""|""|""|""|""|""|""
"01-0572077"|"ENABLE AMERICA INC"|"1749265"|"Y"|"ENABLE AMERICA INC"|""|"813-222-3212"|""|"PO BOX 3031"|""|"TAMPA"|"FL"|"USA"|"33601-3031"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"RICHARD J SALEM"|"65813.0000"|"03"|"WWW.ENABLEAMERICA.ORG"|"Y"|""|""|""|""|"2002"|"FL"|"N"|""|""|"4/24/2015 11:07:05 AM"|""|"Richard"|"J"|"Salem"|""|"Male"|"True"
"01-0588077"|"DEMOCRATIC FARMER LABOR PARTY BUILDING FUND"|"1749266"|"Y"|"DEMOCRATIC FARMER LABOR PARTY BUILDING FUND"|""|"651-293-1200"|""|"255 PLATO BLVD EAST"|""|"SAINT PAUL"|"MN"|"USA"|"55107"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"KEN MARTIN"|"81550.0000"|"04"|""|"Y"|""|""|""|""|"2002"|"MN"|"N"|""|""|"4/24/2015 11:07:45 AM"|""|"Ken"|""|"Martin"|""|"Male"|"True"
"01-0637743"|"MOST VALUABLE KIDS INC"|"1749267"|"Y"|"MOST VALUABLE KIDS INC"|""|"301-919-7180"|""|"11122 STEPHALEE LANE"|""|"ROCKVILLE"|"MD"|"USA"|"20852"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"DARYLE BOBB"|"332152.0000"|"03"|"WWW.MOSTVALUABLEKIDS.ORG"|"Y"|""|""|""|""|"2002"|"MD"|"N"|""|""|"4/24/2015 11:08:49 AM"|""|"Daryle"|""|"Bobb"|""|"Male"|"True"
"01-0674195"|"CYPRESS LANDING GOLF CLUB"|"1749268"|"Y"|"CYPRESS LANDING GOLF CLUB"|""|"252-946-7788"|""|"600 CLUBHOUSE ROAD"|""|"CHOCOWINITY"|"NC"|"USA"|"27817"|"1/1/2013 12:00:00 AM"|"12/31/2013 12:00:00 AM"|""|""|""|""|""|"PATRICIA J COAKLEY"|"1250040.0000"|"07"|""|"Y"|""|""|""|""|"2002"|"NC"|"N"|""|""|"4/24/2015 11:08:57 AM"|""|"Patricia"|"J"|"Coakley"|""|"Female"|"True"
