"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FUNDRAISING_MAIL_CBX"|"FUNDRAISING_EMAIL_CBX"|"FUNDRAISING_PHONE_CBX"|"FUNDRAISING_PERSON_CBX"|"FUNDRAISING_NON_GOV_GRANTS_CBX"|"FUNDRAISING_GOV_GRANTS_CBX"|"FUNDRAISING_SPECIAL_EVENTS_CBX"|"FUNDRAISING_PROF_CBX"|"FUNDRAISING_TOTAL_GROSS_RECEIPTS"|"TOTAL_PAID_TO_FUNDRAISER"|"FUNDRAISING_TOTAL_PAID_ORG"
"01-0378758"|"Maine College of Art"|"1489826"|"Y"|"Y"|""|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""
"01-0473460"|"DOWNTOWN IMPROVEMENT DISTRICT, INC"|"1489827"|""|""|""|""|""|""|""|""|""|""|""
"01-0607464"|"WESTMORELAND APARTMENTS, INC."|"1489828"|""|""|""|""|""|""|""|""|""|""|""
"01-0735866"|"THORNDALE ECONOMIC DEVELOPMENT CORPORATION"|"1489829"|""|""|""|""|""|""|""|""|""|""|""
"01-0523776"|"Sprinq Point Ledge Light Trust"|"1491449"|""|""|""|""|""|""|""|""|""|""|""
"01-0853006"|"North Park USBC Youth UNIT"|"1492764"|""|""|""|""|""|""|""|""|""|""|""
"01-0061300"|"Fraternal Order of Eagles #1457"|"1492806"|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"
"01-0211503"|"Franklin Memorial Hospital"|"1492807"|""|""|""|""|""|""|""|""|""|""|""
"01-0211810"|"UNIVERSITY OF NEW ENGLAND"|"1492808"|""|""|""|""|""|""|""|""|""|""|""
"01-0319802"|"Spurwink Services Inc"|"1492809"|""|""|""|""|""|""|""|""|""|""|""
"01-0377246"|"New Hope for Women Inc"|"1492810"|""|""|""|""|""|""|""|""|""|""|""
"01-0388492"|"TURNER PUBLIC LIBRARY ANDROSCOGGIN SAVINGS BANK, MANAGER"|"1492811"|""|""|""|""|""|""|""|""|""|""|""
"01-0398692"|"SHEEPSCOT VALLEY CHILDREN'S HOUSE"|"1492812"|""|""|""|""|""|""|""|""|""|""|""
"01-0403485"|"Community Television Network"|"1492813"|""|""|""|""|""|""|""|""|""|""|""
"01-0462712"|"LEWISTON-AUBURN AREA HOUSING DEVELOPMENT CORP"|"1492814"|""|""|""|""|""|""|""|""|""|""|""
"01-0639602"|"KIPP Austin Public Schools Inc"|"1492817"|""|""|""|""|""|""|""|""|""|""|""
"01-0178800"|"MID-MAINE CHAMBER OF COMMERCE"|"1494029"|""|""|""|""|""|""|""|""|""|""|""
"01-0195310"|"THE YORKS CHAMBER OF COMMERCE INC"|"1494030"|""|""|""|""|""|""|""|"N"|"0.0000"|"0.0000"|"0.0000"
"01-0327898"|"CORINNA HOUSING CORPORATION"|"1494031"|""|""|""|""|""|""|""|""|""|""|""
"01-0329792"|"DELTA AMBULANCE"|"1494032"|""|""|""|""|""|""|""|""|""|""|""
"01-0418902"|"UNITED BIKERS OF MAINE"|"1494034"|""|""|""|""|""|""|"Y"|"N"|""|""|""
"01-0440702"|"Arundel Cemetery Caproration"|"1494035"|""|""|""|""|""|""|""|""|""|""|""
"01-0478564"|"FRIENDS OF ROCKLAND PUBLIC LIBRARY"|"1494036"|""|""|""|""|""|""|""|""|""|""|""
"01-0537084"|"Maine Huts & Trails"|"1494037"|""|""|""|""|""|""|""|""|""|""|""
"01-0562546"|"Shermans Dale Community Fire Co."|"1494038"|""|""|""|""|""|""|""|""|""|""|""
"01-0562775"|"NJ EMERGENCY PREPAREDNESS ASSN"|"1494039"|""|""|""|""|""|""|""|""|""|""|""
"01-0589514"|"Green Power EMC"|"1494040"|""|""|""|""|""|""|""|""|""|""|""
"01-0594671"|"GILEAD COMMUNITY DEVELOPMENT CORP. INC"|"1494041"|""|""|""|""|""|""|""|""|""|""|""
"01-0638984"|"WEALTH WATCHERS, INC."|"1494042"|""|""|""|""|""|""|""|""|""|""|""
"01-0645907"|"LIFE EDUCATION FOUNDATION"|"1494043"|"Y"|""|""|""|""|""|"Y"|"N"|""|""|""
"01-0654984"|"MHA OF GREATER HOUSTON FOUNDATION, INC."|"1494044"|""|""|""|""|""|""|""|""|""|""|""
"01-0717158"|"GEORGETOWN COMMUNITY RESOURCE CENTER"|"1494045"|""|""|""|""|""|""|""|""|""|""|""
"01-0722133"|"Olmsted Community Center"|"1494046"|""|""|""|""|""|""|""|""|""|""|""
"01-0736958"|"Jersey Agility Association of Central New Jersey"|"1494047"|""|""|""|""|""|""|""|""|""|""|""
"01-0769456"|"VENTURA HILLSIDES CONSERVANCY"|"1494048"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"0.0000"
"01-0852125"|"ORGANIZATION OF PJM STATES, INC. (OPSI)"|"1494049"|""|""|""|""|""|""|""|""|""|""|""
"01-0853006"|"North Park USBC Youth"|"1494050"|""|""|""|""|""|""|""|""|""|""|""
"01-0855170"|"Catholic Christians Defending Christ & His Church"|"1494051"|""|""|""|""|""|""|""|""|""|""|""
"01-6114884"|"JOHN CHABOT EDUCATIONAL FOUNDATION TRUST"|"1494052"|""|""|""|""|""|""|""|""|""|""|""
"02-0105200"|"ACA ASSURANCE"|"1494053"|""|""|""|""|""|""|""|""|""|""|""
"01-0215213"|"BOWDOIN COLLEGE"|"1497088"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|""|"40000.0000"|"-40000.0000"
"01-0280225"|"Catholic Chanties Maine"|"1497089"|""|""|""|""|""|""|""|""|""|""|""
"01-0376014"|"WOMANCARE/AEGIS ASSOCIATION"|"1497090"|""|""|""|""|""|""|""|""|""|""|""
"01-0582508"|"ST. HOPE PUBLIC SCHOOLS, INC."|"1497091"|""|""|""|""|""|""|""|""|""|""|""
"01-0603214"|"SAINT FRANCIS HOSPITAL SOUTH, LLC"|"1497092"|""|""|""|""|""|""|""|""|""|""|""
"02-0223322"|"Currier Museum of Art"|"1497094"|""|""|""|""|""|""|""|""|""|""|""
"01-0313213"|"YORK GOLF & TENNIS CLUB"|"1497735"|""|""|""|""|""|""|""|""|""|""|""
"01-0693025"|"GILLOURY INSTITUTE"|"1497736"|""|""|""|""|""|""|""|""|""|""|""
"01-0792511"|"HIGH WAY EDUCATION INC."|"1497738"|""|""|""|""|""|""|""|""|""|""|""
"01-0838125"|"SAFE FAMILY MINISTIRES"|"1497739"|""|""|""|""|""|""|""|""|""|""|""
"01-0857925"|"Saugus Plaza Funding Company"|"1497740"|""|""|""|""|""|""|""|""|""|""|""
"02-0199215"|"UKRAINIAN- AMERICAN CITIZENS CLUB"|"1497742"|""|""|""|""|""|""|""|""|""|""|""
"02-0225721"|"AMERICAN LEGION RICCIARDI-HARTSHORN POST 23"|"1497744"|""|""|""|""|""|""|""|""|""|""|""
"01-0221344"|"BRIDGTON ACADEMY"|"1499486"|""|""|""|""|""|""|""|""|""|""|""
"02-0222111"|"Trustees of Dartmouth College"|"1499487"|"Y"|""|"Y"|"Y"|"Y"|"Y"|""|"Y"|"28241294.0000"|"317401.0000"|"27923893.0000"
"01-0227132"|"LE PARESSEUX INC"|"1499912"|""|""|""|""|""|""|""|""|""|""|""
"01-0564032"|"THE INSTITUTE FOR GIS STUDIES, INC."|"1499913"|""|""|""|""|""|""|""|""|""|""|""
"01-0603034"|"Rural Health Collaborative of Southern Ohio Inc"|"1499914"|""|""|""|""|""|""|""|""|""|""|""
"01-0751931"|"UTAH BUSINESS LENDING CORPORATION"|"1499915"|""|""|""|""|""|""|""|""|""|""|""
"01-0972230"|"JOSEPH OMOSHEWA MINISTRIES WORLDWIDE"|"1499916"|""|""|""|""|""|""|""|""|""|""|""
"02-0185330"|"Rochester Agncultural and Mechanical Assn."|"1499917"|""|""|""|""|""|""|""|""|""|""|""
"01-0153128"|"Greater Rumford Community Center"|"1500583"|""|""|""|""|""|""|""|""|""|""|""
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES INC"|"1500584"|""|""|""|""|""|""|""|""|""|""|""
"01-0518428"|"NORTH ATLANTIC FIGURE SKATING CLUB"|"1500585"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0211536"|"North Yarmouth Academy"|"1501490"|""|""|""|""|""|""|""|""|""|""|""
"01-0351334"|"Yarmouth Historical Society"|"1501491"|""|""|""|""|""|""|""|""|""|""|""
"01-0217234"|"BIDDEFORD POOL YACHT CLUB"|"1501986"|""|""|""|""|""|""|""|""|""|""|""
"01-0705428"|"Ukrainian Ministry, Inc."|"1501987"|""|""|""|""|""|""|""|""|""|""|""
"01-0731740"|"Irene's Christian Academy, Inc"|"1501988"|""|""|""|""|""|""|""|""|""|""|""
"01-0773840"|"Syracuse Community Center Inc"|"1501989"|""|""|""|""|""|""|""|""|""|""|""
"01-6011528"|"WALTER BISBEE TRUST"|"1501990"|""|""|""|""|""|""|""|""|""|""|""
"02-0212637"|"VETERANS OF FOREIGN WARS VFW-NH 2520 WHITE MOUNTAIN"|"1501991"|""|""|""|""|""|""|""|""|""|""|""
"01-0339851"|"REGIONAL TRANSPORTATION PROGRAM"|"1502686"|""|""|""|""|""|""|""|""|""|""|""
"01-0840857"|"TRANSFORMATIVE ACTION INSTITUTE"|"1502688"|""|""|""|""|""|""|""|""|""|""|""
"01-0849648"|"ACADEMY IN MANAYUNK"|"1502689"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"22346.0000"
"01-6217452"|"ELLIOT HEALTH SYSTEM PROFESSIONAL & GENERAL LIABILITY INSURANCE TRUST"|"1502690"|""|""|""|""|""|""|""|""|""|""|""
"01-0277845"|"Stanwood Wildlife Sanctuary"|"1503086"|""|""|""|""|""|""|""|""|""|""|""
"01-0349146"|"Newport Public Library Association"|"1503087"|""|""|""|""|""|""|""|""|""|""|""
"01-0454046"|"Isle an Hart Benelopment Corp"|"1503088"|""|""|""|""|""|""|""|""|""|""|""
"01-0551364"|"TECH COAST ANGELS INC."|"1503089"|""|""|""|""|""|""|""|""|""|""|""
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"1503090"|""|""|""|""|""|""|""|""|""|""|""
"01-0671151"|"Arnerican Friends of Lucerne Festival, Inc."|"1503091"|""|""|""|""|""|""|"Y"|"Y"|""|""|""
"01-0721958"|"B-4 SCHOOL OF FAIRLAWN INC."|"1503092"|""|""|""|""|""|""|""|""|""|""|""
"01-0324705"|"The Susan L Curtis Foundation"|"1503679"|""|""|""|""|""|""|""|""|""|""|""
"01-0350707"|"Portland Ovations"|"1503680"|""|""|""|""|""|""|""|""|""|""|""
"01-0461120"|"Maine Pretrial Services"|"1503682"|""|""|""|""|""|""|""|""|""|""|""
"01-0720150"|"IDAHO VIRTUAL ACADEMY LEA NO 452"|"1503684"|""|""|""|""|""|""|""|""|""|""|""
"01-0723951"|"J C S BAND BOOSTERS INC"|"1503685"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0768551"|"ASHLAND COUNTY LIFEWORX INC"|"1503686"|""|""|""|""|""|""|""|""|""|""|""
"01-0892950"|"JUMP OF OHIO INC"|"1503689"|""|""|""|""|""|""|""|""|""|""|""
"01-6023519"|"BAY CHAMBER CONCERTS, INC."|"1503690"|""|""|""|""|""|""|""|""|""|""|""
"01-0364856"|"SHRINERS INTERNATIONAL"|"1504857"|""|""|""|""|""|""|""|""|""|""|""
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"1504858"|""|""|""|""|""|""|""|""|""|""|""
"01-0211568"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF SOUTHERN MAINE"|"1505400"|""|""|""|""|""|""|""|""|""|""|""
"01-0353682"|"LEARNINGWORKS"|"1505401"|""|""|""|""|""|""|""|""|""|""|""
"01-0369553"|"YESTERDAY'S CHILDREN INC"|"1505402"|""|""|""|""|""|""|""|""|""|""|""
"01-0483267"|"Institute for Civic Leadership"|"1505404"|""|""|""|""|""|""|""|""|""|""|""
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"1505405"|""|""|""|""|""|""|""|"N"|""|""|"0.0000"
"01-0746064"|"The Laurel Park Community Boosters Club"|"1505407"|""|""|""|""|""|""|""|""|""|""|""
"01-0777856"|"Literacy for Environmental Justice"|"1505408"|""|""|""|""|""|""|""|""|""|""|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"1505409"|""|""|""|""|""|""|""|""|""|""|""
"01-0833582"|"ALLIANCE COLLINS FAMILY COLLEGE-READY ACADEMY HS FKA ALLIANCE HUNTINGTON PARK"|"1505410"|""|""|""|""|""|""|""|""|""|""|""
"01-0309364"|"Deermg Memonal Post 6859. VFW"|"1506680"|""|""|""|""|""|""|""|""|""|""|""
"01-0567777"|"Austin Drive Community Development"|"1506681"|""|""|""|""|""|""|""|""|""|""|""
"01-0605273"|"WE ARE ONE MINISTRIES INC"|"1506683"|""|""|""|""|""|""|""|""|""|""|""
"01-0644063"|"Berkshire Emergency Squad, Inc"|"1506684"|""|""|""|""|""|""|""|""|""|""|""
"01-0728162"|"Coalition of Community Development Financial Institutions, Inc."|"1506685"|""|""|""|""|""|""|""|""|""|""|""
"01-0868265"|"COVENANTOFLOVEUUL,CORP"|"1506686"|""|""|""|""|""|""|""|""|""|""|""
"01-6018568"|"THE AMERICAN LEGION"|"1506687"|""|""|""|""|""|""|""|""|""|""|""
"02-0104257"|"St. John's Masonic Lodge"|"1506689"|""|""|""|""|""|""|""|""|""|""|""
"02-0119965"|"CLUB MONT ROYAL"|"1506690"|""|""|""|""|""|""|""|""|""|""|""
"01-0119375"|"MEGANTIC FISH AND GAME"|"1508500"|""|""|""|""|""|""|""|""|""|""|""
"01-0158948"|"SIGMA KAPPA SORORITY"|"1508501"|""|""|""|""|""|""|""|""|""|""|""
"01-0211497"|"PRESIDENT & TRUSTEES OF COLBY COLLEGE"|"1508502"|""|""|""|""|""|""|""|""|""|""|""
"01-0216811"|"WATERVILLE LODGE #33 F & A M"|"1508503"|""|""|""|""|""|""|""|""|""|""|""
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"1508504"|""|""|""|""|""|""|""|""|""|""|""
"01-0339489"|"St Joseph's Rehabilitation & Residence"|"1508505"|""|""|""|""|""|""|""|""|""|""|""
"01-0351143"|"Belfast Free Library"|"1508506"|""|""|""|""|""|""|""|""|""|""|""
"01-0441147"|"HABITAT FOR HUMANITY OF GREATER BANGOR"|"1508508"|""|""|""|""|""|""|""|""|""|""|""
"01-0484154"|"MAHC INC"|"1508509"|""|""|""|""|""|""|""|""|""|""|""
"01-0489978"|"SOUTHERN MAINE ECONOMIC DEVELOPMENT DISTRICT"|"1508510"|""|""|""|""|""|""|""|""|""|""|""
"01-0493897"|"Sunrise County Economic Council"|"1508511"|""|""|""|""|""|""|""|""|""|""|""
"01-0612697"|"Farmington Youth Basketball Association"|"1508512"|""|""|""|""|""|""|""|""|""|""|""
"01-0686429"|"CLUB HORIZON INC"|"1508513"|""|""|""|""|""|""|""|""|""|""|""
"01-0738748"|"SECOND IMPRESSIONS"|"1508514"|""|""|""|""|""|""|""|""|""|""|""
"01-0880911"|"Ross Institute"|"1508516"|""|""|""|""|""|""|""|""|""|""|""
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"1508517"|""|""|""|""|""|""|""|""|""|""|""
"01-0212444"|"York Hospital"|"1510743"|""|""|""|""|""|""|""|""|""|""|""
"01-0284446"|"REDINGTON-FAIRVIEW GENERAL HOSPITAL"|"1510744"|""|""|""|""|""|""|""|""|""|""|""
"01-0331180"|"DOWNEAST HORIZONS INC"|"1510745"|""|""|""|""|""|""|""|""|""|""|""
"01-0356077"|"CENTRAL MAINE MEDICAL CENTER COLLEGE OF NURSING AND HEALTH PROFESSIONS"|"1510746"|""|""|""|""|""|""|""|""|""|""|""
"01-0371992"|"Downeast Transportation"|"1510747"|""|""|""|""|""|""|""|""|""|""|""
"01-0482994"|"MAINE ADULT EDUCATION ASSOCIATION"|"1510748"|""|""|""|""|""|""|""|""|""|""|""
"01-0778179"|"The Brooklyn Montesson Ltd"|"1510749"|""|""|""|""|""|""|""|""|""|""|""
"01-0459677"|"YANA INC."|"1511518"|""|""|""|""|""|""|""|""|""|""|""
"01-0558388"|"The Link"|"1511520"|""|""|""|""|""|""|""|""|""|""|""
"01-0584486"|"ST. LOUIS SENIOR DOG PROJECT"|"1511521"|""|""|""|""|""|""|""|""|""|""|""
"01-0656986"|"THE SURF CLUB OF RYE, INC"|"1511522"|""|""|""|""|""|""|""|""|""|""|""
"01-0863786"|"MANALIVE-SACRAMENTO, INC."|"1511523"|""|""|""|""|""|""|""|""|""|""|""
"01-0922089"|"GOOSES GAMERS BASEBALL INC"|"1511524"|""|""|""|""|""|""|""|""|""|""|""
"01-6011388"|"PINE TREE COUNCIL BSATR DTD 1957 449515014"|"1511525"|""|""|""|""|""|""|""|""|""|""|""
"01-6038550"|"AMERICAN LEGION"|"1511526"|""|""|""|""|""|""|""|""|""|""|""
"02-0164078"|"Littleton Building Association"|"1511527"|""|""|""|""|""|""|""|""|""|""|""
"01-0379686"|"Ronald McDonald House of Bangor, Inc."|"1512581"|"Y"|""|""|"Y"|"Y"|""|"Y"|"N"|""|""|"0.0000"
"01-0797012"|"BELOVED RAGAMUFFIN MINISTRY"|"1512582"|""|""|""|""|""|""|""|""|""|""|""
"01-0963014"|"Coastal Marin Fund"|"1512583"|""|""|""|""|""|""|""|""|""|""|""
"01-0339295"|"MAINE HUMANITIES COUNCIL"|"1514626"|""|""|""|""|""|""|""|""|""|""|""
"01-0831698"|"JEWISH COMMUNITY FOUNDATION"|"1514627"|""|""|""|""|""|""|""|""|""|""|""
"01-0342596"|"BAR HARBOR HISTORICAL SOCIETY INC"|"1514903"|""|""|""|""|""|""|""|""|""|""|""
"01-0211570"|"YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF CENTRAL MAINE"|"1516909"|""|""|""|""|""|""|""|""|""|""|""
"01-0224898"|"HEBRON ACADEMY INCORPORATED"|"1516910"|"Y"|"Y"|"Y"|"Y"|"Y"|""|""|"N"|""|"68755.0000"|"-68755.0000"
"01-0249577"|"BREAKWATER SCHOOL"|"1516911"|""|""|""|""|""|""|""|""|""|""|""
"01-0269802"|"GIRL SCOUTS OF MAINE INC"|"1516912"|""|""|""|""|""|""|""|""|""|""|""
"01-0278395"|"WOODFORDS FAMILY SERVICES"|"1516913"|""|""|""|""|""|""|""|""|""|""|""
"01-0366057"|"Maine Rural Water Association"|"1516915"|""|""|""|""|""|""|""|""|""|""|""
"01-0368096"|"Alpha One"|"1516916"|""|""|""|""|""|""|""|""|""|""|""
"01-0386912"|"CENTRAL MAINE COMMUNITY HEALTH CORPORATION"|"1516917"|""|""|""|""|""|""|""|""|""|""|""
"01-0386913"|"CENTRAL MAINE HEALTHCARE CORPORATION"|"1516918"|""|""|""|""|""|""|""|""|""|""|""
"01-0477512"|"MAKE-A-WISH FOUNDATION OF MAINE"|"1516920"|""|""|""|""|""|""|""|""|""|""|""
"01-0501998"|"GREATER HOULTON CHRISTIAN ACA"|"1516921"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0526734"|"OPERA HOUSE ARTS"|"1516922"|""|""|""|""|""|""|""|""|""|""|""
"01-0530955"|"SKYLINE FARM"|"1516923"|""|""|""|""|""|""|""|""|""|""|""
"01-0553077"|"LINKS OF HOPE INC"|"1516924"|""|""|""|""|""|""|""|""|""|""|""
"01-0719892"|"ALEXANDER HAMILTON HOME-SCHOOL ASSOCIATION"|"1516925"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0735034"|"REED ACADEMY"|"1516926"|""|""|""|""|""|""|""|"N"|""|""|""
"01-0802914"|"Assoc Students of California State Univ Channel Islands Inc"|"1516927"|""|""|""|""|""|""|""|""|""|""|""
"01-6010995"|"WAYNE LIBRARY ASSOCIATION"|"1516929"|""|""|""|""|""|""|""|""|""|""|""
"01-0317698"|"CALAIS METHODIST HOME, INC"|"1519639"|""|""|""|""|""|""|""|""|""|""|""
"01-0342167"|"PHILLIPS-STRICKLAND HOUSE CORP."|"1519640"|""|""|""|""|""|""|""|""|""|""|""
"01-0370079"|"HARPSWELL NECK FIRE & RESCUE, INC."|"1519641"|""|""|""|""|""|""|""|""|""|""|""
"01-0608540"|"SHEPHERDS OF LOVE MINISTRIES, INC."|"1519642"|""|""|""|""|""|""|""|""|""|""|""
"01-0690242"|"PORTER' S CALL"|"1519643"|""|""|""|""|""|""|""|""|""|""|""
"01-0887074"|"Angels With A Mission Foundation, Inc."|"1519644"|""|""|""|""|""|""|""|""|""|""|""
"01-0903800"|"CARMEL IDEAS FOUNDATION"|"1519645"|""|""|""|""|""|""|""|""|""|""|""
"02-0102440"|"ABENAQUI COUNTRY CLUB, INC."|"1519646"|""|""|""|""|""|""|""|""|""|""|""
"01-0130427"|"BRIDGTON HOSPITAL"|"1521066"|""|""|""|""|""|""|""|""|""|""|""
"01-0191822"|"DEPARTMENT OF MAINE, VETERANS OF FOREIGN WARS OF THE UNITED STATES"|"1521067"|""|""|""|""|""|""|""|""|""|""|""
"01-0198331"|"Maine Coast Regional Health Facilities"|"1521068"|""|""|""|""|""|""|""|""|""|""|""
"01-0211484"|"Bangor Theological Seminary"|"1521069"|""|""|""|""|""|""|""|""|""|""|""
"01-0215227"|"RUMFORD HOSPITAL"|"1521070"|""|""|""|""|""|""|""|""|""|""|""
"01-0269460"|"CHEWONKI FOUNDATION INC"|"1521071"|""|""|""|""|""|""|""|""|""|""|""
"01-0364852"|"HOPE AND JUSTICE PROJECT INC"|"1521072"|""|""|""|""|""|""|""|""|""|""|""
"01-0418917"|"PREBLE STREET"|"1521073"|""|""|""|""|""|""|""|""|""|""|""
"01-0499084"|"MAINE LONG-TERM CARE OMBUDSMAN PROG"|"1521074"|""|""|""|""|""|""|""|""|""|""|""
"01-0502709"|"Atlantic States Rural Water and Wastewater Association"|"1521075"|""|""|""|""|""|""|""|""|""|""|""
"01-0518516"|"LifeFlight of Maine"|"1521076"|""|""|""|""|""|""|""|""|""|""|""
"01-0525631"|"Harbor Schools of Maine Inc"|"1521077"|""|""|""|""|""|""|""|""|""|""|""
"01-0597318"|"DARE EDUCATION FOUNDATION INC"|"1521079"|""|""|""|""|""|""|""|""|""|""|""
"01-0657461"|"MARYLAND COMMUNITY HEALTH INITIATIVES INC"|"1521080"|""|""|""|""|""|""|""|""|""|""|""
"01-0662680"|"TIFTON JUDICIAL CIRCUIT SHELTER INC"|"1521081"|""|""|""|""|""|""|""|""|""|""|""
"01-0676306"|"CAMBRIDGE HEALTH ALLIANCE FOUNDATION INC"|"1521082"|""|""|""|""|""|""|""|""|""|""|""
"01-0723319"|"TOBACCO FREE ALLEGHENY"|"1521084"|""|""|""|""|""|""|""|""|""|""|""
"01-0729134"|"CLARE OAKS"|"1521085"|""|""|""|""|""|""|""|""|""|""|""
"01-0745909"|"Academy for New Musical Theatre"|"1521086"|""|""|""|""|""|""|""|""|""|""|""
"01-0790428"|"St Joseph Health System Foundation"|"1521087"|""|""|""|""|""|""|""|""|""|""|""
"01-0843838"|"LIONS EYE INSTITUTE FOR TRANSPLANT AND RESEARCH FOUNDATION INC"|"1521088"|""|""|""|""|""|""|""|""|""|""|""
"01-0900952"|"PEABODY CHARTER SCHOOL"|"1521089"|""|""|""|""|""|""|""|""|""|""|""
"01-6009240"|"UNITED MID-COAST CHARITIES, INC"|"1521091"|""|""|""|""|""|""|""|""|""|""|""
"01-0479444"|"PARENT RESOURCE CENTER"|"1523339"|""|""|""|""|""|""|""|""|""|""|""
"01-0786632"|"Middle Tennessee Mission Outreach, Inc"|"1523341"|""|""|""|""|""|""|""|""|""|""|""
"01-0528754"|"THE OPERA HOUSE AT BOOTHBAY HARBOR"|"1524173"|""|""|""|""|""|""|""|""|""|""|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"1524507"|""|""|""|""|""|""|""|""|""|""|""
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"1524509"|""|""|""|""|""|""|""|""|""|""|""
"01-0216655"|"Odd Fellows' and Rebekahs' Home of Maine"|"1524510"|""|""|""|""|""|""|""|""|""|""|""
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS 1253 LOCAL"|"1524511"|""|""|""|""|""|""|""|""|""|""|""
"01-0265559"|"Kennebec Valley Mental Health Center"|"1524512"|""|""|""|""|""|""|""|""|""|""|""
"01-0275156"|"Westem Maine Community Action Inc"|"1524513"|""|""|""|""|""|""|""|""|""|""|""
"01-0277678"|"Kennebec Valley Community Action Program"|"1524514"|""|""|""|""|""|""|""|""|""|""|""
"01-0281875"|"EASTERN MAINE DEVELOPMENT CORPORATION"|"1524515"|""|""|""|""|""|""|""|""|""|""|""
"01-0315849"|"AROOSTOOK COUNTY ACTION PROGRAM INC"|"1524516"|""|""|""|""|""|""|""|""|""|""|""
"01-0358090"|"SPRUCE RUN ASSOCIATION"|"1524517"|""|""|""|""|""|""|""|""|""|""|""
"01-0443470"|"Attendant Services Maine Inc"|"1524518"|""|""|""|""|""|""|""|""|""|""|""
"01-0488478"|"KENNEBEC VALLEY COUNCIL OF GOVERNMENTS"|"1524519"|""|""|""|""|""|""|""|""|""|""|""
"01-0492747"|"Evergreen Behavioral Services"|"1524520"|""|""|""|""|""|""|""|""|""|""|""
"01-0502563"|"CAMP BEECH CLIFF"|"1524521"|""|""|""|""|""|""|""|""|""|""|""
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"1524522"|""|""|""|""|""|""|""|""|""|""|""
"01-0542842"|"GERIATRIC RESOURCE NETWORK"|"1524523"|""|""|""|""|""|""|""|""|""|""|""
"01-0554275"|"CCCP COMMUNITY TRUST F/K/A CHARLOTTE ARTS FEST INC"|"1524524"|""|""|""|""|""|""|""|""|""|""|""
"01-0569965"|"Hillel at Binghamton Inc"|"1524525"|""|""|""|""|""|""|""|""|""|""|""
"01-0727280"|"BRONX CHARTER SCHOOLFOR THEARTS"|"1524526"|""|""|""|""|""|""|""|""|""|""|""
"01-0729873"|"NORTH CAROLINA MOTORSPORTS ASSOCIATION"|"1524527"|""|""|""|""|""|""|""|""|""|""|""
"01-0782573"|"Advisors Charitable Gift Fund"|"1524528"|""|""|""|""|""|""|""|""|""|""|""
"01-6274657"|"NEW YORK UNIVERSITY VEBA TRUST"|"1524531"|""|""|""|""|""|""|""|""|""|""|""
"02-0222182"|"SAINT ANSELM COLLEGE"|"1524534"|""|""|""|""|""|""|""|""|""|""|""
"02-0242389"|"GREAT BAY SERVICES INC"|"1524535"|""|""|""|""|""|""|""|""|""|""|""
"01-0457896"|"C & M CONSULTING AND MANAGEMENT SERVICES"|"1528019"|""|""|""|""|""|""|""|""|""|""|""
"01-0544282"|"Main Street Bath"|"1528020"|""|""|""|""|""|""|"Y"|"N"|""|""|"0.0000"
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"1528021"|""|""|""|""|""|""|""|""|""|""|""
"01-0881587"|"SIERRA NEVADA JOURNEYS"|"1529316"|""|""|""|""|""|""|""|""|""|""|""
"01-0961799"|"Hope Builders International"|"1529317"|""|""|""|""|""|""|""|""|""|""|""
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"1529420"|""|""|""|""|""|""|""|""|""|""|""
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"1529421"|""|""|""|""|""|""|""|""|""|""|""
