"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_OFFICERS"|"VOTING_MEMBERS"|"RELATIONS_CBX"|"DELEGATE_CONTROL_CBX"|"DOC_CHANGES_CBX"|"ASSET_DIVISION_CBX"|"STOCKHOLDERS_CBX"|"GOVERNING_BODY_CBX"|"SUBJECT_APPROVAL_CBX"|"DOCUMENT_MEETINGS_CBX"|"DOCUMENT_COMMITTEE_CBX"|"LOCAL_CHAPTERS_CBX"|"WRITTEN_POLICIES_CBX"|"REVIEW_990_CBX"|"OFFICERS_AT_ORG_ADDESSS_CBX"|"CONFLICT_OF_INTEREST_CBX"|"OFFICERS_DISCLOSE_INTEREST_CBX"|"ENFORCE_COMPLIANCE_CBX"|"WHISTLEBLOWER_POLICY_CBX"|"DOCUMENT_DESTRUCTION_CBX"|"CEO_SALARY_APPROVAL_CBX"|"OFFICERS_SALARY_APPROVAL_CBX"|"JOINT_VENTURE_CBX"|"ENSURE_EXEMPT_STATUS_CBX"|"OWN_WEBSITE_CBX"|"ANOTHER_WEBSITE_CBX"|"UPON_REQUEST_CBX"|"FILING_EXCEPTION"|"STATES_FILED_TEXT"|"SCH_O_VI_CBX"|"OTHER_CBX"
"01-0542054"|"FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION, Inc"|"1247326"|"16"|"16"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|"N"|""|"N"|"N"|""|""|"N"|""|""|""|"Y"|"None"|""|""|""
"01-0549750"|"FLORIDA ASSISTED LIVING AFFILIATION INC"|"1247327"|"21"|"21"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0697869"|"ATZUM, INC"|"1247331"|""|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|""|""
"01-0761875"|"LOS ANGELES PRESS CLUB"|"1247334"|"14"|"14"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0803184"|"CHRIST ENRICHMENT CENTER INC"|"1247336"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|"Y"
"01-0494454"|"PENOBSCOT VALLEY HOCKEY CONFERENCE"|"1251076"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0222167"|"NEW HAMPSHIRE ODD FELLOWS HOME"|"1251084"|"16"|"16"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0282768"|"CHI DELTA PHI HOUSE CORP"|"1253121"|"4"|"4"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0416936"|"Vinalhaven Land Trust Inc"|"1253444"|"19"|"19"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0661535"|"SD PROPERTIES INC"|"1253447"|"3"|"3"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0515357"|"EqualityMaine Foundation"|"1256091"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0419157"|"Eastport Youth Association"|"1256606"|"4"|"4"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|""|"Y"|"None"|""|"Y"|""
"01-0496258"|"Maine Life Care Retirement Community Inc"|"1256608"|"14"|"14"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0554139"|"Baton Rouge Capital Conflict Office Inc"|"1256610"|"4"|"4"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0217171"|"Veterans Of Foreign Wars Post #816"|"1256618"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"N"|"Y"|"Y"|"N"|"N"|"N"|"Y"|""|""|"Y"|"None"|"NH"|""|""
"01-0354589"|"EASTPORT HEALTH CARE, INC."|"1259323"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1260110"|"16"|"12"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0341134"|"LAKE ARROWHEAD COMMUNITY INC"|"1260362"|"9"|"9"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|""|"Y"|""|""|"None"|""|"Y"|""
"01-0779814"|"Leadership Transformations Inc"|"1260533"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0222131"|"FRISBIE MEMORIAL HOSPITAL"|"1261089"|"14"|"13"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0279387"|"Pine Tree Legal Assistance, Inc."|"1261208"|"25"|"25"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|""|""|"None"|""|"Y"|""
"01-0357548"|"THE CONSERVATION TRUST OF BROOKSVILLE CASTINE & PENOBSCOT"|"1261209"|"12"|"12"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0531224"|"FIVE GRAHAM STREET"|"1261210"|"14"|"14"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0538200"|"EDGECOMB WOODS CO AVESTA HOUSING"|"1261211"|"14"|"14"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0868717"|"H.E.L.P. MINISTRIES , INC."|"1262221"|"4"|"4"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|""|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|""|""
"01-5145247"|"AMERICAN VETERANS POST 153"|"1262223"|"7"|"7"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0452749"|"i FISH RIVER RURAL HEALTH"|"1263456"|"13"|"13"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0370896"|"Maine Association of Retirees, Inc."|"1264451"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-6022787"|"Medical Care Development Inc"|"1266023"|"15"|"15"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0955391"|"LITTLE BEANS PRESCHOOL CORPORATION"|"1278379"|"4"|"2"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"Y"|""|"Y"|"None"|"CA"|"Y"|""
"01-0221126"|"CASTINE COMMUNITY HOSPITAL"|"1278887"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0360714"|"FAMILY VIOLENCE PROJECT"|"1279527"|"11"|"11"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0389222"|"TAMC ENDOWMENTS"|"1279529"|"10"|"9"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|""|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0628124"|"LATINA BREAST CANCER AGENCY"|"1279533"|"5"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"Y"|"Y"|"N"|""|""|""|""|"None"|"CA"|""|""
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1279952"|"16"|"16"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|"Y"|"Y"|"None"|"ME"|"Y"|""
"01-0713126"|"NORTH RIVER CARE INC"|"1279960"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0092600"|"HOPE CEMETERY CORPORATION"|"1282360"|"7"|"7"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|""|""|"N"|""|""|""|"Y"|"None"|""|""|""
"01-0424895"|"SOUTH PARK DEVELOPMENT CORPORATION"|"1282368"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0819513"|"DANSVILLE FIRE DEPARTMENT INC"|"1282376"|"60"|"60"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NY"|"Y"|""
"02-0172115"|"ANCIENT ACCEPTED SCOTTISH RITE OF FREE MASONRY NMJ VALLEY OF NASHUA CONSISTORY"|"1282380"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0361797"|"SEBAGO LAKES REGION CHAMBER OF COMMERCE"|"1284234"|"32"|"32"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"Y"|"N"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0328442"|"Eastern Maine Homecare"|"1284520"|"15"|"12"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|""|"Y"|"None"|""|"Y"|""
"01-0535494"|"GULF OF MAINE LOBSTER FOUNDATION"|"1284608"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"Y"|"N"|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0598889"|"A LITTLE HOPE INC"|"1284609"|"10"|"10"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|"Y"|""|"None"|"NY"|"Y"|""
"01-0733041"|"SARASOTA CREW, INC"|"1285384"|"14"|"14"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"FL"|"Y"|""
"01-0186375"|"YORK HARBOR READING ROOM"|"1286244"|"10"|"10"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0217861"|"SWANS ISLAND ELECTRIC COOPERATIVE INC"|"1286247"|"9"|"9"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0611469"|"FRIENDS OF FIREFIGHTERS INC"|"1286257"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"NY"|"Y"|""
"01-0643676"|"International Cultural Exchange Org Inc"|"1286258"|"2"|"2"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"CA"|""|""
"01-0651059"|"DAIRY INDUSTRY ENVIRONMENTAL COALITION"|"1286259"|"15"|"15"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"CA"|"Y"|""
"01-0216657"|"SANFORD LIBRARY ASSOCIATION, INC."|"1289036"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0245261"|"ERSKINE ACADEMY"|"1289037"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0467869"|"MAINE AOUACULTURE INNOVATION CENTER"|"1289045"|"12"|"12"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0488464"|"GREAT POND MOUNTAIN CONSERVATION TRUST"|"1289046"|"13"|"13"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|""|"Y"|"None"|"ME"|"Y"|""
"01-0628051"|"SHOLOM COMMUNITY ALLIANCE HOME HEALTHCARE"|"1298389"|"26"|"26"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"MN"|"Y"|""
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1298697"|"9"|"9"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"Y"|"Y"|"N"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1298703"|"3"|"2"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"MA"|"Y"|""
"01-0682859"|"MUTUAL FUND DIRECTORS FORUM"|"1299776"|"11"|"10"|""|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-6014236"|"MORSE HIGH SCHOOL SCHOLARSHIP FUND"|"1299781"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0567777"|"Austin Drive Community Development, Inc."|"1303998"|""|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|""|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|""|"None"|"GA"|"Y"|""
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"1305785"|"14"|"14"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|"Y"|""|"N"|""|"Y"|"N"|"Y"|"Y"|""|"N"|"N"|""|""|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0481696"|"BIRCH BAY RETIREMENT VILLAGE"|"1307253"|"7"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"Y"|"Y"|"None"|"ME"|""|""
"01-0505002"|"CAMDEN PUBLIC LIBRARY CENTENNIAL FUND"|"1309785"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0351501"|"Community Partners Inc"|"1311170"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0473601"|"Washington Library Association"|"1312736"|"18"|"18"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"Y"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"02-0216010"|"Veterans of Foreign Wars #1698"|"1312738"|"4"|"4"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"NH"|"Y"|""
"01-0764022"|"MillerCoors LLC Long-Term Disability & Survivor Income Benefit Plan Trust"|"1313842"|"6"|"6"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|"Y"|"Y"|"None"|"WI"|"Y"|""
"01-0851113"|"LIFELINX CORPORATION"|"1313844"|"9"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|""|"None"|""|""|""
"01-0388609"|"STILLWATER MONTESSORI SCHOOL"|"1314815"|"5"|"2"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0524313"|"WINDHAM SCHOOL AGE CHILDCARE ASSOC"|"1314816"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0214017"|"JESUP MEMORIAL LIBRARY"|"1316237"|"19"|"19"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0803117"|"ATRIUS HEALTH INC"|"1316239"|"14"|"6"|"N"|"N"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|""|"Y"|"None"|"MA"|"Y"|""
"01-0203515"|"SACO VALLEY CREDIT UNION"|"1317536"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0180531"|"WEST OXFORD AGRICULTURAL SOCIETY"|"1319284"|"39"|"8"|"Y"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|""|"N"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|"N"|""|""|"Y"|"None"|""|"Y"|""
"01-0467644"|"RAGGED MOUNTAIN REC AREA FOUNDATION"|"1319286"|"10"|"10"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0749726"|"LIVER INSTITUTE AND FOUNDATION FOR"|"1319294"|"3"|"3"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"N"|"Y"|"N"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0797012"|"BELOVED RAGAMUFFIN MINISTRY"|"1319296"|"4"|"4"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0315931"|"Coastal Opportunities"|"1321046"|"12"|"12"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|"ME"|"Y"|""
"01-0602637"|"INTERNATIONAL PACKAGED CONCRETE MANUFACTURERS ASSOCIATION INC"|"1321052"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"N"|""|""|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0645244"|"HEAD START OF EASTERN ORANGE COUNTY INC"|"1321053"|"7"|"7"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"Y"|"Y"|"None"|"NY"|"Y"|""
"02-0152844"|"NUMBER SEVEN WEBSTER AVENUE"|"1321057"|"5"|"5"|"N"|"N"|"N"|"N"|"N"|"Y"|"N"|"Y"|"N"|"N"|""|"Y"|"N"|"Y"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0452403"|"DOWNEAST INSTITUTE FOR APPLIED MARINE RESEARCH AND EDUCATION, INC."|"1322120"|"14"|"14"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"N"|"N"|"Y"|"Y"|"Y"|"N"|"N"|"N"|"Y"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
"01-0237721"|"UNIVERSITY OF MAINE PULP & PAPER FOUNDATION"|"1323822"|"39"|"39"|"N"|"N"|"N"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|""|""|"Y"|"Y"|"None"|""|"Y"|""
"01-0286541"|"Maine Dental Service Corporation"|"1323824"|"15"|"9"|"N"|"N"|"N"|"N"|"N"|"N"|"N"|"Y"|"Y"|"N"|""|"Y"|"N"|"Y"|"Y"|"Y"|"Y"|"Y"|"N"|"N"|"N"|""|""|""|"Y"|"None"|""|"Y"|""
