"C_EIN"|"C_Org_Name"|"GOV_GRANT_ID"|"XML_DOCUMENT_ID"|"ORG_NAME"|"STREET"|"CITY"|"STATE"|"COUNTRY"|"ZIP"|"EIN"|"SECTION"|"ORG_CASH"|"ORG_NON_CASH"|"ORG_METHOD_VALUE"|"ORG_DESCR_NON_CASH"|"GRANT_PURPOSE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797573"|"1860547"|"NEW CREATION HOME MINISTRIES"|"422 HIBISCUS COURT"|"EAST PALO ALTO"|"CA"|"USA"|"94303"|"26-0044056"|"501(C)(3)"|"10000.0000"|""|""|""|"SINGLE PARENT AGENCIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797574"|"1860547"|"FIRST VOICE INC"|"43 PARSONS STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94118"|"94-3276737"|"501(C)(3)"|"10000.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797575"|"1860547"|"TA'LEEF COLLECTIVE"|"43170 OSGOOD RD"|"FREMONT"|"CA"|"USA"|"94539"|"72-1528691"|"501(C)(3)"|"10000.0000"|""|""|""|"MUSLIM"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797576"|"1860547"|"LIGHTHOUSE COMMUNITY CHARTER SCHOOL"|"444 HEGENBERGER ROAD"|"OAKLAND"|"CA"|"USA"|"94621"|"94-3370410"|"501(C)(3)"|"10000.0000"|""|""|""|"CHARTER SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797577"|"1860547"|"SUN VALLEY WRITERS' CONFERENCE"|"455 CANYON DEL REY 408"|"DEL REY OAKS"|"CA"|"USA"|"94940"|"82-0496196"|"501(C)(3)"|"10000.0000"|""|""|""|"EDUCATION NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797578"|"1860547"|"LAO IU MIEN CULTURE ASSOCIATION INC"|"485 105TH AVENUE"|"OAKLAND"|"CA"|"USA"|"94603"|"94-2832499"|"501(C)(3)"|"10000.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797579"|"1860547"|"THE CHEWONKI FOUNDATION"|"485 CHEWONKI NECK ROAD"|"WISCASSET"|"ME"|"USA"|"04578"|"01-0269460"|"501(C)(3)"|"10000.0000"|""|""|""|"EDUCATIONAL SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797580"|"1860547"|"CONTRA COSTA COMMUNITY COLLEGE DISTRICT"|"500 COURT STREET"|"MARTINEZ"|"CA"|"USA"|"94553"|"68-0342035"|"501(C)(3)"|"10000.0000"|""|""|""|"SUPPORT N E C"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797581"|"1860547"|"HANDS ACROSS THE WORLD"|"6 HARVEST MOON DRIVE"|"NATICK"|"MA"|"USA"|"01760"|"20-3813940"|"501(C)(3)"|"10000.0000"|""|""|""|"SURGICAL SPECIALTIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797582"|"1860547"|"CROATIAN AMERICAN CULTURAL CENTER"|"60 ONONDAGA AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94112"|"68-0502079"|"501(C)(3)"|"10000.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797583"|"1860547"|"MONTESSORI DE TERRA LINDA"|"610 DEL GANADO ROAD"|"SAN RAFAEL"|"CA"|"USA"|"94903"|"68-0360702"|"501(C)(3)"|"10000.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797584"|"1860547"|"TAXPAYERS FOR COMMON SENSE"|"651 PENNSYLVANIA AVENUE SE"|"WASHINGTON"|"DC"|"USA"|"20003"|"52-1941122"|"501(C)(3)"|"10000.0000"|""|""|""|"PUBLIC & SOCIETAL BENEFIT N E C"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797585"|"1860547"|"PALM DRIVE HEALTH CARE FOUNDATION"|"652 PETALUMA AVENUE SUITE E"|"SEBASTOPOL"|"CA"|"USA"|"95472"|"94-3314210"|"501(C)(3)"|"10000.0000"|""|""|""|"GENERAL HOSPITALS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797586"|"1860547"|"REFUGEPOINT"|"689 MASSACHUSETTS AVENUE 2ND FLOOR"|"CAMBRIDGE"|"MA"|"USA"|"02139"|"20-2061482"|"501(C)(3)"|"10000.0000"|""|""|""|"INTERNATIONAL MIGRATION & REFUGEE ISSUES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797587"|"1860547"|"TRINITY HIGH SCHOOL RIVER FOREST"|"7574 WEST DIVISION STREET"|"RIVER FOREST"|"IL"|"USA"|"60305"|"53-0196617"|"501(C)(3)"|"10000.0000"|""|""|""|"ROMAN CATHOLIC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797588"|"1860547"|"SEMPER FI FUND"|"825 COLLEGE BLVD 102"|"OCEANSIDE"|"CA"|"USA"|"92507"|"26-0086305"|"501(C)(3)"|"10000.0000"|""|""|""|"EMERGENCY ASSISTANCE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797589"|"1860547"|"VOICE OF WITNESS"|"849 VALENCIA ST"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"26-3648452"|"501(C)(3)"|"10000.0000"|""|""|""|"PRINTING & PUBLISHING"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797590"|"1860547"|"LEGAL VOICE"|"907 PINE STREET SUITE 500"|"SEATTLE"|"WA"|"USA"|"98101"|"91-1047900"|"501(C)(3)"|"10000.0000"|""|""|""|"WOMEN'S RIGHTS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797591"|"1860547"|"HELENA PRESENTS"|"926 5TH AVENUE"|"HELENA"|"MT"|"USA"|"59601"|"51-0185430"|"501(C)(3)"|"10000.0000"|""|""|""|"A31 (FILM, VIDEO)"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797592"|"1860547"|"LAGUNA HONDA HOSPITAL VOLUNTEERS INC"|"945 TARAVAL STREET PO BOX 150"|"SAN FRANCISCO"|"CA"|"USA"|"94116"|"94-6065339"|"501(C)(3)"|"10000.0000"|""|""|""|"PUBLIC FOUNDATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797593"|"1860547"|"THE BEATITUDES SOCIETY"|"950 DENA WAY"|"SANTA BARBARA"|"CA"|"USA"|"93111"|"45-4825019"|"501(C)(3)"|"10000.0000"|""|""|""|"RELIGION-RELATED NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797594"|"1860547"|"TEACH WITH AFRICA"|"972 MISSION ST 5TH FLOOR"|"SAN FRANCISCO"|"CA"|"USA"|"94103"|"26-1649233"|"501(C)(3)"|"10000.0000"|""|""|""|"INTERNATIONAL ACADEMIC EXCHANGE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797595"|"1860547"|"SEATTLE UNIVERSITY"|"901 12TH AVENUE"|"SEATTLE"|"WA"|"USA"|"98122"|"91-0565006"|"501(C)(3)"|"10000.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797596"|"1860547"|"INTERNATIONAL HOUSE BERKELEY"|"2299 PIEDMONT AVENUE"|"BERKELEY"|"CA"|"USA"|"94720"|"94-1167403"|"501(C)(3)"|"10000.0000"|""|""|""|"PROMOTION OF INTERNATIONAL UNDERSTANDING"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797597"|"1860547"|"BROWN UNIVERSITY GIFT CASHIER"|"CASHIER BOX 1877"|"PROVIDENCE"|"RI"|"USA"|"02912"|"05-0258809"|"501(C)(3)"|"10000.0000"|""|""|""|"CHAMBERS OF COMMERCE & BUSINESS LEAGUES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797598"|"1860547"|"GEORGETOWN UNIVERSITYGIFT PROCESSING"|"DEPARTMENT NUMBER 0734"|"WASHINGTON"|"DC"|"USA"|"20073-0734"|"53-0196603"|"501(C)(3)"|"10000.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797599"|"1860547"|"LESLEY UNIVERSITY"|"29 EVERETT STREET"|"CAMBRIDGE"|"MA"|"USA"|"02138"|"04-2103589"|"501(C)(3)"|"10000.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797600"|"1860547"|"HOWARD UNIVERSITY"|"2225 GEORGIA AVENUE NW"|"WASHINGTON"|"DC"|"USA"|"20059"|"53-0204707"|"501(C)(3)"|"10000.0000"|""|""|""|"UNIVERSITIES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797601"|"1860547"|"PHILANTHROPY WORKSHOP WEST"|"1 LETTERMAN DRIVE BLDG D SUITE D3100"|"SAN FRANCISCO"|"CA"|"USA"|"94129-1492"|"27-1043897"|"501(C)(3)"|"10000.0000"|""|""|""|"SCHOLARSHIPS & STUDENT FINANCIAL AID"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797602"|"1860547"|"REBUILDING TOGETHER PENINSULA"|"P O BOX 4031"|"MENLO PARK"|"CA"|"USA"|"94026"|"94-3106209"|"501(C)(3)"|"10000.0000"|""|""|""|"HOME IMPROVEMENT & REPAIRS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797603"|"1860547"|"BRANSON SCHOOL"|"P O BOX 887"|"ROSS"|"CA"|"USA"|"94957"|"94-0338330"|"501(C)(3)"|"10000.0000"|""|""|""|"SECONDARY & HIGH SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797604"|"1860547"|"KWMR"|"PO BOX 1262"|"POINT REYES"|"CA"|"USA"|"94956"|"68-0393101"|"501(C)(3)"|"10000.0000"|""|""|""|"RADIO"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797605"|"1860547"|"ANIMAL SHELTER OF THE WOOD RIVER VALLEY"|"PO BOX 1496"|"HALLEY"|"ID"|"USA"|"83333"|"82-0351171"|"501(C)(3)"|"10000.0000"|""|""|""|"ANIMAL PROTECTION & WELFARE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797606"|"1860547"|"SAVE THE RAIN"|"PO BOX 1510"|"MOUNT SHASTA"|"CA"|"USA"|"96067"|"91-2004068"|"501(C)(3)"|"10000.0000"|""|""|""|"INTERNATIONAL RELIEF"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797607"|"1860547"|"RIVER TO COAST CHILDREN'S SERVICES"|"PO BOX 16"|"GUERNEVILLE"|"CA"|"USA"|"95446"|"94-2378459"|"501(C)(3)"|"10000.0000"|""|""|""|"ALLIANCES & ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797608"|"1860547"|"SAN FRANCISCO LITTLE LEAGUE"|"PO BOX 193488"|"SAN FRANCISCO"|"CA"|"USA"|"94119"|"94-3348329"|"501(C)(3)"|"10000.0000"|""|""|""|"BASEBALL & SOFTBALL"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797609"|"1860547"|"COMMITTEE ON THE SHELTERLESS"|"PO BOX 2744"|"PETALUMA"|"CA"|"USA"|"94953"|"68-0176855"|"501(C)(3)"|"10000.0000"|""|""|""|"HOMELESS CENTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797610"|"1860547"|"COMMONWEAL"|"PO BOX 316"|"BOLINAS"|"CA"|"USA"|"94924"|"94-2366094"|"501(C)(3)"|"10000.0000"|""|""|""|"PUBLIC HEALTH"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797611"|"1860547"|"FESTIVAL ASSOCIATION NAPA VALLEY"|"PO BOX 3355"|"YOUNTVILLE"|"CA"|"USA"|"94599"|"26-4008029"|"501(C)(3)"|"10000.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797612"|"1860547"|"AU CO VIETNAMESE CULTURAL CENTER"|"PO BOX 347042"|"SAN FRANCISCO"|"CA"|"USA"|"94134"|"94-3100750"|"501(C)(3)"|"10000.0000"|""|""|""|"CULTURAL & ETHNIC AWARENESS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797613"|"1860547"|"COLORADO SCHOOL OF MINES FOUNDATION"|"PO BOX 4005"|"GOLDEN"|"CO"|"USA"|"80401"|"84-0509064"|"501(C)(3)"|"10000.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797614"|"1860547"|"COMMUNITY AGROECOLOGY NETWORK"|"PO BOX 7653"|"SANTA CRUZ"|"CA"|"USA"|"95061"|"75-3003372"|"501(C)(3)"|"10000.0000"|""|""|""|"RURAL ECONOMIC DEVELOPMENT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797615"|"1860547"|"COASTSIDE CHILD DEVELOPMENT CENTER"|"PO BOX 84"|"HALF MOON BAY"|"CA"|"USA"|"94019"|"94-3066324"|"501(C)(3)"|"10000.0000"|""|""|""|"CHILD DAY CARE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797616"|"1860547"|"ST DOROTHY'S REST"|"PO BOX B"|"CAMP MEEKER"|"CA"|"USA"|"95419"|"94-1156840"|"501(C)(3)"|"10000.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797617"|"1860547"|"TETON COUNTY SEARCH AND RESCUE"|"PO BOX 1063"|"JACKSON"|"WY"|"USA"|"83001"|"83-0305507"|"501(C)(3)"|"10000.0000"|""|""|""|"SEARCH & RESCUE SQUADS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797618"|"1860547"|"THE PEACE ALLIANCE EDUCATIONAL INSTITUTE"|"PO BOX 27601"|"WASHINGTON"|"DC"|"USA"|"20038"|"26-3904070"|"501(C)(3)"|"10000.0000"|""|""|""|"ALLIANCE/ADVOCACY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797619"|"1860547"|"INTERNATIONAL JUSTICE MISSION"|"PO BOX 58147"|"WASHINGTON"|"DC"|"USA"|"20037"|"54-1722887"|"501(C)(3)"|"10000.0000"|""|""|""|"INTERNATIONAL HUMAN RIGHTS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797620"|"1860547"|"TRUCKEE RIVER WATERSHED COUNCIL"|"PO BOX 8568"|"TRUCKEE"|"CA"|"USA"|"96162"|"91-1818748"|"501(C)(3)"|"10000.0000"|""|""|""|"NATURAL RESOURCES CONSERVATION & PROTECTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797621"|"1860547"|"MY NEW RED SHOES"|"330 TWIN DOLPHIN DRIVE SUITE 135"|"REDWOOD CITY"|"CA"|"USA"|"94065"|"20-4683289"|"501(C)(3)"|"10000.0000"|""|""|""|"SUPPORT N E C"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797622"|"1860547"|"THRIVE - THE ALLIANCE OF NONPROFITS FOR SAN MATEO COUNTY"|"330 TWIN DOLPHIN DRIVE SUITE 155"|"REDWOOD CITY"|"CA"|"USA"|"94065"|""|"501(C)(3)"|"10000.0000"|""|""|""|"MANAGEMENT & TECHNICAL ASSISTANCE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797623"|"1860547"|"PACHAMAMA ALLIANCE"|"1009 GENERAL KENNEDY AVE"|"SAN FRANCISCO"|"CA"|"USA"|"94129"|"94-3249793"|"501(C)(3)"|"10000.0000"|""|""|""|"FOREST CONSERVATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797624"|"1860547"|"FRIENDS OF THE BANCROFT"|"LIBRARYS HALL RD"|"BERKELEY"|"CA"|"USA"|"94720-6000"|"94-6074598"|"501(C)(3)"|"10000.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797625"|"1860547"|"GUERNEVILLE SCHOOL DISTRICT"|"14630 ARMSTRONG WOODS ROAD"|"GUERNEVILLE"|"CA"|"USA"|"95446"|""|"PUBLIC SCHOOL"|"10000.0000"|""|""|""|"GOVERNMENT & PUBLIC ADMINISTRATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797626"|"1860547"|"MONTE RIO UNION SCHOOL DISTRICT"|"20700 FOOTHILL DRIVE"|"MONTE RIO"|"CA"|"USA"|"95462-9733"|""|"PUBLIC SCHOOL"|"10000.0000"|""|""|""|"GOVERNMENT & PUBLIC ADMINISTRATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797627"|"1860547"|"ST ANNE'S OF THE SUNSET"|"850 JUDAH STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94122"|""|"RELIGIOUS"|"10000.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797628"|"1860547"|"CALIFORNIA NORTHWEST ECCLESIASTICAL JURISDICTION"|"874 36TH STREET"|"OAKLAND"|"CA"|"USA"|"94608"|"94-2597044"|"501(C)(3)"|"9950.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797629"|"1860547"|"SUTTER VNA & HOSPICE FOUNDATION"|"1900 POWELL STREET SUITE 300"|"EMERYVILLE"|"CA"|"USA"|"94608"|"94-6068843"|"501(C)(3)"|"987.0000"|""|""|""|"HOSPICES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797630"|"1860547"|"ST LUKE PARISH SCHOOL"|"1755 CLAY STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94109"|"94-1196210"|"501(C)(3)"|"9667.0000"|""|""|""|"PRESCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797631"|"1860547"|"THE FIRST TEE OF SAN FRANCISCO"|"99 HARDING PARK ROAD"|"SAN FRANCISCO"|"CA"|"USA"|"94132"|"91-2169009"|"501(C)(3)"|"9500.0000"|""|""|""|"PUBLIC FOUNDATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797632"|"1860547"|"826 NATIONAL"|"849 VALENCIA STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94110"|"26-3217538"|"501(C)(3)"|"9200.0000"|""|""|""|"EDUCATIONAL SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797633"|"1860547"|"PHYSICIANS FOR SOCIAL RESPONSIBILITY WASHINGTON DC"|"1111 14TH STREET NW SUITE 700"|"WASHINGTON"|"DC"|"USA"|"20005"|"23-7059731"|"501(C)(3)"|"9000.0000"|""|""|""|"INTERNATIONAL PEACE & SECURITY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797634"|"1860547"|"MARINE MAMMAL CENTER"|"2000 BUNKER ROAD"|"SAUSALITO"|"CA"|"USA"|"94965"|"51-0144434"|"501(C)(3)"|"9000.0000"|""|""|""|"ANIMAL PROTECTION & WELFARE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797635"|"1860547"|"CAPITAL FOR KIDS"|"2807 ALLEN ST 816"|"DALLAS"|"TX"|"USA"|"75204"|"20-4403950"|"501(C)(3)"|"9000.0000"|""|""|""|"SUPPORT N E C"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797636"|"1860547"|"ST IGNATIUS CHURCH"|"650 PARKER AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94118"|"31-1651606"|"501(C)(3)"|"9000.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797637"|"1860547"|"MERCY SHIPS FOUNDATION"|"PO BOX 2020"|"GARDEN VALLEY"|"TX"|"USA"|"75771-2020"|"75-2641151"|"501(C)(3)"|"9000.0000"|""|""|""|"HUMAN SERVICE ORGANIZATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797638"|"1860547"|"ST VINCENT DE PAUL OF LANE COUNTY"|"PO BOX 24608"|"EUGENE"|"OR"|"USA"|"97402"|"93-0454786"|"501(C)(3)"|"9000.0000"|""|""|""|"EMERGENCY ASSISTANCE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797639"|"1860547"|"TO CELEBRATE LIFE BREAST CANCER FOUNDATION"|"PO BOX 367"|"KENTFIELD"|"CA"|"USA"|"94914"|"94-3323358"|"501(C)(3)"|"9000.0000"|""|""|""|"FUND RAISING & FUND DISTRIBUTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797640"|"1860547"|"ALL STARS PROJECT NEW YORK"|"543 W 42ND STREET"|"NEW YORK"|"NY"|"USA"|"10036"|"13-3148295"|"501(C)(3)"|"8950.0000"|""|""|""|"PERFORMING ARTS CENTERS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797641"|"1860547"|"KALW FM"|"917500 MANSELL STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94134"|"94-6000416"|"501(C)(3)"|"8800.0000"|""|""|""|"GOVERNMENT & PUBLIC ADMINISTRATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797642"|"1860547"|"THE SALVATION ARMY MARIN COUNTY"|"351 MISSION STREET"|"SAN RAFAEL"|"CA"|"USA"|"94901"|"22-2406433"|"501(C)(3)"|"8620.0000"|""|""|""|"SALVATION ARMY"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797643"|"1860547"|"HABITAT FOR HUMANITY NEW YORK CITY"|"111 JOHN STREET 23RD FLOOR"|"NEW YORK"|"NY"|"USA"|"10038"|"11-2857055"|"501(C)(3)"|"8600.0000"|""|""|""|"HOUSING & SHELTER NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797644"|"1860547"|"SANTA CATALINA SCHOOL"|"1500 MARK THOMAS DRIVE"|"MONTEREY"|"CA"|"USA"|"93940"|"94-1156652"|"501(C)(3)"|"8500.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797645"|"1860547"|"THE MARIN HUMANE SOCIETY"|"171 BEL MARIN KEYS BLVD"|"NOVATO"|"CA"|"USA"|"94949"|"94-1156562"|"501(C)(3)"|"8500.0000"|""|""|""|"ANIMAL PROTECTION & WELFARE"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797646"|"1860547"|"CALIFORNIA COUNCIL ON ECONOMIC EDUCATION"|"5500 UNIVERSITY PARKWAY"|"SAN BERNARDINO"|"CA"|"USA"|"92407"|""|"501(C)(3)"|"8500.0000"|""|""|""|"EDUCATION NEC"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797647"|"1860547"|"UNIVERSITY OF VIRGINIA LAW SCHOOL FOUNDATION"|"580 MASSIE ROAD"|"CHARLOTTESVILLE"|"VA"|"USA"|"22903-1789"|"54-0838566"|"501(C)(3)"|"8500.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797648"|"1860547"|"ABRAHAM LINCOLN HIGH SCHOOL"|"2162 - 24TH AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94116"|"94-3084275"|"501(C)(3)"|"8001.0000"|""|""|""|"ALUMNI ASSOCIATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797649"|"1860547"|"UNIVERSITY OF NORTH FLORIDA FOUNDATION"|"1 UNF DRIVE"|"JACKSONVILLE"|"FL"|"USA"|"32224"|"23-7167701"|"501(C)(3)"|"8000.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797650"|"1860547"|"METROPOLITAN ARTS & TECH HIGH SCHOOLENVISION SCHOOLS"|"1195 HUDSON AVE"|"SAN FRANCISCO"|"CA"|"USA"|"94124"|"94-3394659"|"501(C)(3)"|"8000.0000"|""|""|""|"SECONDARY & HIGH SCHOOLS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797651"|"1860547"|"A PHILIP RANDOLPH INSTITUTE SAN FRANCISCO"|"1301 EVANS AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94124"|"20-3787594"|"501(C)(3)"|"8000.0000"|""|""|""|"ADULT EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797652"|"1860547"|"THE FREE HISTORY PROJECT"|"1306 MILVIA"|"BERKELEY"|"CA"|"USA"|"94709"|"91-2162373"|"501(C)(3)"|"8000.0000"|""|""|""|"MEDIA & COMMUNICATIONS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797653"|"1860547"|"CALVARY HILL COMMUNITY CHURCH"|"141 INDUSTRIAL STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94124"|"94-2925172"|"501(C)(3)"|"8000.0000"|""|""|""|"CHRISTIAN"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797654"|"1860547"|"SAN DOMENICO SCHOOL"|"1500 BUTTERFIELD ROAD"|"SAN ANSELMO"|"CA"|"USA"|"94960"|"94-6080077"|"501(C)(3)"|"8000.0000"|""|""|""|"ELEMENTARY & SECONDARY EDUCATION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797655"|"1860547"|"TURF COMMUNITY IMPROVEMENT ASSOCIATION"|"1652 SUNYDALE AVE"|"SAN FRANCISCO"|"CA"|"USA"|"94134"|"94-3269525"|"501(C)(3)"|"8000.0000"|""|""|""|"YOUTH VIOLENCE PREVENTION"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797656"|"1860547"|"YOUNG COMMUNITY DEVELOPERS"|"1715 YOSEMITE AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94124"|"94-2187776"|"501(C)(3)"|"8000.0000"|""|""|""|"YOUTH DEVELOPMENT PROGRAMS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797657"|"1860547"|"RENAISSANCE PARENTS OF SUCCESS"|"1800 OAKDALE AVENUE"|"SAN FRANCISCO"|"CA"|"USA"|"94124"|"94-3155564"|"501(C)(3)"|"8000.0000"|""|""|""|"VOCATIONAL COUNSELING"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797658"|"1860547"|"NATIONAL MULTIPLE SCLEROSIS SOCIETY GREATER WASHINGTON CHAP"|"192 NICKERSON STREET SUITE 100"|"SEATTLE"|"WA"|"USA"|"98109"|"91-0742424"|"501(C)(3)"|"8000.0000"|""|""|""|"NERVE, MUSCLE & BONE DISEASES"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797659"|"1860547"|"FRIENDS OF CITY ARTS AND LECTURES INC"|"1955 SUTTER STREET"|"SAN FRANCISCO"|"CA"|"USA"|"94115"|"94-2788795"|"501(C)(3)"|"8000.0000"|""|""|""|"SINGLE ORGANIZATION SUPPORT"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797660"|"1860547"|"SAMOAN COMMUNITY DEVELOPMENT CENTER INC"|"2055 SUNNYDALE AVE 100"|"SAN FRANCISCO"|"CA"|"USA"|"94134-2611"|"77-0290646"|"501(C)(3)"|"8000.0000"|""|""|""|"COMMUNITY SERVICE CLUBS"
"01-0679337"|"SAN FRANCISCO FOUNDATION"|"797661"|"1860547"|"OXFAM AMERICA"|"226 CAUSEWAY STREET 5TH FLOOR"|"BOSTON"|"MA"|"USA"|"02114-2206"|"23-7069110"|"501(C)(3)"|"8000.0000"|""|""|""|"INTERNATIONAL AGRICULTURAL DEVELOPMENT"
