"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"SCH_O_XII_CBX"|"ACCOUNT"|"FINS_REVIEWED_CBX"|"FINS_AUDITED_CBX"|"OVERSIGHT_COMMITTEE_CBX"|"SCB_STMT_CBX"|"RQ_AUDIT_CBX"|"DID_RQ_AUDIT_CBX"|"REVIEWED_SCB_CBX"|"AUDITED_SCB_CBX"
"01-0469062"|"INDEPENDENT SCHOOLS ASSOCIATION OF NNE"|"1452658"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0499934"|"ALLIES INC"|"1452659"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0562494"|"WARREN MIDDLE SCHOOL PTO"|"1452661"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0630527"|"PERSONAL ASSISTANCE OPTIONS INC"|"1452662"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0701608"|"PARTNERSHIP ACADEMY INC"|"1452663"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0537084"|"Westem Mountains Charitable Foundation"|"1454233"|""|"A"|"N"|"Y"|"N"|"S"|"N"|""|""|""
"01-0824387"|"STOP THE SILENCE: STOP CHILD SEXUAL ABUSE, INC."|"1454410"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0211483"|"COMMUNITY HEALTH AND COUNSELING SERVICES"|"1454550"|""|"A"|"Y"|"Y"|"Y"|""|"Y"|"Y"|"C"|"C"
"01-0211532"|"KENTS HILL SCHOOL"|"1454551"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0211542"|"Catherine Morrill Day Nursery"|"1454552"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0211543"|"BOYS & GIRLS CLUBS OF SOUTHERN MAINE"|"1454553"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0211565"|"WAYNFLETE SCHOOL"|"1454554"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0219828"|"OLD ORCHARD BEACH FREE PUBLIC LIBRARY ASSOCIATION"|"1454555"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0246278"|"FOXCROFT ACADEMY TRUSTEES OF"|"1454556"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0267689"|"KATAHDIN FRIENDS INC"|"1454557"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0315847"|"HALFWAY HOUSE INC"|"1454558"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0318051"|"CENTRAL MAINE AREA AGENCY ON AGING INC"|"1454559"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0348849"|"MAPS"|"1454560"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0358141"|"CARING UNLIMITED"|"1454561"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0367116"|"Families United of Washington County"|"1454562"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0374565"|"WINTER FOUNDATION"|"1454563"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0376832"|"MAINE VETERANS HOME"|"1454564"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0387418"|"PENOBSCOT THEATER COMPANY"|"1454565"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0468460"|"G & H AMBULANCE SERVICE INC"|"1454566"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0475374"|"CHILDREN'S ODYSSEY"|"1454567"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0498250"|"WINGS FOR CHILDREN & FAMILIES INC"|"1454568"|""|"A"|"Y"|"N"|"Y"|""|"Y"|"Y"|"S"|""
"01-0509118"|"Maine International Trade Center"|"1454569"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0518745"|"MAINE MANUFACTURING EXTENSION PARTNERSHIP"|"1454570"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0534548"|"Community Care"|"1454571"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0564286"|"DAYTON LEARNING CENTER"|"1454572"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0567964"|"Califomia Tamil Academy"|"1454573"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0618964"|"OASIS CARE INC"|"1454574"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0631375"|"COMMUNITY BASED CARE OF CENTRAL FLORIDAINC"|"1454575"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0640027"|"MGM RESORTS FOUNDATION"|"1454576"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0659217"|"Donate Life North Carolina"|"1454577"|"Y"|"O"|"N"|"N"|""|""|"N"|""|""|""
"01-0717546"|"MAINE APPALACHIAN TRAIL LAND TRUST"|"1454579"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0765907"|"GREAT RIVER SHAKESPEARE FESTIVAL"|"1454580"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0771163"|"POCONO MOUNTAIN CHARTER SCHOOL"|"1454581"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0818965"|"DEMEDICI CORPORATION"|"1454583"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0819395"|"Patterson Park Public Charter School Inc"|"1454584"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0882170"|"TOP HOUSE INC"|"1454585"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0951147"|"BUILDERS DEVELOPMENT CORPORATION"|"1454586"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6015647"|"PENOBSCOT MARINE MUSEUM"|"1454588"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6022815"|"ISLAND MEDICAL CENTER"|"1454589"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"02-0114695"|"CAMP TECUMSEH INC"|"1454590"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0207865"|"HOPKINTON STATE FAIR ASSOCIATION"|"1454591"|""|"A"|"N"|"Y"|""|""|"N"|""|""|"S"
"01-6233557"|"SouthPathPC EWBPT"|"1460132"|""|"C"|"Y"|"Y"|"N"|""|""|""|""|""
"01-0239259"|"MAINE ENERGY MARKETERS ASSOCIATION"|"1460167"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0276859"|"Aroostook Mental Health Services, Inc."|"1460168"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0342356"|"Western Maine Transportation Services Inc"|"1460169"|""|"A"|"N"|"Y"|"N"|""|"Y"|"Y"|""|"S"
"01-0473857"|"MANOR AT PHILLIPSTOWN PLACE INC"|"1460170"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0621556"|"THE GILL ST BERNARD'S PARENTS' ASSOCIATION INC"|"1460171"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0916759"|"KIPP ST LOUIS"|"1460173"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0145780"|"PURPOODOCK CLUB"|"1461657"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0217639"|"THE COMMUNITY SCHOOLS OPPORTUNITY FARM AND CAMDEN"|"1461658"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0223482"|"Millinocket Regional Hospital"|"1461660"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0284280"|"Multiple Handicapped Association of Aroostook"|"1461661"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0317679"|"Family Planning Association of Maine Inc"|"1461662"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0361089"|"YORK COUNTY SHELTER PROGRAMS INC"|"1461663"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0628536"|"ARROW CHILD AND FAMILY MINISTRIES"|"1461664"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0852888"|"TEAM READ"|"1461665"|"Y"|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0211797"|"MOUNT DESERT ISLAND HOSPITAL"|"1462958"|""|"A"|"Y"|"Y"|"Y"|""|"N"|""|"B"|"B"
"01-0248780"|"Maine Audubon Society"|"1462959"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0373396"|"The Park Danforth"|"1462960"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"B"
"01-0481696"|"BIRCH BAY RETIREMNT VILLAGE"|"1462961"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"B"
"01-0322531"|"Aroostook Area Agency on Aging, Inc."|"1463612"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0493614"|"PINE ISLAND CAMP, INC."|"1463614"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6123853"|"BC&T, LOCAL # 334 RETIREE HEALTH TRUST (NISSEN DIVISION)"|"1463615"|"Y"|"O"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-6153292"|"BIOREGIONAL CONSERVANCY & CULTURAL RECLAMATION TRUST"|"1463616"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0173352"|"CONSTRUCTION AND GENERAL LABORERS' UNION LOCAL 976"|"1464551"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"02-0179953"|"GREATER PORTSMOUTH CHAMBER OF COMMERCE"|"1464552"|"Y"|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"02-0223390"|"MANCHESTER HISTORIC ASSOCIATION"|"1464946"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0365398"|"AROOSTOOK REGIONAL TRANSPORTATION SYSTE"|"1465257"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0509578"|"MY PLACE TEEN CENTER INC"|"1465258"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-6006524"|"BRIDGTON PUBLIC LIBRARY"|"1465259"|""|"A"|"Y"|"N"|""|""|"N"|""|"S"|""
"01-0701804"|"New York Center for Civil Justice Tolerance Values Inc"|"1465971"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0433461"|"THE MEDICAL DOSIMETRIST CERTIFICATION BOARD"|"1466055"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0445163"|"Anson Madison Starks Ambulance"|"1466056"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0283797"|"Maine Association of Substance Abuse Programs, Inc."|"1466473"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0349949"|"PEOPLE PLUS"|"1466474"|""|"A"|"Y"|"N"|""|""|"N"|""|"S"|""
"01-0664127"|"IBEW LOCAL 180 HOLDING COMPANY"|"1466476"|"Y"|"O"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0320500"|"Evergreen Cemetery Association"|"1467091"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-6029907"|"MAINE ENERGY MARKETERS ASSOCIATION HEALTH INSURANCE TRUST"|"1467129"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"02-0156447"|"Fraternal Order of Eagles, Lamprey Aerie #1934"|"1467130"|""|"C"|"N"|"N"|"N"|""|"N"|""|""|""
"01-0735369"|"Yonkers South Broadway District Management Association, Inc"|"1467513"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0211500"|"DYER LIBRARY ASSOCIATION"|"1467980"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0349706"|"Onpoint Health Data"|"1467981"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0518520"|"NORTHEAST OSTEOPATHIC MEDICAL EDUCATION NETWORK"|"1467982"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0872726"|"International Spanish Language Academy"|"1467983"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0523509"|"Ctr for Cetacean Research and Conservation"|"1468286"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0328376"|"Eastern Area Agency on Agmg"|"1468546"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0935534"|"THE ACADEMY OF ALAMEDA"|"1468547"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0714415"|"NEW JERUSALEM COMMUNITY DEVEL"|"1468975"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0974476"|"CHARTER BOARD PARTNERS"|"1468991"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0192761"|"CHILD EVANGGLISM FELLOWSHIP INC"|"1469222"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0288363"|"CRISIS AND COUNSELING CENTERS INC"|"1469223"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0560081"|"NATIONAL NURSING CENTERS CONSORTIUM INC"|"1469224"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"B"
"01-0904664"|"Carla and David Crane Foudnation"|"1469225"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0908761"|"OPENCOURSEWARE CONSORTIUM INC"|"1469226"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0932846"|"GENESIS HEALTHCARE INC"|"1469227"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0405274"|"Home Counselors Inc"|"1469708"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0505918"|"NATURAL RESOURCE EDUCATION CENTER NATURAL RESOURCE EDU"|"1469709"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0648561"|"NORTHWEST CONNECTICUT AHEC INC"|"1469710"|"Y"|"C"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0770318"|"CORRECTIONAL OFFICERS ASSOC. OF DEL"|"1469711"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0860991"|"PLAINSBORO FREE PUBLIC LIBRARY FOUNDATION, INC"|"1469712"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0360259"|"Southern Maine Agency on Aging"|"1470122"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0387674"|"CENTRAL MAINE REAL ESTATE MANAGEMENT CORP"|"1470123"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0513859"|"BRIDGTON ICE ARENA INC"|"1470124"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"C"
"01-6023681"|"VISITING BOARD OF THE CHILDREN'S HOSPITAL"|"1470125"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"02-0207161"|"NEW HAMPSHIRE ASSOCIATION OF INSURANCE AGENTS"|"1470126"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0243548"|"Haystack Mountain School of Crafts"|"1471001"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|""
"01-0272879"|"Skills Inc"|"1471050"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0440635"|"Addison Point Specilaized Services Inc"|"1471051"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0553478"|"EAST MOUNTNN HOSPITAL INC"|"1471052"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0740130"|"RIO HONDO COMMUNITY DEVELOPMENT CORPORATION"|"1471053"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0348331"|"CHOCOLATE CHURCH ARTS CENTER"|"1471875"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0465754"|"CHILD EVANGELISM FELLOWSHIP, INC"|"1471876"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0547297"|"THE NEW SCHOOL"|"1471877"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"02-0222254"|"YWCA OF NEW HAMPSHIRE"|"1471878"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0582371"|"SUNSHINE SOCIAL SERVICES. INC"|"1472896"|""|"A"|"N"|"Y"|"Y"|"S"|"N"|""|""|""
"01-0078060"|"HENRIETTA D. GOODALL HOSPITAL, INC."|"1472940"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"C"
"01-0760254"|"Penn Foundation Trust"|"1472941"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"B"
"01-6019960"|"WALTON LINCOLN TRUST OCHR 20 -0023840"|"1472942"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0496139"|"ISLAND COMMONS RESOURCE CENTER"|"1474437"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0970728"|"THE MEGAN FURTH MEMORIAL FUND"|"1474438"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0413112"|"FRATERNAL ORDER OF EAGLES AERIE 441 AERIE #4131"|"1474946"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6020038"|"CAMDEN FIRST AID ASSOCIATION"|"1474959"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0212438"|"Maine Central Institute"|"1475002"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0413112"|"FRATERNAL ORDER OF EAGLES AERIE #41 AERIE #4131"|"1475003"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0501407"|"UNION WORKERS BENEFITS TRUST"|"1475004"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0742001"|"MANCHESTER COMMUNITY RESOURCE CENTER,INC"|"1475005"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0358152"|"SOUL' S HARBOR, INC ."|"1475934"|""|"C"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0376143"|"MAINE AVENUE MANOR, INC"|"1475935"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0546698"|"Moosabec Ambulance Service"|"1475936"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0561825"|"Abingdon feeder cattle Association"|"1475937"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0598493"|"INTERNATIONAL SKATING PROGRAM INC."|"1475938"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0651516"|"MOUNTAIN MISSIONS DEVELOPMENT CORPO"|"1475939"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0784332"|"SECKMAN ICE HOCKEY CLUB"|"1475941"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0957572"|"Marginal Way Preservation Fund"|"1475942"|""|"C"|"Y"|"N"|""|""|"N"|""|"C"|""
"01-6010461"|"OCEAN VIEW CEMETERY"|"1475944"|""|"C"|"Y"|"N"|"N"|""|""|""|"S"|""
"01-0132610"|"Orchard Grove Cemetery Association"|"1477490"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0320500"|"Evergreen Cemetery Association"|"1477491"|""|"A"|"N"|"N"|""|""|""|""|""|""
"01-0367581"|"BROWNVILLE HOUSING CORPORATION"|"1477492"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0448408"|"WISCASSET, WATERVILLE & FARMINGTON RAILWAY MUSEUM"|"1477493"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0774338"|"North Ridgeville Amateur Soccer League"|"1477494"|""|""|"Y"|"N"|"N"|""|"N"|"N"|""|""
"01-0783649"|"Outreach Farm Inc"|"1477495"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0793507"|"SOUTH CAROLINA COMMUNITY LOAN FUND (FORMERLY LOWCOUNTRY HOUSING TRUST, INC)"|"1477496"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0819638"|"TRANSFORMATIVE INQUIRY DESIGNS FOR EFFECTIVE SCHOOL"|"1477498"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0871002"|"Wyoming County Business Center, Inc."|"1477499"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-6016305"|"EPHRIAN H JOHNSON POST #9 AMERICAN LEGION"|"1477500"|""|"A"|"N"|"N"|"N"|""|"N"|"N"|""|""
"02-0172300"|"BUSINESS AND INDUSTRY ASSOCIATION OF NH"|"1477501"|""|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"C"
"01-0946106"|"Volunteer & Exempt Fireman's Benevolent Assn. of inwood"|"1479050"|""|"C"|"N"|"N"|""|""|"N"|"N"|""|""
"01-0346613"|"NORTHEAST OCCUPATIONAL EXCHANGE"|"1479875"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0561262"|"THE LEE CHARTER FOUNDATION INC"|"1480844"|"Y"|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"B"
"01-0764462"|"HOUSING TRUST FUND OF JOHNSON COUNTY"|"1480845"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0820836"|"ARIZONA PHARMACY ALLIANCE, INC"|"1480846"|""|"A"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"02-0103433"|"TAU CHAPTER OF ALPHA XI DELTA"|"1480849"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0353744"|"Christian Fellowship, Inc"|"1481485"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|""|""
"01-0463933"|"The Presque Isle Historical Society"|"1481486"|""|"A"|"Y"|"N"|""|""|"N"|""|"S"|""
"01-0517028"|"CMP DEATH BENFIT VEBA TRUST"|"1481487"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0517029"|"CMP PRM UNION VEBA TRUST"|"1481488"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0517035"|"CMP PRM NON-UNION VEBA TRUST"|"1481489"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0778962"|"Texas Archive of the Moving Image"|"1481490"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0941732"|"Connecticut Catholic Public Affairs Conference, Inc."|"1481491"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6007236"|"ST. ANDREWS FREE BED FUND"|"1481492"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-6169936"|"THE WELCH FUND FOR HARVARD"|"1481493"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"02-0239519"|"World Affairs Council of New Hampshire"|"1481494"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0527044"|"OCTOBER CORPORATION"|"1482098"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0162690"|"Sorrento Village improvement Association"|"1482241"|""|""|"N"|"N"|""|""|""|""|""|""
"01-0024645"|"Bangor Symphony Orchestra"|"1482864"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0211548"|"Redington memorial Hospital Association"|"1482866"|""|"A"|"Y"|"N"|"N"|""|"N"|""|""|""
"01-0319131"|"Sigma Delta Pi"|"1482867"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0456521"|"Maine Hospice Council & Center for End-of-Life Care"|"1482868"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0806645"|"REGIONAL LOCAL UNION NO 846 OF THE INTERNATIONAL ASSOCIATION"|"1482869"|"Y"|"O"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"02-0205076"|"WINONA SOCIAL CLUB, INC"|"1482871"|""|"O"|"N"|"N"|""|""|"N"|""|""|""
"01-0222037"|"VETERANS OF FOREIGN WARS OF THE U.S. FOREST J. PARE POST 1285"|"1483754"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0323280"|"Penquis Mental Health Association"|"1483755"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0702652"|"CAFA, INC."|"1483756"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0206454"|"LEDGELAWN CEMETERY INC"|"1485325"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0249865"|"Wiscasset Public Library"|"1485326"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0356422"|"MOOSEHEAD MARINE MUSEUM"|"1485327"|"Y"|"A"|"N"|"Y"|"Y"|""|"N"|""|""|"S"
"01-0419157"|"EASTPORT YOUTH ASSOCIATION"|"1485328"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0494342"|"Woodie Wheaton Land Trust"|"1485329"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0573723"|"VFW POST 34 CANTEEN INC"|"1485330"|""|"C"|"N"|"N"|""|""|""|""|""|""
"01-0598137"|"The Thelma Gaylord Lyric Theatre En"|"1485331"|""|"A"|"N"|"N"|""|""|"N"|""|""|""
"01-0617953"|"KING OF PEACE EPISCOPAL DAY SCHOOL"|"1485332"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0660421"|"Jefferson Street Senior Housing Corporation"|"1485333"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0723520"|"Edward M Armfield Sr Civic & Recreation Center"|"1485334"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0821110"|"Children of Abraham, Inc."|"1485335"|""|""|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0857922"|"Clock Tower Place Funding Company"|"1485336"|""|""|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-6047645"|"GOOSE ROCKS BEACH FIRE COMPANY"|"1485338"|""|"C"|"N"|"N"|""|""|""|""|""|""
"02-0119917"|"DAVIGNON CLUB, INC ."|"1485339"|"Y"|"O"|"N"|"N"|""|""|"N"|""|""|""
"02-0209443"|"Veterans of Foreign Wars VFW-NH 808"|"1485340"|""|"C"|"Y"|"N"|"Y"|""|"N"|""|"S"|""
"01-0377632"|"Maine Harness Horsemen's Association"|"1487088"|""|"A"|"Y"|"Y"|"Y"|""|""|""|"S"|"S"
"01-0764731"|"Texas County museum of Art and History"|"1487091"|""|"C"|"N"|"N"|"N"|""|"N"|"N"|""|""
"01-0286579"|"WILTON FREE PUBLIC LIBRARY"|"1488173"|""|"C"|"N"|"N"|""|""|"N"|""|""|""
"01-0414293"|"HABITAT FOR HUMANITY YORK COUNTY MAINE"|"1488174"|""|"A"|"N"|"Y"|"N"|""|"N"|""|""|"S"
"01-0438695"|"MAINE HOUSING AND BUILDING MATERIALS EXCHANGE"|"1488175"|""|"A"|"Y"|"N"|"N"|""|"N"|""|"S"|""
"01-0544468"|"FOUR DIRECTIONS DEVELOPMENT CORPORATION"|"1488176"|""|"A"|"N"|"Y"|"Y"|""|"Y"|"Y"|""|"S"
"01-0716494"|"PINE TOWNSHIP ENGINE COMPANY"|"1488596"|""|"C"|"N"|"N"|"N"|""|"N"|""|""|""
