"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"FIRM_NAME"|"FIRM_STREET"|"FIRM_CITY"|"FIRM_STATE"|"FIRM_COUNTRY"|"FIRM_ZIP"|"FIRM_EIN"|"FIRM_PHONE"|"DISCUSS_WITH_PREPARER_CBX"|"PREP_SELF_EMP_CBX"
"01-0528754"|"THE OPERA HOUSE AT BOOTHBAY HARBOR"|"1524173"|"HENRY J. HURFORD, JR., CPA"|"P. O. BOX 1"|"BOOTHBAY HARBOR"|"ME"|"USA"|"04538-0001"|""|"207-633-4040"|"Y"|"Y"
"02-0242389"|"GREAT BAY SERVICES INC"|"1524535"|"BERNARD JOHNSON & COMPANY PC"|"15 MAIN STREET"|"TOPSFIELD"|"MA"|"USA"|"01983"|""|"978-887-2220"|"Y"|""
"01-0211494"|"CENTRAL MAINE MEDICAL CENTER"|"1524507"|"BKD LLP"|"910 E ST LOUIS 200/PO BOX 1190"|"SPRINGFIELD"|"MO"|"USA"|"65806-2523"|""|"417-865-8701"|"Y"|""
"01-0212542"|"TRUSTEES OF SAINT JOSEPH'S COLLEGE SAINT JOSEPH'S COLLEGE OF MAINE"|"1524509"|"CBIZ TOFIAS"|"500 BOYLSTON STREET"|"BOSTON"|"MA"|"USA"|"02116"|"26-3753134"|"617-761-0600"|"Y"|""
"01-0216655"|"Odd Fellows' and Rebekahs' Home of Maine"|"1524510"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0226195"|"INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS 1253 LOCAL"|"1524511"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0265559"|"Kennebec Valley Mental Health Center"|"1524512"|"Gibson LeClair LLC"|"150 Capitol Street Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|"Y"|""
"01-0275156"|"Westem Maine Community Action Inc"|"1524513"|"Gibson LeClair LLC"|"150 Capitol Street Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|""|""
"01-0277678"|"Kennebec Valley Community Action Program"|"1524514"|"Gibson LeClair LLC"|"150 Capitol Street Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|""|""
"01-0281875"|"EASTERN MAINE DEVELOPMENT CORPORATION"|"1524515"|"Macpage LLC"|"30 Long Creek Dr"|"South Portland"|"ME"|"USA"|"04106"|""|"207-774-5701"|"Y"|""
"01-0315849"|"AROOSTOOK COUNTY ACTION PROGRAM INC"|"1524516"|"WIPFLI LLP"|"PO BOX 8700"|"MADISON"|"WI"|"USA"|"53708-8700"|"39-0758449"|"608-274-1980"|"Y"|""
"01-0358090"|"SPRUCE RUN ASSOCIATION"|"1524517"|"EDWARDS FAUST & SMITH"|"716 UNION ST"|"BANGOR"|"ME"|"USA"|"04401-3156"|""|"207-947-4575"|"N"|""
"01-0443470"|"Attendant Services Maine Inc"|"1524518"|"Gibson LeClair LLC"|"150 Capitol Street Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|""|""
"01-0488478"|"KENNEBEC VALLEY COUNCIL OF GOVERNMENTS"|"1524519"|"RUNYON KERSTEEN OUELLETTE"|"13 WASHINGTON STREET SUITE 3"|"WATERVILLE"|"ME"|"USA"|"04901"|"01-0440155"|"207-877-9397"|"Y"|""
"01-0492747"|"Evergreen Behavioral Services"|"1524520"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0502563"|"CAMP BEECH CLIFF"|"1524521"|"HORTON MCFARLAND & VEYSEY LLC"|"PO BOX 543"|"ELLSWORTH"|"ME"|"USA"|"04605"|"01-0219197"|"207-667-5529"|"Y"|""
"01-0540981"|"COMMUNITY CONCEPTS FINANCE CORPORATION"|"1524522"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0542842"|"GERIATRIC RESOURCE NETWORK"|"1524523"|"MAINEHEALTH"|"110 FREE ST"|"PORTLAND"|"ME"|"USA"|"04101-3908"|""|""|"N"|""
"01-0554275"|"CCCP COMMUNITY TRUST F/K/A CHARLOTTE ARTS FEST INC"|"1524524"|"CHERRY BEKAERT LLP"|"1111 METROPOLITAN AVENUE SUITE 1000"|"CHARLOTTE"|"NC"|"USA"|"28204"|"56-0574444"|"704-377-1678"|"Y"|""
"01-0569965"|"Hillel at Binghamton Inc"|"1524525"|"Mondorf & Fenwick CPAs PLLC"|"523 Columbia Drive"|"Johnson City"|"NY"|"USA"|"13790-3302"|""|"607-797-4339"|"Y"|""
"01-0727280"|"BRONX CHARTER SCHOOLFOR THEARTS"|"1524526"|"LUTZ AND CARR CPAS LLP"|"300 EAST 42ND STREET"|"NEW YORK"|"NY"|"USA"|"10017"|"13-1655065"|"212-697-2299"|"Y"|""
"01-0729873"|"NORTH CAROLINA MOTORSPORTS ASSOCIATION"|"1524527"|"DIXON HUGHES GOODMAN LLP"|"500 RIDGEFIELD COURT"|"ASHEVILLE"|"NC"|"USA"|"28806"|"56-0747981"|"828-254-2254"|"Y"|""
"01-0782573"|"Advisors Charitable Gift Fund"|"1524528"|"Northeast Retirement Services"|"12 Gill St Ste 2600"|"Woburn"|"MA"|"USA"|"01801-1729"|"04-2686260"|"781-970-5020"|""|""
"01-6274657"|"NEW YORK UNIVERSITY VEBA TRUST"|"1524531"|""|""|""|""|""|""|""|""|""|""
"02-0222182"|"SAINT ANSELM COLLEGE"|"1524534"|""|""|""|""|""|""|""|""|""|""
"01-0479444"|"PARENT RESOURCE CENTER"|"1523339"|"JOHN MCGEHEE CPA"|"2 JESSE CIR #B"|""|""|"USA"|""|""|""|"Y"|""
"01-0786632"|"Middle Tennessee Mission Outreach, Inc"|"1523341"|"VINCENT GROUP INC"|"331 SOUTH MAIN STREET"|"SMITHS GROVE"|"KY"|"USA"|"42171"|"26-3429143"|"270-563-5031"|"Y"|"Y"
"01-0457896"|"C & M CONSULTING AND MANAGEMENT SERVICES"|"1528019"|"JUDITH A. GERVAIS, CPA"|"97 FARWELL ST"|"LEWISTON"|"ME"|"USA"|"04240"|""|"207-689-2325"|"Y"|"Y"
"01-0881719"|"Fisher House in St Louis"|"1534052"|"HAUK KRUSE & ASSOCIATES LLC"|"721 EMERSON RD STE 120"|"SAINT LOUIS"|"MO"|"USA"|"63141-6769"|""|"314-993-4285"|"Y"|""
"01-0956221"|"PATRICKSBURG FOOD PANTRY INC"|"1534053"|"C&A ASSOCIATES"|"2837 S WALKER RAMP RD"|"Rockville"|"IN"|"USA"|"47872"|"35-2055959"|"765-344-2208"|"N"|""
"02-0164055"|"MASONIC BUILDING ASSOCIATION"|"1534054"|"DAVID E TULLY & ASSOCIATES PA"|"20 TRAFALGAR SQUARE SUITE 202"|"NASHUA"|"NH"|"USA"|"03063"|"02-0330274"|"603-886-8885"|"Y"|""
"01-0544282"|"Main Street Bath"|"1528020"|"Michael J. Wayashe, CPA, PA"|"832 Washington St #1"|"Bath"|"ME"|"USA"|"04530-2617"|"01-0420329"|"207-443-5575"|"Y"|""
"01-0625542"|"SALEM HEALTH AND WELLNESS FOUNDATION INC"|"1528021"|"EDWARD T GHEYSENS UR CPA"|"13 SOUTH MAIN STREET"|"WOODSTOWN"|"NJ"|"USA"|"08098-1116"|"22-2672100"|"856-769-1166"|"Y"|"Y"
"01-0881587"|"SIERRA NEVADA JOURNEYS"|"1529316"|""|""|""|""|""|""|""|""|""|""
"01-0961799"|"Hope Builders International"|"1529317"|""|""|""|""|""|""|""|""|""|""
"01-0732928"|"US RUSSIA FOUNDATION FOR ECONOMIC ADVANCEMENT AND THE RULE OF LAW"|"1529420"|"LGC&D LLP"|"TEN WEYBOSSET STREET - SUITE 700"|"PROVIDENCE"|"RI"|"USA"|"02903"|"45-3994797"|"401-421-4800"|"Y"|""
"01-0814995"|"ROTARY SOUTH VALLEY CHARITIES"|"1529421"|"ETHAN GOODMAN CPA LLC"|"3533 THAXTON AVE SE"|"ALBUQUERQUE"|"NM"|"USA"|"87106"|"26-3779008"|"505-256-0997"|"Y"|""
"01-6010406"|"AHAVAS ACHIM SOCIETY OF BROTHERLY LOVE"|"1529422"|"Brantner Thibodeau & Assoc"|"674 Mt Hope Avenue Suite 1"|"Bangor"|"ME"|"USA"|"04401"|""|"207-947-3325"|"Y"|""
"01-0436739"|"EASTPORT ARTS CENTER"|"1531915"|"CRYSTAL GUSS CONSALVI, EA"|"1418 WHIRLAWAY COURT"|"YORK"|"SC"|"USA"|"29745"|""|"803-628-0077"|"Y"|"Y"
"01-0491854"|"EqualityMaine"|"1532241"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-0567853"|"EBENEZER FOUNDATION INC"|"1532293"|"Kayode Agunbiade & Co CPA's"|"134 Evergreen Place"|"East Orange"|"NJ"|"USA"|"07018"|""|"973-676-9851"|"Y"|"Y"
"01-0687154"|"NORTHEASTERN ECONOMIC DEVELOPMENT COMPANY OF PA"|"1532294"|"William Owens & Company"|"5 John St"|"Carbondale"|"PA"|"USA"|"18407-1891"|"20-5941266"|"570-281-9760"|"Y"|"Y"
"01-0777850"|"H.E.R.O.E.S. CARE INC."|"1532295"|"Krieg, Lohbeck & Co, CPA's LLC"|"P. O Box 980"|"Fenton"|"MO"|"USA"|"63026-0980"|"20-4910669"|"636-343-2000"|"Y"|"Y"
"01-6015752"|"ARUNDEL LODGE NO 76 AF & AM"|"1532296"|"CUMMINGS LAMONT & MCNAMEE PA"|"305 LAFAYETTE CENTER"|"KENNEBUNK"|"MA"|"USA"|"04043"|"01-0372413"|"207-985-3339"|"Y"|""
"02-0215228"|"AMERICAN LEGION POST #8"|"1532297"|"LEONE MCDONNELL & ROBERTS PA"|"5 NELSON STREET"|"DOVER"|"NH"|"USA"|"03820-3714"|"02-0417217"|"603-749-2700"|"Y"|""
"01-0495262"|"SHAW HOUSE"|"1533323"|"EDWARDS FAUST & SMITH"|"716 UNION ST"|"BANGOR"|"ME"|"USA"|"04401-3156"|""|"207-947-4575"|"N"|""
"01-0956221"|"PATRICKSBURG FOOD PANTRY INC"|"1533916"|"C&A Associates"|"2837 S WALKER RAMP RD"|"Rockville"|"IN"|"USA"|"47872"|""|"765-344-2208"|"Y"|""
"01-0202445"|"Grindstone Association"|"1534045"|"JAMES W WADMAN CPA"|"295 MAIN ST"|"ELLSWORTH"|"ME"|"USA"|"04605-1504"|""|"207-667-6500"|"Y"|"Y"
"01-0226382"|"MAINE OSTEOPATHIC ASSOCIATION"|"1534046"|"Bruzgo Kremer & Swanson LLC"|"225 Commercial ST STE 500"|"Portland"|"ME"|"USA"|"04101"|""|"207-370-3490"|"Y"|""
"01-0363316"|"OAKFIELD HOUSING CORPORATION"|"1534047"|"Deanna Morse Property Management Inc"|"53 KATAHDIN ST PO BOX 417"|"PATTEN"|"ME"|"USA"|"04765-0417"|""|"207-528-2333"|"Y"|""
"01-0447619"|"MAHOOSUC LAND TRUST INC"|"1534048"|"HOISINGTON & BEAN, PA"|"PO BOX 353"|"NORWAY"|"ME"|"USA"|"04268-0353"|"01-0431429"|"207-743-6771"|"Y"|""
"01-0688619"|"WHITE OAK GROVE OUTREACH CENTER INC"|"1534051"|"ACCOUNTING MANAGEMENT SERVICE"|"498 ARNETT BLVD"|"DANVILLE"|"VA"|"USA"|"24540"|"54-1562519"|"434-793-4040"|"Y"|""
"01-0332769"|"FREEPORT COMMUNITY SERVICES"|"1535651"|"ALBIN RANDALL & BENNETT"|"PO BOX 445 130 MIDDLE STREET"|"PORTLAND"|"ME"|"USA"|"04112-0445"|"01-0448006"|"207-772-1981"|"Y"|""
"01-0424969"|"COMMUNITY CONCEPTS INC"|"1535652"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0697869"|"ATZUM, INC."|"1536011"|"BACHRACH, WASCHITZ & WASCHITZ, LLP"|"PO Box 871, 598 W. Broadway"|"Monticello"|"NY"|"USA"|"12701"|"14-0697030"|"845-794-5210"|""|""
"01-0319131"|"Sigma Delta Pi"|"1536295"|"Biddlecomb Game & Wise, PC"|"1525 Sam Rittenberg Blvd. , Suite 102"|"Charleston"|"SC"|"USA"|"29407-4139"|"56-2030767"|"843-571-4550"|"Y"|""
"01-0211813"|"PENOBSCOT BAY YMCA"|"1536516"|"EDWARDS FAUST & SMITH"|"716 UNION ST"|"BANGOR"|"ME"|"USA"|"04401-3156"|""|"207-947-4575"|"Y"|""
"01-0212172"|"WEBBER AVENUE SOCIAL CLUB INC"|"1536517"|"DANIEL R. GRONDIN & ASSOCIATES, P.A."|"1160 LISBON STREET, P. O. BOX 1566"|"LEWISTON"|"ME"|"USA"|"04241-1566"|"01-0494505"|"207-784-4152"|"Y"|""
"01-0246804"|"VNA Home Health & Hospice"|"1536518"|"BRAD BORBIDGE. PA"|"197 LOUDON ROAD STE 350"|"CONCORD"|"NH"|"USA"|"03301"|"02-0400296"|"603-224-0849"|"Y"|""
"01-0280430"|"FORT KENT HOUSING INC"|"1536519"|"DAVIS GATES & ALWARD CPAS"|"PO BOX 628"|"PRESQUE ISLE"|"ME"|"USA"|"04769-0628"|""|"207-762-6084"|""|""
"01-0909843"|"Friends of Kenya Wildlife Trust"|"1529797"|""|""|""|""|""|""|""|""|""|""
"01-0219126"|"LINCOLN ACADEMY"|"1530917"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0485193"|"MOUNT DAVID HOUSING INC"|"1530918"|"OTIS ATWELL"|"324 GANNETT DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"20-3690847"|"207-780-1100"|""|""
"01-0660264"|"TEAM ACADEMY CHARTER SCHOOL INC"|"1530919"|"SCOTT J LOEFFLER CPA"|"7 CLEVELAND ST"|"CALDWELL"|"NJ"|"USA"|"07006"|""|"973-585-4989"|"Y"|"Y"
"01-0287814"|"Caribou Country Club"|"1536520"|"Felch & Company LLC"|"PO Box 906"|"Caribou"|"ME"|"USA"|"04736"|"01-0540055"|"207-498-3176"|"Y"|"Y"
"01-0523162"|"PSH PROPERTIES II"|"1536521"|"HAVERLOCK, ESTEY & CURRAN LLC"|"8 COMMERCE COURT"|"HAMPDEN"|"ME"|"USA"|"04444-1538"|"01-0271013"|"207-945-5695"|"Y"|""
"01-0582162"|"CONTEXTUAL FAMILY SERVICES"|"1536522"|"JAMES M WOOD CPA"|"603B OMNI DRIVE"|"HILLSBOROUGH"|"NJ"|"USA"|"08844"|"22-3604710"|"908-431-1700"|""|"Y"
"01-0610304"|"COMMUNITY HEALTH NETWORK INC"|"1536523"|"LATTIMORE BLACK MORGAN & CAIN PC"|"10024 INVESTMENT DRIVE STE 200"|"KNOXVILLE"|"TN"|"USA"|"37932"|"62-1199757"|"865-691-9000"|"Y"|""
"01-0656156"|"American College of Bankruptcy Foundation"|"1536525"|"Harvey E Jester CPA"|"2841 Woodlawn Avenue"|"Falls Church"|"VA"|"USA"|"22042-2045"|""|"703-241-2418"|"Y"|"Y"
"01-0817613"|"WALKER MINISTRIES INC"|"1536526"|"LEONARD & WITHERS CPAs PL"|"3837-A KILLEARN CENTER CT"|"TALLAHASSEE"|"FL"|"USA"|"32309"|"45-4138976"|"850-893-4080"|"Y"|""
"01-0861042"|"WINDAL WALKER EVENGELISTIC MINISTRY INC"|"1536527"|"ALEXANDER THOMPSON ARNOLD PLLC"|"185 N CHURCH ST"|"DYERSBURG"|"TN"|"USA"|"38024"|""|"731-285-7900"|"Y"|""
"02-0150530"|"INTERNATIONAL BROTHERHOOD OF TEAMSTERS 633 TCWH LOCAL"|"1536531"|"HOWE RILEY & HOWE PLLC"|"660 CHESTNUT STREET"|"MANCHESTER"|"NH"|"USA"|"03104-3500"|"20-3985821"|"603-627-3838"|"Y"|""
"02-0156800"|"GUARDIAN ANGEL CREDIT UNION"|"1536532"|"ALBERT R MORRISSETTE CPA"|"424 SECOND AVE"|"BERLIN"|"NH"|"USA"|"03570-1134"|""|"603-752-3469"|"Y"|"Y"
"02-0223334"|"WEBSTER HOUSE"|"1536533"|"F.G. BRIGGS, JR., CPA, PROF. ASSN."|"98 SALMON STREET"|"MANCHESTER"|"NH"|"USA"|"03104"|"02-0381649"|"603-668-1340"|""|""
"01-0370385"|"FRANKLIN COUNTY CHILDREN'S TASK FORCEINC"|"1538933"|"Richard M Walker CPA"|"PO Box 1170"|"Rangeley"|"ME"|"USA"|"04970-1170"|""|"207-864-5771"|"Y"|"Y"
"01-0914846"|"COMMUNITY 1ST-AMERICA'S CHARITIES OF GREATER WASHINGTON DC"|"1543693"|"RAFFA, P.C."|"1899 L STREET, NW, SUITE 900"|"WASHINGTON"|"DC"|"USA"|"20036"|"52-1511275"|"202-822-5000"|"Y"|""
"01-0377183"|"SUMMER STREET ASSOCIATES CO UPLIFT INC"|"1538934"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0477639"|"WELLPOINT RETIREE VEBA TRUST"|"1538935"|"ERNST & YOUNG U.S. LLP"|"11 MONUMENT CIRCLE, SUITE 4000"|"INDIANAPOLIS"|"IN"|"USA"|"46204"|"34-6565596"|"317-681-7000"|"N"|""
"01-0734062"|"Automotive Industry Trust"|"1538937"|"Frank N. Hestand, CPA PSC"|"261 Regency Cir Fl 1"|"Lexington"|"KY"|"USA"|"40503"|"61-1336870"|"859-276-3573"|"Y"|""
"01-0828143"|"NORTHVILLE AMATEUR RADIO ASSOC INC"|"1538938"|"J&Ms Enterprises LTD"|"P O Box 1063"|"Carmel"|"NY"|"USA"|"10512"|"06-1273459"|"845-225-3140"|"N"|""
"01-0908221"|"HOLSTEN HUMAN CAPITAL DEVELOPMENT NFP"|"1538939"|"FLS GROUP LLC"|"4709 GOLF RD STE 200"|"SKOKIE"|"IL"|"USA"|"60076-1236"|"27-0515957"|"773-777-4445"|"Y"|""
"01-0911420"|"FairVote Minnesota"|"1538940"|"Bookkeepers Plus"|"1222 SE 47th St"|"Cape Coral"|"FL"|"USA"|"33904"|"27-0885087"|"888-239-5855"|"Y"|"Y"
"01-0943174"|"HOUSE OF JUDAH"|"1538941"|"KEAY FINANCIAL, INC."|"2021 SPERRY AVE STE 20"|"VENTURA"|"CA"|"USA"|"93003"|"77-0388881"|"805-654-9600"|"Y"|""
"01-6015947"|"Camden Public Library Maintenance Fund"|"1538942"|"Williams CPA Group LLC"|"350 Commercial/PO BOX 839"|"Rockport"|"ME"|"USA"|"04856-0839"|""|"207-236-8781"|"Y"|""
"02-0128010"|"DUBLIN LAKE CLUB"|"1538943"|"LYNN C RUST CPA PC"|"217R OLD HOMESTEAD HWY"|"SWANZEY"|"NH"|"USA"|"03446-2121"|""|""|""|""
"02-0132120"|"The Farmington Cemetery Association"|"1538944"|"Allen Ryea CPA"|"210 Ten Rod Road"|"Rochester"|"NH"|"USA"|"03867"|""|"603-335-3500"|"Y"|"Y"
"01-0220588"|"MAINE BETTER TRANSPORTATION ASSOCIATION"|"1542627"|"AUSTIN ASSOCIATES P.A., CPA'S"|"PO BOX 3400"|"AUBURN"|"ME"|"USA"|"04212-3400"|"01-0371550"|"207-783-9111"|"Y"|""
"01-0332352"|"PATTEN HOUSING CORPORATION"|"1542628"|"Deanna Morse Property Management Inc"|"53 KATAHDIN ST PO BOX 417"|"PATTEN"|"ME"|"USA"|"04765-0417"|""|"207-528-2333"|"Y"|""
"01-0365386"|"ISLAND FALLS HOUSING CORPORATION"|"1542629"|"Deanna Morse Property Management Inc"|"53 KATAHDIN ST PO BOX 417"|"PATTEN"|"ME"|"USA"|"04765-0417"|""|"207-528-2333"|"Y"|""
"01-0661979"|"MAJESTIC THEATER ASSOCIATION"|"1542630"|"JONES & CO.,P.C."|"110 N. 2ND ST."|"POTTSVILLE"|"PA"|"USA"|"17901"|"23-2746883"|"570-622-5010"|"Y"|""
"01-0211508"|"Good Will Home Association"|"1543156"|"Berry Dunn McNeil & Parker LLC"|"PO Box 1100"|"Portland"|"ME"|"USA"|"04104-1100"|"01-0523282"|"207-775-2387"|"Y"|""
"01-0095705"|"International Brotherhood of Electrical Workers Local 567"|"1543687"|"Filler and Associates PA"|"70 Center Street PO Box 4177"|"Portland"|"ME"|"USA"|"04101-0377"|"01-0378528"|"207-772-0153"|"Y"|""
"01-0199142"|"ABENAKEE CLUB"|"1543688"|"Simensky, Enqstrom & Associates, CPA's"|"P. O. Box 760"|"Saco"|"ME"|"USA"|"04072"|"01-0353028"|"207-284-5943"|""|""
"01-0203708"|"AMERICAN LEGION POST 1"|"1543689"|"Glidden Tax & Accounting PA"|"8 Main St Ste A"|"Lisbon Falls"|"ME"|"USA"|"04252-1505"|""|"207-353-7454"|"Y"|""
"01-0382676"|"Employees of Municipal and Other Public Employers"|"1543690"|""|""|""|""|""|""|""|""|"Y"|""
"01-0652065"|"THE CAMPUS THEATRE LTD"|"1543691"|"PARENTEBEARD LLC"|"11 REITZ BLVD SUITE 203"|"LEWISBURG"|"PA"|"USA"|"17837"|"23-2932984"|"570-522-9701"|"Y"|""
"01-0897461"|"United African Organization"|"1543692"|"Philip Achusim FCA CPA"|"8 South Michigan Ave Ste 2020"|"Chicago"|"IL"|"USA"|"60603"|"36-3045017"|"312-860-4145"|"Y"|"Y"
"01-0575746"|"Saint Giannas Home Inc."|"1538508"|"McKenna & Associates, PC"|"1515 South Washington"|"Grand Forks"|"ND"|"USA"|"58201"|"45-0386638"|"701-772-4819"|"Y"|""
"01-0444523"|"John M. Eagleson Jr. Institute"|"1538593"|"Anne M. Romano, CPA"|"100 Commercial St, Suite 405"|"Portland"|"ME"|"USA"|"04101"|"01-0537876"|"207-874-9844"|"Y"|"Y"
"01-0245910"|"Presque Isle Country Club"|"1538931"|"Larry Laplarte. CPA"|"125 Flootwood St"|"Presque Isle"|"ME"|"USA"|"04769"|""|"207-764-3051"|"Y"|"Y"
"01-0343289"|"Maine State Troopers Association"|"1538932"|"Tax Resolution Specialists Inc"|"454 Fairbanks Rd"|"Farmington"|"ME"|"USA"|"04938"|"02-0713590"|"207-778-9308"|"N"|""
"01-0416755"|"MAINE CENTER ON DEAFNESS"|"1546546"|"SMITH & ASSOCIATES CPAS"|"500 US ROUTE 1 STE 203"|"YARMOUTH"|"ME"|"USA"|"04096-6937"|""|"207-846-8881"|"N"|""
"01-0574137"|"YUMA-SOUTHWEST CONTRACTORS ASSOCIATION"|"1546598"|"SUNDERMAN & POPE CPA PLLC"|"1409 South 5th Avenue"|"Yuma"|"AZ"|"USA"|"85364"|""|"928-782-5786"|"Y"|""
"01-0748205"|"THE FRIENDS OF THALAMUS"|"1546599"|"JADAH CARROLL LLC"|"270 LAFAYETTE ST STE 808"|"NEW YORK"|"NY"|"USA"|"10012-3327"|""|"212-966-3692"|"Y"|"Y"
"01-0211564"|"UNITED WAY OF ANDROSCOGGIN COUNTY INC"|"1547783"|"OUELLETTE & ASSOCIATES PA"|"1111 LISBON STREET"|"LEWISTON"|"ME"|"USA"|"04240"|"01-0448675"|"207-786-0328"|"Y"|""
"01-0414169"|"THE WOODLANDS CLUB"|"1547784"|"RUNYON KERSTEEN OUELLETTE"|"20 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0440155"|"207-773-2986"|"Y"|""
"01-0667694"|"Family Health Center of Southern Oklahoma, Inc."|"1547785"|"Johnston & Bryant, C.P.A.s"|"P. O. Box 1564"|"Ada"|"OK"|"USA"|"74821"|"73-1303908"|"580-332-5549"|"Y"|""
"02-0237992"|"American Legion Post #22-Guyer Carignan"|"1547786"|"Charles F. Morgan, CPA, P.C."|"PO Box 111"|"Lebanon"|"NH"|"USA"|"03766"|"02-0495337"|"603-448-6200"|"Y"|""
"01-0032215"|"Boothbay Harbor Yacht Club"|"1548435"|"Gibson LeClair LLC"|"150 Capitol Street Suite 3"|"Augusta"|"ME"|"USA"|"04330"|"45-0512128"|"207-623-8401"|""|""
"01-0434215"|"MMC REALTY CORP"|"1548436"|"MAINEHEALTH"|"110 FREE ST"|"PORTLAND"|"ME"|"USA"|"04101-3908"|""|""|"N"|""
"01-0465231"|"Eastern Maine Healthcare Systems (NB) Norumbega Medical Specialists LTD (NB)"|"1548437"|""|""|""|""|""|""|""|""|"N"|""
"01-0203515"|"SACO VALLEY CREDIT UNION"|"1548620"|"MACPAGE LLC"|"30 LONG CREEK DRIVE"|"SOUTH PORTLAND"|"ME"|"USA"|"04106"|"01-0242373"|"207-774-5701"|"Y"|"Y"
"01-0540911"|"JANUS SUPPORTIVE LIVING SERVICES INC"|"1548621"|"ROBUSTELLI SOUCY HUSSEY PA"|"1071 LISBON ST"|"LEWISTON"|"ME"|"USA"|"04240-5768"|"01-0421708"|"207-783-2839"|"Y"|""
"01-0574830"|"NCCNEUMANN SENIOR HOUSING CORPORATION"|"1548622"|"WEISERMAZARS LLP"|"501 OFFICE CENTER DRIVE SUITE 300"|"FORT WASHINGTON"|"PA"|"USA"|"19034-9913"|"13-1459550"|"215-259-1000"|"Y"|""
"01-0601611"|"HARVEY HOUSE LTD"|"1548624"|"McCormack Guyette & Associates PC"|"66 Grove Street"|"Rutland"|"VT"|"USA"|"05701"|""|"802-775-3221"|"Y"|""
"01-0640326"|"AHWATUKEE CHILDREN'S THEATRE INC"|"1548625"|"SECHLER CPA PC"|"921 E ORANGE DRIVE"|"PHOENIX"|"AZ"|"USA"|"85014"|""|"602-230-2700"|"Y"|"Y"
"01-0725431"|"TREASURES 4 TEACHERS INC"|"1548626"|"MONICA J STERN CPA PLLC"|"11225 NORTH 28TH DRIVE SUITE B-109"|"PHOENIX"|"AZ"|"USA"|"85029-5609"|"77-0602105"|"602-674-8226"|"Y"|""
"01-0930015"|"Breakforth Ministnes and Consulting Inc"|"1548628"|"J A M & ASSOCIATES LLC"|"PO BOX 1112"|"HAVRE DE GRACE"|"MD"|"USA"|"21078-8412"|""|"410-939-7464"|"Y"|""
"01-6014031"|"ST MARKS HOME FOR WOMEN"|"1548630"|"MASCIADRI ACCOUNTING"|"10 LITCHFIELD ROAD"|"HALLOWELL"|"ME"|"USA"|"04347-1109"|""|"207-623-1900"|"Y"|""
"01-6015613"|"Orr's Island"|"1548631"|"StaffordAdvisors"|"301 Foreside Road"|"Falmouth"|"ME"|"USA"|"04105"|"01-0503833"|"207-772-8600"|"Y"|""
"01-0212602"|"Blue Hill Public Library"|"1552238"|"Loiselle Goodwin & Hinds"|"12 Stillwater Avenue Ste 5"|"Bangor"|"ME"|"USA"|"04402"|""|"207-990-4585"|"Y"|""
"01-0515357"|"EqualityMaine Foundation"|"1555999"|"Purdy Powers & Company"|"130 Middle Street"|"Portland"|"ME"|"USA"|"04101"|"01-0463013"|"207-775-3496"|"Y"|""
"01-6023748"|"Penquis CAP Inc"|"1556000"|"Berry Dunn McNeil & Parker LLC"|"36 Pleasant Street"|"Bangor"|"ME"|"USA"|"04401"|"01-0523282"|"207-942-1600"|"Y"|""
