"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"TOTAL_COMP_ORG"|"TOTAL_COMP_RELATED_ORG"|"TOTAL_COMP_OTHER"|"TOTAL_PERSONS_100000"|"FORMER_1A_CBX"|"ANYBODY_150000_CBX"|"ANYBODY_COMP_UNRELATED_CBX"
"01-0788484"|"Windmoor Foundation, Inc."|"1576391"|""|""|"23400.0000"|"0"|"N"|"N"|"N"
"01-0805301"|"Hobby Radio Inc"|"1576393"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0207022"|"FAIRMOUNT CEMETERY ASSOC"|"1577958"|"5100.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0342399"|"ST ANDRE HEALTH CARE FACILITY"|"1577959"|"118662.0000"|"0.0000"|"1172.0000"|"1"|"N"|"N"|"N"
"01-0455163"|"SAMOSET FIRE COMPANY OF BRISTOL BRISTOL FIRE AND RESCUE"|"1577960"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0552288"|"THE FG FOUNDATION"|"1577962"|"0.0000"|"527974.0000"|"149187.0000"|"0"|"N"|"Y"|"N"
"01-0674962"|"SHINER NURSING & REHAB CENTER INC"|"1577963"|""|"1123736.0000"|"32250.0000"|""|"N"|"Y"|"N"
"01-0583485"|"South Martin Conservation Alliance, Inc"|"1578753"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0966281"|"IGLESIA DEL DIOS VIVIENTE"|"1578758"|""|""|""|""|"N"|"N"|"N"
"01-6157155"|"Sanford Springvale Mousam Way Land Trust"|"1578759"|""|""|""|""|"N"|"N"|"N"
"01-0440342"|"BETHEL AREA CHAMBER OF COMMERCE"|"1580316"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0861643"|"PUTNAM LAND CONSERVANCY, INC"|"1580317"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0883506"|"NEW MEXICO YOUTH TENNIS FOUNDATION"|"1580318"|"10700.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0930709"|"Glenwood Family Ministries"|"1580532"|""|""|""|""|"N"|"N"|"N"
"01-0563040"|"Servant's Heart Camp Ministries"|"1580557"|""|""|""|"0"|"N"|"N"|"N"
"01-0884285"|"CATS LEAGUE AND ASSISTANCE OF WESTERN SLOPE"|"1580559"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6009643"|"Academv Trust of Frvebura"|"1580561"|"2686.0000"|""|""|""|"N"|"N"|"N"
"01-6012127"|"Bridgton Scholarship Foundation"|"1580563"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0279306"|"MAINE STATE BAR ASSOCIATION"|"1582417"|"104530.0000"|"0.0000"|"11397.0000"|"1"|"N"|"N"|"N"
"01-0261000"|"SABATTUS REGIONAL CREDIT UNION"|"1582539"|"60472.0000"|"0.0000"|"6219.0000"|"0"|"N"|"N"|"N"
"01-0323915"|"Ambulance Service Inc"|"1582540"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0377308"|"BELGRADE LAKES ASSOCIATION"|"1582541"|""|""|""|""|"N"|"N"|"N"
"01-0484605"|"ALBION ASSOCIATES"|"1582543"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0520715"|"CARLISLE CHARITABLE FOUNDATION (FORMERLY EQUEST FOUNDATION)"|"1582544"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0538200"|"EDGECOMB WOODS"|"1582545"|"0.0000"|"297546.0000"|"32703.0000"|"0"|"N"|"Y"|"N"
"01-0544705"|"ST ANTHONYS MONASTERY ASSOCIATION"|"1582546"|"107750.0000"|""|""|""|"N"|"N"|"N"
"01-0646506"|"ANGELS OF GRACE INC"|"1582547"|"109589.0000"|""|""|"1"|"N"|"N"|"N"
"01-0650805"|"KOAL TO DIAMOND"|"1582548"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0689500"|"San Jose Soccer Complex Foundation"|"1582549"|""|""|""|"0"|"N"|"N"|"N"
"01-0724306"|"THE PHILLY AND CHARLIE DAKE FOUNDATION"|"1582550"|""|""|""|""|"N"|"N"|"N"
"01-6029208"|"Amencan Legion Post 153"|"1582554"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"02-0159805"|"LITTLETON AREA CHAMBER OF COMMERCE"|"1582555"|""|""|""|""|"N"|"N"|"N"
"01-6233557"|"SouthPathPCEWBPT"|"1584741"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0421753"|"REAL J DAIGLE EVANGELSTIC CORPORATION"|"1584770"|"18000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0729385"|"Chesapeake Rivers Association, Inc"|"1584773"|""|""|""|""|""|""|""
"01-0842289"|"United Associations of Heather Ridge, Inc."|"1584775"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0384908"|"The Maine Way inc."|"1585416"|""|""|""|""|"N"|"N"|"N"
"01-0659307"|"JEFFERSON PARK MINISTRIES INC"|"1585732"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0384833"|"BIG BROTHERS BIG SISTERS OF MID-MAINE MAINE"|"1586088"|"15000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0564259"|"FREEMUSLIM ASSOCIATION INC"|"1586089"|"14400.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0782731"|"Home Sweet Home Youth Services, Inc."|"1586090"|""|""|""|""|""|""|""
"01-0678012"|"MCDUFFIE MUSEUM INC"|"1586672"|""|""|""|""|"N"|"N"|"N"
"01-0939609"|"FOOD OF UFE OUTREACH MINISiniES INC"|"1586673"|""|""|""|""|"N"|"N"|"N"
"01-0478709"|"Maine Island Trail Association"|"1587251"|"76092.0000"|"0.0000"|"3682.0000"|"0"|"N"|"N"|"N"
"01-0096117"|"Island Country Club"|"1587333"|"64000.0000"|""|""|""|"N"|"N"|"N"
"01-0328017"|"AUGUSTA REGIONAL CHURCH HOUSING CORP BETA"|"1587334"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0347202"|"HILL STREET TERRACE HOUSING CORPORATION"|"1587335"|"0.0000"|"297546.0000"|"32703.0000"|"0"|"N"|"Y"|"N"
"01-0516517"|"Senior Needs Committee of Wells and Ogunquit"|"1587337"|""|""|""|""|"N"|"N"|"N"
"01-0570609"|"Camp Smile Foundation Inc"|"1587338"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0587702"|"BODIOGRAPHY CONTEMPORARY BALLET"|"1587339"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0759717"|"THE LAZARUS PROJECT Inc"|"1587341"|"95038.0000"|""|""|"0"|"N"|"N"|"N"
"01-0808707"|"ISLAMIC ORGANIZATION OF NORTH AMERICA"|"1587342"|""|""|""|""|"N"|"N"|"N"
"01-0507513"|"MAINE DAIRY AND NUTRITION COUNCIL"|"1589365"|"800.0000"|"64395.0000"|"13586.0000"|"0"|"N"|"N"|"N"
"01-0387300"|"VILES ARBORETUM"|"1589872"|"54840.0000"|""|""|"0"|"N"|"N"|"N"
"01-0779923"|"THOMAS C & SANDRA S SULLIVAN FOUNDATION"|"1589873"|"0.0000"|"157500.0000"|"22524.0000"|"0"|"N"|"Y"|"N"
"01-0783423"|"VISION COMMUNICATIONS INTERNATIONAL"|"1589874"|""|""|""|""|"N"|"N"|"N"
"02-0179723"|"POLISH AMERICAN CITIZENS CLUB"|"1589877"|""|""|""|""|"N"|"N"|"N"
"01-0539222"|"MaineStream Finance"|"1591425"|"0.0000"|"417525.0000"|"62181.0000"|"0"|"N"|"Y"|"N"
"01-0287022"|"THE THEATER AT MONMOUTH"|"1591544"|"48500.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0355822"|"SPECIAL OLYMPICS MAINE INC"|"1591545"|"106201.0000"|""|"5310.0000"|"1"|"N"|"N"|"N"
"01-0654320"|"THE LIO MISSION INC"|"1591546"|"312000.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0683413"|"The Council of Urban Professionals Institute"|"1591547"|"120000.0000"|""|""|"1"|"N"|"N"|"N"
"01-0165117"|"RETAIL ASSOCIATION OF MAINE f/k/a MAINE MERCHANTS ASSOCIATION"|"1592311"|"93023.0000"|"0.0000"|"2820.0000"|"0"|"N"|"N"|"N"
"01-0269009"|"GREATER PORTLAND BOARD OF REALTORS"|"1592312"|"65220.0000"|""|""|""|"N"|"N"|"N"
"01-0333304"|"FOX ISLANDS ELECTRIC COOPERATIVE INC"|"1592313"|"97903.0000"|"0.0000"|"43391.0000"|"0"|"N"|"N"|"N"
"01-0565218"|"GLAMOURGALS FOUNDATION INC"|"1592314"|"41554.0000"|""|""|"0"|"N"|"N"|"N"
"01-0211530"|"MAINE HISTORICAL SOCIETY"|"1592775"|"79424.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0263628"|"EASTERN MAINE HEALTHCARE SYSTEMS SEBASTICOOK VALLEY HEALTH"|"1592776"|"2872911.0000"|""|"248497.0000"|"24"|"Y"|"Y"|"N"
"01-0356733"|"YARMOUTH CHAMBER OF COMMERCE"|"1592892"|"68466.0000"|""|""|""|"N"|"N"|"N"
"01-0502630"|"MAINE VOLUNTEER LAKE MONITORING PROGRAM"|"1592894"|""|""|""|""|"N"|"N"|"N"
"01-0564933"|"AUSTIN HINDU TEMPLE AND COMMUNITY CENTER"|"1592896"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0857526"|"A FAMILY AFFAIR BRIDGES INC"|"1592898"|""|""|""|""|"N"|"N"|"N"
"01-0459837"|"Eastern Maine Healthcare Systems AHC Acadia Hospital Corp AHC"|"1593894"|"2968537.0000"|"1883513.0000"|"864003.0000"|"30"|"Y"|"Y"|"N"
"01-6186835"|"NATIONAL CONFERENCE ON PUBLIC EMPLOYEE RETIREMENT SYSTEMS IRREVOCABLE TRUST"|"1593895"|"0.0000"|"408119.0000"|"29426.0000"|"0"|"N"|"Y"|"N"
"01-0309344"|"KC-FATHER DRUILLETTE COUNCIL #2537"|"1594048"|""|""|""|"0"|"N"|"N"|"N"
"01-0346944"|"FREEPORT HISTORICAL SOCIETY"|"1594049"|"50000.0000"|""|"3900.0000"|""|"N"|"N"|"N"
"01-0424837"|"GEORGES RIVER LAND TRUST"|"1594050"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0794834"|"INTERNATIONAL SOCIETY FOR AUTISM RESEARCH"|"1594051"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0022320"|"AUGUSTA COUNTRY CLUB"|"1595165"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0124810"|"Mount Hope Cemetery Corp"|"1595166"|"72051.0000"|""|""|"0"|"N"|"N"|"N"
"01-0206603"|"COMMUNITY CREDIT UNION"|"1595167"|"98693.0000"|"0.0000"|"9200.0000"|"0"|"N"|"N"|"N"
"01-0324012"|"MAINE RIGHT TO LIFE COMMITTEE"|"1595168"|"29033.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0325912"|"MATTANAWCOOK TERRACE HOUSING CORPORATION"|"1595169"|""|""|""|""|"N"|"N"|"N"
"01-0357213"|"Freeport Conservation Trust"|"1595170"|""|""|""|"0"|"N"|"N"|"N"
"01-0492125"|"ALLIANCE OF INDEP ACADEMIC MEDICAL CTRS"|"1595171"|"166549.0000"|""|""|"1"|"N"|"N"|"N"
"01-0509203"|"CHEBEAGUE RECREATION CENTER INC"|"1595172"|"56140.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0528014"|"MAINE FARMLAND TRUST"|"1595173"|"109367.0000"|""|"33956.0000"|"1"|"N"|"N"|"N"
"01-0637920"|"THE MEDICAL STAFF OF PARKVIEW COMMUNITY HOSPITAL"|"1595175"|"82200.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0712520"|"SOUTH CAROLINA EQUALITY COALITION"|"1595178"|""|""|""|""|"N"|"N"|"N"
"01-0745603"|"CYPRESS LANDING MARINA ASSOCIATION INC"|"1595180"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0774114"|"Government Investment Officers Association"|"1595182"|"13500.0000"|""|""|""|"N"|"N"|"N"
"01-0777925"|"ELEVA BROILER FESTIVAL INC"|"1595183"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0779814"|"Leadership Transformations Inc"|"1595184"|"149958.0000"|"0.0000"|"94275.0000"|"0"|"N"|"N"|"N"
"01-0856114"|"CAVALIER KING CHARLES SPANIEL CLUB RESCUE INC"|"1595185"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0885325"|"HARRIET TUBMAN CENTER"|"1595186"|""|""|""|""|"N"|"N"|"N"
"01-0969325"|"SUNCOAST SOCCER INC"|"1595188"|"2400.0000"|""|""|""|"N"|"N"|"N"
"01-6012835"|"ISLANDS COMMUNITY MEDICAL SERVICES"|"1595189"|"201510.0000"|"0.0000"|"6358.0000"|"1"|"N"|"N"|"N"
"01-6023503"|"LE CLUB CALUMET EDUCATIONAL & LITERARY FOUNDATION INC"|"1595191"|""|""|""|""|"N"|"N"|"N"
"02-0119913"|"CLUB CANADIAN INC"|"1595193"|""|""|""|"0"|"N"|"N"|"N"
"01-0547055"|"Maine Community Action Association"|"1599307"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0772160"|"Circle K International Inc"|"1599308"|"0.0000"|"60944.0000"|"16474.0000"|"0"|"N"|"N"|"N"
"01-0790552"|"Theater Arts Group"|"1599309"|"0.0000"|"76398.0000"|"8130.0000"|""|"N"|"N"|"N"
"01-0355563"|"Maine Development Foundation"|"1599511"|"102963.0000"|"0.0000"|"4477.0000"|"1"|"N"|"N"|"N"
"01-0542054"|"FAIRBANKS SCHOOL NEIGHBORHOOD ASSOCIATION, Inc"|"1599512"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0588347"|"Lebanon Valley Soccer Club"|"1599513"|""|""|""|"0"|"N"|"N"|"N"
"01-0597551"|"THE CRADDOCK CENTER, INC."|"1599514"|"47054.0000"|"0.0000"|"5325.0000"|"0"|"N"|"N"|"N"
"01-0891955"|"COALITION AGAINST DOMAIN NAME ABUSE INC"|"1599515"|""|""|""|"0"|"N"|"N"|"N"
"01-0234189"|"Northern Maine Medical Center"|"1601366"|"2196453.0000"|"0.0000"|"153725.0000"|"12"|"N"|"Y"|"N"
"01-0431680"|"MAINEHEALTH"|"1601367"|"5036871.0000"|"670889.0000"|"826676.0000"|"26"|"N"|"Y"|"N"
"01-0527066"|"EASTERN MAINE HEALTHCARE SYSTEMS"|"1601368"|"6542939.0000"|"2820725.0000"|"1893945.0000"|"60"|"Y"|"Y"|"N"
"01-0588381"|"DISTRICT OF COLUMBIA CHAMBER OF COMMERCE FOUNDATION"|"1601369"|"0.0000"|"265585.0000"|"0.0000"|"0"|"N"|"Y"|"N"
"01-0612870"|"METHODIST TRANSPLANT PHYSICIANS"|"1601370"|"3891121.0000"|"1317007.0000"|"349992.0000"|"13"|"Y"|"Y"|"N"
"01-0829282"|"GOOD SHEPHERD MEDICAL CENTER-LINDEN"|"1601371"|"647645.0000"|"1634896.0000"|"103958.0000"|"5"|"Y"|"Y"|"N"
"01-0280483"|"Maine Pulp & Paper Association"|"1601785"|"133685.0000"|"0.0000"|"4924.0000"|"1"|"N"|"N"|"N"
"01-0360869"|"Maine Innkeepers Association, Inc."|"1601786"|"79269.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0478281"|"FRIENDS OF FORT KNOX"|"1601787"|""|""|""|""|"N"|"N"|"N"
"01-0566033"|"ISRAEL EMERGENCY ALLIANCE"|"1601788"|"818410.0000"|"0.0000"|"104363.0000"|"6"|"N"|"Y"|"N"
"01-0597067"|"THE GARRISON INSTITUTE, INC."|"1601789"|"137883.0000"|"0.0000"|"15387.0000"|"1"|"N"|"Y"|"N"
"01-0621770"|"HANDS OF HOPE MINISTRIES INC"|"1601790"|"22593.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0710522"|"TMT Three Maroon Circle Inc"|"1601791"|""|""|""|"0"|"N"|"N"|"N"
"01-0793986"|"PROPEL, Inc"|"1601792"|""|""|""|"0"|"N"|"N"|"N"
"01-6022787"|"Medical Care Development Inc"|"1601794"|"1778122.0000"|"0.0000"|"204511.0000"|"13"|"N"|"Y"|"N"
"01-6162280"|"King-Thomas Scholarship Trust"|"1601795"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0546327"|"Sebasticook Family Doctors"|"1604525"|"674207.0000"|"0.0000"|"75430.0000"|"5"|"Y"|"Y"|"N"
"01-0056837"|"EASTERN MAINE ELECTRIC COOPERATIVE INC"|"1604710"|"179972.0000"|"0.0000"|"62070.0000"|"2"|"N"|"Y"|"N"
"01-0211811"|"Kennebec Valley YMCA"|"1604711"|"75838.0000"|"0.0000"|"8583.0000"|"0"|"N"|"N"|"N"
"01-0244422"|"Laborers Intl Union of North Amenca 327 Local Union"|"1604712"|"56157.0000"|"0.0000"|"950.0000"|"0"|"N"|"N"|"N"
"01-0269721"|"Harraseeket Yacht Club"|"1604713"|""|""|""|"0"|"N"|"N"|"N"
"01-0340111"|"EAST MILLINOCKET HOUSING CORPORATION"|"1604714"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0369722"|"WAWENOCK GOLF CLUB"|"1604715"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0478121"|"COMMUNITY CHILD CARE CENTER"|"1604716"|""|""|""|""|"N"|"N"|"N"
"01-0495219"|"BARAN PLACE"|"1604717"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0498427"|"Pleasant River Ambulance Service"|"1604718"|""|""|""|"0"|"N"|"N"|"N"
"01-0589927"|"MINOT COMMUNITY FOUNDATION"|"1604722"|"97634.0000"|"0.0000"|"8108.0000"|"0"|"N"|"N"|"N"
"01-0625811"|"Freedom Builders of America Inc"|"1604723"|"43500.0000"|""|""|""|"N"|"N"|"N"
"01-0701611"|"VISION HOPE COMMUNITY DEVELOPMENT"|"1604724"|""|""|""|""|"N"|"N"|"N"
"01-0706027"|"MID-SOUTH MINORITY COUNCIL TADP, INC"|"1604725"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0759127"|"Shreveport Scottish Rite Foundation Inc"|"1604730"|""|""|""|"0"|"N"|"N"|"N"
"01-0862621"|"ST JOSEPH SHELTER"|"1604732"|""|""|""|"0"|"N"|"N"|"N"
"01-0883062"|"CHICAGO COMMUNITY LAND TRUST"|"1604733"|"82696.0000"|"140100.0000"|"56151.0000"|"0"|"N"|"Y"|"N"
"01-0913226"|"Americas Agenda Health Care for Kids"|"1604735"|""|"381463.0000"|"60220.0000"|"0"|"N"|"Y"|"N"
"01-0916120"|"Turtle Mountain Community Development Financial Institution"|"1604736"|"73564.0000"|"0.0000"|"0.0000"|"0"|"Y"|"N"|"N"
"01-3073027"|"MAINE COUNCIL-ATLANTIC SALMON FEDERATION"|"1604738"|""|""|""|""|"N"|"N"|"N"
"02-0179721"|"POLISH AMERICAN CITIZENS CLUB"|"1604741"|"9800.0000"|""|""|"0"|"N"|"N"|"N"
"02-0216010"|"VFW Franklin Post 1698"|"1604742"|""|""|""|"0"|"N"|"N"|"N"
"02-0221111"|"ASSOCIATED GENERAL CONTRACTORS OF NH"|"1604743"|"123650.0000"|"0.0000"|"16716.0000"|"1"|"N"|"N"|"N"
"01-0345826"|"Richmond Health Center"|"1609629"|""|""|""|"0"|"N"|"N"|"N"
"01-0560598"|"CHILD DEVELOPMENT CENTER CORPORATION"|"1609750"|"0.0000"|"6850475.0000"|"326654.0000"|"0"|"N"|"Y"|"N"
"01-0179500"|"SOUTHERN MAINE HEALTH CARE"|"1609897"|"2056835.0000"|"3257690.0000"|"432100.0000"|"8"|"N"|"Y"|"N"
"01-0219904"|"STEPHENS MEMORIAL HOSPITAL ASSOC"|"1610580"|"2334129.0000"|"1133392.0000"|"413388.0000"|"31"|"N"|"Y"|"N"
"01-0273431"|"Centerboard Yacht Club"|"1610581"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0348709"|"OGUNQUIT CHAMBER OF COMMERCE"|"1610582"|"76500.0000"|"0.0000"|"17460.0000"|"0"|"N"|"N"|"N"
"01-0382340"|"COVE'S EDGE INC"|"1610584"|"145717.0000"|"2374949.0000"|"307208.0000"|"1"|"Y"|"Y"|"N"
"01-0569403"|"HRCA BROOKLINE HOUSING 1550 BEACON PLAZA INC"|"1610585"|"0.0000"|"3818240.0000"|"358593.0000"|"0"|"N"|"Y"|"N"
"01-0569404"|"CENTER COMMUNITIES OF BROOKLINE INC"|"1610586"|"0.0000"|"3818240.0000"|"358593.0000"|"0"|"N"|"Y"|"N"
"01-6020406"|"York County Community Action Corporation"|"1610587"|"322233.0000"|"0.0000"|"31056.0000"|"2"|"N"|"N"|"N"
"01-0180531"|"WEST OXFORD AGRICULTURAL SOCIETY"|"1610896"|"184300.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0278130"|"MEMORIAL AMBULANCE CORPS"|"1610898"|"30956.0000"|""|""|"0"|"N"|"N"|"N"
"01-0358743"|"GLENBURN HOUSING CORPORATION"|"1610899"|""|""|""|""|"N"|"N"|"N"
"01-0367056"|"MANCHESTER HOUSING FOR THE ELDERLY"|"1610900"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0372829"|"BOOTHBAY RAILWAY VILLAGE"|"1610901"|"54161.0000"|"10800.0000"|"7182.0000"|"0"|"N"|"N"|"N"
"01-0434603"|"Women Unlimited"|"1610902"|"65917.0000"|""|"7774.0000"|"0"|"N"|"N"|"N"
"01-0485254"|"WILHELM REICH INFANT TRUST CORP"|"1610904"|""|""|""|"0"|"N"|"N"|"N"
"01-0491904"|"MAINE RENEWABLE ENERGY ASSOCIATION"|"1610906"|"81384.0000"|""|"10692.0000"|""|"N"|"N"|"Y"
"01-0505729"|"FRIENDS OF THE ST LAWRENCE CHURCH"|"1610907"|"76000.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0511656"|"UNITY BARN RAISERS INC"|"1610908"|"32875.0000"|""|""|""|"N"|"N"|"N"
"01-0536008"|"FEDERATION OF STATE CONSERVATION LEAGUES MAINE CONSERVATION VOTERS"|"1610910"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0563728"|"COVERED BRIDGE AFFORDABLE HOUSING CORP"|"1610914"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0568603"|"GLOBAL GATEWAY NETWORK"|"1610915"|"54000.0000"|""|""|"0"|"N"|"N"|"N"
"01-0584930"|"Richmond County Medical Society Project Access Inc"|"1610916"|"60000.0000"|""|""|"0"|"N"|"N"|"N"
"01-0633329"|"Cambridge Valley Community Development Preservation Partnership Inc"|"1610917"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0676431"|"CALIFORNIA CHAPTER OF THE AMERICAN ASSOCIATION OF CLINICAL ENDOCRINOLOGISTS"|"1610918"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0804043"|"SALMON OF AMERICAS, INC."|"1610920"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0810429"|"GOVERNMENT TRAINING SERVICES INC"|"1610921"|"88988.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0954243"|"AMAZING GRACE EVANGELICAL MINISTRIES"|"1610924"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6010628"|"MUSEUM OF ART OF OGUNQUIT"|"1610925"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-6015740"|"Boothbay Region Humane Society"|"1610926"|""|""|""|"0"|"N"|"N"|"N"
"01-6044928"|"AUGUSTA ELECTRICAL JATC"|"1610927"|"65272.0000"|"0.0000"|"24380.0000"|"0"|"N"|"N"|"N"
"01-6242128"|"EUCLID HITACHI RETIREE VEBA BENEFIT PLAN"|"1610928"|""|""|""|""|"N"|"N"|"N"
"02-0144343"|"HAMPTON AREA CHAMBER OF COMMERCE"|"1610929"|"64750.0000"|""|""|""|"N"|"N"|"N"
"01-0365189"|"Celebration Inc"|"1616520"|"308985.0000"|"552000.0000"|"120000.0000"|"2"|"N"|"Y"|"N"
"01-0633893"|"James Moore Evangelistic Association"|"1616521"|"18000.0000"|""|""|""|"N"|"N"|"N"
"01-0774996"|"MAD DADS"|"1616523"|"72683.0000"|""|""|""|"N"|"N"|"N"
"01-0833397"|"Global Refuge International"|"1616524"|"0.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-6004194"|"FERRY BEACH PARK ASSOCIATION"|"1616525"|"91000.0000"|"0.0000"|"13007.0000"|"0"|"N"|"N"|"N"
"01-0215911"|"Mid Coast Hospital"|"1617422"|"2035289.0000"|"609728.0000"|"311265.0000"|"70"|"N"|"Y"|"N"
"01-0217211"|"EASTERN MAINE HEALTHCARE SYSTEMS IH INLAND HOSPITAL IH"|"1617423"|"3409833.0000"|"844254.0000"|"540421.0000"|"54"|"N"|"Y"|"N"
"01-0749311"|"UFCW UNIONS & PARTICIPATING EMPLOYERS HEALTH & WELFARE FUND"|"1617424"|""|""|""|""|"N"|"N"|"N"
"01-0223014"|"OCEAN PARK ASSOCIATION"|"1617633"|"70363.0000"|""|""|"0"|"N"|"N"|"N"
"01-0237912"|"Young Men's Chnstian Association Boothbay Region"|"1617634"|"100215.0000"|"0.0000"|"11725.0000"|"1"|"N"|"N"|"N"
"01-0284115"|"THE MAIN IDEA INC"|"1617635"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0317540"|"Swans Island Educational Society"|"1617636"|"21600.0000"|""|""|"0"|"N"|"N"|"N"
"01-0484018"|"VAALAND CLUB"|"1617638"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0490316"|"OGUNQUIT PLAYHOUSE FOUNDATION"|"1617639"|"299163.0000"|"0.0000"|"7300.0000"|"1"|"N"|"Y"|"N"
"01-0577111"|"CHIN BAPTIST MISSION CHURCH"|"1617645"|""|""|""|""|"N"|"N"|"N"
"01-0608944"|"ROOFING CONTRACTORS ASSOCIATION OF SOUTH FLORIDA INC"|"1617646"|""|""|""|""|"N"|"N"|"N"
"01-0654014"|"MINISTRY SERVICES GROUP, INC."|"1617647"|"21950.0000"|"0.0000"|"0.0000"|""|"N"|"N"|"N"
"01-0662412"|"WEST BARTOW FRONT PORCH REVITALIZATION COUNCIL"|"1617648"|"0.0000"|"0.0000"|"0.0000"|"0"|"N"|"N"|"N"
"01-0714415"|"NEW JERUSALEM COMMUNITY DEVEL"|"1617649"|"40788.0000"|""|""|""|"Y"|"N"|"N"
"01-0728655"|"APEX PROFESSIONAL SERVICES"|"1617650"|"78000.0000"|""|""|"0"|"N"|"N"|"N"
"01-0810817"|"THE SCHOOL OF THE IMMACULATA INC"|"1617652"|"67677.0000"|""|""|""|"N"|"N"|"N"
