"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"CASH_BOY"|"CASH_EOY"|"SAVINGS_BOY"|"SAVINGS_EOY"|"PLEDGES_GRANTS_BOY"|"PLEDGES_GRANTS_EOY"|"ACCOUNTS_RECEIVABLE_BOY"|"ACCOUNTS_RECEIVABLE_EOY"|"QUALIFIED_RECEIVABLE_BOY"|"QUALIFIED_RECEIVABLE_EOY"|"DISQUALIFIED_RECEIVABLE_BOY"|"DISQUALIFIED_RECEIVABLE_EOY"|"LOANS_RECEIVABLE_BOY"|"LOANS_RECEIVABLE_EOY"|"INVENTORY_BOY"|"INVENTORY_EOY"|"PREPAID_BOY"|"PREPAID_EOY"|"LBE_BASE"|"LESS_DEPRECIATION"|"LBE_BOY"|"LBE_EOY"|"PUBLIC_SECURITIES_BOY"|"PUBLIC_SECURITIES_EOY"|"OTHER_SECURITIES_BOY"|"OTHER_SECURITIES_EOY"|"INVEST_PROGRAMS_BOY"|"INVEST_PROGRAMS_EOY"|"INTANG_ASSETS_BOY"|"INTANG_ASSETS_EOY"|"OTHER_ASSETS_BOY"|"OTHER_ASSETS_EOY"|"ASSETS_TOTAL_BOY"|"ASSETS_TOTAL_EOY"|"ACCOUNTS_PAYABLE_BOY"|"ACCOUNTS_PAYABLE_EOY"|"GRANTS_PAYABLE_BOY"|"GRANTS_PAYABLE_EOY"|"DEFERRED_REVENUE_BOY"|"DEFERRED_REVENUE_EOY"|"TAX_EXEMPT_BONDS_BOY"|"TAX_EXEMPT_BONDS_EOY"|"ESCROW_LIABILITY_BOY"|"ESCROW_LIABILITY_EOY"|"PAYABLE_OFFICERS_BOY"|"PAYABLE_OFFICERS_EOY"|"SECURED_NOTES_PAYABLE_BOY"|"SECURED_NOTES_PAYABLE_EOY"|"UNSECURED_NOTES_PAYABLE_BOY"|"UNSECURED_NOTES_PAYABLE_EOY"|"LIABILITY_OTHER_BOY"|"LIABILITY_OTHER_EOY"|"LIABILITY_TOTAL_BOY"|"LIABILITY_TOTAL_EOY"|"UNRESTRICTED_BOY"|"UNRESTRICTED_EOY"|"TEMP_RESTRICTED_BOY"|"TEMP_RESTRICTED_EOY"|"PERM_RESTRICTED_BOY"|"PERM_RESTRICTED_EOY"|"CAPITAL_BOY"|"CAPITAL_EOY"|"PAID_IN_BOY"|"PAID_IN_EOY"|"RETAINED_BOY"|"RETAINED_EOY"|"NET_TOTAL_BOY"|"NET_TOTAL_EOY"|"BALANCES_BOY"|"BALANCES_EOY"
"01-0275734"|"ASSOCIATED GENERAL CONTRACTORS OF MAINE INC"|"1716631"|"48653.0000"|"66741.0000"|"56823.0000"|"49489.0000"|""|""|"26602.0000"|"40161.0000"|""|""|""|""|""|""|""|"3679.0000"|"11421.0000"|""|"516710.0000"|"299441.0000"|"237807.0000"|"217269.0000"|""|""|""|""|""|""|""|""|"3287.0000"|"5638.0000"|"384593.0000"|"382977.0000"|"82.0000"|"4138.0000"|""|""|""|"64077.0000"|""|""|""|""|""|""|""|""|"4735.0000"|"0.0000"|"4841.0000"|"5094.0000"|"9658.0000"|"73309.0000"|"366464.0000"|"301826.0000"|"8471.0000"|"7842.0000"|""|""|""|""|""|""|""|""|"374935.0000"|"309668.0000"|"384593.0000"|"382977.0000"
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"1716632"|"44178.0000"|"59068.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"40.0000"|"40.0000"|"5423.0000"|"5423.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|"195.0000"|"0.0000"|"44413.0000"|"59108.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1651.0000"|"1141.0000"|"1651.0000"|"1141.0000"|"42762.0000"|"57967.0000"|""|""|""|""|""|""|""|""|""|""|"42762.0000"|"57967.0000"|"44413.0000"|"59108.0000"
"01-0401717"|"The Ark"|"1716634"|"98620.0000"|"65525.0000"|"442836.0000"|"339831.0000"|""|""|""|""|""|""|""|""|""|""|"3794.0000"|"3794.0000"|""|"2392.0000"|"358019.0000"|"114999.0000"|"251034.0000"|"243020.0000"|"70504.0000"|"95989.0000"|""|""|""|""|""|""|""|""|"866788.0000"|"750551.0000"|"23503.0000"|"5117.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4107.0000"|"4305.0000"|"27610.0000"|"9422.0000"|"839178.0000"|"741129.0000"|""|""|""|""|""|""|""|""|""|""|"839178.0000"|"741129.0000"|"866788.0000"|"750551.0000"
"01-0415961"|"Veterans For Peace Inc"|"1716635"|"305399.0000"|"309085.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"10941.0000"|"15855.0000"|"4452.0000"|"5933.0000"|"7494.0000"|"6131.0000"|"324.0000"|"1363.0000"|""|""|""|""|""|""|""|""|""|""|"321116.0000"|"332236.0000"|"12337.0000"|"5579.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"12337.0000"|"5579.0000"|"263787.0000"|"272612.0000"|"44992.0000"|"54045.0000"|""|""|""|""|""|""|""|""|"308779.0000"|"326657.0000"|"321116.0000"|"332236.0000"
"01-0436841"|"BANGOR HYDRO ELECTRIC COMPANY VEBA TRUST"|"1716636"|"1010353.0000"|"1003774.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1010353.0000"|"1003774.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"1010353.0000"|"1003774.0000"|""|""|""|""|""|""|""|""|""|""|"1010353.0000"|"1003774.0000"|"1010353.0000"|"1003774.0000"
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"1716640"|"68483.0000"|"96530.0000"|""|""|"60000.0000"|"441.0000"|"5240.0000"|""|""|""|""|""|""|""|""|""|""|"1186.0000"|"3400.0000"|"3400.0000"|"254.0000"|""|""|""|""|""|""|""|""|""|""|""|"133977.0000"|"98157.0000"|"27602.0000"|"18002.0000"|""|""|"60000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"87602.0000"|"18002.0000"|"10314.0000"|"32155.0000"|"36061.0000"|"48000.0000"|""|""|""|""|""|""|""|""|"46375.0000"|"80155.0000"|"133977.0000"|"98157.0000"
"01-0462738"|"UA Local 716 Apprenticeship & Training"|"1716637"|""|"0.0000"|"8106.0000"|"7465.0000"|""|"0.0000"|"15887.0000"|"10747.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"1345435.0000"|"510612.0000"|"879220.0000"|"834823.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|""|"0.0000"|"903213.0000"|"853035.0000"|"955.0000"|"12378.0000"|""|""|""|""|""|""|""|""|""|""|"220936.0000"|"213139.0000"|""|""|"2333.0000"|"125.0000"|"224224.0000"|"225642.0000"|""|""|""|""|""|""|""|""|""|""|"678989.0000"|"627393.0000"|"678989.0000"|"627393.0000"|"903213.0000"|"853035.0000"
"01-0856707"|"MONGIL CORPORATION"|"1723583"|"466684.0000"|"576731.0000"|"10609.0000"|"10620.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"19723386.0000"|"2743426.0000"|"17423044.0000"|"16979960.0000"|""|""|""|""|""|""|""|""|"8536.0000"|"10954.0000"|"17908873.0000"|"17578265.0000"|"21080.0000"|"29738.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"49086.0000"|"148208.0000"|"70166.0000"|"177946.0000"|"17838707.0000"|"17400319.0000"|""|""|""|""|""|""|""|""|""|""|"17838707.0000"|"17400319.0000"|"17908873.0000"|"17578265.0000"
"01-0735797"|"HOMELAND PROTECTION INSTITUTE, LTD."|"1736142"|"73612.0000"|"3135.0000"|""|""|""|""|"1094728.0000"|"322541.0000"|""|""|""|""|""|""|""|""|"4329.0000"|"5236.0000"|"16622.0000"|"15384.0000"|"4421.0000"|"1238.0000"|""|""|""|""|""|""|""|""|"2938.0000"|"2938.0000"|"1180028.0000"|"335088.0000"|"1044176.0000"|"201584.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"25000.0000"|"93298.0000"|""|""|"1069176.0000"|"294882.0000"|"110852.0000"|"40206.0000"|""|""|""|""|""|""|""|""|""|""|"110852.0000"|"40206.0000"|"1180028.0000"|"335088.0000"
"01-0367791"|"United Perenscot Housing, Inc."|"1726184"|"200.0000"|"200.0000"|"580546.0000"|"616445.0000"|""|""|"210.0000"|"1077.0000"|""|""|""|""|""|""|""|""|"23931.0000"|"22056.0000"|"5699953.0000"|"3195669.0000"|"2574053.0000"|"2504284.0000"|""|""|""|""|""|""|""|""|""|""|"3178940.0000"|"3144062.0000"|"160745.0000"|"169571.0000"|""|""|""|""|""|""|""|""|""|""|"2793673.0000"|"2696530.0000"|""|""|""|""|"2954418.0000"|"2866101.0000"|""|""|""|""|""|""|""|""|"45954.0000"|"45954.0000"|"178566.0000"|"232007.0000"|"224522.0000"|"277961.0000"|"3178940.0000"|"3144062.0000"
"01-0263385"|"Thomas College"|"1726247"|"5328748.0000"|"1689547.0000"|"251964.0000"|"286792.0000"|"1816896.0000"|"1931264.0000"|"434439.0000"|"335247.0000"|""|"0.0000"|""|"0.0000"|"1019924.0000"|"1005171.0000"|"24135.0000"|"24666.0000"|"170590.0000"|"127173.0000"|"43253127.0000"|"11994970.0000"|"26731035.0000"|"31258157.0000"|"14734264.0000"|"16314890.0000"|"475491.0000"|"508021.0000"|""|"0.0000"|""|"0.0000"|"79666.0000"|"149157.0000"|"51067152.0000"|"53630085.0000"|"2840043.0000"|"1577359.0000"|""|""|"184241.0000"|"247926.0000"|"4669500.0000"|"4425000.0000"|""|""|""|""|"5300000.0000"|"5059708.0000"|""|""|"1333473.0000"|"1360189.0000"|"14327257.0000"|"12670182.0000"|"26612523.0000"|"27633083.0000"|"2772509.0000"|"5837938.0000"|"7354863.0000"|"7488882.0000"|""|""|""|""|""|""|"36739895.0000"|"40959903.0000"|"51067152.0000"|"53630085.0000"
"01-0603628"|"LEARNINGSPRING SCHOOL"|"1726248"|"280203.0000"|"179337.0000"|"1495402.0000"|"1881312.0000"|"16481.0000"|"3301824.0000"|"274462.0000"|"303548.0000"|""|""|""|""|""|""|""|""|"71115.0000"|"17364.0000"|"41704245.0000"|"652455.0000"|"677260.0000"|"41051790.0000"|"1785833.0000"|"1745921.0000"|""|""|""|""|""|""|"19115.0000"|"9550.0000"|"4619871.0000"|"48490646.0000"|"116108.0000"|"92062.0000"|""|""|"27440.0000"|"53285.0000"|""|""|""|""|""|""|""|""|""|""|"195334.0000"|"193237.0000"|"338882.0000"|"338584.0000"|"3939339.0000"|"44554386.0000"|"341650.0000"|"3597676.0000"|""|""|""|""|""|""|""|""|"4280989.0000"|"48152062.0000"|"4619871.0000"|"48490646.0000"
"01-0837128"|"Jencho Partnership Inc"|"1726249"|"595281.0000"|"489230.0000"|"111069.0000"|"115845.0000"|"11915.0000"|"110286.0000"|"40357.0000"|"58992.0000"|""|""|""|""|""|""|""|""|"5136.0000"|"5661.0000"|"248975.0000"|"123518.0000"|"137976.0000"|"125457.0000"|""|""|""|""|""|""|""|""|""|"1448.0000"|"901734.0000"|"906919.0000"|"135432.0000"|"40628.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"250.0000"|"10710.0000"|"135682.0000"|"51338.0000"|"766052.0000"|"855581.0000"|""|""|""|""|""|""|""|""|""|""|"766052.0000"|"855581.0000"|"901734.0000"|"906919.0000"
"01-0484568"|"Oxford Hills Food Pantry"|"1726422"|"13000.0000"|"18609.0000"|"51884.0000"|"47374.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"64884.0000"|"65983.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|"64884.0000"|"65983.0000"|"64884.0000"|"65983.0000"
"01-6016268"|"Tardiff Belanger Post #39, The Amencan Legion"|"1726423"|"43680.0000"|"34392.0000"|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|"119548.0000"|"0.0000"|"119548.0000"|"119548.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"163228.0000"|"153940.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"29613.0000"|"19398.0000"|"0.0000"|"0.0000"|"1569.0000"|"1554.0000"|"31182.0000"|"20952.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"163228.0000"|"153940.0000"|"132046.0000"|"132988.0000"
"01-0213357"|"DOWN EAST CREDIT UNION"|"1736132"|"4216756.0000"|"7057531.0000"|"94557.0000"|"27073.0000"|""|""|""|""|""|""|""|""|"78638678.0000"|"86057667.0000"|""|""|"3738399.0000"|"4762858.0000"|"7272854.0000"|"1812658.0000"|"5509307.0000"|"5460196.0000"|""|""|"2511754.0000"|"3095359.0000"|""|""|""|""|"3433894.0000"|"3561935.0000"|"98143345.0000"|"110022619.0000"|"269878.0000"|"229845.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"88735296.0000"|"99780563.0000"|"89005174.0000"|"100010408.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"9138171.0000"|"10012211.0000"|"9138171.0000"|"10012211.0000"|"98143345.0000"|"110022619.0000"
"01-0244457"|"NEW ENGLAND ELECTRIC RAILWAY HISTORICAL SOCIETY"|"1736133"|"224464.0000"|"347731.0000"|"884952.0000"|"732356.0000"|""|""|"1225.0000"|"239.0000"|""|""|""|""|""|""|"67749.0000"|"62104.0000"|"9184.0000"|"9755.0000"|"2590512.0000"|"1446203.0000"|"1187754.0000"|"1144309.0000"|"580432.0000"|"720083.0000"|""|""|""|""|""|""|""|""|"2955760.0000"|"3016577.0000"|"94756.0000"|"55992.0000"|""|""|"4407.0000"|"9676.0000"|""|""|""|""|""|""|"51705.0000"|"39188.0000"|""|""|""|""|"150868.0000"|"104856.0000"|"1603070.0000"|"1572533.0000"|"779088.0000"|"803247.0000"|"422734.0000"|"535941.0000"|""|""|""|""|""|""|"2804892.0000"|"2911721.0000"|"2955760.0000"|"3016577.0000"
"01-0288480"|"THREE RIVERS AMBULANCE SERVICE"|"1736134"|"77713.0000"|"8750.0000"|"54438.0000"|"47915.0000"|""|""|"227977.0000"|"312072.0000"|""|""|""|""|""|""|"16205.0000"|"22993.0000"|""|""|"463960.0000"|"254192.0000"|"115767.0000"|"209768.0000"|""|""|""|""|""|""|""|""|""|""|"492100.0000"|"601498.0000"|"5317.0000"|"1387.0000"|""|""|""|""|""|""|""|""|""|""|"40988.0000"|"83475.0000"|""|""|""|""|"46305.0000"|"84862.0000"|"445795.0000"|"516636.0000"|""|""|""|""|""|""|""|""|""|""|"445795.0000"|"516636.0000"|"492100.0000"|"601498.0000"
"01-0425010"|"Camp Runoia Alumnae Organization"|"1736135"|"62121.0000"|"47293.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"470611.0000"|"556008.0000"|""|""|""|""|""|""|""|""|"532732.0000"|"603301.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"532732.0000"|"603301.0000"|""|""|""|""|""|""|""|""|""|""|"532732.0000"|"603301.0000"|"532732.0000"|"603301.0000"
"01-0427323"|"THE GENERAL HENRY KNOX MUSEUM"|"1736136"|"400.0000"|"400.0000"|"412406.0000"|"391932.0000"|""|""|""|""|""|""|""|""|""|""|"13820.0000"|"3113.0000"|""|""|"63251.0000"|"49320.0000"|"15446.0000"|"13931.0000"|""|""|""|""|""|""|"1693.0000"|"1526.0000"|"5463909.0000"|"5463909.0000"|"5907674.0000"|"5874811.0000"|"5647.0000"|"2869.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"5647.0000"|"2869.0000"|"130702.0000"|"99091.0000"|"244752.0000"|"246278.0000"|"5526573.0000"|"5526573.0000"|""|""|""|""|""|""|"5902027.0000"|"5871942.0000"|"5907674.0000"|"5874811.0000"
"01-0438881"|"SHADY NOOK IMPROVEMENT ASSOCIATION INC"|"1736137"|"21811.0000"|"170846.0000"|"12670.0000"|"9647.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"220281.0000"|"85280.0000"|"130178.0000"|"135001.0000"|"577681.0000"|"611338.0000"|""|""|""|""|""|""|""|""|"742340.0000"|"926832.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"145093.0000"|"0.0000"|"145093.0000"|""|""|""|""|""|""|""|""|""|""|"742340.0000"|"781739.0000"|"742340.0000"|"781739.0000"|"742340.0000"|"926832.0000"
"01-0493230"|"PROJECT SHARE"|"1736138"|""|""|"18546.0000"|"25612.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"33830.0000"|"30395.0000"|"6020.0000"|"3435.0000"|""|""|""|""|""|""|""|""|""|""|"24566.0000"|"29047.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"24566.0000"|"29047.0000"|""|""|""|""|""|""|""|""|""|""|"24566.0000"|"29047.0000"|"24566.0000"|"29047.0000"
"01-0499730"|"AMERICAN LIGHTHOUSE FOUNDATION"|"1736139"|"413558.0000"|"649896.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"59572.0000"|"59920.0000"|""|""|"357586.0000"|"224724.0000"|"108799.0000"|"132862.0000"|"62367.0000"|"68259.0000"|""|""|""|""|""|""|"1555212.0000"|"1555212.0000"|"2199508.0000"|"2466149.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"34601.0000"|"34307.0000"|""|""|"968.0000"|"4115.0000"|"35569.0000"|"38422.0000"|"2163939.0000"|"2427727.0000"|""|""|""|""|""|""|""|""|""|""|"2163939.0000"|"2427727.0000"|"2199508.0000"|"2466149.0000"
"01-0557881"|"GRANDIN THEATRE FOUNDATION INC"|"1736140"|"59115.0000"|"33243.0000"|"293873.0000"|"171721.0000"|""|""|"4520.0000"|"645.0000"|""|""|""|""|""|""|"2279.0000"|"2279.0000"|""|""|"1646439.0000"|"609799.0000"|"942417.0000"|"1036640.0000"|""|""|""|""|""|""|""|""|"3858.0000"|"2713.0000"|"1306062.0000"|"1247241.0000"|"19839.0000"|"16346.0000"|""|""|""|""|""|""|""|""|""|""|"36464.0000"|"28099.0000"|""|""|"11246.0000"|"4643.0000"|"67549.0000"|"49088.0000"|"1068513.0000"|"1188153.0000"|"170000.0000"|"10000.0000"|""|""|""|""|""|""|""|""|"1238513.0000"|"1198153.0000"|"1306062.0000"|"1247241.0000"
"01-0617023"|"CENTER OF LIFE"|"1736141"|"460301.0000"|"604325.0000"|""|""|""|""|"1059560.0000"|"566253.0000"|""|""|""|""|""|"250.0000"|""|""|"5460.0000"|"8842.0000"|"124284.0000"|"25250.0000"|"78552.0000"|"99034.0000"|""|""|""|""|""|""|""|""|""|""|"1603873.0000"|"1278704.0000"|"26097.0000"|"31951.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"26097.0000"|"31951.0000"|"536424.0000"|"811753.0000"|"1041352.0000"|"435000.0000"|""|""|""|""|""|""|""|""|"1577776.0000"|"1246753.0000"|"1603873.0000"|"1278704.0000"
"01-0778873"|"EASTON MOUNTAIN, INC."|"1736143"|"54132.0000"|"32152.0000"|"15303.0000"|"15303.0000"|""|""|"12046.0000"|"513.0000"|""|""|""|""|""|""|"12135.0000"|"9199.0000"|"8732.0000"|"8487.0000"|"341141.0000"|"217696.0000"|"113371.0000"|"123445.0000"|""|""|""|""|""|""|""|""|"806.0000"|"0.0000"|"216525.0000"|"189099.0000"|"65748.0000"|"112537.0000"|""|""|"83967.0000"|"22353.0000"|""|""|""|""|"0.0000"|"21047.0000"|"36999.0000"|"32000.0000"|""|""|"98250.0000"|"90757.0000"|"284964.0000"|"278694.0000"|"-83596.0000"|"-118590.0000"|"15157.0000"|"28995.0000"|""|""|""|""|""|""|""|""|"-68439.0000"|"-89595.0000"|"216525.0000"|"189099.0000"
"01-0851830"|"REGULATORY COMPLIANCE ASSOCIATION"|"1736144"|"639797.0000"|"665556.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"639797.0000"|"665556.0000"|"360.0000"|"361.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"360.0000"|"361.0000"|"639437.0000"|"665195.0000"|""|""|""|""|""|""|""|""|""|""|"639437.0000"|"665195.0000"|"639797.0000"|"665556.0000"
"01-0921490"|"IDIGNITY INC"|"1736145"|"211133.0000"|"330531.0000"|""|""|"38000.0000"|"138000.0000"|""|""|""|""|""|""|""|""|""|""|"8323.0000"|"1178.0000"|"3210.0000"|"1953.0000"|"1899.0000"|"1257.0000"|""|""|""|""|""|""|""|""|""|""|"259355.0000"|"470966.0000"|"6244.0000"|"11236.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6244.0000"|"11236.0000"|"167409.0000"|"459730.0000"|"85702.0000"|"0.0000"|""|""|""|""|""|""|""|""|"253111.0000"|"459730.0000"|"259355.0000"|"470966.0000"
"01-0963657"|"NATIONAL MEDICAL FELLOWSHIPS, INC."|"1736146"|"25755.0000"|"47289.0000"|"3858572.0000"|"4512385.0000"|"3782669.0000"|"818157.0000"|"9627.0000"|"24870.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"17983.0000"|"28252.0000"|"99811.0000"|"31627.0000"|"347.0000"|"68184.0000"|"13240.0000"|"28613.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"127829.0000"|"207223.0000"|"7836022.0000"|"5734973.0000"|"355225.0000"|"227512.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4709.0000"|"0.0000"|"0.0000"|"0.0000"|"127766.0000"|"207223.0000"|"487700.0000"|"434735.0000"|"-474464.0000"|"-608629.0000"|"7668729.0000"|"5754810.0000"|"154057.0000"|"154057.0000"|""|""|""|""|""|""|"7348322.0000"|"5300238.0000"|"7836022.0000"|"5734973.0000"
"01-6019452"|"AMERICAN LEGION LIBBY-MITCHELL POST 76"|"1736148"|"24546.0000"|"23603.0000"|"4569.0000"|"3571.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"157308.0000"|"1069.0000"|"150000.0000"|"156239.0000"|""|""|""|""|""|""|""|""|""|""|"179115.0000"|"183413.0000"|""|"2914.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"2914.0000"|""|""|""|""|""|""|""|""|"150000.0000"|"150000.0000"|"29115.0000"|"30499.0000"|"179115.0000"|"180499.0000"|"179115.0000"|"183413.0000"
"01-6254546"|"SEIU HEALTHCARE PA TRAINING & EDUCATION FUND"|"1736149"|""|""|"519064.0000"|"480249.0000"|""|""|"83484.0000"|"97658.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6061.0000"|"2826.0000"|"608609.0000"|"580733.0000"|"30984.0000"|"80376.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1006.0000"|"11428.0000"|"31990.0000"|"91804.0000"|"576619.0000"|"488929.0000"|""|""|""|""|""|""|""|""|""|""|"576619.0000"|"488929.0000"|"608609.0000"|"580733.0000"
"02-0214073"|"AMERICAN LEGION ROBERT G DURGIN POST #6"|"1736150"|"100890.0000"|"192282.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"3894.0000"|"4730.0000"|""|""|"466298.0000"|"349681.0000"|"133208.0000"|"116617.0000"|""|""|"241918.0000"|"252905.0000"|""|""|""|""|"29683.0000"|""|"509593.0000"|"566534.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"509593.0000"|"566534.0000"|"509593.0000"|"566534.0000"|"509593.0000"|"566534.0000"
"01-0211485"|"Bangor Young Men's Christian Association"|"1727426"|"34202.0000"|"97619.0000"|""|""|"6113.0000"|"20588.0000"|"82013.0000"|"102620.0000"|""|""|""|""|""|""|""|""|"8291.0000"|"3130.0000"|"12034147.0000"|"5543028.0000"|"6606143.0000"|"6491119.0000"|"3372881.0000"|"2636818.0000"|""|""|""|""|""|""|"334751.0000"|"351571.0000"|"10444394.0000"|"9703465.0000"|"349633.0000"|"300119.0000"|""|""|"132430.0000"|"102590.0000"|""|""|""|""|""|""|"2450000.0000"|"2450000.0000"|""|""|""|""|"2932063.0000"|"2852709.0000"|"4934775.0000"|"4441409.0000"|"1730716.0000"|"1545687.0000"|"846840.0000"|"863660.0000"|""|""|""|""|""|""|"7512331.0000"|"6850756.0000"|"10444394.0000"|"9703465.0000"
"01-0339969"|"Maine Society of CPA's"|"1727427"|"93008.0000"|"126618.0000"|""|""|""|""|"3500.0000"|""|""|""|""|""|""|""|""|""|"2335.0000"|"4141.0000"|"133304.0000"|"128988.0000"|"249.0000"|"4316.0000"|"504856.0000"|"581818.0000"|""|""|""|""|""|""|"4551.0000"|"700.0000"|"608499.0000"|"717593.0000"|"2393.0000"|"2781.0000"|""|""|"79535.0000"|"140435.0000"|""|""|""|""|""|""|""|""|""|""|"1222.0000"|"632.0000"|"83150.0000"|"143848.0000"|"525349.0000"|"573745.0000"|""|""|""|""|""|""|""|""|""|""|"525349.0000"|"573745.0000"|"608499.0000"|"717593.0000"
"01-0604413"|"THE FOUNDATION OF ST. LAWRENCE NYSARC, INC."|"1742414"|""|""|"279865.0000"|"239634.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"1053511.0000"|"1204648.0000"|""|""|""|""|""|""|""|""|"1333376.0000"|"1444282.0000"|"220.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"220.0000"|"0.0000"|"1008896.0000"|"1120022.0000"|""|""|"324260.0000"|"324260.0000"|""|""|""|""|""|""|"1333156.0000"|"1444282.0000"|"1333376.0000"|"1444282.0000"
"01-0215913"|"BUCK MEMORIAL LIBRARY"|"1724067"|""|""|"124092.0000"|"90065.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"420000.0000"|""|"420000.0000"|"420000.0000"|"998634.0000"|"1230958.0000"|""|""|""|""|""|""|""|""|"1542725.0000"|"1761023.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""|""|""|"1542725.0000"|"1761023.0000"|"1542725.0000"|"1761023.0000"
