"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"GRANTS_ORGS_US"|"GRANTS_INDIVIDUALS_US"|"GRANTS_ORGS_NON_US"|"BENEFITS_TOTAL"|"COMPENSATION_CURRENT"|"COMPENSATION_DISQUALIFIED"|"WAGES_TOTAL"|"PENSION_TOTAL"|"EMPLOYEE_BENEFITS_TOTAL"|"PAYROLL_TAX_TOTAL"|"FEES_MANAGEMENT"|"FEES_LEGAL"|"ACCOUNTING_FEES_TOTAL"|"FEES_LOBBYING"|"FUNDRAISING_TOTAL"|"FEES_INVESTMENTS"|"FEES_OTHER"|"ADS_PROMO"|"OFFICE"|"INFO_TECH"|"EXP_ROYALTIES"|"OCCUPANCY_TOTAL"|"TRAVEL_TOTAL"|"ENTERTAIN_OFFICIALS"|"MEETINGS_TOTAL"|"INTEREST_TOTAL"|"PAYMENTS"|"DEPRECIATION_TOTAL"|"INSURANCE"|"EXPENSE_A_TOTAL"|"EXPENSE_B_TOTAL"|"EXPENSE_C_TOTAL"|"EXPENSE_D_TOTAL"|"EXPENSE_E_TOTAL"|"EXPENSES_TOTAL"|"TOTAL_PROGRAM_SERVICES"|"TOTAL_MANAGEMENT"|"TOTAL_FUNDRAISING"|"REPORT_COSTS_CBX"|"JOINT_TOTAL"|"JOINT_SERVICES"|"JOINT_GENERAL"|"JOINT_FUNDRAISING"|"ALL_OTHER_EXPENSES"|"EXPENSE_A_DESC"|"EXPENSE_B_DESC"|"EXPENSE_C_DESC"|"EXPENSE_D_DESC"
"01-0153128"|"Greater Rumford Community Center"|"1500583"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"53718.0000"|"0.0000"|"12666.0000"|"12612.0000"|"0.0000"|"891.0000"|"0.0000"|"0.0000"|""|"0.0000"|"10916.0000"|"1278.0000"|"7405.0000"|"521.0000"|"0.0000"|"52578.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"1549.0000"|"15162.0000"|"2731.0000"|"936.0000"|"862.0000"|"6980.0000"|""|"183926.0000"|"183926.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"3121.0000"|"Telephone"|"Equipment Equipment Repairs"|"Awards special activities"|"Supplies"
"01-0363624"|"KENNEBUNKPORT EMERGENCY MEDICAL SERVICES INC"|"1500584"|""|""|""|""|"12000.0000"|""|"180644.0000"|""|""|"13582.0000"|""|"682.0000"|"4300.0000"|""|""|"7034.0000"|"15231.0000"|""|"1184.0000"|""|""|"8101.0000"|"3108.0000"|""|""|""|""|"40387.0000"|"19854.0000"|"12220.0000"|"5891.0000"|"5791.0000"|"5130.0000"|""|"347017.0000"|"280481.0000"|"63582.0000"|"2954.0000"|""|""|""|""|""|"11878.0000"|"EMPLOYEE EDUCATION"|"MEDICAL SUPPLIES AND RE"|"AMBULANCE EXPENSE"|"MISCELLANEOUS"
"01-0518428"|"NORTH ATLANTIC FIGURE SKATING CLUB"|"1500585"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"35465.0000"|"0.0000"|"0.0000"|"3278.0000"|"0.0000"|"0.0000"|"1000.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"3250.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"6396.0000"|"4164.0000"|"5721.0000"|"33858.0000"|"107572.0000"|""|"208841.0000"|"203665.0000"|"3563.0000"|"1613.0000"|""|""|""|""|""|"8137.0000"|"Test Expenses"|"usfsa membership fees"|"Learn to Skate Expense"|"Ice Expense"
"01-0211536"|"North Yarmouth Academy"|"1501490"|""|"2253296.0000"|""|""|"470671.0000"|""|"2779040.0000"|""|"478460.0000"|"236621.0000"|""|"3313.0000"|"22575.0000"|""|""|"27267.0000"|"54239.0000"|"168565.0000"|"467494.0000"|""|""|"431332.0000"|"67032.0000"|""|"5817.0000"|"160859.0000"|""|"628540.0000"|"75142.0000"|"174626.0000"|"84036.0000"|"19282.0000"|""|""|"8608207.0000"|"7066930.0000"|"1258612.0000"|"282665.0000"|""|""|""|""|""|""|"Education Expense"|"Miscellaneous Expense"|"Capital Expenditures"|""
"01-0351334"|"Yarmouth Historical Society"|"1501491"|""|""|""|""|""|""|"98585.0000"|""|"1078.0000"|"7543.0000"|""|"2310.0000"|"4011.0000"|""|""|"6333.0000"|""|""|"2166.0000"|"2340.0000"|""|"1.0000"|"134.0000"|""|"147.0000"|"7034.0000"|""|"18255.0000"|"4867.0000"|"6214.0000"|"5663.0000"|"5563.0000"|"5081.0000"|""|"192161.0000"|"188311.0000"|"0.0000"|"3850.0000"|""|""|""|""|""|"14836.0000"|"Utilities"|"Telephone"|"Audit expense"|"Miscellaneous"
"01-0723951"|"J C S BAND BOOSTERS INC"|"1503685"|""|"2500.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"20.0000"|"202.0000"|""|""|""|"14959.0000"|""|""|""|""|""|""|"15749.0000"|"6396.0000"|"4894.0000"|""|""|"44720.0000"|"44518.0000"|"202.0000"|"0.0000"|""|""|""|""|""|""|"BAND UNIFORMS COST"|"BAND CAMP FEES"|"OTHER PROGRAM EXPENSES"|""
"01-0768551"|"ASHLAND COUNTY LIFEWORX INC"|"1503686"|""|""|""|""|"27819.0000"|""|"3630.0000"|""|""|"3365.0000"|""|""|""|""|""|""|""|"350.0000"|"357.0000"|""|""|"11930.0000"|""|""|"785.0000"|"1004.0000"|""|"4721.0000"|"2506.0000"|"6119.0000"|"3510.0000"|"2047.0000"|"1855.0000"|""|"72119.0000"|"63415.0000"|"8704.0000"|"0.0000"|""|""|""|""|""|"2121.0000"|"VEHICLE EXPENSES"|"PROGRAM COSTS"|"MEMBERSHIP OUTINGS"|"MEALS"
"01-0892950"|"JUMP OF OHIO INC"|"1503689"|""|""|""|""|""|""|"85727.0000"|""|""|"8395.0000"|""|""|"3200.0000"|""|""|""|""|""|"2017.0000"|""|""|""|"515.0000"|""|""|""|""|""|"1192.0000"|"21579.0000"|"8449.0000"|"5664.0000"|"3219.0000"|""|"141477.0000"|"71830.0000"|"69647.0000"|"0.0000"|""|""|""|""|""|"1520.0000"|"TRAINING"|"PARTICIPANT DIRECT COST"|"RENT EXPENSE"|"SUPPORTIVE SERVICES"
"01-6023519"|"BAY CHAMBER CONCERTS, INC."|"1503690"|""|""|""|""|"64834.0000"|"0.0000"|"323130.0000"|""|"24430.0000"|"25137.0000"|""|"2511.0000"|"2727.0000"|""|""|"13594.0000"|"141608.0000"|"79218.0000"|"31011.0000"|"48309.0000"|""|"80348.0000"|"1305.0000"|""|""|"502.0000"|""|"11554.0000"|"7119.0000"|"251908.0000"|"52210.0000"|"29538.0000"|"21659.0000"|""|"1273360.0000"|"1050731.0000"|"124680.0000"|"97949.0000"|""|""|""|""|""|"60708.0000"|"ARTISTS FEES & TRAVEL"|"EDUCATION & PRIVATE INSTR"|"PRINTING AND PUBLICATIONS"|"PRODUCTION COSTS"
"01-6011528"|"WALTER BISBEE TRUST"|"1501990"|"269400.0000"|"0.0000"|"0.0000"|"0.0000"|"42826.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"312226.0000"|"312226.0000"|""|""|""|""|""|""|""|""|""|""|""|""
"02-0212637"|"VETERANS OF FOREIGN WARS VFW-NH 2520 WHITE MOUNTAIN"|"1501991"|""|""|""|"172.0000"|"12150.0000"|""|"42060.0000"|""|""|"5947.0000"|""|""|"750.0000"|""|""|""|""|""|"397.0000"|""|""|"33645.0000"|""|""|"1563.0000"|""|""|"3991.0000"|"9441.0000"|"14654.0000"|"392.0000"|"438.0000"|"556.0000"|""|"126156.0000"|""|""|""|""|""|""|""|""|""|"POST ADMIN EXP"|"NH BET TAX"|"LICENSES"|"CONTRIBUTIONS"
"01-0339851"|"REGIONAL TRANSPORTATION PROGRAM"|"1502686"|""|""|""|""|"94426.0000"|""|"1356519.0000"|"20351.0000"|"549653.0000"|"141783.0000"|""|"12680.0000"|"15000.0000"|""|""|""|"6556.0000"|""|"40362.0000"|""|""|"78362.0000"|"9448.0000"|""|""|""|""|"233556.0000"|"92180.0000"|"1977158.0000"|"402457.0000"|"321688.0000"|"119675.0000"|""|"5630284.0000"|"5241367.0000"|"374684.0000"|"14233.0000"|""|""|""|""|""|"158430.0000"|"SPECIAL TRANSPORTATION"|"CONTRACT EXPENSE (BUS P"|"GASOLINE & LUBRICANTS"|"COMMUNITY SUPPORT"
"01-0277845"|"Stanwood Wildlife Sanctuary"|"1503086"|""|""|""|""|"13327.0000"|""|""|""|"223.0000"|"4896.0000"|""|""|""|""|""|""|""|""|"102.0000"|""|""|"4600.0000"|"3569.0000"|""|""|""|""|"4118.0000"|""|"1177.0000"|"1930.0000"|"13772.0000"|"46.0000"|""|"47760.0000"|"37914.0000"|"6514.0000"|"3332.0000"|""|""|""|""|""|""|"Birdcare and Feed"|"Printing and Publications"|"Repairs and Maintenance"|"Bank Charges"
"01-0349146"|"Newport Public Library Association"|"1503087"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"200.0000"|"4680.0000"|"0.0000"|"0.0000"|"0.0000"|"373.0000"|"590.0000"|"7022.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"14959.0000"|"0.0000"|"36745.0000"|"4276.0000"|"16981.0000"|"1311.0000"|"0.0000"|"0.0000"|""|"91171.0000"|"81439.0000"|"5253.0000"|"4479.0000"|""|""|""|""|""|"4034.0000"|"Operations"|"Repairs & maintenance"|""|""
"01-0454046"|"Isle an Hart Benelopment Corp"|"1503088"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"500.0000"|"0.0000"|"0.0000"|"6412.0000"|"0.0000"|"0.0000"|"0.0000"|"2809.0000"|"0.0000"|"0.0000"|"12381.0000"|"810.0000"|"909.0000"|""|""|""|"23821.0000"|"20791.0000"|"2830.0000"|"0.0000"|""|""|""|""|""|""|"Other"|"Property taxes"|""|""
"01-0551364"|"TECH COAST ANGELS INC."|"1503089"|""|""|""|""|"0.0000"|"0.0000"|"148916.0000"|""|""|"14968.0000"|""|""|""|""|""|""|""|""|"3176.0000"|""|""|""|""|""|"116082.0000"|""|""|""|"8604.0000"|"78736.0000"|"61084.0000"|"10318.0000"|"5557.0000"|""|"471100.0000"|"116082.0000"|"176579.0000"|"178439.0000"|""|""|""|""|""|"23659.0000"|"Outside Services"|"Fees to BOG"|"Website Dev/Maint"|"Promotional"
"01-0669150"|"GRANTMAKERS FOR EFFECTIVE ORGANIZATIONS"|"1503090"|"59300.0000"|""|""|""|"211113.0000"|""|"1208342.0000"|"54296.0000"|"124310.0000"|"104653.0000"|""|"4381.0000"|"57488.0000"|""|""|""|"640821.0000"|"57210.0000"|"119468.0000"|""|""|"160410.0000"|"147508.0000"|""|"234447.0000"|""|""|"46139.0000"|"12271.0000"|"87647.0000"|"42140.0000"|"32201.0000"|"0.0000"|""|"3482368.0000"|"2611484.0000"|"720538.0000"|"150346.0000"|""|""|""|""|""|"78223.0000"|"DESIGN/ARTWORK/PHOTOGRA"|"AUTHORS/EDITORS"|"SERVICE CHARGES"|"OVERHEAD ALLOCATION"
"01-0671151"|"Arnerican Friends of Lucerne Festival, Inc."|"1503091"|""|""|""|""|""|""|""|""|""|""|"39000.0000"|""|"4350.0000"|""|"22000.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"1660.0000"|"397.0000"|"60.0000"|"109.0000"|""|""|"67576.0000"|""|"30576.0000"|"37000.0000"|""|""|""|""|""|""|"Bank fees"|"New York State Charity filing fee"|"Postage, shipping & other"|""
"01-0721958"|"B-4 SCHOOL OF FAIRLAWN INC."|"1503092"|""|""|""|""|"47708.0000"|"105166.0000"|""|""|""|"20546.0000"|""|""|"119.0000"|""|""|""|""|"549.0000"|"1958.0000"|""|""|"23151.0000"|""|""|""|"73.0000"|""|"1525.0000"|"6953.0000"|"7801.0000"|"7774.0000"|"6562.0000"|"4900.0000"|""|"250960.0000"|"242886.0000"|"8074.0000"|"0.0000"|""|""|""|""|""|"16175.0000"|"SUPPLIES"|"TELEPHONE"|"UTILITIES"|"FOOD FOR STUDENTS"
"01-0324705"|"The Susan L Curtis Foundation"|"1503679"|""|"2500.0000"|""|""|"62000.0000"|""|"197859.0000"|""|"56728.0000"|""|""|""|"14737.0000"|""|""|""|"3578.0000"|""|"1844.0000"|""|""|"16391.0000"|"4954.0000"|""|""|"20535.0000"|""|"60141.0000"|"35968.0000"|"86431.0000"|"27797.0000"|"16415.0000"|"14112.0000"|""|"671557.0000"|"556905.0000"|"40185.0000"|"74467.0000"|""|""|""|""|""|"49567.0000"|"Food"|"Repairs & Maintenance"|"Donor, staff & voluntee"|"Program Supplies"
"01-0350707"|"Portland Ovations"|"1503680"|""|""|""|""|"94043.0000"|""|"212888.0000"|""|"24364.0000"|"25653.0000"|""|""|"9500.0000"|""|""|""|""|"239080.0000"|"33250.0000"|""|""|"37562.0000"|""|""|"10480.0000"|""|""|"5175.0000"|"7617.0000"|"785674.0000"|"356457.0000"|"42964.0000"|"39840.0000"|""|"1939681.0000"|"1679727.0000"|"78959.0000"|"180995.0000"|""|""|""|""|""|"15134.0000"|"Artist Fees and relatio"|"Auditorium / Production"|"Box Office Costs"|"Programming and Develop"
"01-0461120"|"Maine Pretrial Services"|"1503682"|""|""|""|""|""|""|"1690753.0000"|""|"187786.0000"|"144620.0000"|""|"5374.0000"|"18860.0000"|""|""|""|"77632.0000"|""|"19385.0000"|""|""|"96912.0000"|"80355.0000"|""|""|""|""|"88.0000"|"16386.0000"|"61722.0000"|"50491.0000"|"36816.0000"|"24148.0000"|""|"2523957.0000"|"2102981.0000"|"420976.0000"|"0.0000"|""|""|""|""|""|"12629.0000"|"Drug testing supplies"|"Utilities"|"Professional developmen"|"Miscellaneous"
"01-0720150"|"IDAHO VIRTUAL ACADEMY LEA NO 452"|"1503684"|""|""|""|""|""|""|"3316477.0000"|"289539.0000"|"321569.0000"|"241770.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"6561183.0000"|"2935171.0000"|""|""|""|"13665709.0000"|"13665709.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"INSTRUCTIONAL PROGRAMS"|"SUPPORT SERVICE PROGRAMS"|""|""
"01-0483267"|"Institute for Civic Leadership"|"1505404"|""|""|""|""|"87200.0000"|""|"145424.0000"|""|"11835.0000"|"19894.0000"|""|""|"6783.0000"|""|""|""|""|"2352.0000"|"17876.0000"|""|""|"27392.0000"|"1544.0000"|""|""|""|""|"3334.0000"|"4542.0000"|"50168.0000"|"37864.0000"|"20270.0000"|"2877.0000"|""|"447836.0000"|"349303.0000"|"63601.0000"|"34932.0000"|""|""|""|""|""|"8481.0000"|"Intensive leadership"|"Health Leadership"|"Young Emerging Leaders"|"Consulting Program"
"01-0639265"|"Meritus Healthcare Foundation, Inc."|"1505405"|"1824596.0000"|"238531.0000"|""|""|"0.0000"|"0.0000"|"288491.0000"|""|"93556.0000"|""|""|"5203.0000"|"92079.0000"|""|""|"16114.0000"|"77500.0000"|"4744.0000"|"11697.0000"|""|""|"48991.0000"|"1400.0000"|""|"308.0000"|""|""|"11345.0000"|""|"19933.0000"|"17328.0000"|"14634.0000"|"8388.0000"|""|"2790317.0000"|"2545208.0000"|"230819.0000"|"14290.0000"|""|""|""|""|""|"15479.0000"|"Purchased services"|"Other supplies"|"Equipment rental"|"Postage and Shipping"
"01-0746064"|"The Laurel Park Community Boosters Club"|"1505407"|"137980.0000"|""|""|""|""|""|""|""|""|""|""|""|"5425.0000"|""|""|""|"480.0000"|""|"2024.0000"|""|""|"23677.0000"|""|""|""|""|""|""|"4580.0000"|"23143.0000"|"2274.0000"|"794.0000"|"121.0000"|""|"200498.0000"|"190295.0000"|"10203.0000"|"0.0000"|""|""|""|""|""|""|"Repairs"|"Miscellaneous"|"Supplies"|"Training"
"01-0777856"|"Literacy for Environmental Justice"|"1505408"|""|""|""|""|"68713.0000"|""|"176930.0000"|""|""|""|""|""|"9396.0000"|""|""|""|"91550.0000"|""|"36552.0000"|""|""|"35928.0000"|"3516.0000"|""|""|""|""|""|"19326.0000"|"5105.0000"|""|""|""|""|"447016.0000"|"323343.0000"|"118216.0000"|"5457.0000"|""|""|""|""|""|""|"Miscellaneous"|""|""|""
"01-0833578"|"ALLIANCE JUDY IVIE BURTON TECHNOLOGY ACADEMY HIGH SCHOOL"|"1505409"|""|""|""|""|"205278.0000"|""|"2120299.0000"|""|"448058.0000"|"73167.0000"|""|"12058.0000"|"6315.0000"|""|""|""|"103138.0000"|""|"180594.0000"|"2261.0000"|""|"1035030.0000"|"9283.0000"|""|""|""|"420898.0000"|"244909.0000"|"70732.0000"|"667374.0000"|""|""|""|""|"5599394.0000"|"4908935.0000"|"690459.0000"|"0.0000"|""|""|""|""|""|""|"BOOKS AND SUPPLIES"|""|""|""
"01-0833582"|"ALLIANCE COLLINS FAMILY COLLEGE-READY ACADEMY HS FKA ALLIANCE HUNTINGTON PARK"|"1505410"|""|""|""|""|"201389.0000"|""|"2112272.0000"|""|"448683.0000"|"70818.0000"|""|"130.0000"|"7235.0000"|""|""|""|"123056.0000"|""|"178519.0000"|"1462.0000"|""|"869525.0000"|"4065.0000"|""|""|""|"421281.0000"|"68132.0000"|"88848.0000"|"496338.0000"|""|""|""|""|"5091753.0000"|"4557328.0000"|"534425.0000"|"0.0000"|""|""|""|""|""|""|"BOOKS AND SUPPLIES"|""|""|""
"01-0211568"|"YOUNG MEN'S CHRISTIAN ASSOCIATION OF SOUTHERN MAINE"|"1505400"|""|"809547.0000"|""|""|"231353.0000"|""|"3956215.0000"|"124627.0000"|"391663.0000"|"328164.0000"|""|""|"17250.0000"|""|""|""|"225520.0000"|""|"917515.0000"|""|""|"722290.0000"|"114961.0000"|""|""|"87985.0000"|"79050.0000"|"562124.0000"|"102677.0000"|"189139.0000"|"64347.0000"|"784.0000"|""|""|"8925211.0000"|"7745538.0000"|"996274.0000"|"183399.0000"|""|""|""|""|""|""|"BAD DEBT EXPENSE"|"INTEGRATION ASSISTANCE"|"MISCELLANEOUS"|""
"01-0353682"|"LEARNINGWORKS"|"1505401"|""|""|""|""|"199574.0000"|""|"1593509.0000"|""|"307573.0000"|""|""|"11020.0000"|"17400.0000"|""|""|""|"187505.0000"|"3192.0000"|"28306.0000"|""|""|""|"2806.0000"|""|"8476.0000"|"64500.0000"|""|"94656.0000"|""|"286608.0000"|"60147.0000"|"58823.0000"|"54075.0000"|""|"3061946.0000"|"2828836.0000"|"88465.0000"|"144645.0000"|""|""|""|""|""|"83776.0000"|"PROGRAM COSTS"|"REPAIRS & MAINTENANCE"|"UTILITIES"|"INSURANCE & TAXES"
"01-0369553"|"YESTERDAY'S CHILDREN INC"|"1505402"|""|""|""|""|""|""|"2315731.0000"|""|"703944.0000"|"206083.0000"|""|"5021.0000"|"31278.0000"|""|""|""|"44060.0000"|"2542.0000"|"24658.0000"|""|""|"149338.0000"|"43444.0000"|""|"32229.0000"|"47998.0000"|""|"83807.0000"|"22489.0000"|"193349.0000"|"187015.0000"|"52542.0000"|"8528.0000"|""|"4162302.0000"|"4108884.0000"|"50301.0000"|"3117.0000"|""|""|""|""|""|"8246.0000"|"CLIENT EXPENSES"|"PROVIDER SERVICE TAX"|"EDC PAYMENTS"|"BOARD OF TRUSTEE EXPENS"
"01-0364856"|"SHRINERS INTERNATIONAL"|"1504857"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|""|""|""|""
"01-0523156"|"PHILLIPS-STRICKLAND CHARITIES"|"1504858"|""|""|""|""|""|""|""|""|""|""|""|""|"3250.0000"|""|""|"12081.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|"346779.0000"|"1776.0000"|""|""|""|"363886.0000"|"346779.0000"|"17107.0000"|"0.0000"|""|""|""|""|""|""|"DISTRIBUTIONS TO PSH"|"OTHER FEES"|""|""
"01-0216811"|"WATERVILLE LODGE #33 F & A M"|"1508503"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"500.0000"|"0.0000"|""|"0.0000"|"0.0000"|"0.0000"|"1760.0000"|"0.0000"|"0.0000"|"11000.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4782.0000"|"0.0000"|"2016.0000"|"241.0000"|"1510.0000"|"193.0000"|""|"22686.0000"|"22686.0000"|""|""|""|""|""|""|""|"684.0000"|"PER CAPITA TAX"|"POSTAGE"|"FURNISHING REPAIR MAINT SUPPLIES"|"GRANG LODGE MISC"
"01-0880911"|"Ross Institute"|"1508516"|"11169.0000"|"3013359.0000"|""|""|"337207.0000"|""|"12572530.0000"|"284174.0000"|"1247164.0000"|"916830.0000"|""|"379403.0000"|""|""|""|""|"1152861.0000"|"342256.0000"|"731257.0000"|"84687.0000"|""|"4175991.0000"|"952950.0000"|""|"84846.0000"|"441458.0000"|""|"5442276.0000"|""|"1485045.0000"|"668628.0000"|"215959.0000"|"179817.0000"|""|"35245193.0000"|"31303142.0000"|"3128251.0000"|"813800.0000"|""|""|""|""|""|"525326.0000"|"Repairs & Maintenance"|"Food and Meals"|"Dues and Memberships"|"Bad Debt Expense"
"01-6011843"|"GREATER ANDROSCOGGIN HUMANE SOCIETY"|"1508517"|""|""|""|""|"65203.0000"|""|"279722.0000"|""|""|"72311.0000"|""|""|""|""|""|""|""|"5873.0000"|"18078.0000"|""|""|""|""|""|""|""|""|"94794.0000"|"16231.0000"|"307303.0000"|"62503.0000"|"57927.0000"|"49315.0000"|""|"1085573.0000"|"882026.0000"|"87390.0000"|"116157.0000"|""|""|""|""|""|"56313.0000"|"ANIMAL MEDICAL TREATMEN"|"REPAIRS AND MAINTENANCE"|"UTILITIES"|"SHELTER CLEANING"
"01-0323144"|"GREATER PORTLAND CHRISTIAN SCHOOL"|"1508504"|""|"98287.0000"|""|""|""|""|"431663.0000"|""|"12105.0000"|"32608.0000"|""|""|"975.0000"|""|""|""|""|""|"18539.0000"|""|""|"78866.0000"|""|""|""|""|""|"14888.0000"|""|"34966.0000"|"18271.0000"|"17261.0000"|"3805.0000"|""|"762234.0000"|"688033.0000"|"55221.0000"|"18980.0000"|""|""|""|""|""|""|"ACTIVITIES"|"CURRICULUM EXPENSES"|"ATHLETICS"|"EDUCATION"
"01-0339489"|"St Joseph's Rehabilitation & Residence"|"1508505"|""|""|""|""|"191198.0000"|""|"5210177.0000"|""|"649421.0000"|"450841.0000"|"333583.0000"|"43175.0000"|"52165.0000"|""|""|""|"1578428.0000"|""|"538870.0000"|""|""|"413010.0000"|"13562.0000"|""|""|"59956.0000"|""|"249942.0000"|"141888.0000"|"1344666.0000"|"656326.0000"|"431798.0000"|"8456.0000"|""|"12367462.0000"|"10082244.0000"|"2285218.0000"|"0.0000"|""|""|""|""|""|""|"Medical Supplies"|"ProviderTax"|"Bad Debt Expense"|"Miscellaneous Expense"
"01-0351143"|"Belfast Free Library"|"1508506"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"4533.0000"|"0.0000"|"0.0000"|"8697.0000"|"0.0000"|"0.0000"|"0.0000"|"8757.0000"|"0.0000"|"1510.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"249.0000"|"5050.0000"|"5093.0000"|"10662.0000"|"23310.0000"|""|"96034.0000"|"81911.0000"|"14123.0000"|"0.0000"|""|""|""|""|""|"28173.0000"|"Programs"|"Periodicals"|"Grant/Memorial Expenditures"|"Books"
"01-0441147"|"HABITAT FOR HUMANITY OF GREATER BANGOR"|"1508508"|""|""|""|""|""|""|"87937.0000"|""|"7538.0000"|"6300.0000"|""|"4106.0000"|""|""|""|""|"2105.0000"|"8233.0000"|"3800.0000"|"5424.0000"|""|"71348.0000"|""|""|"5389.0000"|""|""|"9442.0000"|"10788.0000"|"132736.0000"|"81290.0000"|"9551.0000"|"10160.0000"|""|"465956.0000"|"401242.0000"|"57511.0000"|"7203.0000"|""|""|""|""|""|"9809.0000"|"Construction Costs"|"Mortgage Discount"|"Sales Tax Expense"|"Tithe to HFH International"
"01-0484154"|"MAHC INC"|"1508509"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"0.0000"|"0.0000"|"0.0000"|"0.0000"|""|""|""|""|""|"0.0000"|""|""|""|""
"01-0840857"|"TRANSFORMATIVE ACTION INSTITUTE"|"1502688"|""|""|""|""|""|""|""|""|""|""|""|""|"2500.0000"|""|""|""|""|""|""|""|""|"3600.0000"|""|""|"104638.0000"|""|""|""|""|"125000.0000"|"3785.0000"|"3523.0000"|""|""|"243046.0000"|"243046.0000"|"0.0000"|"0.0000"|""|""|""|""|""|""|"IN-KIND VALUE OF SERVIC"|"COMMUNICATIONS"|"WEBSITE MAINTENANCE"|""
"01-0849648"|"ACADEMY IN MANAYUNK"|"1502689"|""|"600120.0000"|""|""|"472242.0000"|""|"4248703.0000"|"107557.0000"|"371757.0000"|"411003.0000"|""|"53360.0000"|"26393.0000"|""|"22346.0000"|""|"79359.0000"|"54087.0000"|"37126.0000"|"59510.0000"|""|"404984.0000"|"40479.0000"|""|""|"90615.0000"|""|"417201.0000"|"64452.0000"|"231636.0000"|"162175.0000"|"133232.0000"|"112031.0000"|""|"8775154.0000"|"7577372.0000"|"936175.0000"|"261607.0000"|""|""|""|""|""|"574786.0000"|"REPAIRS AND MAINTENTANC"|"EXTRACURRICULAR ACTIVIT"|"UTILITIES"|"TRAINING AND SEMINARS"
"01-6217452"|"ELLIOT HEALTH SYSTEM PROFESSIONAL & GENERAL LIABILITY INSURANCE TRUST"|"1502690"|""|""|""|""|"35863.0000"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"35051.0000"|""|""|""|""|"70914.0000"|"35051.0000"|"35863.0000"|"0.0000"|""|""|""|""|""|""|"ADMINISTRATIVE FEES"|""|""|""
"01-0119375"|"MEGANTIC FISH AND GAME"|"1508500"|""|""|""|""|""|""|"254375.0000"|""|"16849.0000"|"26843.0000"|""|"5204.0000"|"38140.0000"|""|""|""|""|""|"3407.0000"|""|""|"5419.0000"|""|""|"4297.0000"|""|""|"22488.0000"|"29229.0000"|"68298.0000"|"21601.0000"|"19447.0000"|"18757.0000"|""|"573661.0000"|""|""|""|""|""|""|""|""|"39307.0000"|"FOOD COSTS"|"REPAIRS AND MAINTENANCE"|"REAL ESTATE TAXES"|"FUEL"
