"C_EIN"|"C_Org_Name"|"XML_DOCUMENT_ID"|"PROVIDE_DESCRIPTION"|"NEEDS_ASSESSMENT"|"PATIENT_EDUCATION"|"COMMUNITY_INFORMATION"|"COMMUNITY_ACIVITIES"|"OTHER_INFORMATION"|"AFFILIATED_SYSTEM"|"IDENTIFY_STATES"|"SUPPLEMENTAL_INFORMATION"|"FRG_DESCR"
"01-0227195"|"BLUE HILL MEMORIAL HOSPITAL"|"1683066"|"Hospital charges are discounted at 100% for patients who qualify forfree care with income at or below 200% FPL The hospital also offers a partial discount for patients who fall within the 201% and 300% FPL Posted signs and individual notices containing information on the availability of free care are located in key public areas in the hospital Signs and notices inform the patient of the availability of free care and include eligibility criteria, instructions on how to apply and how to obtain additional information or assistance The ""Billing Help"" section of the hospital web pages provides a link to the free care application form, instructions and eligibility criteria 6a Blue Hill Memorial Hospital has adopted an implementation strategy that takes into account the CHNA report as well as other input from the community Community benefit strategies are woven into our strategic plan as well as our master facility planning process 6b Our community relations office works closely with clinical personnel and community partners to execute our implementation strategy The senior director of advancement is a member of the hospitals leadership team and also serves as staff to an Advancement Committee of the board (of Trustees) that provides feedback on community healthcare needs 6c Blue Hill Memorial Hospital staff interact with other community organizations (schools, nursing homes, retirement communities, businesses, home healthcare agencies etc)"|"Blue Hill Memorial Hospital is an affiliate of Eastern Maine Healthcare Systems As a small rural hospital, we rely upon our system to help us assess the healthcare needs of the communities we serve In 2001 and again in 2007, EMHS contracted with an academic partner to conduct a regional Community Health Needs Assessment (CHNA) In 2011, EMHS again invested in a significant study, this time in collaboration with OneMaine Health The OneMaine Health Collaborative is a partnership of three of Maines largest health systems EMHS (Eastern Maine Healthcare Systems), MaineHealth, and MaineGeneral The study was conducted to identify the most important health issues in the state and by county, using a scientific method to validate health indicators and to compare results The assessment identifies priority health issues in the areas we serve In addition to the CHNA report, we assess the needs of our community on an ongoing basis by reviewing feedback from various advisory groups, community health partners, area businesses, local schools, and other organizations"|"We have information available through our Web site, have financial counselors at the hospital, and equip our primary care practices with this information In addition we have discharge planning personnel, including a licensed clinical social worker, who provide more extensive assistance to patients with complex financial issues Further, our financial counselor screens our patients (using Hospital services) and personally meets with anyone listed as self-pay to help identify if financial assistance is needed"|"We serve a rural community that includes many senior citizens, i e 20% of our population is age 65 or older With the exception of our wealthy seasonal residents, many of our patients are economically challenged Our hospital and its primary care practices are impacted by the effects of chronic disease within the communities we serve Depression, obesity, diabetes, and cardio-vascular disease are common problems The rural, geographically isolated nature of our communities also means that many turn to our hospital and practices for assistance that might otherwise be provided by other agencies Assistance for those with problems such as addiction, domestic violence, etc is very limited particularly for those with transportation needs We also have patients who live on offshore islands whose only transportation is the mailboat to the mainland Our physician practices take this into consideration when a patient needs to be scheduled for an appointment"|""|""|"We are part of Eastern Maine Healthcare Systems and receive support from our parent organization for activities such as community forums In addition, we rely upon other system members to help us provide specialized care for community members For example, we rely upon Eastern Maine Medical Center and Acadia Hospital (both in Bangor) to provide specialized care that could never be provided in the context of a small community hospital We use strong referral networks and technology to make a full range of services as convenient, safe, and effective as possible for patients in our area"|"ME"|"We partner with many other non-profits, including Healthy Peninsula and the .lackson Laboratory to promote the health of our community These partnerships are for the benefit of our community Our outreach to the community includes blood drives, blood pressure clinics, an educational presence at local fairs and festivals, ongoing work with local schools in areas such as H1N1 preparation, and special events such as our annual Fun Run Our providers also assist with outreach by giving educational sessions on topics such as osteoporosis, women's health, healthy aging, and diabetes We provide tours and ""hands on"" experiences to local school children in our emergency, radiology and rehabilitation departments"|""
"01-0411788"|"WESTERN MAINE HEALTH CARE CORP"|"1683068"|""|""|""|""|""|""|""|""|""|""
"01-0267392"|"MAINE CHILDREN'S HOME FOR LITTLE WANDERERS"|"1683142"|""|""|""|""|""|""|""|""|""|""
"01-0523390"|"Senator George J Mitchell Scholarship Research Institute"|"1683144"|""|""|""|""|""|""|""|""|""|""
"01-0562689"|"Tnangle Lightning"|"1683145"|""|""|""|""|""|""|""|""|""|""
"01-0573988"|"PROGRESSIVE ARTS ALLIANCE INCORPORATED"|"1683146"|""|""|""|""|""|""|""|""|""|""
"01-0670794"|"TOGETHER ENHANCING AUTISM AWARENESS IN MISSISSIPPI"|"1683147"|""|""|""|""|""|""|""|""|""|""
"01-0718987"|"DEKALB AQUATICS SWIM TEAM INC"|"1683148"|""|""|""|""|""|""|""|""|""|""
"01-6011487"|"PINE TREE STATE 4-H FOUNDATION UNIVERSITY OF MAINE"|"1683149"|""|""|""|""|""|""|""|""|""|""
"01-0211798"|"MOUNT DESERT NURSING ASSOCIATION"|"1684261"|""|""|""|""|""|""|""|""|""|""
"01-0261795"|"FIVE COUNTY CREDIT UNION"|"1684262"|""|""|""|""|""|""|""|""|""|""
"01-0966096"|"Maryland Dental Action Coalition Inc"|"1684263"|""|""|""|""|""|""|""|""|""|""
"01-0274998"|"Mount St Joseph"|"1684657"|""|""|""|""|""|""|""|""|""|""
"01-0888847"|"BETHEL TOWERS INC"|"1684659"|""|""|""|""|""|""|""|""|""|""
"01-0547255"|"UAWLOCAL 3999"|"1686261"|""|""|""|""|""|""|""|""|""|""
"01-0621493"|"ALS THERAPY ALLIANCE INC"|"1686591"|""|""|""|""|""|""|""|""|""|""
"01-0706799"|"GREEN BLUE INSTITUTE"|"1686592"|""|""|""|""|""|""|""|""|""|""
"02-0223176"|"NEW HAMPSHIRE MEDICAL SOCIETY"|"1686593"|""|""|""|""|""|""|""|""|""|""
"01-0932008"|"A+ A PLUS"|"1688792"|""|""|""|""|""|""|""|""|""|""
"01-0211551"|"ST MARY'S REGIONAL MEDICAL CENTER"|"1689254"|""|""|""|""|""|""|""|""|""|""
"02-0222215"|"ST JOSEPH HOSPITAL"|"1689255"|""|""|""|""|""|""|""|""|""|""
"01-0488811"|"MAINE STATE GOLF ASSOCIATION INC"|"1690157"|""|""|""|""|""|""|""|""|""|""
"01-0786312"|"Missouri Valley Eclipse Amateur Athletic Club"|"1690158"|""|""|""|""|""|""|""|""|""|""
"01-0836208"|"HAND IN HAND MANO EN MANO"|"1691504"|""|""|""|""|""|""|""|""|""|""
"01-0916403"|"NATIONAL GRASSROOTS ADVOCACY INC"|"1691505"|""|""|""|""|""|""|""|""|""|""
"01-0211814"|"YOUNG MEN'S CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE"|"1692071"|""|""|""|""|""|""|""|""|""|""
"01-0215915"|"HANCOCK COUNTY TRUSTEES OF PUBLIC RESERVATIONS"|"1692072"|""|""|""|""|""|""|""|""|""|""
"01-0427824"|"WATERSHED CENTER FOR THE CERAMIC ARTS"|"1692073"|""|""|""|""|""|""|""|""|""|""
"01-0549023"|"PHARMACEUTICAL SECURITY INSTITUTE INC"|"1692076"|""|""|""|""|""|""|""|""|""|""
"01-0633520"|"PINK RIBBONS PROJECT"|"1692078"|""|""|""|""|""|""|""|""|""|""
"01-0688221"|"FILM CLIPS SPIRIT OF AMERICA"|"1692079"|""|""|""|""|""|""|""|""|""|""
"01-0216933"|"MAINE MEDICAL ASSOCIATION"|"1694186"|""|""|""|""|""|""|""|""|""|""
"01-0270233"|"Blue Hill Society for Aid to Children Inc"|"1694187"|""|""|""|""|""|""|""|""|""|""
"01-0478004"|"THE MAINE NARROW GAUGE RAILROAD AND INDUSTRIAL HERITAGE TRUST"|"1694188"|""|""|""|""|""|""|""|""|""|""
"01-0521521"|"PISCATAQUIS COUNTY ECONOMIC DEVELOP P C E D C"|"1694189"|""|""|""|""|""|""|""|""|""|""
"01-0527022"|"MAINE DISCOVERY MUSEUM"|"1694190"|""|""|""|""|""|""|""|""|""|""
"01-0572814"|"HOUSTON TEXANS FOUNDATION"|"1694191"|""|""|""|""|""|""|""|""|""|""
"01-0596305"|"RESCUEGROUPSORG INC"|"1694192"|""|""|""|""|""|""|""|""|""|""
"01-0621802"|"CAMDEN FIRST COMMUNITY DEVELOPMENT"|"1694194"|""|""|""|""|""|""|""|""|""|""
"01-0638903"|"Inliquidcom Inc"|"1694196"|""|""|""|""|""|""|""|""|""|""
"01-0697206"|"LHASA HAPPY HOMES RESCUE INC"|"1694197"|""|""|""|""|""|""|""|""|""|""
"01-0708733"|"DEMOCRACY NOW PRODUCTIONS, INC"|"1694198"|""|""|""|""|""|""|""|""|""|""
"01-0788905"|"MASTER BREWERS ASSOCIATION OF THE AMERICAS INC"|"1694199"|""|""|""|""|""|""|""|""|""|""
"01-6021200"|"COASTAL HUMANE SOCIETY INC"|"1694202"|""|""|""|""|""|""|""|""|""|""
"01-0468832"|"MUNICIPAL REVIEW COMMITTEE INC"|"1698130"|""|""|""|""|""|""|""|""|""|""
"01-0214017"|"JESUP MEMORIAL LIBRARY"|"1699288"|""|""|""|""|""|""|""|""|""|""
"01-0241528"|"SOUTHWEST HARBOR LIBRARY"|"1699289"|""|""|""|""|""|""|""|""|""|""
"01-0286541"|"Maine Dental Service Corporation"|"1699290"|""|""|""|""|""|""|""|""|""|""
"01-0317232"|"UNITED SOCIETY OF SHAKERS SABBATHDAY LAKE INC"|"1699291"|""|""|""|""|""|""|""|""|""|""
"01-0356732"|"CARRIAGE MUSEUM OF AMERICA, INC."|"1699292"|""|""|""|""|""|""|""|""|""|""
"01-0463028"|"PORTLAND TRAILS"|"1699293"|""|""|""|""|""|""|""|""|""|""
"01-0473601"|"Washington Library Association"|"1699294"|""|""|""|""|""|""|""|""|""|""
"01-0514334"|"TD Bank Beach to Beacon 10K Inc"|"1699295"|""|""|""|""|""|""|""|""|""|""
"01-0535534"|"SOMERSET ECONOMIC DEVELOPMENT ECONOMIC DEVELOPMENT"|"1699296"|""|""|""|""|""|""|""|""|""|""
"01-0588839"|"THE MIDDLETOWN TOWNSHIP CULTURAL AND ARTS COUNCIL INC"|"1699297"|""|""|""|""|""|""|""|""|""|""
"01-0722641"|"Shenffs Memorial & Benevolent Society of Travis County"|"1699299"|""|""|""|""|""|""|""|""|""|""
"01-0781234"|"The Moore Free Care Clinic Inc"|"1699300"|""|""|""|""|""|""|""|""|""|""
"01-0212435"|"St Joseph Hospital"|"1702550"|""|""|""|""|""|""|""|""|""|""
"01-0553641"|"South Carolina United Methodist Camps and Retreat Ministnes"|"1703094"|""|""|""|""|""|""|""|""|""|""
"01-0814641"|"FUSION (FRIENDS UNITED TO SHELTER THE INDIGENT OPPRESSED & NEEDY)"|"1703095"|""|""|""|""|""|""|""|""|""|""
"01-0425115"|"MID-MAINE HOMELESS SHELTER"|"1705926"|""|""|""|""|""|""|""|""|""|""
"01-0712431"|"HILLSIDE FOOD OUTREACH INC"|"1705928"|""|""|""|""|""|""|""|""|""|""
"01-0749726"|"LIVER INSTITUTE AND FOUNDATION FOR"|"1705929"|""|""|""|""|""|""|""|""|""|""
"01-6010506"|"UA Local 716 Health & Welfare Trust Fund"|"1705931"|""|""|""|""|""|""|""|""|""|""
"01-0131335"|"Oak Grove Cemetery Association"|"1710004"|""|""|""|""|""|""|""|""|""|""
"01-0504725"|"ELDERCARE NETWORK OF LINCOLN COUNTY"|"1710005"|""|""|""|""|""|""|""|""|""|""
"01-0409063"|"MAINE EDUCATION CREDIT UNION"|"1710799"|""|""|""|""|""|""|""|""|""|""
"01-0276862"|"United Way of York County"|"1710810"|""|""|""|""|""|""|""|""|""|""
"01-0909860"|"COMMUNITY CONNECTIONS OF NY INC"|"1710811"|""|""|""|""|""|""|""|""|""|""
"01-0368070"|"THE WILLIAM A FARNSWORTH LIBRARY AND ART MUSEUM INC"|"1711413"|""|""|""|""|""|""|""|""|""|""
"01-6231970"|"MEDICAL EXPENSE REIMBURSEMENT PLAN OF THE BURBANK EMPLOYEES RETIREE MEDICAL TRUST"|"1711418"|""|""|""|""|""|""|""|""|""|""
"01-0216328"|"EVERGREEN CREDIT UNION"|"1712442"|""|""|""|""|""|""|""|""|""|""
"01-0531223"|"JORDAN BAY PLACE"|"1712443"|""|""|""|""|""|""|""|""|""|""
"01-0927325"|"ELECTRIFICATION COALITION ALLIANCE"|"1712444"|""|""|""|""|""|""|""|""|""|""
"02-0196520"|"BELLWETHER COMMUNITY CREDIT UNION"|"1712445"|""|""|""|""|""|""|""|""|""|""
"01-0211796"|"MILES MEMORIAL HOSPITAL"|"1713253"|"Exclusions from Percent of Total Expense: In 2013, Bad Debt is a deduction from revenue and is not included in total expenses. In 2012, Bad Doht expense of $2,796,536 was removed from total expenses when calculating the percent of total expenses in colnmn (f) Costing Methodology Explanation Charity Care and Means-Tested Government Programs utilize a cost to charge ratio in detez.mining the cost of the actual Charity Care Write-Off. The cost to charge ratio is calculated using Worksheet 2: Ratio of Patient Care Cost to Charges, located in the Schedule H instructions. Community Builthng Activities Lincoln County Healthcare, Inc. and its snhsidiary hospital organizations, Miles Memorial Hospital and St. Andrews Hospital, partner with various community groups such as the Healthy Lincoln County, A Healthy Maine Partnership and the Lincoln County Abuse Task Force to improve and protect the health of its community mmmhers. Meals are prepared by its staff as part of the local Meals on Wheels programs which delivers meals to the elderly population to assist with their nutritional needs. LCH participates in the community disaster training held on a regular basis throughout the county. From the LCH Auchted Financial Statements: Charity Care and Bad Dohts: MMH and SAH (the Hospitals) accept all patients regardless of their ability to pay. A patient is classified as a charity patient by reference to certain established policies of the Hospitals. Essentially, these policies define"|"The health needs of the community are assessed by: utilizing the Maine State Health Plan and Assessment, community fornms, involvement in community based health status improvement programs and in conjunction with MaineHealth (our health care system). MaineHealth also participates in various initiatives to help support and provide updates to conmaunity needs assessment planning. Some of these initiatives include: Clinical Strategic Planning, Financial Strategic Planning, Facility Planning, Manpower Planning, Physician Recruitment Strategic Planning, Fmergency Preparedness Planning Along with the internal assessments, most member organizations also review and act on many of the recommendations provided by external groups such as the Maine Center for Disease Control and Prevention and the ""State Health Plan"" created by the Advisory Committee for Health Systems Development. In addition, MaineHealth and its partners in the OneMaine Health Collahorative, Eastern Maine Health System and MaineGeneral Health, released the OneMaine Health Community Health Needs Assessment Report in 2011. The report is a comprehensive compilation and analysis containing pr-imary and seconciary health data sources. The report contains a Health Status Profile for the state as a whole and for each of Maine's sixteen counties. The primary data source was a randomized telephone survey; the sampling methodology was designed to permit comparisons at the county level."|"Patients and other persons who are billed for patient care are info.Lmed about eligibility criteria for free care, governmental assistance (i.e. Medicaid) and other assistance programs. Such notification is accomplished in the following ways: all self-pay patients are provided a packet that descr-ibes available programs, eligibility and the application process; notifications are posted at numerous locations throughout the hospital in patient care areas, as well as the hospital entrance; inpatients without insurance receive financial counseling at which t-ime financial assistance opportunities are discussed; Hospital staff will assist patients in theapplication process; patient bills and statoments provide a telephone niimber to call for infor.mation about financial assistance programs and help in qualifying for them."|"Our service area is Lincoln County, Maine, which was incorporated June 19, 1760. Lincoln County contains 457 square m-iles of land, 451 miles of coastline, and six rivers. Marine interests such as commercial fishing, lobstering, cl:amming, eeling, boat build-ing along with forestry and agriculture constituted the majority of our early economic base. In more recent t-imes, service industries and tourism also serve as our economic base. According to 2006-2008 American Community Survey of the U.S. Census Bureau, Lincoln County has a total population of 34,730. This population almost donhles in the summer, as we are a very busy tourist destination on the coast. Ten percent of our residents are below the poverty level. Maine has the third highest percentage of residents over 65, 15.6% versus 12.9% nationally. Within Maine, Lincoln County has the highest percentage of residents over 65 - 20.0%. Lincoln County also has a higher mechan age (45.6 vs. 36.7) than in the United States. As compared to the United States (65.2%), a smaller percent of residents at least 16 years of age are in the labor force (64.2%). Lincoln County is an economically poor county. The U.S. Depariment of Lahor reports that the weekly wage in Lincoln County during the third quarter of 2009 was only $542 as compared to the average weekly wage of $840 in the United States. In fact, Lincoln County has the second lowest weekly wage of all counties in Maine."|""|""|"The hospital is part of Lincoln County Health Care, Inc. which includes the following services provided in Lincoln County: a critical access hospital, a sole community provider hospital, two nursing facilities, two assisted living facilities, two domentia care facilities, Rural Health Clinics at several sites, general surgery practice, orthopeelic surgery practice, OB/GYN physician practice, pediatrics, home health care and Hospice. Lincoln County Health Care (LCH), in turn, is part of the MaineHealth systom. The nhility to improve health care and the health status in Lincoln County is enhanced by the common governance, management and administration of these d-iverse health care services. The systom's coordinated approach to the following enhances the resources that can be allocated to direct patient care and health status -improvement: accounting, analysis and budgeting; patient billing; medical records; Supply Chain Management/Purchasing; Human Resources; Infor.mation Services; Medical Staff; Education (Community & Staff); Shared Clinical DeparIment Managoment (Hospitals). The systom approach provides a more ""holistic"" approach to community needs assessment and to the implementation of programs to improve community health. Strategic planning and budgeting can better allocate resources across the spectrna of care to achieve better overall outcomes. MaineHealth is a not-for-profit family of leading high-quality providers and other healthcare organizations working together"|""|"Subsirli zed Heal th Services Explanation Subsidized health services include School Based Health Centers where Lincoln County Health Care, Inc. (LCH) and its subsidiaries Miles Momorial Hospital (MMH) and St. Andrews Ho:spital (SAH) provide physicians or nurse practitioners to consult and provide services within the school. Clinics are also offered throughout the year to provide snhsidized services such as mammography, blood pressure screenings, etc. to encourage its residents to obtain these health services. Physician practices offering services such as Family Medicine, Internal Medicine and Pediatrics operate at a loss in order to ensure healthcare for its community members regardless of their ability to pay. $5,346,738 (in 2012, $3,196,791) of expenses related to outpatient clinics are included in the subsirhzed health services total in Part I, Line 7g. The tnx exempt pus-pose of the organization to -improve the health of the connunity is promoted and enhanced in the following ways: *The majority of the governing body is composed of persons living within the hospital service area that are neither employed by nor have contractual relationships with, the hospital or its affiliates. *Med-ical staff privileges are available to all qualified physicians in the community. *Solicitation of community input in the strategic planning process. *Common governance of the hospitals, long-term care, home health, Hospice and physician services provided in the county "|"Also included in the CHNA was a prioritized list of.health needs identified, as well as the -implementation plans related to these needs. Community input was taken into account when conducting the CHNA, includ-ing those with special knowledge of or expertise in public health. This included individuals from the following facilities: Healthy Lincoln County, MaineHealth, Midcoast Maine Center for Disease Control, Maine Primary Care Association, and Lincoln County Healthcare. The CHNA was conducted through a partnership with MaineHealth, Eastern Maine Healthcare System, and MaineGeneral Health. http://www.mainehealth.org/mh_body.cfm?id=7301 The following identified community health needs were not addressed: Cancer and Reproductive Health. These priorities were not addressed due to lack of consensus from community partners regarding the importance of the issue and/or lack of resources to address the issue. Presnmptive Elig-ihility - intended for those patients who never completed a Free Care application, but the Patient.Accounts depariment has sufficient information to determine that the patient would qualify for Free Care if they applied. Examples include the following: *Patient is homeless, and did not complete an application *Patient in- -E?v&red-by an- out of s tate Medi caid plan that the provider is not credentialed with, and the patient ' s balance does not justify completion of the burdensome paperwork associated with credentialing"
"01-0422885"|"Altemative Health Services"|"1713322"|""|""|""|""|""|""|""|""|""|""
"01-0599150"|"REACHING U A FOUNDATION FOR URUGUAY"|"1713323"|""|""|""|""|""|""|""|""|""|""
"01-0853006"|"North Park VSBC Youth association"|"1716515"|""|""|""|""|""|""|""|""|""|""
"01-0022415"|"Kennebec Valley Chamber of Commerce"|"1716625"|""|""|""|""|""|""|""|""|""|""
"01-0204000"|"MAINE STATE EMPLOYEES ASSOCIATION"|"1716626"|""|""|""|""|""|""|""|""|""|""
"01-0211812"|"BATH AREA FAMILY YMCA"|"1716627"|""|""|""|""|""|""|""|""|""|""
"01-0212442"|"PINE TREE SOCIETY FOR HANDICAPPED CHILDREN AND ADULTS INC"|"1716628"|""|""|""|""|""|""|""|""|""|""
"01-0224138"|"ROCKLAND FESTIVAL CORPORATION"|"1716629"|""|""|""|""|""|""|""|""|""|""
"01-0263908"|"SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC"|"1716630"|""|""|""|""|""|""|""|""|""|""
"01-0275734"|"ASSOCIATED GENERAL CONTRACTORS OF MAINE INC"|"1716631"|""|""|""|""|""|""|""|""|""|""
"01-0318746"|"BELFAST AREA CHAMBER OF COMMERCE"|"1716632"|""|""|""|""|""|""|""|""|""|""
"01-0401717"|"The Ark"|"1716634"|""|""|""|""|""|""|""|""|""|""
"01-0415961"|"Veterans For Peace Inc"|"1716635"|""|""|""|""|""|""|""|""|""|""
"01-0436841"|"BANGOR HYDRO ELECTRIC COMPANY VEBA TRUST"|"1716636"|""|""|""|""|""|""|""|""|""|""
"01-0462738"|"UA Local 716 Apprenticeship & Training"|"1716637"|""|""|""|""|""|""|""|""|""|""
"01-0504905"|"GULF OF MAINE RESEARCH INSTITUTE"|"1716639"|""|""|""|""|""|""|""|""|""|""
"01-0516646"|"NORTHWEST ATLANTIC MARINE ALLIANCE INC"|"1716640"|""|""|""|""|""|""|""|""|""|""
"01-0532229"|"NEW ENGLAND RURAL HEALTH ROUNDTABLE"|"1716641"|""|""|""|""|""|""|""|""|""|""
"01-0532938"|"DOWNEAST SALMON FEDERATION"|"1716642"|""|""|""|""|""|""|""|""|""|""
"01-0544421"|"Oxford Hills Chnstian Academy"|"1716643"|""|""|""|""|""|""|""|""|""|""
"01-0545442"|"Fnends of the Cobbossee Watershed"|"1716644"|""|""|""|""|""|""|""|""|""|""
"01-0562526"|"Assoc of Community Pharmacists Inc"|"1716645"|""|""|""|""|""|""|""|""|""|""
"01-0576305"|"ANNALS OF FAMILY MEDICINE INC"|"1716646"|""|""|""|""|""|""|""|""|""|""
"01-0578709"|"WOMEN'S ENEWS"|"1716647"|""|""|""|""|""|""|""|""|""|""
"01-0652445"|"RODNEY STREET TENNIS AND TUTORING ASSOCIATION INC"|"1716649"|""|""|""|""|""|""|""|""|""|""
"01-0657646"|"International Apostolic Missions"|"1716650"|""|""|""|""|""|""|""|""|""|""
"01-0681241"|"CERTIFIED FUNCTIONAL SAFETY EXPERT GOVERNANCE BOARD INC"|"1716651"|""|""|""|""|""|""|""|""|""|""
"01-0725409"|"AMERICAN PILGRIMS ON THE CAMINO"|"1716652"|""|""|""|""|""|""|""|""|""|""
"01-0734263"|"LEE & HERMAN OSTROW FAMILY FOUNDATION"|"1716653"|""|""|""|""|""|""|""|""|""|""
"01-0803109"|"INTERNATIONAL SEMATECH MANUFACTURING INITIATIVE INC"|"1716655"|""|""|""|""|""|""|""|""|""|""
"01-0811961"|"INTERNATIONAL ASSOCIATION OF SOFTWARE ARCHITECTS"|"1716656"|""|""|""|""|""|""|""|""|""|""
"01-0890941"|"LAHAK HANOCHOS INC"|"1716657"|""|""|""|""|""|""|""|""|""|""
"01-6004404"|"United Way of Kennebec Valley"|"1716658"|""|""|""|""|""|""|""|""|""|""
"01-0856707"|"MONGIL CORPORATION"|"1723583"|""|""|""|""|""|""|""|""|""|""
"01-0215913"|"BUCK MEMORIAL LIBRARY"|"1724067"|""|""|""|""|""|""|""|""|""|""
"01-0561114"|"POST TRANSPLANT FOUNDATION"|"1724068"|""|""|""|""|""|""|""|""|""|""
"01-0127336"|"NEW AUBURN SOCIAL CLUB INC"|"1724967"|""|""|""|""|""|""|""|""|""|""
"01-0416936"|"Vinalhaven Land Trust Inc"|"1724968"|""|""|""|""|""|""|""|""|""|""
"01-0445336"|"Pope Memorial Humane Society of Knox Co."|"1724969"|""|""|""|""|""|""|""|""|""|""
"01-0527319"|"Northern Maine Independent System Administrator Inc"|"1724970"|""|""|""|""|""|""|""|""|""|""
"01-0679411"|"AMERICAN FRIENDS OF RETORNO"|"1724971"|""|""|""|""|""|""|""|""|""|""
"01-0752319"|"PITTSBURGH REGIONAL HEALTHCARE INITIATIVE"|"1724972"|""|""|""|""|""|""|""|""|""|""
"01-0367791"|"United Perenscot Housing, Inc."|"1726184"|""|""|""|""|""|""|""|""|""|""
"01-0263385"|"Thomas College"|"1726247"|""|""|""|""|""|""|""|""|""|""
"01-0603628"|"LEARNINGSPRING SCHOOL"|"1726248"|""|""|""|""|""|""|""|""|""|""
"01-0837128"|"Jencho Partnership Inc"|"1726249"|""|""|""|""|""|""|""|""|""|""
